"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"32","2021-03-30 12:44:23-03","EAO","IAN","140020","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Wurdack, JJ","Lanna Sobrinho, JP","122","1962","01","08","Southern America","Brasil","Rio de Janeiro",NA,"Guanabara, estrada da Vista Chinesa.",NA,NA,NA,NA,NA,NA,"IAN140020",NA,NA,NA,"1970","04",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:20:06-03","UFBA","ALCB","25676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Guedes, ML","Guedes, ML; et al.","3543","1993","08","20","Southern America","Brasil","Bahia","Alcobaça","Extremo Sul, µrea da Aracruz Celulose","-39.183333","-17.516667",NA,NA,NA,"6,0 m. Folhas coriáceas, discolores, nervuras proeminentes avermelhadas na face abaxial. Flores alvas, vistosas. Frutos quando maduros vinho.","ALCB061681",NA,NA,NA,NA,NA,NA,"-39.183333","-17.516667",NA,NA,NA,NA
"34","2021-02-24 18:14:01-03","UFBA","ALCB","42568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Stradmann, MTS","Moraes, EPF; Stradmann, MTS","0003","1998","12","13","Southern America","Brasil","Bahia","Elísio Medrado","Recôncavo Sul, Serra da Jibóia, Fazenda Jequitib ","-39.466667","-12.866667","600","600",NA,"7 m.Terrestre. Folhas membran ceas, disc¢lores e viscosas. Flores com pétalas cremes e androceu viol ceo. Frequente.; Mata Atlntica ombr¢fila densa com solo argiloso.","ALCB061680",NA,NA,NA,"1998","12",NA,"-39.466667","-12.866667",NA,NA,NA,NA
"35","2021-02-24 18:14:01-03","UFBA","ALCB","9378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Braumgratz, JFA","Mattos Silva, LA; Santos, TS dos","s/n","1980","05","20","Southern America","Brasil","Bahia","Mucurí","Extremo Sul, km 6 da Rod. Mucuri/Nova Viçosa, ramal & esquerda","-39.55","-18.083333","10","10",NA,"8,0 m x 15 cm. Flores com pétalas brancas; estames vermelhos, anteras amarelas. Frutos imaturos verdes.; provavelmente original. Solo arenoso.","ALCB061679",NA,NA,NA,"1997",NA,NA,"-39.55","-18.083333",NA,NA,NA,NA
"36","2021-02-24 18:14:01-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Braumgratz, JFA","Mattos Silva, LA; Santos, TS dos","s/n","1980","05","20","Southern America","Brasil","Bahia","Mucurí","Extremo Sul, km 6 da Rod. Mucuri/Nova Viçosa, ramal & esquerda","-39.55","-18.083333","10","10",NA,"8,0 m x 15 cm. Flores com pétalas brancas; estames vermelhos, anteras amarelas. Frutos imaturos verdes.; provavelmente original. Solo arenoso.",NA,NA,NA,NA,"1997",NA,NA,"-39.55","-18.083333",NA,NA,NA,NA
"37","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534616","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Claussen P",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534616","NL-L2534616",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534617","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Pohl JE; Schott HW",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534617","NL-L2534617",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534618","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Claussen P",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534618","NL-L2534618",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534619","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasil.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534619","NL-L2534619",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534620","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534620","NL-L2534620",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534621","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Vincent D",NA,"1916","01","01","Southern America","Brazil",NA,NA,"Brésil: Env. di Rio di Janeiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534621","NL-L2534621",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U.1394877","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Harley RM; et al.",NA,"1977","01","18","Southern America","Brazil",NA,NA,"Estado da Bahia, coastal zone, 16km S. of Cumuruxatiba on the road to Prado. Mixed restinga with open periodically wet areas.","-39.25","-17.216667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394877","NL-U1394877",NA,NA,NA,NA,NA,"-39.25","-17.216667","Magnoliopsidae",NA,NA,NA
"44","2020-11-04 10:56:04-03","ESALQ","ESA","134449","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Lima, R.A.F.",NA,"249.0","2013","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 16914. Altura: 7m","ESA134449",NA,NA,NA,"2014",NA,NA,"23.38.25",NA,NA,NA,NA,NA
"45","2020-11-04 11:13:21-03","ESALQ","ESA","83585","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Pastore, J.A.","Baitello, J.B.","855.0","1999","04","28",NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"ESA083585","ESA083585","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:13:21-03","ESALQ","ESA","102306","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia",NA,"Árbocz, G.F.","Árbocz, G.F.","1648.0","1995","07","21",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA102306","ESA102306","34265","auto","1995","07","21",NA,NA,NA,NA,NA,NA
"47","2021-01-17 13:47:07-03","MN","R","221553","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Baumgratz, J.F.A.","Braga, J.M.A. 4127; Andreata, R.H.P.; Lyra Neto, J.A. et al.",NA,"1997","06","03",NA,"Brasil","Rio de Janeiro","Mangaratiba",NA,"-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,"17272","auto","1997","06",NA,NA,NA,NA,NA,NA,NA
