"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","barcode","imagecode","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"27","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081627","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Amorim AM; et al.",NA,"1993","11","27","Southern America","Brazil","Sergipe",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081627","NL-U1081627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143758",NA,NA,NA,NA
"28","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081628","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Carvalho AMV de",NA,"1993","10","05","Southern America","Brazil","Sergipe",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081628","NL-U1081628",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143757",NA,NA,NA,NA
"29","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081629","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Queiroz P; M de",NA,"1989","06","15","Southern America","Brazil","Paraíba",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081629 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081629","NL-U1081629",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143755",NA,NA,NA,NA
"30","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081630","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Queiroz P; M de",NA,"1989","06","15","Southern America","Brazil","Paraíba",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081630","NL-U1081630",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143756",NA,NA,NA,NA
"31","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081631","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Queiroz P; M de",NA,"1989","06","15","Southern America","Brazil","Paraíba",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081631 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081631","NL-U1081631",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143753",NA,NA,NA,NA
"32","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081632","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Queiroz P; M de",NA,"1989","06","15","Southern America","Brazil","Paraíba",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081632 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081632","NL-U1081632",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143754",NA,NA,NA,NA
"33","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081635","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Mello-Silva R de","Pirani JR; Kallunki JA",NA,"1993","01","23","Southern America","Brazil","Sergipe",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081635","NL-U1081635",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0143750",NA,NA,NA,NA
"34","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081636","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Almeida K; Santos EB dos",NA,"2000","02","04","Southern America","Brazil","Pernambuco",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081636","NL-U1081636",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0141533",NA,NA,NA,NA
"35","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081637","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Silva TMC da; Almeida K",NA,"2000","09","19","Southern America","Brazil","Pernambuco",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081637","NL-U1081637",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0141532",NA,NA,NA,NA
"36","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081638","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas PJM","Paulo MQ; Filho JRM; et al.",NA,"1989","06","15","Southern America","Brazil",NA,NA,"Brazil, Paraiba, Joao Pessoa, reserva ecologica, campus I da UFPB",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081638","NL-U1081638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0011671",NA,NA,NA,NA
"37","2016-02-02 14:37:44-02","BGBM","B","B 10 0243120","S","Plantae",NA,NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels",NA,"B. J. Pickel","3004","1932","03","26","Middle and South America","Brazil",NA,NA,"Tapéra (Pernambuco).",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100243120 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243120","B100243120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"38","2019-02-15 11:32:46-02","IPA","IPA","92448","S","Plantae","Plantae",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H.Rainer","Cano, O.","Santos, E.G. dos","31","2015","03",NA,"Southern America","Brasil","Pernambuco","São Lourenço da Mata","Refúgio de Vida Silvestre Mata do Toró., Interior da Mata do Toró. Em local sombreado.","-35.0182991027832","-8.00222015380859","Material Botânico em estudo para Tese de Doutorado. PPGB/ Ecologia de Ecossistemas Terrestres UFRPE. Título da Tese: Ecologia de lianas em fragmentos de Florestas Ombrófila e Estacional no domínio Atlântico de Pernambuco, Orientado","IPA0092448",NA,NA,"21764","auto","2015","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:32:51-02","IPA","IPA","15224","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Lira, O.C.","144","1967","12","21","Southern America","Brasil","Pernambuco",NA,"margem da estrada Tejucupapo - Ponta de Pedra.",NA,NA,"Arbusto 2 - 3m; só fruto.","IPA0015224",NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA
"40","2019-02-15 11:32:51-02","IPA","IPA","15240","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Lira, O.C.","158","1967","12","21","Southern America","Brasil","Pernambuco","Ponta de Pedra","margem da estrada de Tejucupapo.",NA,NA,NA,"IPA0015240",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:32:51-02","IPA","IPA","55312","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Mello-Silva, R.","Pirani, J.R.; Kallunki, J.A.; Kallunki, J.A.","2653","1993","01","23","Southern America","Brasil","Sergipe","Santa Luzia","Estância - Santa Luzia, a 6 km da cidade na estrada para o Pontal.","-37.5","-11.3","Árvore 7m de altura, tronco delgado ca. 7 cm DAP. Folhas verde-claras, lustrosa na face superior, discolores. Longos ramos pendentes. Flores pêndulas com pedicelo e sépalas verdes com pilosidade ferrugínea. Pétalas eretas creme.; Mata","IPA0055312",NA,NA,NA,NA,"1993","06","-37.5","-11.3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:32:51-02","IPA","IPA","60205","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Silva, T.M.C. da","Almeida, K.; Santos E.; Santos E.","28","2000","02","04","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-34.950278","-8.012778","Árvore ca. 3m. Flores com pétalas amarelas e sépalas verde. Fruto imaturo verde.; Solo areno-argiloso.","IPA0060205",NA,NA,NA,NA,"2000","05","-34.950278","-8.012778",NA,NA,NA,"03",NA,NA,NA,NA,NA
"43","2019-02-15 11:32:51-02","IPA","IPA","1830","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Andrade-Lima","Andrade-Lima","617","1950","07","24","Southern America","Brasil","Pernambuco",NA,"Aldeia, estrada de Aldeia.",NA,NA,"Arbusto em capoeira à margem da estrada. Flores quando abertas mais ou menos creme com perfume.","IPA0001830",NA,NA,NA,NA,"1953","03",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"44","2019-02-15 11:32:51-02","IPA","IPA","1831","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Andrade-Lima","Andrade-Lima","617","1950","07","24","Southern America","Brasil","Pernambuco",NA,"Aldeia, estrada de Aldeia.",NA,NA,"Arbusto em capoeira à margem da estrada. Flores quando abertas mais ou menos creme com perfume.","IPA0001831",NA,NA,NA,NA,"1953","03",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
