"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","typeStatus","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","sex"
"11","2020-06-29 11:29:42-03","UFRJ","RFA","23668","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","R. Moura","1998","08","Brasil","Rio de Janeiro","Maricá","Restinga de Maricá","-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto","28","S.H. Martins",NA,"1991","05","29",NA,NA,"RFA51369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:29:42-03","UFRJ","RFA","21360","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","P. Nunes",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","57442",NA,"Heliófita","auto",NA,"P. Nunes",NA,"1979","10",NA,NA,NA,"RFA51367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:42-03","UFRJ","RFA","42428","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca, terreno do campo de Golfe Olímpico antes das intervenções.","-43.2075004577637","-22.9027996063232","57442",NA,"Erva terrestre, crescendo na borda das moitas de restinga, local semi-sombreado. Folhas verde-claras, inflorescências vermelhas com máculas amarelas no ápice das brácteas.","auto",NA,"R.S. Couto","874","2013","07","19",NA,NA,"RFA36659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:29:42-03","UFRJ","RFA","21456","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","G. Martinelli",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232","57442",NA,"Planta epífita, diâmetro ca. 60 cm, inflorescência amarelo e vermelho","auto",NA,"E.M. Occhioni","481","1986","01","15",NA,NA,"RFA51365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:42-03","UFRJ","RFA","38980","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé","PARNA Restinga de Jurubatiba.","-41.7868995666504","-22.3708000183105","47209",NA,"Espécie coletada em período de florescência, próxima ao início da mata de restinga","auto",NA,"G. P. Souza; T. U. P. Konno; C. N. Matozinhos; N. L. Abreu; M. N. Galvão; M. F. O. Silva; J. Mello","2","2010","07","01",NA,NA,"RFA32633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:51:45-03","EAO","IAN","2947","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Praia de Sernambetiba (Recreio dos Bandeirantes). Ao nível do mar.&nf;(Malformed from insert injury).","-43.333333","-23",NA,NA,NA,NA,NA,"Smith, LB; Segadas-Vianna, F","6830","1952","04","04","Southern America",NA,"IAN002947","IAN002947_f","-43.333333","-23",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:51:45-03","EAO","IAN","87927","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Praia de Sernambetiba (Recreio dos Bandeirantes). Ao nível do mar.&nf;(Malformed from insert injury).","-43.333333","-23",NA,NA,NA,NA,NA,"Smith, LB; Segadas-Vianna, F","6830","1952","04","04","Southern America",NA,"IAN087927",NA,"-43.333333","-23",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:27:41-03","UFBA","ALCB","108740","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Guedes, ML; Rodarte, ATA","2012","04","Brasil","Rio de Janeiro","Rio de Janeiro","APA Restinga entre Itaipuaçu e Marica","-42.902222","-22.974722",NA,NA,"folhas rosuladas. Inflorescência com bráctea de base vermelha, ápice esverdeado. Flores amarelas.",NA,NA,"Guedes, ML","19618","2012","04","07","Southern America",NA,"ALCB010360","ALCB010360","-42.902222","-22.974722",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174572","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brazil",NA,NA,"Rio de Janeiro. Distrito Federal: Recreio dos Bandeirantes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Pulle-Lutz BMJ",NA,"1938","10","29","Southern America",NA,"NL-U1174572","NL-U1174572",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174588","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brazil",NA,NA,"Hab. Est. Paraná. Serra do Mar; Upper Rio de Corvo, S. of old road to Morretes, ca. 25 km E. of Curitiba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Southern America",NA,"NL-U1174588","NL-U1174588",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174589","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brazil",NA,NA,"Hab. Est. Paraná. Serra do Mar; Upper Rio de Corvo, S. of old road to Morretes, ca. 25 km E. of Curitiba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Southern America",NA,"NL-U1174589","NL-U1174589",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174590","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brazil",NA,NA,"Guanabara, Pedra de Itauna, Restinga da Jacarepaguá, 'restinga alberta'.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Berg CC",NA,"1973","08","19","Southern America",NA,"NL-U1174590","NL-U1174590",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174591","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brazil",NA,NA,"hab. Est. Paraná. Fazenda S. Domingos, ca. 20 km S. of mamborê. Near Rio Tricolor. Epiphytic, 3 m above the river.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","05","15","Southern America",NA,"NL-U1174591","NL-U1174591",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2021-02-07 08:35:21-03","MN","R","117150","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrade, A.G.","1573","1963","07","03",NA,NA,"R010018016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-07 08:35:21-03","MN","R","189664","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith, L.B.","15347","1968","02","01",NA,NA,"R010017348","R010017348",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-07 08:35:21-03","MN","R","189670","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Segadas-Vianna, F.","3684","1948","06","15",NA,NA,"R010017351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-07 08:35:21-03","MN","R","215798","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Espirito Santo","Presidente Kennedy","Praia das Neves, propriedade Ferrous","-40.9741121437401","-21.2350961286575",NA,NA,NA,NA,NA,"Coser, T.S.","517","2012","01","19",NA,NA,"R010017326",NA,"-40.9741121437401","-21.2350961286575",NA,NA,NA,NA,NA,NA,NA
"28","2021-02-07 08:35:21-03","MN","R","215800","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Espirito Santo","Presidente Kennedy",NA,"-40.9741121437401","-21.2350961286575",NA,NA,NA,NA,NA,"Coser, T.S.","522","2012","01","19",NA,NA,"R010017327",NA,"-40.9741121437401","-21.2350961286575",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-07 08:35:21-03","MN","R","239674","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Cabo Frio","restinga da Praia do Foguete","-42.0425","-22.925278",NA,NA,NA,NA,NA,"Menezes, A.C.S. 15; Bernardo, J.P.; Alves, N.G. & Alves, R.J.V.",NA,"2019","10","12",NA,NA,"R010067274,R010067278","R010067274 R010067278","42°02'33W","22°55'31S",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-07 08:35:21-03","MN","R","203529","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749","25964",NA,NA,"auto",NA,"Rocha, C.F.D.","67","2000","03","28",NA,NA,"R010018022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-07 08:35:21-03","MN","R","111030","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749","25964",NA,NA,"auto",NA,"Segadas-Vianna, F.","1003","1953","07","10",NA,NA,"R010017328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-07 08:35:21-03","MN","R","105772","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749","25964",NA,NA,"auto",NA,"Smith, L.B.","6598","1952","04","17",NA,NA,"R010018013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-07 08:35:21-03","MN","R","191134","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646","13257",NA,NA,"auto",NA,"Moura, R.","38","1997","01","22",NA,NA,"R010018033","R010018033",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-07 08:35:21-03","MN","R","205415","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105","47209",NA,NA,"auto",NA,"Carauta, J.P.P.","7432","2004","08","17",NA,NA,"R010018028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-07 08:35:21-03","MN","R","188798","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105","47209",NA,NA,"auto",NA,"Gomes, M.",NA,NA,NA,NA,NA,NA,"R010018041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-07 08:35:21-03","MN","R","189666","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,"Vidal, J.",NA,"1952","11",NA,NA,NA,"R010018030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-07 08:35:21-03","MN","R","213453","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,"Uribbe, F.P.","30","2012","02","01",NA,NA,"R010018046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-07 08:35:21-03","MN","R","181968","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,"Souza, A.",NA,"1989","12",NA,NA,NA,"R010017335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-07 08:35:21-03","MN","R","181967","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,"Souza, A.",NA,"1989","11",NA,NA,NA,"R010017334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-07 08:35:21-03","MN","R","178079","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,"Souza, A.",NA,NA,NA,NA,NA,NA,"R010017333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-07 08:35:21-03","MN","R","178078","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,"Souza, A.","3114","1990","06",NA,NA,NA,"R010017332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-07 08:35:21-03","MN","R","192985","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Niterói",NA,"-43.1035995483398","-22.88330078125","14785",NA,NA,"auto",NA,"Figueiredo, C.","5","1997","09","07",NA,NA,"R010017343","R010017343",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-07 08:35:21-03","MN","R","205308","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168","33509",NA,NA,"auto",NA,"Oliveira, M.C.","1125","2005","03","08",NA,NA,"R010018039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-07 08:35:21-03","MN","R","214576","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686","17620",NA,NA,"auto",NA,"Braga, H.N.","466","1999","08","28",NA,NA,"R010018040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-07 08:35:21-03","MN","R","197385","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686","17620",NA,NA,"auto",NA,"Figueiredo, C.","24","1998","03","22",NA,NA,"R010017346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-07 08:35:21-03","MN","R","213462","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Gonçalves, L.F.","20","2011","08","22",NA,NA,"R010018043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-07 08:35:21-03","MN","R","203567","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","São João da Barra",NA,"-41.0511016845703","-21.6403007507324","31235",NA,NA,"auto",NA,"Rocha, C.F.D.","15","1999","11","10",NA,NA,"R010018025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-07 08:35:21-03","MN","R","191136","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,"Costa, A.F.","699","1996","06",NA,NA,NA,"R010017329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-07 08:35:21-03","MN","R","191135","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,"Costa, A.F.","698","1996","06",NA,NA,NA,"R010017365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-07 08:35:21-03","MN","R","189313","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,"Costa, A.F.","509","1995","02",NA,NA,NA,"R010017368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-07 08:35:21-03","MN","R","32474","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,"Foster, M.B.","345","1939","08","15",NA,NA,"R010018006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-07 08:35:21-03","MN","R","224372","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Rodarte, A.T.A.","2007","04","Brasil","Rio de Janeiro","Maricá","Área de Proteção de Maricá","-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto","22","Rodarte, A.T.A.","309","2007","01","25",NA,NA,"R010002163","R010002163","716 097","745 9100",NA,NA,NA,NA,NA,NA,NA
