"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"102","2019-11-21 09:59:14-03","IBt","SP","487407","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Almeida Scabbia, RJ","Almeida Scabbia, RJ; Kameyama, C; Shirasuna, RT","683","2012","09","27",NA,"Brasil","São Paulo","Estrada para Nazaré Paulista. Próximo ao Condomínio Cidade Soberana ou Parque São João","-46.440528","-23.387194",NA,NA,NA,NA,"Guarulhos",NA,"648","648",NA,NA,NA,"-46.440528","-23.387194","2012","09","27",NA,NA,NA
"103","2019-11-21 09:59:14-03","IBt","SP","49815","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Kuhlmann, M","Kuhlmann, M","563","1943","04","05",NA,"Brasil","São Paulo","Monte Alegre. Faz. Santa Izabel.","-46.7599983215332","-22.7000007629395",NA,NA,"SP049453","SP049453","Amparo",NA,NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 09:59:14-03","IBt","SP","276389a","Extra","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Catharino, ELM","2066","1993","11","01",NA,"Brasil","São Paulo","Alto Vale do Rio Paca (Bracuhy), Fazenda Dr. Rui (Coroa Brastel).","-44.3199996948242","-22.6800003051758",NA,NA,"SP049457","SP049457","Bananal",NA,NA,NA,"26795","auto",NA,NA,NA,"1997","02","18",NA,NA,NA
"105","2019-11-21 09:59:14-03","IBt","SP","276389","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Catharino, ELM","2066","1993","11","01",NA,"Brasil","São Paulo","Alto Vale do Rio Paca (Bracuhy), Fazenda Dr. Rui (Coroa Brastel).","-44.3199996948242","-22.6800003051758",NA,NA,"SP049456","SP049456","Bananal",NA,NA,NA,"26795","auto",NA,NA,NA,"1997","02","18",NA,NA,NA
"106","2019-11-21 09:59:14-03","IBt","SP","276388","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Zhu, G","Catharino, ELM; et al.","2057","1994","09","30",NA,"Brasil","São Paulo","Serra da Bocaina, Subida da Serra.","-44.3199996948242","-22.6800003051758",NA,NA,"SP049462","SP049462","Bananal",NA,NA,NA,"26795","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA
"107","2019-11-21 09:59:14-03","IBt","SP","36616","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Röthlisberger","Kuhlmann, M","s.n.","1936","10","20",NA,"Brasil","São Paulo",NA,"-46.7400016784668","-23.3600006103516",NA,NA,"SP049452","SP049452","Caieiras",NA,NA,NA,"9448","auto",NA,NA,NA,"1974","11","05",NA,NA,NA
"108","2019-11-21 09:59:14-03","IBt","SP","245435","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Boguer, J","Rossi, L; et al.","688","1990","08","17",NA,"Brasil","São Paulo","Reserva Ecológica Juréia-Itatins, Trilha do Imperador","-47.5499992370605","-24.7000007629395",NA,"Erva com tubérculo, folhas jovens verdes, pecíolo e espaco e espata verdes, espadice creme","SP049469","SP049469","Iguape",NA,NA,NA,"55628","auto",NA,NA,NA,"1996","11","22",NA,NA,NA
"109","2019-11-21 09:59:14-03","IBt","SP","53562","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Viégas, AP; et al.","s.n.","1946","01","10",NA,"Brasil","São Paulo","Estação Ferroviária Guedes.&nf;Fazenda da Barra.","-46.9799995422363","-22.7000007629395",NA,NA,"SP049463","SP049463","Jaguariúna",NA,NA,NA,"12963","auto",NA,NA,NA,"1997","02",NA,NA,NA,NA
"110","2019-11-21 09:59:14-03","IBt","SP","210969","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Kirizawa, M","1742","1986","08","22",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Mata, picada dezenove, baixada com solo brejoso, bulbo 6,0cm., dm. x 4,0cm., alt. conteúdo amarelo, súber fragmentado, dando aspecto rugoso ao bulbo ovalado, terço basal da espiga avermelhada, o restante creme com cheiro de acetona, fot","SP049470","SP049470","Santo André",NA,NA,NA,"27258","auto",NA,NA,NA,"1997","09",NA,NA,NA,NA
"111","2019-11-21 09:59:14-03","IBt","SP","8072","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Gehrt, A","s.n.","1922","12","06",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba, Caixa d'água","-46.5299987792969","-23.6599998474121",NA,"Mata fresca","SP049467","SP049467","Santo André",NA,NA,NA,"27258","auto",NA,NA,NA,"1997","09",NA,NA,NA,NA
"112","2019-11-21 09:59:14-03","IBt","SP","270463","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Sakuragui, CM","Marzola, ELC; Godoi, JV","20","1994","08","29",NA,"Brasil","São Paulo","Parque Caminhos do Mar, Calçada do Lorena. Setor A.","-46.560001373291","-23.6900005340576",NA,NA,"SP049460","SP049460","São Bernardo do Campo",NA,NA,NA,"31119","auto",NA,NA,NA,"1996","12","26",NA,NA,NA
"113","2019-11-21 09:59:14-03","IBt","SP","161079","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Mayo, S","Wanderley, MGL","109","1979","07","29",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1981","02","20",NA,NA,NA
"114","2019-11-21 09:59:14-03","IBt","SP","163571","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Mayo, S","Wanderley, MGL","134","1979","07","16",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1981","02","23",NA,NA,NA
"115","2019-11-21 09:59:14-03","IBt","SP","161145","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Mayo, S","Kirizawa, M","422","1979","07","02",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","-46.6300010681152","-23.5400009155273",NA,NA,"SP049458","SP049458","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1981","02","20",NA,NA,NA
"116","2019-11-21 09:59:14-03","IBt","SP","155279","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Jung, SL; Lopes, EA","264","1978","08","11",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","-46.6300010681152","-23.5400009155273",NA,NA,"SP049459","SP049459","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1997","06","13",NA,NA,NA
"117","2019-11-21 09:59:14-03","IBt","SP","160664","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Mayo, S","Custodio Filho, A; Wanderley, MGL","67","1979","07","16",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica. Ao lado dirito para quem desce o riacho Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,"SP049464","SP049464","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1981","02","20",NA,NA,NA
"118","2019-11-21 09:59:14-03","IBt","SP","337825","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Pirani, JR; Zappi, DC","Rossi, L; Alair","s.n.","1984","07","26",NA,"Brasil","São Paulo","Parque Guarapiranga. Próximo à represa.","-46.6300010681152","-23.5400009155273",NA,NA,"SP049461","SP049461","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1984","09","24",NA,NA,NA
"119","2019-11-21 09:59:14-03","IBt","SP","10704","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Luederwaldt, H","s.n.","1909","09",NA,NA,"Brasil","São Paulo","Procedente do bairro do Ipiranga cultivada no Horto Botânico, alto da Serra","-46.6300010681152","-23.5400009155273",NA,"Cresce na mata virgem tronco pardo","SP049468","SP049468","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1997","09",NA,NA,NA,NA
"120","2019-11-21 09:59:14-03","IBt","SP","50472","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Röthlisberger","Roth, L","854","1943","11","20",NA,"Brasil","São Paulo","Santo Amaro.","-46.6300010681152","-23.5400009155273",NA,NA,"SP049454","SP049454","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1974","11","05",NA,NA,NA
"121","2019-11-21 09:59:14-03","IBt","SP","10705","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Engler, A","Loefgren, A","CGG3237","1895","11",NA,NA,"Brasil","São Paulo","Serra da Cantareira, sitio Doll.","-46.6300010681152","-23.5400009155273",NA,NA,"SP008930","SP008930","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 09:59:14-03","IBt","SP","257945","S","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Nadruz, M","Sugiyama, M; Wanderley, MGL","1061","1992","10","06",NA,"Brasil","São Paulo","Fazenda Intervales, Base Saibadela. Perto da cachoeira da Saibadela.","-47.9199981689453","-24.3799991607666",NA,NA,"SP049465","SP049465","Sete Barras",NA,NA,NA,"34059","auto",NA,NA,NA,"1997","09",NA,NA,NA,NA
"123","2019-01-03 10:48:12-02","GH","HU-HERB","GH 01655299","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Loddiges) Engler",NA,"J. Eugenio Leite","3779","1945","12",NA,"South America","Brazil","São Paulo","Campos do Jordão",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3779",NA,"undetermined"
