"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"11","2020-02-08 08:42:54-03","NBC","NL-BOTANY","U.1104047","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Prance GT; et al.",NA,"1971","11","27","Southern America","Brazil",NA,"Brazili Amazônia. Basin of Rio purus. Rio Cunhuá at Canaçá; Capoeira.","-66.45","-6.566667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1104047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1104047","NL-U1104047",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-66.45","-6.566667",NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:00:14-03","ESALQ","ESA","37682","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engler","Gonçalves, E.G.","Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","91.0","1997","12","13",NA,"Brasil","São Paulo","Estrada do Pinhalzinho/11 Km de Bom Sucesso. Floresta Ombrófila Mista/Floresta de Araucária","-490.438","-242.007",NA,"Ervas de 80 cm, com fruto, bulbo","ESA037682","ESA037682","Apiaí",NA,NA,NA,NA,NA,NA,"-490,438","-242,007","1999","08","23",NA,NA,NA
"13","2019-02-15 11:33:14-02","IPA","IPA","9106","S","Plantae","Plantae",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","Engl.","Mayo, S.J.","Pickel, B.","5581","1941","11","20","Southern America","Brasil","São Paulo","Chácara dos Morrinhos.","-46.6300010681152","-23.5400009155273",NA,"Na mata.","IPA0009106",NA,"São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1981","02","07",NA,NA,NA
"14","2019-08-27 13:25:12-03","IAP","PACA-AGP","28216","PreservedSpecimen","Plantae","Magnoliophyta","Arales","Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd) Engl.","Emrich-Rambo","Rambo, B.",NA,"1945","03","03",NA,"Brasil","RS","Ad fl. Uruguai superius.","-52.7714004516602","-27.3617000579834",NA,"EM PERIGO Habitat: In silva primaeva. Fenofase: estéril","PACA028216",NA,"Nonoai",NA,NA,NA,"35080","auto","Liliatae",NA,NA,"1954","05","05",NA,NA,NA
"15","2019-08-27 13:25:12-03","IAP","PACA-AGP","67937","PreservedSpecimen","Plantae","Magnoliophyta","Arales","Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd) Engl.","G. Hatschbach","J. Cordeiro","144","1985","09","11",NA,"Brasil","PR","Veu de Noiva","-48.834400177002","-25.476900100708",NA,"EM PERIGO Habitat: Mata pluvial. Hábito: terrícola","PACA067937",NA,"Morretes",NA,NA,NA,"30514","auto","Liliatae",NA,NA,"1986","02",NA,NA,NA,NA
"16","2019-08-27 13:25:12-03","IAP","PACA-AGP","34947","PreservedSpecimen","Plantae","Magnoliophyta","Arales","Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd) Engl.","Emrich-Rambo","Rambo, B.",NA,"1947","01","08",NA,"Brasil","RS","Faz. Bernardo Velho. Ad fl. Pelotas.","-50.4166984558105","-28.6678009033203",NA,"EM PERIGO Habitat: In araucarieto. Fenofase: estéril","PACA034947",NA,"Bom Jesus",NA,NA,NA,"55856","auto","Liliatae",NA,NA,"1954","05","05",NA,NA,NA
"17","2020-12-20 21:15:31-03","UFV","VIC","013001","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd) Engl.",NA,"Heringer, E.P.","1133","1942","11","21",NA,"Brasil","Minas Gerais","Estação Experimental",NA,NA,NA,NA,"VIC013001","VIC013001","Cel. Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0003517","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Asterostigma","lividum","Asterostigma lividum","Engl.",NA,"J. Cordeiro; J. M. Silva","144","1985","12","9",NA,"Brazil","Parana","Veu de Noiva(mun.Morretes) Parana.","-48.8167","-25.4667",NA,"Terricola.Da mata pluvial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:30:50-03","UFJF","CESJ","58795","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","L. Menini Neto","C.N. Silva; L. Menini Neto","111","2011","11","09","América do Sul","Brasil","Minas Gerais","Jardim Botânico da UFJF - Mata do Krambeck, Interior de mata.","-43.3502998352051","-21.7642002105713",NA,"Interior de mata. Herbácea, ca. de 0,2m de alt., flores femininas verdes e masculinas vináceas.","CESJ058795","CESJ058795","Juiz de Fora",NA,NA,NA,"36144","auto",NA,NA,NA,"2012","03","30",NA,NA,NA
"20","2019-11-21 14:30:50-03","UFJF","CESJ","23237","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","S.Mayo","L. Krieger; et al.","CESJ569","1988","11","19","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,"No chão da mata, sobre húmus, rizoma globoso. Uma só folha.","CESJ023237","CESJ023237","Alto Caparaó",NA,NA,NA,"21645","auto",NA,NA,NA,"1990","06","08",NA,NA,NA
"21","2019-11-21 14:30:50-03","UFJF","CESJ","31544","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","L.C.Pereira","R.C. Forzza; L.D. Meireles","1709","2000","11","26","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Erva terrestre, pecíolo rajado. espata verde. Frutos verdes.","CESJ031544","CESJ031544","Descoberto",NA,NA,NA,"11991","auto",NA,NA,NA,"2011","08",NA,NA,NA,NA
"22","2019-11-21 14:30:50-03","UFJF","CESJ","18776 - A","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","N. Stephan","L. Krieger","CESJ18776","1981","11","16","América do Sul","Brasil","Minas Gerais","Parque da Lajinha","-43.3502998352051","-21.7642002105713",NA,"Erva, no chão da mata, pecíolo e pedúnculo marmoratos.","CESJ18776A","CESJ18776A","Juiz de Fora",NA,NA,NA,"36144","auto",NA,NA,NA,"1981","12","03",NA,NA,NA
"23","2019-11-21 14:30:50-03","UFJF","CESJ","18752","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","N. Stephan","N. Stephan","s.n.,","1981","10","30","América do Sul","Brasil","Minas Gerais","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,"No chão da mata, com tuberculo; caule castanho pintalgado, espata verde com estrias castanhas; espadice com flores masculinas vermelhas e flores femininas com estigma em forma de estrela.","CESJ018752","CESJ018752","Juiz de Fora",NA,NA,NA,"36144","auto",NA,NA,NA,"1981","12","03",NA,NA,NA
"24","2020-10-21 18:50:19-03","UFJF","CESJ","854","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","S.Mayo","L. Roth","CESJ854","1943","11",NA,"América do Sul","Brasil","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"Erva, na mata.","CESJ000854","CESJ000854","São Paulo",NA,NA,NA,"53584","auto",NA,NA,NA,"1989",NA,NA,NA,NA,NA
"25","2019-08-20 09:59:04-03","UNICAMP","UEC","128355","S","Plantae","Liliopsida",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Meireles, LD","Meireles, LD","1182","2002","10","19",NA,"Brazil","Minas Gerais","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Erva terrestre, caule reptiliano, com espata arroxeada internamente, subbosque impactado.","UEC087248","UEC087248","Camanducaia",NA,NA,NA,"22140","auto",NA,NA,NA,"2003","01",NA,NA,NA,NA
"26","2019-08-20 09:59:04-03","UNICAMP","UEC","128354","S","Plantae","Liliopsida",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Meireles, LD","Meireles, LD","1184","2002","10","19",NA,"Brazil","Minas Gerais","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Erva terrestre, caule reptiliano bege claro, espata arroxeada internamente, fruto creme.","UEC087251","UEC087251","Camanducaia",NA,NA,NA,"22140","auto",NA,NA,NA,"2003","01",NA,NA,NA,NA
"27","2019-08-20 09:59:04-03","UNICAMP","UEC","124663","S","Plantae","Liliopsida",NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Meireles, LD","Meireles, LD","739","2001","11","07",NA,"Brazil","Minas Gerais","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Erva com peciolo foliar rajado, espata arroxeada internamente.","UEC087252","UEC087252","Camanducaia",NA,NA,NA,"22140","auto",NA,NA,NA,"2002","10",NA,NA,NA,NA
"28","2020-10-14 09:58:30-03","FURB","FURB","30657","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Gasper, AL de","Korte, A.; Kniess, A.","4113","2010","08","18",NA,"Brasil","Santa Catarina","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778",NA,"Florística IFFSC 1026 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB00589","FURB00589","Joinville",NA,"698","698",NA,NA,NA,"-49.0505556","-26.2802778","2010","10","14",NA,NA,NA
"29","2021-03-16 17:50:02-03","UCS","HUCS","26934","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Asterostigma","lividum","Asterostigma lividum","(Lood.) Engler","Nicolson, D.","Wasum, R.A.","3082","2005","11","05",NA,"Brasil","Paraná","Estrada para Ponta Grossa","-50.3828010559082","-25.8742008209229",NA,"interior da mata",NA,NA,"São Mateus do Sul",NA,NA,NA,"31353","auto",NA,NA,NA,"2006","01",NA,NA,NA,NA
"30","2020-12-21 16:13:17-03","MBM","MBM","390949","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Cordeiro, J.; Barboza, E.","Dunaiski Jr.; A.; Matozo, T.M.; Matozo, T.M.","2533","2004","09","25","Southern America","Brazil","Paraná","Amola Faca","-49.6356010437012","-25.5839004516602",NA,"Inflorescência com odor do ácido acético.; Interior de floresta.","MBM390949","MBM390949","Balsa Nova",NA,NA,NA,"27346","auto",NA,NA,NA,"2012",NA,NA,NA,NA,NA
"31","2020-12-21 16:13:17-03","MBM","MBM","247019","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Hatschbach, G.","Hatschbach, G.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","2884","1999","12","22","Southern America","Brazil","Paraná","Morro Camacuã","-49.0553016662598","-25.3055992126465",NA,NA,"MBM247019","MBM247019","Campina Grande do Sul",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:13:17-03","MBM","MBM","329376","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Cordeiro, J.; Barboza, E.","Cordeiro, J.","350","2006","09","26","Southern America","Brazil","Paraná","Fazenda Três Capões, próximo ao Posto napoleão à 23 km de Guarapuava sentido à Cascavel","-51.4580993652344","-25.395299911499",NA,"Erva terrícola, inflorescência clara","MBM329376","MBM329376","Guarapuava",NA,NA,NA,"53832","auto",NA,NA,NA,"2007",NA,NA,NA,NA,NA
"33","2020-12-21 16:13:17-03","MBM","MBM","262778","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Ribas, O.S.","Ribas, O.S.; Lider, A.A.; Lider, A.A.","3634","2001","09","18","Southern America","Brazil","Paraná","Coroados","-48.5746994018555","-25.8827991485596",NA,NA,"MBM262778","MBM262778","Guaratuba",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:13:17-03","MBM","MBM","390936","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Cordeiro, J.; Barboza, E.","Dunaiski Jr.; A.","2562","2004","10","11","Southern America","Brazil","Paraná","Morro da Cruz","-48.5428009033203","-25.8174991607666",NA,"Uma folha por planta.; Interior da floresta.","MBM390936","MBM390936","Matinhos",NA,NA,NA,"15275","auto",NA,NA,NA,"2012",NA,NA,NA,NA,NA
"35","2020-12-21 16:13:17-03","MBM","MBM","229790","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Hatschbach, G.","Silva, J.M.; Barboza, E.; Barboza, E.","2441","1998","08","29","Southern America","Brazil","Paraná","Serra da Prata, trilha para o pico da Torre da Prata","-48.834400177002","-25.476900100708",NA,NA,"MBM229790","MBM229790","Morretes",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:13:17-03","MBM","MBM","229796","PreservedSpecimen","Plantae",NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Hatschbach, G.","Barboza, E.; Cruz, J.M.; Poliquesi, C.B.; Cruz, J.M.; Poliquesi, C.B.","211","1998","11","06","Southern America","Brazil","Paraná","Matulão","-49.1988983154297","-25.9281005859375",NA,NA,"MBM229796","MBM229796","Tijucas do Sul",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-03 19:41:07-03","MNHN","RECOLNAT_MNHN_P","P02120879","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Bogner","Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo","Serra da Cantareira - Etat de São Paulo. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb","Plantes D´Amérique Tropicale. Voyage au Brésil Août-Novembre 1958. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02120879' target='other'> <mi>dwc_moreinfo</mi></a>","P02120879","P02120879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8519",NA,NA
"38","2015-09-03 19:41:07-03","MNHN","RECOLNAT_MNHN_P","P02120880","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Bogner","Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo","Serra de Cantareira. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb","Plantes D'Amérique Tropicale. Voyage Au Brésil . . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02120880' target='other'> <mi>dwc_moreinfo</mi></a>","P02120880","P02120880_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8519",NA,NA
"39","2015-09-03 19:10:22-03","MNHN","RECOLNAT_MNHN_P","P02133866","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil - Province de Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133866' target='other'> <mi>dwc_moreinfo</mi></a>","P02133866","P02133866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B' 561",NA,NA
"40","2015-09-03 19:10:22-03","MNHN","RECOLNAT_MNHN_P","P02133867","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Glaziou, A.",NA,"1878","7","7",NA,"Brasil","Rio de Janeiro","Brésil. R.J. Corcovado Paineiras.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133867' target='other'> <mi>dwc_moreinfo</mi></a>","P02133867","P02133867_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9330",NA,NA
"41","2015-09-03 19:10:22-03","MNHN","RECOLNAT_MNHN_P","P02133868","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133868' target='other'> <mi>dwc_moreinfo</mi></a>","P02133868","P02133868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17839",NA,NA
"42","2015-09-03 19:10:22-03","MNHN","RECOLNAT_MNHN_P","P02133869","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil.- Province de Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133869' target='other'> <mi>dwc_moreinfo</mi></a>","P02133869","P02133869_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 561",NA,NA
"43","2015-09-03 19:10:22-03","MNHN","RECOLNAT_MNHN_P","P02133870","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Glaziou, A.",NA,"1878","9","10",NA,"Brasil","Rio de Janeiro","Brésil, R.J., Corcovado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133870' target='other'> <mi>dwc_moreinfo</mi></a>","P02133870","P02133870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9330",NA,NA
"44","2017-02-03 16:44:13-02","MNHN","RECOLNAT_MNHN_P","P02133871","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Glaziou, A.",NA,"1878","7","10",NA,"Brasil","Rio de Janeiro","Corcovado. Brésil R.J.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133871' target='other'> <mi>dwc_moreinfo</mi></a>","P02133871","P02133871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 9330",NA,NA
"45","2015-09-03 19:10:44-03","MNHN","RECOLNAT_MNHN_P","P02133872","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133872' target='other'> <mi>dwc_moreinfo</mi></a>","P02133872","P02133872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17859",NA,NA
"46","2015-09-03 19:10:44-03","MNHN","RECOLNAT_MNHN_P","P02133873","PreservedSpecimen",NA,NA,NA,"Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.",NA,"Glaziou, A.",NA,"1888","11","27",NA,"Brasil","Rio de Janeiro","Brésil. Nova Friburgo.","-42.5311012268066","-22.2819004058838","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02133873' target='other'> <mi>dwc_moreinfo</mi></a>","P02133873","P02133873_01","Nova Friburgo",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"17859",NA,NA
"47","2021-04-07 14:12:27-03","JBB","HEPH","17426","S","Plantae","Monocotyledon","Alismatales","Araceae","Asterostigma","lividum","Asterostigma lividum","(Lodd.) Engl.","Ribas, OS","Ribas, OS","3634","2001","09","18","Southern America","Brasil","Paraná","Coroados","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Guaratuba",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
