"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","identifiedBy","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"543","2019-11-13 11:31:00-03","USP","SPF","150031","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Fraga, CN","652","2000","07","15",NA,"Brasil","Espírito Santo",NA,NA,NA,"SPF00150031",NA,NA,NA,"A.St.-Hil.","Santa Teresa","Escola Agrotécnica Federal","-40.6002998352051","-19.9356002807617","Pirani, JR; Groppo, M",NA,NA,"250","250","23813","auto","2002","01",NA,NA,NA,NA,NA,NA,NA
"544","2019-11-13 11:31:00-03","USP","SPF","150032","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Lopes, WP","681","1999","05","12",NA,"Brasil","Espírito Santo",NA,NA,NA,"SPF00150032",NA,NA,NA,"A.St.-Hil.","Santa Teresa","Escola Agrotécnica Federal","-40.6002998352051","-19.9356002807617","Pirani, JR; Groppo, M",NA,NA,NA,NA,"23813","auto","2002","01",NA,NA,NA,NA,NA,NA,NA
"545","2019-11-13 11:31:00-03","USP","SPF","152773","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Tameirão Neto, E","3244","2001","02","13",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00152773",NA,NA,NA,"A.St.-Hil.","Berilo","Usina Hidrelétrica Irapé","-42.4655990600586","-16.9517002105713","Pirani, JR",NA,NA,NA,NA,"31142","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-11-13 11:31:02-03","USP","SPF","122480","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Brina, AE","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00122480",NA,NA,"spicatus","A.St.-Hil.","Carlos Chagas",NA,"-40.7663993835449","-17.7031002044678","Skorupa, LA",NA,NA,NA,NA,"46387","auto","1998","07",NA,NA,NA,NA,NA,NA,NA
"547","2019-11-13 11:31:02-03","USP","SPF","133954","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Badini, J","s.n.","1971","03","29",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00133954",NA,NA,"lealii","(Machado) Kaastra","Guaraciaba",NA,"-43.0074996948242","-20.57080078125","Skorupa, LA",NA,NA,NA,NA,"16300","auto","1999","02",NA,NA,NA,NA,NA,NA,NA
"548","2019-11-13 11:31:00-03","USP","SPF","133953","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Badini, J","s.n.","1971","01","29",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00133953",NA,NA,NA,"A.St.-Hil.","Guaraciaba",NA,"-43.0074996948242","-20.57080078125","Pirani, JR",NA,NA,NA,NA,"16300","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"549","2019-11-13 11:31:00-03","USP","SPF","152772","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Tameirão Neto, E","3155","2001","03","26",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00152772",NA,NA,NA,"A.St.-Hil.","São Pedro do Suaçuí","UHE Traíra, Rio Suiaçui Grande.","-42.6025009155273","-18.3658008575439","Pirani, JR",NA,NA,NA,NA,"18958","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-11-13 11:31:02-03","USP","SPF","62992","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus aracatensis","Ventura, FC","120","1986","11","20",NA,"Brasil","Paraíba",NA,NA,NA,"SPF00062992",NA,NA,"aracatensis","Kaastra","Teixeira","Pico do Jabre","-37.2541999816895","-7.22278022766113","Skorupa, LA",NA,NA,NA,NA,"12774","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"551","2019-11-13 11:31:02-03","USP","SPF","33702","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Hatschbach, G","43962","1981","07","18",NA,"Brasil","Paraná",NA,NA,NA,"SPF00033702",NA,NA,"spicatus","A.St.-Hil.","Morretes","Morro do Arrastão.","-48.834400177002","-25.476900100708","Skorupa, LA",NA,NA,NA,NA,"30514","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"552","2019-11-13 11:31:00-03","USP","SPF","134233","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Hatschbach, G","68298","1998","09","02",NA,"Brasil","Paraná",NA,NA,NA,"SPF00134233",NA,NA,NA,"A.St.-Hil.","Tomazina",NA,"-49.9496994018555","-23.778299331665","Pirani, JR",NA,NA,NA,NA,"29630","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"553","2019-11-13 11:31:02-03","USP","SPF","74739","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Araújo, D","8945","1989","05","31",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00074739",NA,NA,"spicatus","A.St.-Hil.","Arraial do Cabo","Morro do Miranda","-42.0278015136719","-22.966100692749","Skorupa, LA",NA,NA,NA,NA,"25964","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"554","2019-11-13 11:31:00-03","USP","SPF","162676","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Farney, C","4461","2002","05","22",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00162676",NA,NA,NA,"A.St.-Hil.","Cabo Frio","Morro do Mico","-42.0186004638672","-22.8794002532959","Pirani, JR",NA,NA,NA,NA,"40069","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-11-13 11:31:02-03","USP","SPF","81655","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Pirani, JR","2861","1993","05","15",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00081655",NA,NA,"spicatus","A.St.-Hil.","Macaé",NA,"-41.7868995666504","-22.3708000183105","Skorupa, LA",NA,NA,NA,NA,"47209","auto","1996","09",NA,NA,NA,NA,NA,NA,NA
"556","2019-11-13 11:31:00-03","USP","SPF","155412","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Araújo, D","10230","1995","03","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00155412",NA,NA,NA,"A.St.-Hil.","Macaé",NA,"-41.7868995666504","-22.3708000183105","Anônimo",NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2021-03-15 18:29:51-03","USP","SPF","169976","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Barros, AAM","2000","2003","06","18",NA,"Brasil","Rio de Janeiro",NA,NA,"Subarbusto com ca. de 1.20 m de altura, heliófila, folhas cartáceas discolores verdes, flores com cálice verde claro, corola verde claro, estames amarelos, raque vinácea.","SPF00169976",NA,NA,NA,"A.St.-Hil.","Niterói","Muriqui Pequeno, Estrada do Chibante reserva Ecológica Darcy Ribeiro, Serra Grande, Sítio Serra Grande.","-43.1035995483398","-22.88330078125","Pirani, JR",NA,NA,NA,NA,"14785","auto","2005","11",NA,NA,NA,NA,NA,NA,NA
"558","2019-11-13 11:31:00-03","USP","SPF","155410","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Araújo, D","9761","1993","03","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00155410",NA,NA,NA,"A.St.-Hil.","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","Anônimo",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2019-11-13 11:31:02-03","USP","SPF","75043","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Giordano, LC","1254","1992","03","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00075043",NA,NA,"spicatus","A.St.-Hil.","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","Skorupa, LA",NA,NA,NA,NA,"57442","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"560","2019-11-13 11:31:02-03","USP","SPF","105489","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Hoehne, W","5930","1964","12","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00105489",NA,NA,"spicatus","A.St.-Hil.","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","Skorupa, LA",NA,NA,NA,NA,"57442","auto","1996","09",NA,NA,NA,NA,NA,NA,NA
"561","2019-11-13 11:31:02-03","USP","SPF","105490","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Hoehne, W","5647","1964","03","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00105490",NA,NA,"spicatus","A.St.-Hil.","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","Skorupa, LA",NA,NA,NA,NA,"57442","auto","1996","09",NA,NA,NA,NA,NA,NA,NA
"562","2019-11-13 11:31:02-03","USP","SPF","15895","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Hoehne, W","5982","1965","05","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00015895",NA,NA,"spicatus","A.St.-Hil.","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","Skorupa, LA",NA,NA,NA,NA,"57442","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"563","2019-11-13 11:31:02-03","USP","SPF","15894","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Hoehne, W","5930","1964","12","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00015894",NA,NA,"spicatus","A.St.-Hil.","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","Skorupa, LA",NA,NA,NA,NA,"57442","auto","1996","09",NA,NA,NA,NA,NA,NA,NA
"564","2019-11-13 11:31:02-03","USP","SPF","67191","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Hoehne, W","5951","1964","12","30",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00067191",NA,NA,"spicatus","A.St.-Hil.","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","Skorupa, LA",NA,NA,NA,NA,"57442","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"565","2021-03-15 18:29:51-03","USP","SPF","166336","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Oliveira, CAL","2317","2004","05","02",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto.","SPF00166336",NA,NA,NA,"A.St.-Hil.","Rio de Janeiro","Maciço da Tijuca, Serra Preto Forro, vert. EStrada Grajaú-Jacarepaguá, pr. Garganta Matheus.","-43.2075004577637","-22.9027996063232","Pirani, JR",NA,NA,NA,NA,"57442","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"566","2021-03-15 18:29:51-03","USP","SPF","192906","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Farney, C","4279","2000","10","25",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto: 3 m; DAP 2.5 cm; folhas verdes, discolores; inflorescência jovem com botões esverdeados.","SPF00192906",NA,NA,NA,"A.St.-Hil.","São Pedro da Aldeia","Serra de Sapiatiba, Vertente norte; floresta estacional semidecídua.","-42.1027984619141","-22.8391990661621","Farney, C",NA,NA,"300","300","20879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2019-11-13 11:31:00-03","USP","SPF","155411","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Araújo, D","9944","1993","11","29",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00155411",NA,NA,NA,"A.St.-Hil.","Saquarema","Reserva Ecológica Estadual de Jacarepiá","-42.5102996826172","-22.9200000762939","Anônimo",NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2019-11-13 11:31:00-03","USP","SPF","155413","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Araújo, D","10456","1996","07","31",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00155413",NA,NA,NA,"A.St.-Hil.","Saquarema","Reserva Ecológica Estadual de Jacarepiá","-42.5102996826172","-22.9200000762939","Anônimo",NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2019-11-13 11:31:00-03","USP","SPF","123626","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Kuhlmann, M","3825","1956","06","28",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00123626",NA,NA,NA,"A.St.-Hil.","Ubatuba",NA,"-45.0699996948242","-23.4300003051758","Kallunki, JA",NA,NA,NA,NA,"34265","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"570","2019-10-07 09:37:00-03","UEFS","HUEFS","59050","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus subsp. longeracemosus","Oliveira, A.","105","2002","04","03",NA,"Brasil","Bahia",NA,NA,"Campo rupestre.","HUEFS0059050","Angiospermae","Sapindales","subsp. longeracemosus","(Mart. ex Engl.) Kaastra","Delfino","Estrada para o Curral Frio.","-41.305556","-10.422778","J.R.Pirani",NA,"HUEFS0059050","929","929",NA,NA,"2004","07",NA,"Rosanae","41W18'20''","10S25'22''",NA,NA,NA
"571","2019-10-07 09:37:00-03","UEFS","HUEFS","95980","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus subsp. spicatus","Queiroz, L.P.de","10658","2005","05","26",NA,"Brasil","Bahia",NA,NA,"Floresta estacional semidecídua.","HUEFS0095980","Angiospermae","Sapindales","subsp. spicatus","A.St.-Hil.","Rui Barbosa","Serra do Orobó. Fazenda Bom Jardim.","-40.477778","-12.3425","J.R.Pirani",NA,"HUEFS0095980","426","426",NA,NA,"2006","03",NA,"Rosanae","40W28'40''","12S20'33''",NA,NA,NA
"572","2019-10-07 09:37:00-03","UEFS","HUEFS","19114","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Amorim, A.M.","1054","1993","02","23",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0019114","Angiospermae","Sapindales",NA,"A.St.-Hil.","Saúde",NA,"-40.4188995361328","-10.9411001205444",NA,NA,"HUEFS0019114",NA,NA,"21675","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"573","2019-10-07 09:37:00-03","UEFS","HUEFS","36550","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus subsp. longeracemosus","Harley, R.M.","2341","1988","02","14",NA,"Brasil","Bahia",NA,NA,"Mata de cipó.","HUEFS0036550","Angiospermae","Sapindales","subsp. longeracemosus","(Mart. ex Engl.) Kaastra","Piatã","Estrada a direita da Vila Piatâ-Boninal.","-41.7728004455566","-13.1519002914429",NA,NA,"HUEFS0036550",NA,NA,"41184","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"574","2019-10-07 09:37:00-03","UEFS","HUEFS","246434","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus subsp. aracatensis","Santos, W.B.","8","2018","05","21",NA,"Brasil","Pernambuco",NA,NA,NA,"HUEFS0246434","Angiospermae","Sapindales","subsp. aracatensis","Kaastra","Ipubi","Serrolândia.","-40.1488990783691","-7.651939868927",NA,NA,"HUEFS0246434",NA,NA,"42741","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"575","2020-11-17 09:29:16-03","UEFS","HUEFS","246433","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus subsp. aracatensis","Santos, W.B.","2","2018","05","19",NA,"Brasil","Pernambuco",NA,NA,NA,"HUEFS0246433","Angiospermae","Sapindales","subsp. aracatensis","Kaastra","Araripina","Torrinha.","-40.4982986450195","-7.57610988616943",NA,NA,"HUEFS0246433",NA,NA,"41571","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"576","2019-10-07 09:37:00-03","UEFS","HUEFS","106585","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Souza, V.C.","29905","2004","04","15",NA,"Brasil","Bahia",NA,NA,"Beira de estrada e, área de caatinga.","HUEFS0106585","Angiospermae","Sapindales",NA,"A.St.-Hil.","Seabra","Estrada para Barreiras, cerca de 10 km após a entrada para Boninal.","-41.978889","-12.414167",NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,"Rosanae","41W58'44''","12S24'51''",NA,NA,NA
"577","2019-10-07 09:37:00-03","UEFS","HUEFS","107487","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Carvalho, P.D.","299",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0107487","Angiospermae","Sapindales",NA,"A.St.-Hil.","Palmeiras","Estrada Palmeiras - Guiné.","-41.575556","-12.5425","J.R.Pirani",NA,NA,"718","718",NA,NA,"2006","12",NA,"Rosanae","41W34'32''","12S32'33''",NA,NA,NA
"578","2019-10-07 09:37:00-03","UEFS","HUEFS","122748","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Santos, R.M.","1811","2007","07","12",NA,"Brasil","Bahia",NA,NA,"Caatinga.","HUEFS0122748","Angiospermae","Sapindales",NA,"A.St.-Hil.","Iraquara",NA,"-41.501667","-12.327222","R.M.Santos",NA,"HUEFS0122748","711","711",NA,NA,"2007","09",NA,"Rosanae","41W30'6''","12S19'38''",NA,NA,NA
"579","2019-10-07 09:37:00-03","UEFS","HUEFS","131433","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Rocha, D.","547","2007","09","07",NA,"Brasil","Bahia",NA,NA,"Nascente, tabuleiro arenoso, solo encharcado e recoberto por folhas em decomposição. Cerrado","HUEFS0131433","Angiospermae","Sapindales",NA,"A.St.-Hil.","Morro do Chapéu","Fazenda Guariba","-41.193889","-11.438333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","41W11'38''","11S26'18''",NA,NA,NA
"580","2019-10-07 09:37:00-03","UEFS","HUEFS","132442","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Conceição, S.F.","556","2008","01","19",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0132442","Angiospermae","Sapindales",NA,"A.St.-Hil.","Palmeiras","Estrada Palmeira - Iraquara, entrada à direita, Depois da guta da pratinha.","-41.516667","-12.366667",NA,NA,"HUEFS0132442",NA,NA,NA,NA,NA,NA,NA,"Rosanae","41W31'","12S22'",NA,NA,NA
"581","2019-10-07 09:37:00-03","UEFS","HUEFS","137424","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Melo, E.","5688","2008","04","19",NA,"Brasil","Bahia",NA,NA,"Caatinga degradada, trilha para o buraco.","HUEFS0137424","Angiospermae","Sapindales",NA,"A.St.-Hil.","Morro do Chapéu","Comunidade Cristal. Caminho para o Buraco da Duda ou Buracão.","-41.306667","-11.827222","J.R.Pirani",NA,"HUEFS0137424",NA,NA,NA,NA,"2011","06",NA,"Rosanae","41W18'24''","11S49'38''",NA,NA,NA
"582","2019-10-07 09:37:00-03","UEFS","HUEFS","17732","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Kallunki, J.A.","395","1993","01","29",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0017732","Angiospermae","Sapindales",NA,"A.St.-Hil.","Rui Barbosa",NA,"-40.383333","-12.25","J.R.Pirani",NA,"HUEFS0017732",NA,NA,NA,NA,"2002","04",NA,"Rosanae","40W23'","12S15'",NA,NA,NA
"583","2019-10-07 09:37:00-03","UEFS","HUEFS","1202","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Grupo Pedra do Cavalo","308","1980","06",NA,NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0001202","Angiospermae","Sapindales",NA,"A.St.-Hil.","Cachoeira",NA,"-39.083333","-12.533333","J.R.Pirani",NA,"HUEFS0001202","40","120",NA,NA,"2004","07",NA,"Rosanae","39W5'","12S32'",NA,NA,NA
"584","2021-03-04 11:17:48-03","UEFS","HUEFS","199496","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Vieira, R.F.","2287",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"HUEFS0199496","Angiospermae","Sapindales",NA,"A.St.-Hil.","Iriri",NA,NA,NA,"J.R.Pirani",NA,"HUEFS0199496 HUEFS0199496_e1",NA,NA,NA,NA,"2013","09",NA,"Rosanae",NA,NA,NA,NA,NA
"585","2019-10-07 09:37:00-03","UEFS","HUEFS","188885","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Matos, E.N.de","3303","2011","11","02",NA,"Brasil","Bahia",NA,NA,"Restinga. Floresta.","HUEFS0188885","Angiospermae","Sapindales",NA,"A.St.-Hil.","Jaguaripe","Caribé","-39.001944","-13.578333",NA,NA,"HUEFS0188885",NA,NA,NA,NA,NA,NA,NA,"Rosanae","39W0'7''","13S34'42''",NA,NA,NA
"586","2019-10-07 09:37:00-03","UEFS","HUEFS","232221","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Melo, E.","13472","2017","04","13",NA,"Brasil","Bahia",NA,NA,"Mata ciliar.","HUEFS0232221","Angiospermae","Sapindales",NA,"A.St.-Hil.","Morro do Chapéu","Chapada Diamantina, Cachoeira Domingos Lopes.","-40.905833","-11.557778",NA,NA,"HUEFS0232221","660","660",NA,NA,NA,NA,NA,"Rosanae","40W54'21''","11S33'28''",NA,NA,NA
"587","2019-10-07 09:37:00-03","UEFS","HUEFS","232237","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Melo, E.","13488","2017","04","13",NA,"Brasil","Bahia",NA,NA,"Mata ciliar.","HUEFS0232237","Angiospermae","Sapindales",NA,"A.St.-Hil.","Morro do Chapéu","Chapada Diamantina, Cachoeira Domingos Lopes.","-40.905833","-11.557778",NA,NA,"HUEFS0232237","660","660",NA,NA,NA,NA,NA,"Rosanae","40W54'21''","11S33'28''",NA,NA,NA
"588","2019-10-07 09:37:00-03","UEFS","HUEFS","245998","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Cardoso, D.","4473","2018","03","20",NA,"Brasil","Bahia",NA,NA,"Floresta estacional decidual.","HUEFS0245998","Angiospermae","Sapindales",NA,"A.St.-Hil.","Boa Vista do Tupim","Fazenda Esperança, plot #1 Projeto Nordeste.","-40.710278","-12.724444",NA,NA,NA,"492","492",NA,NA,NA,NA,NA,"Rosanae","40W42'37''","12S43'28''",NA,NA,NA
"589","2019-10-07 09:37:00-03","UEFS","HUEFS","246013","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Cardoso, D.","4488","2018","03","22",NA,"Brasil","Bahia",NA,NA,"Caatinga antropizada.","HUEFS0246013","Angiospermae","Sapindales",NA,"A.St.-Hil.","Boa Vista do Tupim","Entorno da Fazenda Esperança, trilha para o plot #1 Projeto Nordeste.","-40.710833","-12.7275",NA,NA,NA,"457","457",NA,NA,NA,NA,NA,"Rosanae","40W42'39''","12S43'39''",NA,NA,NA
"590","2019-10-07 09:37:00-03","UEFS","HUEFS","28613","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Gasson, P.","PCD5974","1997","03","03",NA,"Brasil","Bahia",NA,NA,"Dentro do rio.","HUEFS0028613","Angiospermae","Sapindales",NA,"A.St.-Hil.","Morro do Chapéu","Rio Ferro Doido, um pouco em baixo à Cachoeira.","-40.996111","-11.620833","J.R.Pirani",NA,"HUEFS0028613","879","879",NA,NA,"2002","11",NA,"Rosanae","40W59'46''","11S37'15''",NA,NA,NA
"591","2019-10-07 09:37:00-03","UEFS","HUEFS","36824","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Queiroz, L.P.de","5255","1999","04","10",NA,"Brasil","Bahia",NA,NA,"Carrasco sobre solo arenoso.","HUEFS0036824","Angiospermae","Sapindales",NA,"A.St.-Hil.","Umburanas","Delfino Serra do Curral Feio (localmente referida como Serra da Empreitada), entrando para W a cerca de 20 km S de Delfino na estrada para Umburanas.","-41.316667","-10.366667","J.R.Pirani",NA,NA,"1000","1200",NA,NA,"2000","01",NA,"Rosanae","41W19'","10S22'",NA,NA,NA
"592","2019-10-07 09:37:00-03","UEFS","HUEFS","47836","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Thomas, W.W.","11134","1996","03","25",NA,"Brasil","Bahia",NA,NA,"Semi-deciduous vine forest (Mata de Cipó) with arborescent cacti.","HUEFS0047836","Angiospermae","Sapindales",NA,"A.St.-Hil.","Itambé","37.5 Km west of Itapetinga o BR 415 to Itambé.","-40.574722","-15.264722",NA,NA,"HUEFS0047836",NA,NA,NA,NA,NA,NA,NA,"Rosanae","40W34'29''","15S15'53''",NA,NA,NA
"593","2019-10-07 09:37:00-03","UEFS","HUEFS","47838","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Amorim, A.M.","2049","1997","06","18",NA,"Brasil","Bahia",NA,NA,"Região da Mata Higrófila Sul Baiana.","HUEFS0047838","Angiospermae","Sapindales",NA,"A.St.-Hil.","Una","Reserva Biológica do Mico-leào (IBAMA). entrada no Km 46 da Rod. BA-001 Ilhéus/Una.","-39.083333","-15.15",NA,NA,"HUEFS0047838",NA,NA,NA,NA,NA,NA,NA,"Rosanae","39W5'0''","15S9'0''",NA,NA,NA
"594","2019-10-07 09:37:00-03","UEFS","HUEFS","55128","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Guedes, M.L.S.","8184","2001","01","26",NA,"Brasil","Bahia",NA,NA,"Mata estacional arbórea.","HUEFS0055128","Angiospermae","Sapindales",NA,"A.St.-Hil.","Barra do Mendes","À 35Km de Barra do Mendes.","-42.05","-11.8","J.R.Pirani",NA,"HUEFS0055128",NA,NA,NA,NA,"2004","07",NA,"Rosanae","42W3'","11S48'",NA,NA,NA
