nome_aceito_correto,nomes_originais,elegivel_produto_1,notas_all,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_geral,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum,especialista
Heteropterys thyrsoidea,Heteropterys thyrsoidea,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mezia araujoi,Mezia araujoi,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Lophanthera lactescens,Lophanthera lactescens,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Camarea hirsuta,Camarea hirsuta,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Heteropterys brasiliensis,Heteropterys brasiliensis,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hiraea macrophylla,Hiraea macrophylla-Hiraea wiedeana,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-EN,EN-NA,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Heteropterys conformis,Heteropterys conformis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,CR,NA,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Byttneria scabra,Byttneria scabra,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hibiscus diversifolius,Hibiscus diversifolius,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pavonia distinguenda,Pavonia distinguenda,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Eriotheca pubescens,Eriotheca pubescens,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Christiana macrodon,Christiana macrodon,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Pachira calophylla,Pachira calophylla,apta,NA,NA,NA,NA,NA,EN,VU,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Abutilon venosum,Abutilon venosum,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sida acrantha,Sida acrantha,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Callianthe latipetala,Callianthe latipetala,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Goeppertia zebrina,Calathea zebrina-Goeppertia zebrina,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,VU-NA,NA-NA,LC-LC,VU-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Regnellidium diphyllum,Regnellidium diphyllum,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Bertolonia hoehneana,Bertolonia hoehneana,apta,NA,CR,NA,NA,CR,CR,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chaetostoma glaziovii,Chaetostoma glaziovii,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Leandra amplexicaulis,Leandra amplexicaulis-Leandra longistyla,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,NA-NA,VU-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra aurea,Leandra lancifolia,apta,Nome original era sinônimo,NA,LC,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra brackenridgei,Leandra brackenridgei-Leandra pilonensis,apta,Nome original era sinônimo-NA,NA-NA,LC-NT,NA-NA,NA-NA,LC-NT,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra calvescens,Leandra calvescens,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Leandra carassana,Leandra dispar-Leandra tristis,apta,Nome original era sinônimo,NA-NA,NA-NA,NA-NA,NA-NA,DD-NA,EN-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra humilis,Leandra humilis var. glabrata,apta,Nome original era sinônimo,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra lapae,Leandra lapae,apta,NA,NA,NA,VU,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra limbata,Leandra limbata,apta,NA,NA,NA,EX,NA,NA,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Leandra mattosii,Leandra mattosii,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Leandra quinquenodis,Leandra quinquenodis-Leandra viridiflava,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,NA-NA,EN-VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Leandra regnellii,Leandra pauloensis-Leandra regnellii,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,NE-NA,EX-EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra salicina,Leandra linearifolia-Leandra parvifolia-Leandra salicina,apta,Nome original era sinônimo-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,NT-NT-NA,VU-NA-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra sparsisetulosa,Leandra sparsisetulosa,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra strigilliflora,Leandra strigilliflora,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Leandra uliginosa,Leandra uliginosa,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Leandra umbellata,Leandra involucrata-Leandra umbellata,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,LC-NA,EN-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leandra xantholasia,Leandra xantholasia,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia castaneiflora,Miconia castaneiflora,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia cinerascens,Miconia lagunensis,apta,Nome original era sinônimo,NA,EN,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia longicuspis,Miconia longicuspis,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia mendoncae,Miconia mendoncae,apta,NA,NA,NA,NA,VU,VU,VU,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Miconia polyandra,Miconia polyandra,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia serrulata,Miconia serrulata,apta,NA,NA,LC,NA,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia tentaculifera,Miconia tentaculifera,apta,NA,NA,NT,NA,NA,NT,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia urophylla,Miconia urophylla,apta,NA,NA,LC,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Miconia willdenowii,Miconia argyraea-Miconia willdenowii,apta,Nome original era sinônimo-NA,NA-NA,DD-NA,NA-NA,NA-NA,DD-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Microlicia isophylla,Microlicia doryphylla,apta,Nome original era sinônimo,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rhynchanthera grandiflora,Rhynchanthera grandiflora,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Siphanthera cordata,Siphanthera cordata,apta,NA,NA,NA,VU,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Trembleya calycina,Trembleya calycina,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Cambessedesia glaziovii,Cambessedesia glaziovii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Microlicia myrtoidea,Microlicia myrtoidea,apta,NA,NA,NA,NA,NA,NT,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Huberia laurina,Huberia laurina,apta,NA,NA,NA,NA,NA,DD,EX,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Rhynchanthera latifolia,Rhynchanthera latifolia,apta,NA,NA,NA,NA,VU,VU,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Miconia robusta,Miconia robusta-Miconia robustissima,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,LC,EN,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Pleroma bergianum,Tibouchina bergiana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Chaetogastra versicolor,Tibouchina versicolor,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Huberia insignis,Behuria insignis,apta,Nome original era sinônimo,NA,NT,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cedrela fissilis,Cedrela fissilis,apta,NA,NA,VU,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cedrela odorata,Cedrela odorata,apta,NA,NA,VU,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Trichilia emarginata,Trichilia emarginata,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Trichilia pallens,Trichilia pallens,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Trichilia silvatica,Trichilia silvatica,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Trichilia casaretti,Trichilia casaretti,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Metzgeria hegewaldii,Metzgeria hegewaldii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Macropeplus dentatus,Macropeplus dentatus,apta,NA,NA,NT,NA,NA,NT,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Mollinedia argyrogyna,Mollinedia argyrogyna,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia boracensis,Mollinedia boracensis,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia clavigera,Mollinedia blumenaviana-Mollinedia clavigera,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,NA-NT,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia engleriana,Mollinedia engleriana,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia gilgiana,Mollinedia gilgiana,apta,NA,NA,CR,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia luizae,Mollinedia luizae,apta,NA,NA,DD,NA,VU,DD,VU,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Mollinedia pachysandra,Mollinedia pachysandra,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia salicifolia,Mollinedia salicifolia,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NA,VU,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,FBnao- OCCScruzam
Mollinedia schottiana,Mollinedia oligotricha-Mollinedia schottiana,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,NA-NA,EX-EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mollinedia triflora,Mollinedia triflora,apta,NA,NA,LC,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Brosimum glaziovii,Brosimum glaziovii,apta,NA,NA,EN,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ficus hirsuta,Ficus hirsuta-Ficus salzmanniana,apta,Nome original era sinônimo-NA,NA-NA,EN-LR/nt,NA-NA,NA-NA,NT-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ficus pulchella,Ficus pulchella,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sorocea guilleminiana,Sorocea guilleminiana,apta,NA,NA,VU,NA,NA,LC,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Virola bicuhyba,Virola bicuhyba,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Campomanesia hirsuta,Campomanesia hirsuta,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Campomanesia neriiflora,Campomanesia neriiflora,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Campomanesia phaea,Campomanesia phaea,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Campomanesia reitziana,Campomanesia reitziana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Eugenia bahiensis,Eugenia bahiensis,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Eugenia bunchosiifolia,Eugenia brunoi-Eugenia bunchosiifolia,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-VU,EN-VU,NA-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia disperma,Eugenia disperma-Eugenia oblongata,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-VU,NA-EN,NA-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia handroi,Eugenia handroi,apta,NA,NA,LC,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Eugenia hermesiana,Eugenia hermesiana,apta,NA,NA,CR,NA,CR,CR,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia lambertiana,Eugenia lambertiana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Eugenia longipetiolata,Eugenia longipetiolata,apta,NA,NA,EN,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia macrobracteolata,Eugenia macrobracteolata,apta,NA,NA,EN,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia malacantha,Eugenia malacantha,apta,NA,NA,NA,NA,EN,VU,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia nutans,Eugenia nutans,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Eugenia peruibensis,Eugenia peruibensis,apta,NA,NA,CR,NA,EN,CR,EN,entra,TRUE,NA,FALSE,NA,TRUE,NA,2,NA
Eugenia pisiformis,Eugenia microcarpa-Eugenia pisiformis,apta,Nome original era sinônimo-NA,NA-NA,VU-NA,NA-NA,NA-NA,NA-LC,NA-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia plicata,Eugenia plicata,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Eugenia prasina,Eugenia prasina,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia pruinosa,Eugenia pruinosa,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia pseudomalacantha,Eugenia pseudomalacantha,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Eugenia squamiflora,Eugenia squamiflora,apta,NA,NA,DD,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia subundulata,Eugenia subundulata,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Eugenia tenuipedunculata,Eugenia imaruiensis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Eugenia vattimoana,Eugenia vattimoana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,FBnao- OCCScruzam
Eugenia zuccarinii,Eugenia zuccarinii,apta,NA,NA,LC,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia bracteosa,Myrceugenia bracteosa,apta,NA,NA,VU,NA,EN,EN,EN,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Myrceugenia campestris,Myrceugenia campestris,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia euosma,Myrceugenia euosma,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrceugenia franciscensis,Myrceugenia franciscensis,apta,NA,NA,VU,NA,EN,VU,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia hoehnei,Myrceugenia hoehnei,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia kleinii,Myrceugenia kleinii,apta,NA,NA,VU,NA,VU,VU,VU,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Myrceugenia miersiana,Myrceugenia miersiana,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia myrcioides,Myrceugenia myrcioides,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia pilotantha,Myrceugenia pilotantha,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia reitzii,Myrceugenia reitzii,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Myrceugenia rufescens,Myrceugenia rufescens,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia scutellata,Myrceugenia scutellata,apta,NA,NA,VU,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia venosa,Myrceugenia venosa,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia anomala,Myrcia anomala,apta,NA,NA,NA,NA,NA,NA,EX,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Myrcia bicolor,Myrcia bicolor,apta,NA,NA,VU,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia diaphana,Myrcia diaphana,apta,NA,NA,VU,NA,VU,NT,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia dichrophylla,Myrcia dichrophylla,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia eriocalyx,Myrcia eriocalyx,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia eriopus,Myrcia eriopus,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia eumecephylla,Myrcia limae,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FBnao- OCCScruzam
Myrcia glabra,Myrcia glabra,apta,NA,NA,NT,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia guianensis,Myrcia guianensis-Myrciaria silveirana,apta,Nome original era sinônimo-NA,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia hexasticha,Myrcia hexasticha,apta,NA,NA,VU,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrcia isaiana,Myrcia isaiana,apta,NA,NA,NA,NA,EN,NT,EN,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Myrcia laxiflora,Myrcia laxiflora,apta,NA,NA,EN,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia macrocarpa,Myrcia macrocarpa,apta,NA,NA,DD,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia montana,Myrcia montana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NA,VU,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,FBnao- OCCScruzam
Myrcia plusiantha,Myrcia follii-Myrcia plusiantha,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-CR,NT-CR,NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrcia pubipetala,Myrcia grandiflora-Myrcia pubipetala,apta,Nome original era sinônimo-NA,NA-NA,VU-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia rupicola,Myrcia rupicola,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia tenuivenosa,Marlierea acuminatissima-Myrcia tenuivenosa,examinar,Não foi avaliada-Nome original era sinônimo,NA-NA,NA-NA,NA-NA,NA-NA,DD-NE,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcianthes pungens,Myrcianthes pungens,apta,NA,NA,EN,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrciaria cuspidata,Myrciaria cuspidata,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrciaria tenella,Myrciaria tenella,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Neomitranthes amblymitra,Neomitranthes amblymitra,apta,NA,NA,NA,NA,VU,EN,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Neomitranthes gracilis,Neomitranthes gracilis,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Neomitranthes pedicellata,Neomitranthes pedicellata,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Plinia edulis,Plinia edulis,apta,NA,NA,NA,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Plinia hatschbachii,Plinia hatschbachii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,EN,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
