"mun+county","t20","etiqueta","select"
"taguai","NA","TRUE",FALSE
"talhado","NA","TRUE",
"tambau","NA","TRUE",FALSE
"tanabi","NA","TRUE",FALSE
"tapira","NA","TRUE",FALSE
"tapirai","NA","TRUE",FALSE
"tapiratiba","NA","TRUE",FALSE
"taquaritinga","NA","TRUE",FALSE
"taquaritinga (p8)","NA","TRUE",FALSE
"taquarituba","NA","TRUE",FALSE
"taruma","NA","TRUE",
"tatui","NA","TRUE",FALSE
"taubate","NA","TRUE",FALSE
"teodoro samapaio","NA","TRUE",FALSE
"teodoro sampaio","NA","TRUE",FALSE
"tiete","NA","TRUE",FALSE
"timburi","NA","TRUE",FALSE
"tombos","NA","TRUE",
"torrinha","NA","TRUE",FALSE
"torrinhas","NA","TRUE",FALSE
"tremembe","NA","TRUE",FALSE
"tres fronteiras","NA","TRUE",FALSE
"tuiuti","TRUE","NA",TRUE
"tupa","NA","TRUE",FALSE
"tupi","NA","TRUE",FALSE
"tupi paulista","NA","TRUE",FALSE
"turiuba","NA","TRUE",FALSE
"turmalina","NA","TRUE",FALSE
"turmalina (p4)","NA","TRUE",FALSE
"ubarana","NA","TRUE",FALSE
"ubatuba","NA","TRUE",FALSE
"ubatuba - caraguatatuba","NA","TRUE",FALSE
"ubatuba, sertao da praia dura, estrada da folha seca","NA","TRUE",FALSE
"uberaba","NA","TRUE",FALSE
"uniao paulista","NA","TRUE",FALSE
"uniao paulista (g4)","NA","TRUE",FALSE
"urupes","NA","TRUE",FALSE
"vale do ribeira","NA","TRUE",
"valentim gentil","NA","TRUE",FALSE
"valinhhos","NA","TRUE",FALSE
"valinhos","NA","TRUE",FALSE
"valparaiso","NA","TRUE",FALSE
"vargem","TRUE","NA",TRUE
"vargem grande do sul","NA","TRUE",FALSE
"vargem grande paulista","TRUE","NA",TRUE
"varzea paulista","TRUE","TRUE",TRUE
"vassununga","NA","TRUE",
"vera cruz","NA","TRUE",FALSE
"vila amalia","NA","TRUE",
"vinhedo","NA","TRUE",FALSE
"viracopos","NA","TRUE",
"viradouro","NA","TRUE",FALSE
"votorantim","TRUE","TRUE",TRUE
"votorantin","NA","TRUE",TRUE
"votuporanga","NA","TRUE",FALSE
"votuporanga (p3)","NA","TRUE",FALSE
"zacarias","NA","TRUE",FALSE
,"NA","TRUE",
