nome_aceito_correto,fontes,notas,nomes_originais,elegivel_originais,fontes_originais
Faramea monantha,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Faramea monantha,examinar,sima-SP_oficial
Faramea multiflora,UICN_API,NA,Faramea multiflora,apta,UICN_API
Faramea pachyantha,cncflora_ckan,NA,Faramea pachyantha,apta,cncflora_ckan
Faramea paratiensis,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Faramea paratiensis,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Faramea stipulacea,cncflora_ckan-UICN_API,Nome original era sinônimo,Faramea martiana-Faramea stipulacea,apta,cncflora_ckan-UICN_API-UICN_API
Faramea stipulacea,UICN_API,NA,Faramea martiana-Faramea stipulacea,apta,cncflora_ckan-UICN_API-UICN_API
Faramea truncata,cncflora_ckan-UICN_API,NA,Faramea truncata,apta,cncflora_ckan-UICN_API
Galianthe cymosa,sima-SP_oficial-cncflora_web-mpoSP,NA,Galianthe cymosa,apta,sima-SP_oficial-cncflora_web-mpoSP
Galianthe elegans,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Galianthe elegans,examinar,sima-Portaria 443/2014
Galianthe peruviana,sima-SP_oficial-cncflora_web-mpoSP,NA,Galianthe peruviana,apta,sima-SP_oficial-cncflora_web-mpoSP
Galianthe pseudopeciolata,sima-SP_oficial-cncflora_web,NA,Galianthe pseudopeciolata,apta,sima-SP_oficial-cncflora_web
Galianthe souzae,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Galianthe souzae,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Galianthe vaginata,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Galianthe vaginata,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Galium diphyllum,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Galium diphyllum,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Galium equisetoides,sima-SP_oficial-cncflora_web,NA,Galium equisetoides,apta,sima-SP_oficial-cncflora_web
Galium humile,sima-SP_oficial-cncflora_web-mpoSP,NA,Galium humile,apta,sima-SP_oficial-cncflora_web-mpoSP
Galium nigroramosum,sima-SP_oficial-cncflora_web,NA,Galium nigroramosum,apta,sima-SP_oficial-cncflora_web
Galium rubidiflorum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Galium rubidiflorum,examinar,sima-Portaria 443/2014
Galium shepherdii,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Galium shepherdii,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Genipa americana,sima-cncflora_web,NA,Genipa americana-Genipa spruceana,apta,sima-cncflora_web-UICN_API
Genipa americana,UICN_API,Nome original era sinônimo,Genipa americana-Genipa spruceana,apta,sima-cncflora_web-UICN_API
Genipa infundibuliformis,cncflora_web,NA,Genipa infundibuliformis,apta,cncflora_web
Guettarda platyphylla,sima-SP_oficial-cncflora_web,NA,Guettarda platyphylla,apta,sima-SP_oficial-cncflora_web
Guettarda uruguensis,UICN_API,NA,Guettarda uruguensis,apta,UICN_API
Hamelia patens,UICN_API,NA,Hamelia patens,apta,UICN_API
Hillia parasitica,cncflora_web,NA,Hillia parasitica,apta,cncflora_web
Hillia ulei,cncflora_web,NA,Hillia ulei,apta,cncflora_web
Hindsia glabra,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hindsia glabra,examinar,sima-Portaria 443/2014
Hindsia ibitipocensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hindsia ibitipocensis,examinar,sima-Portaria 443/2014
Ixora brevifolia,UICN_API,NA,Ixora brevifolia,apta,UICN_API
Ixora gardneriana,UICN_API,NA,Ixora gardneriana,apta,UICN_API
Ladenbergia hexandra,cncflora_web,NA,Ladenbergia hexandra,apta,cncflora_web
Manettia campanulacea,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Manettia campanulacea,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Manettia pauciflora,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Manettia pauciflora,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Manettia tweedieana,sima-SP_oficial-cncflora_web,NA,Manettia tweedieana,apta,sima-SP_oficial-cncflora_web
Melanopsidium nigrum,sima-SP_oficial-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Melanopsidium nigrum,examinar,sima-SP_oficial-Portaria 443/2014
Mitracarpus anthospermoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mitracarpus anthospermoides,examinar,sima-Portaria 443/2014
Pagamea harleyi,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pagamea harleyi,examinar,sima-Portaria 443/2014
Palicourea fulgens,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Palicourea fulgens,examinar,sima-Portaria 443/2014
Palicourea tetraphylla,sima-SP_oficial-cncflora_web-mpoSP,NA,Palicourea tetraphylla,apta,sima-SP_oficial-cncflora_web-mpoSP
Posoqueria acutifolia,sima-cncflora_ckan,NA,Posoqueria acutifolia,apta,sima-cncflora_ckan
Posoqueria latifolia,cncflora_web-UICN_API,NA,Posoqueria latifolia,apta,cncflora_web-UICN_API
Psychotria anceps,UICN_API,NA,Psychotria anceps,apta,UICN_API
Psychotria carthagenensis,cncflora_ckan,NA,Psychotria carthagenensis,apta,cncflora_ckan
Psychotria cupularis,cncflora_web,NA,Psychotria cupularis,apta,cncflora_web
Psychotria fluminensis,cncflora_ckan-UICN_API,NA,Psychotria fluminensis,apta,cncflora_ckan-UICN_API
Psychotria glaziovii,cncflora_ckan-UICN_API,NA,Psychotria glaziovii,apta,cncflora_ckan-UICN_API
Psychotria laciniata,UICN_API,NA,Psychotria laciniata,apta,UICN_API
Psychotria loefgrenii,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Psychotria loefgrenii,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Psychotria microcarpa,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Psychotria microcarpa,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Psychotria nemorosa,UICN_API,NA,Psychotria nemorosa,apta,UICN_API
Psychotria nuda,UICN_API,NA,Psychotria nuda,apta,UICN_API
Psychotria paludosa,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Psychotria paludosa,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Psychotria rhytidocarpa,sima-SP_oficial-cncflora_web,NA,Psychotria rhytidocarpa,apta,sima-SP_oficial-cncflora_web
Psychotria subspathulata,cncflora_ckan-UICN_API,NA,Psychotria subspathulata,apta,cncflora_ckan-UICN_API
Randia armata,UICN_API,NA,Randia armata,apta,UICN_API
Richardia humistrata,cncflora_web,NA,Richardia humistrata,apta,cncflora_web
Richardia schumannii,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,Richardia schumannii,apta,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Richardia stellaris,sima-SP_oficial-cncflora_web-mpoSP,NA,Richardia stellaris,apta,sima-SP_oficial-cncflora_web-mpoSP
Riodocea pulcherrima,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Riodocea pulcherrima,examinar,sima-Portaria 443/2014
Rudgea coriacea,cncflora_ckan-UICN_API,NA,Rudgea coriacea,apta,cncflora_ckan-UICN_API
Rudgea coronata,sima-cncflora_ckan-UICN_API,NA,Rudgea coronata,apta,sima-cncflora_ckan-UICN_API
Rudgea corymbulosa,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Rudgea corymbulosa,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Rudgea crassifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rudgea crassifolia,examinar,sima-Portaria 443/2014
Rudgea erythrocarpa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rudgea erythrocarpa,examinar,sima-Portaria 443/2014
Rudgea gardenioides,cncflora_ckan,NA,Rudgea gardenioides,apta,cncflora_ckan
Rudgea insignis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rudgea insignis,examinar,sima-Portaria 443/2014
Rudgea jasminoides,UICN_API,NA,Rudgea jasminoides,apta,UICN_API
Rudgea macrophylla,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rudgea macrophylla,examinar,sima-Portaria 443/2014
Rudgea minor,sima-cncflora_web,NA,Rudgea minor,apta,sima-cncflora_web
Rudgea nobilis,cncflora_ckan,NA,Rudgea nobilis,apta,cncflora_ckan
Rudgea nodosa,cncflora_ckan-UICN_API,NA,Rudgea nodosa,apta,cncflora_ckan-UICN_API
Rudgea pachyphylla,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Rudgea pachyphylla,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Rudgea parvifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rudgea parvifolia,examinar,sima-Portaria 443/2014
Rudgea recurva,cncflora_ckan-UICN_API,NA,Rudgea recurva,apta,cncflora_ckan-UICN_API
Rudgea sessilis,sima-cncflora_web,NA,Rudgea sessilis,apta,sima-cncflora_web
Rudgea triflora,cncflora_ckan,NA,Rudgea triflora,apta,cncflora_ckan
Rudgea umbrosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rudgea umbrosa,examinar,sima-Portaria 443/2014
Rudgea vellerea,cncflora_ckan,NA,Rudgea vellerea,apta,cncflora_ckan
Rustia angustifolia,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Rustia angustifolia,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Rustia formosa,cncflora_ckan,NA,Rustia formosa,apta,cncflora_ckan
Sabicea grisea,cncflora_web,NA,Sabicea grisea,apta,cncflora_web
Sabicea villosa,sima-cncflora_web,NA,Sabicea villosa,apta,sima-cncflora_web
Simira grazielae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Simira grazielae,examinar,sima-Portaria 443/2014
Simira hatschbachiorum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Simira hatschbachiorum,examinar,sima-Portaria 443/2014
Simira sampaioana,UICN_API,NA,Simira sampaioana,apta,UICN_API
Standleya kuhlmanni,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Standleya kuhlmanni,examinar,sima-Portaria 443/2014
Tocoyena brasiliensis,UICN_API,NA,Tocoyena brasiliensis,apta,UICN_API
Tocoyena sellowiana,sima-cncflora_web,NA,Tocoyena sellowiana,apta,sima-cncflora_web
Alseis latifolia,cncflora_ckan-UICN_API,NA,Alseis latifolia,apta,cncflora_ckan-UICN_API
Bathysa mendoncaei,cncflora_ckan-UICN_API,NA,Bathysa mendoncaei,apta,cncflora_ckan-UICN_API
Borreria pulchristipula,sima-SP_oficial-cncflora_web,NA,Borreria pulchristipula,apta,sima-SP_oficial-cncflora_web
Borreria remota,cncflora_web,NA,Borreria remota,apta,cncflora_web
Declieuxia oenanthoides,sima-SP_oficial-cncflora_web-mpoSP,NA,Declieuxia oenanthoides,apta,sima-SP_oficial-cncflora_web-mpoSP
Guettarda paludosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guettarda paludosa,examinar,sima-Portaria 443/2014
Machaonia acuminata,UICN_API,NA,Machaonia acuminata-Machaonia brasiliensis,apta,UICN_API-UICN_API
Machaonia acuminata,UICN_API,Nome original era sinônimo,Machaonia acuminata-Machaonia brasiliensis,apta,UICN_API-UICN_API
Mitracarpus rigidifolius,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mitracarpus rigidifolius,examinar,sima-Portaria 443/2014
Psychotria tenuifolia,sima-SP_oficial-cncflora_web,NA,Psychotria tenuifolia,apta,sima-SP_oficial-cncflora_web
Coffea arabica,UICN_API,NA,Coffea arabica,apta,UICN_API
Coussarea insignis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Coussarea insignis,examinar,sima
Platycarpum acreanum,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Platycarpum acreanum,examinar,sima
Posoqueria longiflora,UICN_API,NA,Posoqueria longiflora,apta,UICN_API
Staelia hatschbachii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Staelia hatschbachii,examinar,sima-Portaria 443/2014
Chomelia pohliana,UICN_API,Nome original era sinônimo,Chomelia paniculata-Chomelia pohliana,apta,UICN_API-UICN_API
Chomelia pohliana,UICN_API,NA,Chomelia paniculata-Chomelia pohliana,apta,UICN_API-UICN_API
Declieuxia cordigera var. divergentiflora,SP_oficial,NA,Declieuxia cordigera var. divergentiflora,apta,SP_oficial
Galium hypocarpium subsp. buxifolium,sima-SP_oficial,NA,Galium hypocarpium subsp. buxifolium,apta,sima-SP_oficial
Guettarda pohliana,UICN_API,NA,Guettarda pohliana,apta,UICN_API
Simira hexandra,cncflora_ckan,Nome original era sinônimo,Simira corumbensis-Simira pilosa,apta,cncflora_ckan-cncflora_ckan-UICN_API
Simira hexandra,cncflora_ckan-UICN_API,Nome original era sinônimo,Simira corumbensis-Simira pilosa,apta,cncflora_ckan-cncflora_ckan-UICN_API
Amaioua monteiroi,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Amaioua monteiroi,examinar,sima
Ferdinandusa cordata,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ferdinandusa cordata,examinar,sima
Ferdinandusa nitida,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ferdinandusa nitida,examinar,sima
Gleasonia macrocalyx,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gleasonia macrocalyx,examinar,sima
Kutchubaea duckei,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Kutchubaea duckei,examinar,sima
Ladenbergia paraensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ladenbergia paraensis,examinar,sima
Mitracarpus eritrichoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mitracarpus eritrichoides,examinar,sima-Portaria 443/2014
Pentodon pentandrus,cncflora_web-UICN_API,NA,Pentodon pentandrus,apta,cncflora_web-UICN_API
Psychotria sutericalyx,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Psychotria sutericalyx,examinar,sima
Rudgea jasminoides subsp. nervosa,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Rudgea jasminoides subsp. nervosa,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Rudgea parquioides subsp. caprifolium,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Rudgea parquioides subsp. caprifolium,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Rudgea parquioides subsp. hirsutissima,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Rudgea parquioides subsp. hirsutissima,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Rudgea viburnoides subsp. viburnoides,UICN_API,Nome original era sinônimo,Rudgea tomentosa,apta,UICN_API
Simira rubra,sima-cncflora_web,NA,Simira rubra-Simira viridiflora,apta,sima-cncflora_web-cncflora_ckan
Simira rubra,cncflora_ckan,Nome original era sinônimo,Simira rubra-Simira viridiflora,apta,sima-cncflora_web-cncflora_ckan
Borreria paulista,cncflora_web,NA,Borreria paulista,apta,cncflora_web
Galium noxium subsp. valantioides,sima-SP_oficial,NA,Galium noxium subsp. valantioides,apta,sima-SP_oficial
Ixora schottiana,cncflora_ckan-UICN_API,NA,Ixora schottiana,apta,cncflora_ckan-UICN_API
Palicourea racemosa,UICN_API,NA,Palicourea racemosa-Psychotria racemosa,apta,UICN_API-cncflora_web
Palicourea racemosa,cncflora_web,Nome original era sinônimo,Palicourea racemosa-Psychotria racemosa,apta,UICN_API-cncflora_web
Schizocalyx cuspidatus,cncflora_web,Nome original era sinônimo,Bathysa cuspidata-Schizocalyx cuspidatus,apta,cncflora_web-sima-SP_oficial-UICN_API
Schizocalyx cuspidatus,sima-SP_oficial-UICN_API,NA,Bathysa cuspidata-Schizocalyx cuspidatus,apta,cncflora_web-sima-SP_oficial-UICN_API
Chiococca insularis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Erithalis insularis,examinar,sima-Portaria 443/2014
Hexasepalum sarmentosum,cncflora_web,Nome original era sinônimo,Diodella sarmentosa,apta,cncflora_web
Palicourea forsteronioides,cncflora_ckan-UICN_API,NA,Palicourea forsteronioides,apta,cncflora_ckan-UICN_API
Palicourea malaneoides,cncflora_ckan-UICN_API,NA,Palicourea malaneoides,apta,cncflora_ckan-UICN_API
Eumachia cymuligera,UICN_API,NA,Eumachia cymuligera,apta,UICN_API
Faramea marginata,UICN_API,Nome original era sinônimo,Faramea nigrescens,apta,UICN_API
Palicourea hoffmannseggiana,UICN_API,NA,Palicourea hoffmannseggiana,apta,UICN_API
Palicourea gracilenta,UICN_API,NA,Palicourea gracilenta,apta,UICN_API
Palicourea sessilis,cncflora_web,Nome original era sinônimo,Psychotria longipes,apta,cncflora_web
Psychotria pedunculosa,UICN_API,Nome original era sinônimo,Psychotria mapourioides,apta,UICN_API
Carapichea ipecacuanha,sima-cncflora_web-Portaria 443/2014,NA,Carapichea ipecacuanha,apta,sima-cncflora_web-Portaria 443/2014
Palicourea prunifolia,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Psychotria prunifolia,examinar,sima-SP_oficial
Ruppia maritima,UICN_API,NA,Ruppia maritima,apta,UICN_API
Andreadoxa flava,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Andreadoxa flava,examinar,sima-Portaria 443/2014
Balfourodendron riedelianum,sima-cncflora_web-UICN_API,NA,Balfourodendron riedelianum,apta,sima-cncflora_web-UICN_API
Conchocarpus bellus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Conchocarpus bellus,examinar,sima-Portaria 443/2014
Conchocarpus cauliflorus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Conchocarpus cauliflorus,examinar,sima-Portaria 443/2014
Conchocarpus fontanesianus,cncflora_ckan-UICN_API,NA,Conchocarpus fontanesianus,apta,cncflora_ckan-UICN_API
Conchocarpus marginatus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Conchocarpus marginatus,examinar,sima-Portaria 443/2014
Dictyoloma vandellianum,UICN_API,NA,Dictyoloma vandellianum,apta,UICN_API
Esenbeckia grandiflora,UICN_API,NA,Esenbeckia grandiflora,apta,UICN_API
Esenbeckia hieronymi,cncflora_web,NA,Esenbeckia hieronymi,apta,cncflora_web
Esenbeckia irwiniana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Esenbeckia irwiniana,examinar,sima-Portaria 443/2014
Esenbeckia leiocarpa,cncflora_web-UICN_API,NA,Esenbeckia leiocarpa,apta,cncflora_web-UICN_API
Esenbeckia pilocarpoides,sima-SP_oficial-cncflora_web,NA,Esenbeckia pilocarpoides,apta,sima-SP_oficial-cncflora_web
Euxylophora paraensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Euxylophora paraensis,examinar,sima-Portaria 443/2014
Galipea carinata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Galipea carinata,examinar,sima-Portaria 443/2014
Galipea jasminiflora,UICN_API,NA,Galipea jasminiflora,apta,UICN_API
Hortia brasiliana,cncflora_web-UICN_API,NA,Hortia brasiliana,apta,cncflora_web-UICN_API
Metrodorea maracasana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Metrodorea maracasana,examinar,sima-Portaria 443/2014
Metrodorea nigra,UICN_API,NA,Metrodorea nigra,apta,UICN_API
Metrodorea stipularis,UICN_API,NA,Metrodorea stipularis,apta,UICN_API
Pilocarpus alatus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pilocarpus alatus,examinar,sima-Portaria 443/2014
Pilocarpus giganteus,sima-SP_oficial-cncflora_web,NA,Pilocarpus giganteus,apta,sima-SP_oficial-cncflora_web
