nome_aceito_correto,fontes
Aechmea recurvata var. ortgiesii,cncflora_web
Aechmea roberto-seidelii,sima
Aechmea rubrolilacina,sima
Aechmea setigera,sima-SP_oficial-cncflora_web
Aechmea sphaerocephala,sima-Portaria 443/2014
Aechmea triangularis,sima-Portaria 443/2014
Aechmea vanhoutteana,sima-cncflora_web-Portaria 443/2014
Aechmea werdermannii,sima-Portaria 443/2014
Aechmea winkleri,sima-Portaria 443/2014
Aechmea wittmackiana,sima-SP_oficial
Aegiphila australis,sima
Aegiphila brachiata,UICN_API
Aegiphila capitata,sima-SP_oficial
Aegiphila duckei,sima
Aegiphila fluminensis,UICN_API
Aegiphila integrifolia,UICN_API
Aegiphila mediterranea,UICN_API
Aegiphila obducta,UICN_API
Aegiphila verticillata,UICN_API
Aegiphila vitelliniflora,UICN_API
Aeschynomene ciliata,UICN_API
Aeschynomene denticulata,sima
Aeschynomene fructipendula,sima-Portaria 443/2014
Aeschynomene selloi,cncflora_web
Aeschynomene sensitiva var. hispidula,sima-cncflora_web
Agalinis bandeirensis,sima-Portaria 443/2014
Agalinis brachyphylla,sima-Portaria 443/2014
Agalinis communis,sima-SP_oficial-cncflora_web-mpoSP
Agalinis itambensis,sima-Portaria 443/2014
Agalinis nana,sima-Portaria 443/2014
Agalinis ramulifera,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Agalinis schwackeana,sima-Portaria 443/2014
Agarista chlorantha,sima-cncflora_web
Agarista niederleinii,sima-SP_oficial-cncflora_web
Agarista nummularia,sima-SP_oficial-cncflora_web-mpoSP
Agarista oleifolia,UICN_API
Agarista pulchra,sima-SP_oficial-cncflora_ckan
Agenium leptocladum,sima-SP_oficial-cncflora_web-mpoSP
Agonandra brasiliensis,UICN_API
Agrianthus almasensis,sima-Portaria 443/2014
Agrianthus giuliettiae,sima-Portaria 443/2014
Agrimonia parviflora,sima-SP_oficial-cncflora_web-mpoSP
Agrostis lenis,sima-SP_oficial-cncflora_web-Portaria 443/2014
Agrostis longiberbis,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Aguiaria excelsa,sima
Aiouea acarodomatifera,cncflora_web-UICN_API
Aiouea benthamiana,sima-Portaria 443/2014
Aiouea bracteata,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Aiouea glaziovii,UICN_API-cncflora_ckan
Aiouea lehmannii,sima-Portaria 443/2014
Aiouea macedoana,sima
Aiouea piauhyensis,sima-SP_oficial-cncflora_web
Aiouea saligna,UICN_API
Aiouea trinervis,sima-SP_oficial-cncflora_web
Akrosida macrophylla,sima-cncflora_web
Alansmia senilis,sima-Portaria 443/2014-cncflora_web
Albizia burkartiana,sima-Portaria 443/2014
Albizia carbonaria,UICN_API
Albizia edwallii,cncflora_web-UICN_API-UICN_API
Albizia glabripetala,sima-Portaria 443/2014
Albizia inundata,UICN_API
Albizia niopoides,sima-cncflora_web-UICN_API
Albizia polycephala,cncflora_ckan-UICN_API
Alcantarea benzingii,sima-Portaria 443/2014
Alcantarea duarteana,sima-Portaria 443/2014
Alcantarea farneyi,sima-Portaria 443/2014
Alcantarea geniculata,sima-Portaria 443/2014
Alcantarea glaziouana,sima-Portaria 443/2014
Alcantarea imperialis,sima-Portaria 443/2014
Alcantarea nahoumii,sima-Portaria 443/2014
Alcantarea nevaresii,sima-Portaria 443/2014
Alcantarea vinicolor,sima-Portaria 443/2014
Alchornea glandulosa,UICN_API
Alchornea triplinervia,UICN_API
Aldama aspilioides,sima-SP_oficial
Aldama corumbensis,sima-Portaria 443/2014
Aldama filifolia,sima-Portaria 443/2014
Aldama goyazii,sima-Portaria 443/2014-cncflora_web
Aldama grandiflora,sima
Aldama linearifolia,sima-Portaria 443/2014
Aldama paranensis,sima-Portaria 443/2014
Aldama pilosa,sima-sima
Aldama santacatarinensis,sima
Aldama vernonioides,sima-Portaria 443/2014
Aldina microphylla,sima
Aldina occidentalis,sima
Aldina polyphylla,sima
Algernonia brasiliensis,cncflora_ckan-UICN_API
Algernonia dimitrii,sima-Portaria 443/2014
Algernonia kuhlmannii,sima-Portaria 443/2014
Algernonia leandrii,cncflora_ckan
Algernonia riedelii,cncflora_ckan-UICN_API
Allagoptera arenaria,cncflora_web
Allagoptera brevicalyx,sima-Portaria 443/2014
Allantoma integrifolia,sima
Allantoma kuhlmannii,sima
Allantoma pauciramosa,sima
Allantoma uaupensis,sima
Allophylus edulis,UICN_API
Allophylus melanophloeus,sima-cncflora_ckan
Allophylus membranifolius,sima
Allophylus puberulus,cncflora_web
Allophylus racemosus,UICN_API
Allophylus semidentatus,cncflora_web
Aloysia hatschbachii,sima-Portaria 443/2014
Aloysia polygalifolia,sima
Alseis floribunda,UICN_API
Alseis involuta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Alseis latifolia,cncflora_ckan-UICN_API
Alsophila capensis,cncflora_web
Alsophila capensis subsp. polypodioides,cncflora_web
Alstroemeria amabilis,sima-Portaria 443/2014
Alstroemeria apertiflora,sima-SP_oficial-cncflora_web
Alstroemeria brasiliensis,sima-Portaria 443/2014
Alstroemeria capixaba,sima-Portaria 443/2014
Alstroemeria caryophyllaea,sima-SP_oficial-mpoSP-Portaria 443/2014
Alstroemeria foliosa,sima-SP_oficial
Alstroemeria inodora,sima-cncflora_web
Alstroemeria malmeana,sima-Portaria 443/2014
Alstroemeria orchidioides,sima-Portaria 443/2014
Alstroemeria penduliflora,sima-Portaria 443/2014
Alstroemeria plantaginea,sima-SP_oficial
Alstroemeria variegata,sima
Alternanthera aquatica,sima-SP_oficial
Alternanthera bahiensis,sima-SP_oficial
Alternanthera flavescens,sima-SP_oficial
Alternanthera hirtula,sima-Portaria 443/2014
Alternanthera januarensis,sima-Portaria 443/2014
Alternanthera kurtzii,sima-cncflora_web-Portaria 443/2014
Alternanthera lanceolata,sima-SP_oficial
Alternanthera micrantha,sima-SP_oficial-cncflora_web
Alternanthera paronychioides,sima-SP_oficial-cncflora_web-mpoSP
Alternanthera praelonga,cncflora_web
Alternanthera puberula,sima-cncflora_web
Alternanthera reineckii,sima-cncflora_web-SP_oficial
Alternanthera sessilis,sima-cncflora_web-UICN_API
Alternanthera tenella,cncflora_web
Altoparadisium chapadense,sima-Portaria 443/2014
Amaioua guianensis,UICN_API
Amaioua monteiroi,sima
Amaranthus rosengurtii,sima-Portaria 443/2014
Amauropelta araucariensis,cncflora_web
Amauropelta concinna,cncflora_web
Amauropelta novaeana,sima-Portaria 443/2014
Ambrosia polystachya,UICN_API
Amburana acreana,sima-Portaria 443/2014
Amburana cearensis,cncflora_web-UICN_API
Amburana erythrosperma,sima
Amphilophium crucigerum,sima
Amphirrhox longifolia,UICN_API
Anacardium humile,sima-cncflora_web
Ananas fritzmuelleri,cncflora_web
Anathallis adenochila,cncflora_web
Anathallis bleyensis,sima
Anathallis colnagoi,sima-Portaria 443/2014
Anathallis crebrifolia,sima-cncflora_web
Anathallis gehrtii,sima-SP_oficial-cncflora_web-Portaria 443/2014
Anathallis gerthatschbachii,sima
Anathallis kautskyi,sima
Anathallis montipelladensis,cncflora_web
Anathallis obovata,sima
Anathallis pabstii,sima-Portaria 443/2014
Anathallis radialis,cncflora_web
Anathallis tigridens,sima-Portaria 443/2014
Ancistrotropis firmula,sima-SP_oficial-cncflora_web
Andira anthelmia,UICN_API
Andira fraxinifolia,UICN_API
Andira humilis,cncflora_ckan-UICN_API
Andira ormosioides,UICN_API
Andira praecox,sima
Andira vermifuga,cncflora_web-UICN_API
Andreadoxa flava,sima-Portaria 443/2014
Andropogon carinatus,sima-SP_oficial-cncflora_web
Andropogon glaucophyllus,sima-SP_oficial-cncflora_web-Portaria 443/2014
Andropogon hypogynus,sima-SP_oficial-cncflora_web
Anemia blechnoides,sima-Portaria 443/2014
Anemia dentata,sima-Portaria 443/2014
Anemia espiritosantensis,sima
Anemia gardneri,sima-Portaria 443/2014
Anemia organensis,cncflora_web
Anemia phyllitidis,UICN_API
Anemia trichorhiza,sima-cncflora_web-Portaria 443/2014
Anemone decapetala,cncflora_web-sima
Anemone sellowii,sima-cncflora_web
Anemopaegma arvense,sima-SP_oficial-cncflora_web-Portaria 443/2014
Anemopaegma mirabile,sima-Portaria 443/2014
Anemopaegma patelliforme,sima
Anetanthus gracilis,sima
Aneura pinguis,cncflora_web
Angelonia alternifolia,sima-Portaria 443/2014
Angelonia integerrima,sima-SP_oficial
Aniba ferrea,sima-Portaria 443/2014
Aniba firmula,cncflora_ckan
Aniba heringeri,sima-cncflora_web-SP_oficial
Aniba santalodora,sima-Portaria 443/2014
Aniba viridis,cncflora_ckan-UICN_API
Aniseia martinicensis,UICN_API
Aniseia martinicensis var. ambigua,sima-cncflora_web
Annona annonoides,sima
Annona burchellii,sima
Annona cacans,cncflora_web-UICN_API
Annona calcarata,sima
Annona coriacea,sima-cncflora_web
Annona crassiflora,UICN_API
Annona dioica,sima-cncflora_web-UICN_API
Annona dolabripetala,cncflora_ckan-UICN_API-cncflora_ckan-UICN_API-sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014
Annona emarginata,cncflora_web-UICN_API-sima-cncflora_web-UICN_API-Portaria 443/2014-sima-UICN_API-UICN_API
Annona ferruginea,sima
Annona glabra,cncflora_web-UICN_API
Annona glaucophylla,sima-SP_oficial
Annona malmeana,sima-cncflora_web
Annona montana,UICN_API
Annona monticola,cncflora_web
Annona nutans,UICN_API
Annona parviflora,sima-Portaria 443/2014
Annona pickelii,sima-Portaria 443/2014
Annona reticulata,UICN_API
Annona sylvatica,cncflora_ckan-UICN_API
Annona xylopiifolia,sima-SP_oficial-cncflora_web-UICN_API
Anomochloa marantoidea,sima-Portaria 443/2014
Anomospermum reticulatum subsp. nitidum,sima-cncflora_web
Anteremanthus hatschbachii,sima-Portaria 443/2014
Anthaenantiopsis fiebrigii,sima-Portaria 443/2014
Anthodon decussatus,UICN_API
Anthurium ameliae,sima-SP_oficial
Anthurium bocainense,sima-SP_oficial
Anthurium fontellanus,sima-cncflora_web
Anthurium jureianum,sima-cncflora_web-Portaria 443/2014
Anthurium kunthii,sima
Anthurium langsdorffii,sima-cncflora_web-Portaria 443/2014
Anthurium longifolium,cncflora_web
Anthurium lucidum,sima-Portaria 443/2014
Anthurium luschnathianum,sima-Portaria 443/2014
Anthurium organense,cncflora_web
Anthurium parasiticum,sima-cncflora_web
Anthurium parvum,sima
Anthurium radicans,sima-Portaria 443/2014
Anthurium sinuatum,UICN_API
Anthurium xanthophylloides,sima-Portaria 443/2014
Aosa parviflora,sima-SP_oficial-cncflora_web
Aosa uleana,sima-Portaria 443/2014
Aparisthmium cordatum,UICN_API
Apeiba tibourbou,UICN_API
Aphelandra espirito-santensis,sima-Portaria 443/2014
Aphelandra longiflora,sima-cncflora_web
Aphelandra margaritae,sima-Portaria 443/2014
Aphelandra maximiliana,sima-Portaria 443/2014
Aphelandra prismatica,cncflora_web
Aphelandra schottiana,sima-cncflora_web
Aphelandra squarrosa,sima-SP_oficial-cncflora_web
Apinagia riedelii,UICN_API-cncflora_web
Apium prostratum,sima-SP_oficial-cncflora_web
Apoclada simplex,sima-SP_oficial-cncflora_web-Portaria 443/2014
Apteria aphylla,cncflora_web
Apuleia leiocarpa,sima-SP_oficial-cncflora_web-Portaria 443/2014
Arachis villosa,sima-Portaria 443/2014
Araeococcus montanus,sima-Portaria 443/2014
Aralia warmingiana,cncflora_web-UICN_API
Araucaria angustifolia,sima-cncflora_web-UICN_API-mpoSP-Portaria 443/2014
Ardisia guianensis,UICN_API
Aristida brasiliensis,sima-SP_oficial-cncflora_web-Portaria 443/2014
Aristida circinalis,sima-SP_oficial-mpoSP
Aristida constricta,sima-Portaria 443/2014
Aristida ekmaniana,sima-SP_oficial
Aristida filifolia,sima-SP_oficial
Aristida laevis,sima-SP_oficial-cncflora_web
Aristida macrophylla,sima-SP_oficial-mpoSP
Aristida oligospira,sima-SP_oficial-cncflora_web
Aristida sanctae-luciae,sima-SP_oficial-cncflora_web
Aristida subaequans,sima-SP_oficial
Aristolochia curviflora,sima
Aristolochia cymbifera,sima-SP_oficial-cncflora_web-mpoSP
Aristolochia hypoglauca,sima-Portaria 443/2014
Aristolochia labiata,cncflora_web
Aristolochia odora,sima-SP_oficial-cncflora_web-Portaria 443/2014
Aristolochia odoratissima,sima-cncflora_web
Aristolochia wendeliana,sima-cncflora_web
Arrojadoa bahiensis,sima-Portaria 443/2014
Arrojadoa eriocaulis,sima-Portaria 443/2014
Arthrocereus glaziovii,sima-Portaria 443/2014
Arthrocereus melanurus,sima-UICN_API
Arthrocereus melanurus subsp. melanurus,cncflora_web-Portaria 443/2014
Arthrocereus rondonianus,sima-Portaria 443/2014
Arthropogon villosus,cncflora_web
Arthropogon xerachne,sima-SP_oficial-cncflora_web-Portaria 443/2014
Arundinella deppeana,sima-SP_oficial-cncflora_web-Portaria 443/2014
Arundo donax,UICN_API
Asclepias aequicornu,sima-SP_oficial-cncflora_web-mpoSP
Asclepias langsdorffii,sima-cncflora_web-SP_oficial
Asclepias mellodora,cncflora_web
Aspasia lunata,sima-cncflora_web
Aspicarpa sericea,sima-SP_oficial
Aspidogyne commelinoides,sima
Aspidogyne kuczynskii,sima-cncflora_web
Aspidosperma album,sima
Aspidosperma australe,sima-cncflora_web-UICN_API
Aspidosperma camporum,cncflora_ckan-UICN_API
Aspidosperma compactinervium,UICN_API
Aspidosperma cuspa,UICN_API
Aspidosperma cylindrocarpon,sima-cncflora_web-UICN_API
Aspidosperma inundatum,sima
Aspidosperma macrocarpon,sima-SP_oficial
Aspidosperma multiflorum,UICN_API
Aspidosperma nobile,sima-SP_oficial
Aspidosperma parvifolium,UICN_API
Aspidosperma polyneuron,sima-cncflora_web-UICN_API
Aspidosperma pyricollum,UICN_API
Aspidosperma quebracho-blanco,sima
Aspidosperma quirandy,sima-SP_oficial
Aspidosperma ramiflorum,sima-cncflora_web-UICN_API
Aspidosperma riedelii,sima-SP_oficial-cncflora_web-mpoSP
Aspidosperma sandwithianum,sima
Aspidosperma spruceanum,sima-SP_oficial
Aspidosperma subincanum,UICN_API
Aspidosperma tomentosum,cncflora_web-UICN_API
Aspilia almasensis,sima-Portaria 443/2014
Aspilia attenuata,sima
Aspilia belo-horizontinae,sima-Portaria 443/2014
Aspilia caudata,sima-Portaria 443/2014
Aspilia clausseniana,cncflora_web
Aspilia cordifolia,sima-Portaria 443/2014
Aspilia cylindrocephala,sima-Portaria 443/2014
Aspilia diamantinae,sima-Portaria 443/2014
Aspilia diffusiflora,sima-Portaria 443/2014
Aspilia diniz-cruzeanae,sima-Portaria 443/2014
Aspilia eglerii,sima-Portaria 443/2014
Aspilia espinhacensis,sima-Portaria 443/2014
Aspilia floribunda,sima-SP_oficial-cncflora_web
Aspilia grazielae,sima-Portaria 443/2014
Aspilia jugata,sima-Portaria 443/2014
Aspilia ovatifolia,sima-Portaria 443/2014
Aspilia pereirae,sima-Portaria 443/2014
Aspilia pohlii,sima
Aspilia prostrata,sima-Portaria 443/2014
Aspilia reticulata,sima-Portaria 443/2014
Aspilia silphioides,sima-Portaria 443/2014
Asplenium austrobrasiliense,cncflora_web
Asplenium beckeri,sima-Portaria 443/2014
Asplenium bradeanum,sima-cncflora_web-Portaria 443/2014
Asplenium campos-portoi,cncflora_web
Asplenium castaneum,sima-Portaria 443/2014
Asplenium formosum,UICN_API
Asplenium lacinulatum,cncflora_web
Asplenium muellerianum,cncflora_web
Asplenium praemorsum,cncflora_web
Asplenium schwackei,sima-Portaria 443/2014
Asplenium trindadense,sima-Portaria 443/2014
Asplenium ulbrichtii,cncflora_web
Asplenium wacketii,cncflora_web
Asplundia brachypus,sima-cncflora_web-cncflora_web-Portaria 443/2014
Asterella venosa,cncflora_web
Asterostigma colubrinum,sima-SP_oficial-mpoSP
Asterostigma cubense,sima-SP_oficial-cncflora_web
Asterostigma lividum,cncflora_web
Asterostigma lombardii,sima-SP_oficial
Asterostigma tweedianum,sima-SP_oficial
Astraea cincta,sima-Portaria 443/2014
Astraea lobata,sima-cncflora_web
Astrocaryum aculeatissimum,cncflora_web-UICN_API
Astrocaryum minus,sima
Astronium balansae,sima-Portaria 443/2014
Astronium graveolens,sima-cncflora_web
Astronium urundeuva,UICN_API-cncflora_web
Athenaea cuspidata,cncflora_ckan
Athenaea fasciculata,cncflora_web-UICN_API
Athenaea sellowiana,cncflora_ckan
Athenaea tomentosa,cncflora_ckan
Athenaea wettesteiniana,cncflora_ckan
Atractylocarpus brasiliensis,sima-Portaria 443/2014
Atractylocarpus longisetus,sima-Portaria 443/2014
Attalea barreirensis,sima-Portaria 443/2014
Attalea compta,sima-cncflora_web-Portaria 443/2014
Attalea oleifera,sima-SP_oficial-cncflora_web-UICN_API
Attalea phalerata,cncflora_web
Aulonemia aristulata,cncflora_web
Aulonemia setosa,UICN_API
Austroblechnum andinum,sima-Portaria 443/2014
Austroblechnum organense,cncflora_web
Austroblechnum penna-marina,cncflora_web
Austroblechnum squamipes,sima-Portaria 443/2014
Austrocritonia angulicaulis,sima-SP_oficial-cncflora_web
Austroeupatorium rosmarinaceum,sima-SP_oficial-Portaria 443/2014
Avena strigosa,UICN_API
Avicennia germinans,UICN_API
Avicennia schaueriana,UICN_API
Axonopus argentinus,sima-mpoSP-sima-SP_oficial-cncflora_web-Portaria 443/2014
Axonopus aureus,cncflora_web
Axonopus carajasensis,sima-Portaria 443/2014
Axonopus chrysoblepharis,sima-SP_oficial-cncflora_web
Axonopus comans,sima-SP_oficial-cncflora_web
Axonopus complanatus,sima-SP_oficial-cncflora_web
Axonopus fastigiatus,sima-SP_oficial-cncflora_web-Portaria 443/2014
Axonopus hydrolithicus,sima-Portaria 443/2014
Axonopus monticola,sima-SP_oficial-cncflora_web-Portaria 443/2014
Axonopus pressus,cncflora_web
Axonopus scoparius,UICN_API
Axonopus uninodis,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Azara uruguayensis,sima-cncflora_web
Baccharis aracatubensis,sima-Portaria 443/2014
Baccharis brevifolia,cncflora_web
Baccharis concinna,sima-Portaria 443/2014
Baccharis elliptica,sima-Portaria 443/2014
Baccharis grandimucronata,sima-cncflora_web
Baccharis hypericifolia,sima-Portaria 443/2014
Baccharis lychnophora,sima-Portaria 443/2014
Baccharis megapotamica,cncflora_web
Baccharis myricifolia,cncflora_web
Baccharis oreophila,UICN_API
Baccharis paranensis,sima-cncflora_web
Baccharis penningtonii,sima-Portaria 443/2014
Baccharis polyphylla,sima-Portaria 443/2014
Baccharis pseudoalpestris,sima-Portaria 443/2014
Baccharis punctulata,UICN_API
Baccharis sagittalis,cncflora_web
Baccharis sphenophylla,sima-cncflora_web
Baccharis weirii,sima
Bacopa cochlearia,sima-Portaria 443/2014
Bacopa congesta,sima-SP_oficial-cncflora_web
Bacopa monnieri,UICN_API
Bactris hatschbachii,cncflora_web
Bactris timbuiensis,sima-Portaria 443/2014
Balfourodendron riedelianum,sima-cncflora_web-UICN_API
Banara parviflora,cncflora_ckan
Banara serrata,cncflora_ckan
Banara tomentosa,UICN_API
Banisteriopsis andersonii,sima-Portaria 443/2014
Banisteriopsis basifixa,sima-SP_oficial-cncflora_web-Portaria 443/2014
Banisteriopsis cipoensis,sima-Portaria 443/2014
Banisteriopsis hatschbachii,sima-Portaria 443/2014
Banisteriopsis hirsuta,sima-Portaria 443/2014
Banisteriopsis magdalenensis,sima-Portaria 443/2014
Banisteriopsis parviflora,cncflora_web
Banisteriopsis pseudojanusia,sima-Portaria 443/2014
Banisteriopsis salicifolia,sima
Banisteriopsis sellowiana,sima-Portaria 443/2014
Barbacenia delicatula,sima-Portaria 443/2014
Barbacenia ensifolia,sima
Barbacenia exscapa,sima-Portaria 443/2014
Barbacenia glutinosa,sima-Portaria 443/2014
Barbacenia gounelleana,sima-SP_oficial-cncflora_web-Portaria 443/2014
Barbacenia hirtiflora,sima
Barbacenia longiscapa,sima-Portaria 443/2014
Barbacenia paranaensis,sima-SP_oficial-cncflora_web-Portaria 443/2014
Barbacenia pungens,sima-Portaria 443/2014
Barbacenia riparia,sima-Portaria 443/2014
Barbacenia rodriguesii,sima-Portaria 443/2014
Barbacenia spectabilis,sima-Portaria 443/2014
Barbacenia spiralis,sima-Portaria 443/2014
Barbosella dusenii,sima-cncflora_web
Barbosella spiritu-sanctensis,sima
Barbosella trilobata,sima-Portaria 443/2014
Barjonia erecta,sima-cncflora_web
Barnebya dispar,cncflora_ckan
Barrosoa apiculata,sima-SP_oficial-cncflora_web
Bathysa australis,cncflora_web
Bathysa gymnocarpa,cncflora_ckan
Bathysa mendoncaei,cncflora_ckan-UICN_API
Bathysa stipulata,UICN_API
Bauhinia cheilantha,cncflora_ckan-UICN_API
Bauhinia forficata,UICN_API
Bauhinia integerrima,sima-Portaria 443/2014
Bauhinia longifolia,cncflora_ckan-UICN_API
Bauhinia marginata,sima-SP_oficial-cncflora_web
Bauhinia pentandra,UICN_API
Bauhinia ungulata,UICN_API
Bauhinia variegata,UICN_API
Begonia albidula,sima-Portaria 443/2014
Begonia altamiroi,sima-Portaria 443/2014
Begonia apparicioi,sima-Portaria 443/2014
Begonia bahiensis,sima-Portaria 443/2014
Begonia besleriifolia,sima-Portaria 443/2014
Begonia biguassuensis,sima
Begonia brevilobata,sima-SP_oficial-cncflora_web
Begonia coccinea,sima-Portaria 443/2014
Begonia crispula,sima-Portaria 443/2014
Begonia curtii,sima-Portaria 443/2014
Begonia dentatiloba,sima-Portaria 443/2014
Begonia espiritosantensis,sima-Portaria 443/2014
Begonia fruticosa,cncflora_web
Begonia glabra,sima-Portaria 443/2014
Begonia handroi,sima-SP_oficial-cncflora_web-Portaria 443/2014
Begonia herbacea,sima
Begonia hirtella,cncflora_web
Begonia hispida,cncflora_web
Begonia huegelii,cncflora_web
Begonia ibitiocensis,sima-Portaria 443/2014
Begonia inconspicua,sima-Portaria 443/2014
Begonia integerrima,cncflora_web
Begonia itaguassuensis,sima-Portaria 443/2014
Begonia itatinensis,sima-cncflora_web-Portaria 443/2014
Begonia jureiensis,sima-cncflora_web-Portaria 443/2014
Begonia kuhlmannii,sima-Portaria 443/2014
Begonia larorum,sima-SP_oficial-cncflora_web-Portaria 443/2014
Begonia obscura,sima
Begonia organensis,sima-cncflora_web-Portaria 443/2014
Begonia paranaensis,sima-cncflora_web-Portaria 443/2014
Begonia paulensis,sima-SP_oficial-cncflora_web-Portaria 443/2014
Begonia perdusenii,sima-cncflora_web-Portaria 443/2014
Begonia piresiana,sima-SP_oficial-CR_Lac-cncflora_web-Portaria 443/2014
Begonia pluvialis,sima-Portaria 443/2014
Begonia polygonifolia,sima-Portaria 443/2014
Begonia radicans,cncflora_web
Begonia rufa,cncflora_web
Begonia ruschii,sima-Portaria 443/2014
Begonia salesopolensis,sima-cncflora_web-Portaria 443/2014
Begonia santoslimae,sima-Portaria 443/2014
Begonia scharffii,sima-Portaria 443/2014
Begonia stenolepis,sima-Portaria 443/2014
Begonia sylvatica,sima-Portaria 443/2014
Begonia toledoana,sima-cncflora_web-Portaria 443/2014
Begonia undulata,sima-SP_oficial-cncflora_web-Portaria 443/2014
