nome_aceito_correto,notas_all
Phlegmariurus nudus,Nome original era sinônimo-NA
Phlegmariurus quadrifariatus,Nome original era sinônimo
Phlegmariurus regnellii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Phlegmariurus ruber,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Phlegmariurus sellowianus,Nome original era sinônimo-NA
Phlegmariurus taxifolius,Nome original era sinônimo-NA
Phlegmariurus treitubensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Phoradendron dipterum,Nome original era sinônimo
Phragmipedium lindleyanum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Phragmipedium vittatum,"NA"
Phyllanthus cladotrichus,"NA"
Phyllanthus claussenii,"NA"
Phyllanthus gladiatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Phyllanthus niruri subsp. lathyroides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Phyllanthus riedelianus,"NA"
Phyllanthus subemarginatus,Nome original era sinônimo-NA
Phyllostylon rhamnoides,"NA"
Phymatidium falcifolium,"NA"
Phymatidium geiselii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Phymatidium vogelii,"NA"
Physalis angulata,"NA"
Physominthe vitifolia,"NA"
Picramnia ciliata,"NA"
Picramnia coccinea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Picramnia excelsa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Picramnia gardneri,"NA"
Picramnia glazioviana,"NA"
Picramnia parvifolia,"NA"
Picramnia ramiflora,"NA"
Picramnia sellowii,"NA"
Picrasma crenata,"NA"
Picrosia cabreriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Picrosia longifolia,"NA"
Pilea aparadensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilea flammula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilea hilariana,"NA"
Pilea hydra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilea rhizobola,"NA"
Pilocarpus alatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilocarpus giganteus,"NA"
Pilocarpus jaborandi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilocarpus microphyllus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilocarpus pauciflorus,"NA"
Pilocarpus spicatus,"NA"
Pilocarpus trachylophus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus aureispinus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus aurisetus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus azulensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus floccosus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus fulvilanatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus glaucochrous,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus machrisii,"NA"
Pilosocereus magnificus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilosocereus multicostatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pilularia americana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pimenta pseudocaryophyllus var. hoehnei,"NA"
Piper abbadianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper abutiloides,"NA"
Piper aduncum,"NA"
Piper aequale,"NA"
Piper amalago,"NA"
Piper amparoense,"NA"
Piper anostachyum,"NA"
Piper barretoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper bennettianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper carautensei,"NA"
Piper casteloense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper cernuum,"NA"
Piper corcovadensis var. longiracemosum,Nome original era sinônimo
Piper crassinervium,"NA"
Piper crassistilum,"NA"
Piper duartei,"NA"
Piper edwallii,"NA"
Piper emygdioi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper flavicans,"NA"
Piper fuligineum,"NA"
Piper hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper hayneanum,"NA"
Piper hispidum,"NA"
Piper hoehnei,"NA"
Piper juliflorum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper kuhlmannii,"NA"
Piper laevicarpum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper lanceolatum,"NA"
Piper loefgrenii,"NA"
Piper macedoi,"NA"
Piper oblancifolium,"NA"
Piper obliquum,"NA"
Piper piritubanum,"NA"
Piper rioense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper saldanhai,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper sampaioi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper scabrellum,"NA"
Piper scutifolium,"NA"
Piper subcinereum,"NA"
Piper subrugosum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piper tectoniifolium,"NA"
Piper truncatum,"NA"
Piper vaginans,"NA"
Piper velutinibaccum,"NA"
Piper vicosanum,"NA"
Piper viminifolium,"NA"
Piper xylosteoides,"NA"
Piptadenia adiantoides,"NA"
Piptadenia gonoacantha,Nome original era sinônimo-NA
Piptadenia micracantha,Nome original era sinônimo-NA
Piptadenia paniculata,"NA"
Piptocarpha axillaris,"NA"
Piptocarpha brasiliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptocarpha densifolia,"NA"
Piptocarpha longipedunculata,"NA"
Piptocarpha macropoda,"NA"
Piptocarpha notata,"NA"
Piptocarpha organensis,"NA"
Piptocarpha regnellii,"NA"
Piptocarpha robusta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptochaetium alpinum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptochaetium palustre,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptochaetium ruprechtianum,"NA"
Piptolepis buxoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptolepis gardneri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptolepis imbricata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptolepis leptospermoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptolepis monticola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Piptolepis oleaster,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pisonia aculeata,"NA"
Pisonia ambigua,"NA"
Pistia stratiotes,"NA"
Pitcairnia albiflos,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pitcairnia bradei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pitcairnia burlemarxii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito
Pitcairnia decidua,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pitcairnia encholirioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pitcairnia glaziovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pitcairnia limae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plagiochila boryana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plagiogyria fialhoi,"NA"
Plantago australis,"NA"
Plantago catharinea,"NA"
Plantago guilleminiana,"NA"
Plantago major,"NA"
Plantago turficola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plathymenia reticulata,Nome original era sinônimo-NA
Platycarpum acreanum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Platycyamus regnellii,"NA"
Platymiscium floribundum,"NA"
Platypodium elegans,"NA"
Pleiochiton blepharodes,"NA"
Pleonotoma bracteata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pleopeltis alborufula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pleopeltis monoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pleopeltis trindadensis,"NA"
Pleradenophora membranifolia,"NA"
Pleroma ackermannii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma andersregnellii,Nome original era sinônimo
Pleroma apparicioi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma bergianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma boudetii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma castellense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma cinereum,Nome original era sinônimo
Pleroma clavatum,Nome original era sinônimo
Pleroma dubium,Nome original era sinônimo
Pleroma dusenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma echinatum,Nome original era sinônimo
Pleroma eichleri,Nome original era sinônimo
Pleroma estrellense,Nome original era sinônimo
Pleroma frigidulum,Nome original era sinônimo
Pleroma guartelaense,Nome original mal escrito
Pleroma integerrimum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma itatiaiae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma kleinii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma minus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma minutiflorum,Nome original era sinônimo
Pleroma mutabile,"NA"
Pleroma petiolatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma quartzophilum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pleroma reitzii,Nome original era sinônimo
Pleroma riedelianum,Nome original era sinônimo
Pleroma schenckii,Nome original era sinônimo
Pleroma sellowianum,Nome original era sinônimo
Pleroma trichopodum,Nome original era sinônimo
Pleroma urvilleanum,Nome original era sinônimo
Pleroma wurdackianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Plinia ambivalens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia callosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia coronata,"NA"
Plinia delicata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia edulis,"NA"
Plinia hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia muricata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia peruviana,Nome original era sinônimo
Plinia phitrantha,"NA"
Plinia pseudodichasiantha,"NA"
Plinia rara,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia renatiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Plinia rivularis,"NA"
Plinia rogersiana,"NA"
Plinia sebastianopolitana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Plinia silvestris,Nome original era sinônimo-NA
Plinia subavenia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Poa bradei,"NA"
Poa reitzii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Podocarpus acuminatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Podocarpus barretoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Podocarpus brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Podocarpus lambertii,"NA"
Podocarpus sellowii,"NA"
Podostemum distichum,"NA"
Podostemum muelleri,"NA"
Podostemum ovatum,"NA"
Podostemum rutifolium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Podostemum saldanhanum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Podostemum weddellianum,"NA"
Poecilanthe parviflora,"NA"
Pogoniopsis schenckii,"NA"
Poiretia angustifolia,"NA"
Poiretia latifolia,"NA"
Polybotrya speciosa,"NA"
Polygala bevilacquai,"NA"
Polygala brasiliensis,"NA"
Polygala franchetii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Polygala galioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Polygala molluginifolia,"NA"
Polygala moquiniana,"NA"
Polygala nudicaulis,"NA"
Polygala pulchella,"NA"
Polygala pumila,"NA"
Polygala selaginoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Polygala sellowiana,Nome original era sinônimo-Nome original era sinônimo/Não foi avaliada
Polygala stephaniana,"NA"
Polygala tamariscea,"NA"
Polygonum hydropiperoides,Nome original era sinônimo
Polygonum punctatum,"NA"
Polypogon chilensis,"NA"
Polypogon imberbis,"NA"
Polystachya rupicola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Polystichum bradei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Polytaenium citrifolium,Nome original era sinônimo
Polytaenium feei,"NA"
Pomaria stipularis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pombalia strigoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pombalia velutina,Nome original era sinônimo-NA
Porcelia macrocarpa,"NA"
Porophyllum bahiense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Portea alatisepala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Portea fosteriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Portea grandiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Portea kermesina,"NA"
Portea nana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Portulaca amilis,"NA"
Portulaca halimoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Portulaca hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Posoqueria acutifolia,"NA"
Posoqueria latifolia,"NA"
Posoqueria longiflora,"NA"
Potamogeton pusillus,"NA"
Pourouma guianensis,"NA"
Pouteria bapeba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria beaurepairei,"NA"
Pouteria brevensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria bullata,"NA"
Pouteria butyrocarpa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria caimito,"NA"
Pouteria ciliata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria coelomatica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria crassiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria decussata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria ericoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria exstaminodia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria fulva,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria furcata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria gardneri,Nome original era sinônimo-NA
Pouteria gardneriana,"NA"
Pouteria glomerata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria latianthera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria lucens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria macahensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria maguirei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria microstrigosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria multiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria nudipetala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria oxypetala,"NA"
Pouteria pachycalyx,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria pachyphylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria pallens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria petiolata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria polysepala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria psammophila,"NA"
Pouteria pubescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria putamen-ovi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria ramiflora,"NA"
Pouteria reticulata,Nome original era sinônimo-NA
Pouteria rodriguesiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria salicifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria samborae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria scrobiculata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria stenophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria stipulifera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria subcaerulea,"NA"
Pouteria synsepala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria tarumanensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria tenuisepala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria torta,"NA"
Pouteria trifida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria venosa,"NA"
Pouteria vernicosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pouteria virescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pradosia brevipes,"NA"
Pradosia decipiens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pradosia granulosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pradosia grisebachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pradosia kuhlmannii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pradosia lactescens,"NA"
Pradosia subverticillata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pradosia verticillata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Praecereus euchlorus,"NA"
Praxelis grandiflora,"NA"
Prepusa hookeriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Prepusa viridiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Prestonia bahiensis,"NA"
Prestonia quinquangularis,"NA"
Prestonia solanifolia,"NA"
Prestonia tomentosa,"NA"
Pringleella subulata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Promenaea stapelioides subsp. xanthina,Nome original era sinônimo
Prosthechea serpentilingua,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Proteopsis argentea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Protium bahianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Protium brasiliense,"NA"
Protium cordatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Protium giganteum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Protium icicariba,"NA"
Protium inodorum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Protium kleinii,"NA"
Protium occhionii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Protium ovatum,"NA"
Protium widgrenii,"NA"
Pseuderanthemum modestum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseuderanthemum riedelianum,"NA"
Pseudobombax grandiflorum,"NA"
Pseudobombax longiflorum,"NA"
Pseudobombax marginatum,"NA"
Pseudobombax tomentosum,"NA"
Pseudolaelia brejetubensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudolaelia canaanensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudolaelia cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudolaelia citrina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudolaelia dutrae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudolmedia hirtula,"NA"
Pseudolmedia laevigata,"NA"
Pseudolycopodiella tatei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pseudopiptadenia leptostachya,"NA"
Pseudopiptadenia warmingii,"NA"
Pseudotrimezia brevistamina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudotrimezia concava,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudotrimezia elegans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudotrimezia fistulosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pseudotrimezia juncifolia,Nome original era sinônimo
Pseudotrimezia plicatifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pseudotrimezia subtilis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Pseudotrimezia synandra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudotrimezia tenuissima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudoxandra duckei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pseudoxandra rionegrensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Psidium amplexicaule,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Psidium araucanum,"NA"
Psidium australe,"NA"
Psidium firmum,"NA"
Psidium gaudichaudianum,"NA"
Psidium grandifolium,Nome original era sinônimo-NA
Psidium guajava,"NA"
Psidium guineense,"NA"
Psidium longipetiolatum,"NA"
Psidium myrtoides,Nome original era sinônimo-NA
Psidium ovale,"NA"
Psidium reptans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Psidium rufum,"NA"
Psidium rufum var. widgrenianum,"NA"
Psidium salutare,"NA"
Psidium sartorianum,"NA"
Psidium striatulum,"NA"
Psychotria anceps,"NA"
Psychotria carthagenensis,"NA"
Psychotria cupularis,"NA"
Psychotria fluminensis,"NA"
Psychotria glaziovii,"NA"
Psychotria laciniata,"NA"
Psychotria loefgrenii,"NA"
Psychotria microcarpa,"NA"
Psychotria nemorosa,"NA"
Psychotria nuda,"NA"
Psychotria paludosa,"NA"
Psychotria pedunculosa,Nome original era sinônimo
Psychotria rhytidocarpa,"NA"
Psychotria subspathulata,"NA"
Psychotria sutericalyx,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Psychotria tenuifolia,"NA"
Pterandra andersonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pterandra pyroidea,"NA"
Pteris congesta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pteris limae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Pteris vittata,"NA"
Pterodon emarginatus,"NA"
Pteroglossa glazioviana,"NA"
Pteroglossa hilariana,"NA"
Pteroglossa macrantha,"NA"
Pterogyne nitens,"NA"
Pterolepis glomerata,"NA"
Pterolepis perpusilla,"NA"
Qualea coerulea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Qualea cordata,"NA"
Qualea decorticans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Qualea glaziovii,"NA"
Qualea grandiflora,"NA"
Qualea magna,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Qualea selloi,"NA"
Quaternella glabratoides,"NA"
Quesnelia humilis,"NA"
Quesnelia imbricata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Quesnelia kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Quesnelia seideliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Quiina cidiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Quiina glaziovii,Nome original era sinônimo-NA
Quiina piresii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Quillaja lancifolia,Nome original era sinônimo-NA
Racinaea aerisincola,"NA"
Racinaea domingosmartinis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Racinaea spiculosa,Nome original era sinônimo/Não foi avaliada-NA
Raddia angustifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Raddia distichophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Raddiella esenbeckii,"NA"
Randia armata,"NA"
Ranunculus flagelliformis,"NA"
Rauhiella silvana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Raulinoa echinata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Raulinoreitzia leptophlebia,"NA"
Ravenia pseudalterna,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Recordia reitzii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Recordoxylon stenopetalum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Regnellidium diphyllum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Reimarochloa acuta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Reissekia smilacina,"NA"
Reitzia smithii,"NA"
Renealmia brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Renealmia petasites,"NA"
Retrophyllum piresii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhabdocaulon gracile,"NA"
Rhamnidium elaeocarpum,"NA"
Rhamnidium glabrum,"NA"
Rhipsalis agudoensis,"NA"
Rhipsalis burchellii,"NA"
Rhipsalis campos-portoana,"NA"
Rhipsalis cereoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhipsalis cereuscula,"NA"
Rhipsalis clavata,"NA"
Rhipsalis crispata,"NA"
Rhipsalis dissimilis,"NA"
Rhipsalis elliptica,"NA"
Rhipsalis floccosa,"NA"
Rhipsalis grandiflora,"NA"
Rhipsalis juengeri,"NA"
Rhipsalis lindbergiana,"NA"
Rhipsalis neves-armondii,"NA"
Rhipsalis oblonga,"NA"
Rhipsalis olivifera,"NA"
Rhipsalis pacheco-leonis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhipsalis pachyptera,"NA"
Rhipsalis paradoxa,"NA"
Rhipsalis pilocarpa,"NA"
Rhipsalis pulchra,"NA"
Rhipsalis puniceodiscus,"NA"
Rhipsalis sulcata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhipsalis teres,"NA"
Rhipsalis trigona,"NA"
Rhizophora mangle,"NA"
Rhodocalyx riedelii,Nome original era sinônimo
Rhodospatha oblongata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhodostemonodaphne capixabensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhodostemonodaphne macrocalyx,"NA"
Rhodostemonodaphne parvifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhodostemonodaphne recurva,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhynchanthera grandiflora,"NA"
Rhynchanthera latifolia,"NA"
Rhynchosia leucophylla,"NA"
Rhynchosia minima,"NA"
Rhynchosia reticulata,"NA"
Rhynchosida physocalyx,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhynchospora biflora,"NA"
Rhynchospora corymbosa,Não foi avaliada
