nome_aceito_correto,grupo,familia,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico
Aldama pilosa,Angiospermas,Asteraceae,Aldama,pilosa,especie,NA
Alternanthera reineckii,Angiospermas,Amaranthaceae,Alternanthera,reineckii,especie,NA
Ancistrotropis firmula,Angiospermas,Fabaceae,Ancistrotropis,firmula,especie,NA
Anemone decapetala,Angiospermas,Ranunculaceae,Anemone,decapetala,especie,NA
Aniba heringeri,Angiospermas,Lauraceae,Aniba,heringeri,especie,NA
Anthurium fontellanus,Angiospermas,Araceae,Anthurium,fontellanus,especie,NA
Apinagia riedelii,Angiospermas,Podostemaceae,Apinagia,riedelii,especie,NA
Asclepias langsdorffii,Angiospermas,Apocynaceae,Asclepias,langsdorffii,especie,NA
Astronium urundeuva,Angiospermas,Anacardiaceae,Astronium,urundeuva,especie,NA
Axonopus argentinus,Angiospermas,Poaceae,Axonopus,argentinus,especie,NA
Bernardia pulchella,Angiospermas,Euphorbiaceae,Bernardia,pulchella,especie,NA
Besleria grandifolia,Angiospermas,Gesneriaceae,Besleria,grandifolia,especie,NA
Billbergia alfonsijoannis,Angiospermas,Bromeliaceae,Billbergia,alfonsijoannis,especie,NA
Bixa orellana,Angiospermas,Bixaceae,Bixa,orellana,especie,NA
Bonamia agrostopolis,Angiospermas,Convolvulaceae,Bonamia,agrostopolis,especie,NA
Byrsonima variabilis,Angiospermas,Malpighiaceae,Byrsonima,variabilis,especie,NA
Byttneria catalpifolia subsp. sidifolia,Angiospermas,Malvaceae,Byttneria,catalpifolia,subespecie,sidifolia
Cattleya cernua,Angiospermas,Orchidaceae,Cattleya,cernua,especie,NA
Cattleya crispa,Angiospermas,Orchidaceae,Cattleya,crispa,especie,NA
Cattleya wittigiana,Angiospermas,Orchidaceae,Cattleya,wittigiana,especie,NA
Celtis iguanaea,Angiospermas,Cannabaceae,Celtis,iguanaea,especie,NA
Chomelia pohliana,Angiospermas,Rubiaceae,Chomelia,pohliana,especie,NA
Cleistes montana,Angiospermas,Orchidaceae,Cleistes,montana,especie,NA
Cleistes rodriguesii,Angiospermas,Orchidaceae,Cleistes,rodriguesii,especie,NA
Crocanthemum brasiliensis,Angiospermas,Cistaceae,Crocanthemum,brasiliensis,especie,NA
Croton leptobotryus,Angiospermas,Euphorbiaceae,Croton,leptobotryus,especie,NA
Ctenium cirrosum,Angiospermas,Poaceae,Ctenium,cirrosum,especie,NA
Cunila incana,Angiospermas,Lamiaceae,Cunila,incana,especie,NA
Cymbocarpa refracta,Angiospermas,Burmanniaceae,Cymbocarpa,refracta,especie,NA
Cyperus flavescens,Angiospermas,Cyperaceae,Cyperus,flavescens,especie,NA
Dahlstedtia muehlbergiana,Angiospermas,Fabaceae,Dahlstedtia,muehlbergiana,especie,NA
Dasyphyllum lanceolatum,Angiospermas,Asteraceae,Dasyphyllum,lanceolatum,especie,NA
Digitaria insularis,Angiospermas,Poaceae,Digitaria,insularis,especie,NA
Dioscorea perdicum,Angiospermas,Dioscoreaceae,Dioscorea,perdicum,especie,NA
Diospyros lasiocalyx,Angiospermas,Ebenaceae,Diospyros,lasiocalyx,especie,NA
Diphasium jussiaei,Samambaias e licófitas,Lycopodiaceae,Diphasium,jussiaei,especie,NA
Duguetia furfuracea,Angiospermas,Annonaceae,Duguetia,furfuracea,especie,NA
Dyckia dusenii,Angiospermas,Bromeliaceae,Dyckia,dusenii,especie,NA
Dyckia hebdingii,Angiospermas,Bromeliaceae,Dyckia,hebdingii,especie,NA
Epidendrum cauliflorum,Angiospermas,Orchidaceae,Epidendrum,cauliflorum,especie,NA
Epidendrum geniculatum,Angiospermas,Orchidaceae,Epidendrum,geniculatum,especie,NA
Epidendrum parahybunense,Angiospermas,Orchidaceae,Epidendrum,parahybunense,especie,NA
Epidendrum secundum,Angiospermas,Orchidaceae,Epidendrum,secundum,especie,NA
Eremanthus elaeagnus,Angiospermas,Asteraceae,Eremanthus,elaeagnus,especie,NA
Erythroxylum cuneifolium,Angiospermas,Erythroxylaceae,Erythroxylum,cuneifolium,especie,NA
Eugenia acutata,Angiospermas,Myrtaceae,Eugenia,acutata,especie,NA
Eugenia astringens,Angiospermas,Myrtaceae,Eugenia,astringens,especie,NA
Eugenia bunchosiifolia,Angiospermas,Myrtaceae,Eugenia,bunchosiifolia,especie,NA
Eugenia disperma,Angiospermas,Myrtaceae,Eugenia,disperma,especie,NA
Eugenia piloensis,Angiospermas,Myrtaceae,Eugenia,piloensis,especie,NA
Eugenia pisiformis,Angiospermas,Myrtaceae,Eugenia,pisiformis,especie,NA
Eugenia repanda,Angiospermas,Myrtaceae,Eugenia,repanda,especie,NA
Eugenia sellowiana,Angiospermas,Myrtaceae,Eugenia,sellowiana,especie,NA
Eugenia subterminalis,Angiospermas,Myrtaceae,Eugenia,subterminalis,especie,NA
Faramea stipulacea,Angiospermas,Rubiaceae,Faramea,stipulacea,especie,NA
Ficus hirsuta,Angiospermas,Moraceae,Ficus,hirsuta,especie,NA
Ficus luschnathiana,Angiospermas,Moraceae,Ficus,luschnathiana,especie,NA
Genipa americana,Angiospermas,Rubiaceae,Genipa,americana,especie,NA
Goeppertia aemula,Angiospermas,Marantaceae,Goeppertia,aemula,especie,NA
Goeppertia zebrina,Angiospermas,Marantaceae,Goeppertia,zebrina,especie,NA
Gomesa concolor,Angiospermas,Orchidaceae,Gomesa,concolor,especie,NA
Gomesa cuneata,Angiospermas,Orchidaceae,Gomesa,cuneata,especie,NA
Gomesa laxiflora,Angiospermas,Orchidaceae,Gomesa,laxiflora,especie,NA
Gomesa lietzei,Angiospermas,Orchidaceae,Gomesa,lietzei,especie,NA
Gomesa sarcodes,Angiospermas,Orchidaceae,Gomesa,sarcodes,especie,NA
Gomesa varicosa,Angiospermas,Orchidaceae,Gomesa,varicosa,especie,NA
Gonatogyne brasiliensis,Angiospermas,Phyllanthaceae,Gonatogyne,brasiliensis,especie,NA
Gyptis lanigera,Angiospermas,Asteraceae,Gyptis,lanigera,especie,NA
Habenaria crucifera,Angiospermas,Orchidaceae,Habenaria,crucifera,especie,NA
Handroanthus impetiginosus,Angiospermas,Bignoniaceae,Handroanthus,impetiginosus,especie,NA
Hatschbachiella tweedieana,Angiospermas,Asteraceae,Hatschbachiella,tweedieana,especie,NA
Hiraea macrophylla,Angiospermas,Malpighiaceae,Hiraea,macrophylla,especie,NA
Hohenbergia ridleyi,Angiospermas,Bromeliaceae,Hohenbergia,ridleyi,especie,NA
Homalolepis glabra,Angiospermas,Simaroubaceae,Homalolepis,glabra,especie,NA
Homalolepis insignis,Angiospermas,Simaroubaceae,Homalolepis,insignis,especie,NA
Homalolepis salubris,Angiospermas,Simaroubaceae,Homalolepis,salubris,especie,NA
Hymenachne condensata,Angiospermas,Poaceae,Hymenachne,condensata,especie,NA
Ilex integerrima,Angiospermas,Aquifoliaceae,Ilex,integerrima,especie,NA
Jacquemontia sphaerocephala,Angiospermas,Convolvulaceae,Jacquemontia,sphaerocephala,especie,NA
Jamesonia insignis,Samambaias e licófitas,Pteridaceae,Jamesonia,insignis,especie,NA
Laelia gloriosa,Angiospermas,Orchidaceae,Laelia,gloriosa,especie,NA
Laplacea fruticosa,Angiospermas,Theaceae,Laplacea,fruticosa,especie,NA
Leandra amplexicaulis,Angiospermas,Melastomataceae,Leandra,amplexicaulis,especie,NA
Leandra brackenridgei,Angiospermas,Melastomataceae,Leandra,brackenridgei,especie,NA
Leandra carassana,Angiospermas,Melastomataceae,Leandra,carassana,especie,NA
Leandra quinquenodis,Angiospermas,Melastomataceae,Leandra,quinquenodis,especie,NA
Leandra regnellii,Angiospermas,Melastomataceae,Leandra,regnellii,especie,NA
Leandra umbellata,Angiospermas,Melastomataceae,Leandra,umbellata,especie,NA
Limnocharis laforesti,Angiospermas,Alismataceae,Limnocharis,laforesti,especie,NA
Loefgrenianthus blanche-amesiae,Angiospermas,Orchidaceae,Loefgrenianthus,blanche-amesiae,especie,NA
Lophophytum pyramidale,Angiospermas,Balanophoraceae,Lophophytum,pyramidale,especie,NA
Luehea conwentzii,Angiospermas,Malvaceae,Luehea,conwentzii,especie,NA
Lycianthes repens,Angiospermas,Solanaceae,Lycianthes,repens,especie,NA
Lysimachia barbata,Angiospermas,Primulaceae,Lysimachia,barbata,especie,NA
Lysimachia buxifolia,Angiospermas,Primulaceae,Lysimachia,buxifolia,especie,NA
Lytoneuron crenulans,Samambaias e licófitas,Pteridaceae,Lytoneuron,crenulans,especie,NA
Machaerium hirtum,Angiospermas,Fabaceae,Machaerium,hirtum,especie,NA
Machaonia acuminata,Angiospermas,Rubiaceae,Machaonia,acuminata,especie,NA
Macradenia paraensis,Angiospermas,Orchidaceae,Macradenia,paraensis,especie,NA
Mantiqueira bella,Angiospermas,Fabaceae,Mantiqueira,bella,especie,NA
Medusantha eriophylla var. coriifolia,Angiospermas,Lamiaceae,Medusantha,eriophylla,variedade,coriifolia
Miconia flammea,Angiospermas,Melastomataceae,Miconia,flammea,especie,NA
Miconia paniculata,Angiospermas,Melastomataceae,Miconia,paniculata,especie,NA
Miconia robusta,Angiospermas,Melastomataceae,Miconia,robusta,especie,NA
Miconia valtheri,Angiospermas,Melastomataceae,Miconia,valtheri,especie,NA
Miconia willdenowii,Angiospermas,Melastomataceae,Miconia,willdenowii,especie,NA
Miltonia cuneata,Angiospermas,Orchidaceae,Miltonia,cuneata,especie,NA
Miltonia kayasimae,Angiospermas,Orchidaceae,Miltonia,kayasimae,especie,NA
Minaria polygaloides,Angiospermas,Apocynaceae,Minaria,polygaloides,especie,NA
Mollinedia clavigera,Angiospermas,Monimiaceae,Mollinedia,clavigera,especie,NA
Mollinedia schottiana,Angiospermas,Monimiaceae,Mollinedia,schottiana,especie,NA
Monteverdia basidentata,Angiospermas,Celastraceae,Monteverdia,basidentata,especie,NA
Monteverdia brasiliensis,Angiospermas,Celastraceae,Monteverdia,brasiliensis,especie,NA
Monteverdia glaucescens,Angiospermas,Celastraceae,Monteverdia,glaucescens,especie,NA
Monteverdia gonoclada,Angiospermas,Celastraceae,Monteverdia,gonoclada,especie,NA
Moquiniastrum argyreum,Angiospermas,Asteraceae,Moquiniastrum,argyreum,especie,NA
Moquiniastrum cinereum,Angiospermas,Asteraceae,Moquiniastrum,cinereum,especie,NA
Moquiniastrum sordidum,Angiospermas,Asteraceae,Moquiniastrum,sordidum,especie,NA
Myrceugenia hamoniana,Angiospermas,Myrtaceae,Myrceugenia,hamoniana,especie,NA
Myrcia aethusa,Angiospermas,Myrtaceae,Myrcia,aethusa,especie,NA
Myrcia dryadica,Angiospermas,Myrtaceae,Myrcia,dryadica,especie,NA
Myrcia grammica,Angiospermas,Myrtaceae,Myrcia,grammica,especie,NA
Myrcia guianensis,Angiospermas,Myrtaceae,Myrcia,guianensis,especie,NA
Myrcia legrandii,Angiospermas,Myrtaceae,Myrcia,legrandii,especie,NA
Myrcia lonchophylla,Angiospermas,Myrtaceae,Myrcia,lonchophylla,especie,NA
Myrcia neoregeliana,Angiospermas,Myrtaceae,Myrcia,neoregeliana,especie,NA
Myrcia neosuaveolens,Angiospermas,Myrtaceae,Myrcia,neosuaveolens,especie,NA
Myrcia plusiantha,Angiospermas,Myrtaceae,Myrcia,plusiantha,especie,NA
Myrcia pubipetala,Angiospermas,Myrtaceae,Myrcia,pubipetala,especie,NA
Myrcia skortzoviana,Angiospermas,Myrtaceae,Myrcia,skortzoviana,especie,NA
Myrcia subacuminata,Angiospermas,Myrtaceae,Myrcia,subacuminata,especie,NA
Myrcia subcordata,Angiospermas,Myrtaceae,Myrcia,subcordata,especie,NA
Myrcia tenuivenosa,Angiospermas,Myrtaceae,Myrcia,tenuivenosa,especie,NA
Neoregelia binotii,Angiospermas,Bromeliaceae,Neoregelia,binotii,especie,NA
Neoregelia burlemarxii,Angiospermas,Bromeliaceae,Neoregelia,burlemarxii,especie,NA
Nidularium camposportoi,Angiospermas,Bromeliaceae,Nidularium,camposportoi,especie,NA
Nohawilliamsia pirarensis,Angiospermas,Orchidaceae,Nohawilliamsia,pirarensis,especie,NA
Ocotea daphnifolia,Angiospermas,Lauraceae,Ocotea,daphnifolia,especie,NA
Ocotea lancifolia,Angiospermas,Lauraceae,Ocotea,lancifolia,especie,NA
Ocotea minarum,Angiospermas,Lauraceae,Ocotea,minarum,especie,NA
Ocotea odorifera,Angiospermas,Lauraceae,Ocotea,odorifera,especie,NA
Opuntia monacantha,Angiospermas,Cactaceae,Opuntia,monacantha,especie,NA
Orthochilus ruwenzoriensis,Angiospermas,Orchidaceae,Orthochilus,ruwenzoriensis,especie,NA
Pabstiella conspersa,Angiospermas,Orchidaceae,Pabstiella,conspersa,especie,NA
Pachystachys dubiosa,Angiospermas,Acanthaceae,Pachystachys,dubiosa,especie,NA
Palicourea racemosa,Angiospermas,Rubiaceae,Palicourea,racemosa,especie,NA
Pamphalea araucariophila,Angiospermas,Asteraceae,Pamphalea,araucariophila,especie,NA
Pamphalea smithii,Angiospermas,Asteraceae,Pamphalea,smithii,especie,NA
Paspalum repandum,Angiospermas,Poaceae,Paspalum,repandum,especie,NA
Peperomia hernandiifolia,Angiospermas,Piperaceae,Peperomia,hernandiifolia,especie,NA
Peperomia oreophila,Angiospermas,Piperaceae,Peperomia,oreophila,especie,NA
Peplonia adnata,Angiospermas,Apocynaceae,Peplonia,adnata,especie,NA
Pera glabrata,Angiospermas,Peraceae,Pera,glabrata,especie,NA
Persea willdenovii,Angiospermas,Lauraceae,Persea,willdenovii,especie,NA
Phlegmariurus christii,Samambaias e licófitas,Lycopodiaceae,Phlegmariurus,christii,especie,NA
Phlegmariurus mollicomus,Samambaias e licófitas,Lycopodiaceae,Phlegmariurus,mollicomus,especie,NA
Phlegmariurus nudus,Samambaias e licófitas,Lycopodiaceae,Phlegmariurus,nudus,especie,NA
Phlegmariurus sellowianus,Samambaias e licófitas,Lycopodiaceae,Phlegmariurus,sellowianus,especie,NA
Phlegmariurus taxifolius,Samambaias e licófitas,Lycopodiaceae,Phlegmariurus,taxifolius,especie,NA
Phyllanthus subemarginatus,Angiospermas,Phyllanthaceae,Phyllanthus,subemarginatus,especie,NA
Piptadenia gonoacantha,Angiospermas,Fabaceae,Piptadenia,gonoacantha,especie,NA
Piptadenia micracantha,Angiospermas,Fabaceae,Piptadenia,micracantha,especie,NA
Plathymenia reticulata,Angiospermas,Fabaceae,Plathymenia,reticulata,especie,NA
Plinia silvestris,Angiospermas,Myrtaceae,Plinia,silvestris,especie,NA
Polygala sellowiana,Angiospermas,Polygalaceae,Polygala,sellowiana,especie,NA
Pombalia velutina,Angiospermas,Violaceae,Pombalia,velutina,especie,NA
Pouteria gardneri,Angiospermas,Sapotaceae,Pouteria,gardneri,especie,NA
Pouteria reticulata,Angiospermas,Sapotaceae,Pouteria,reticulata,especie,NA
Psidium grandifolium,Angiospermas,Myrtaceae,Psidium,grandifolium,especie,NA
Psidium myrtoides,Angiospermas,Myrtaceae,Psidium,myrtoides,especie,NA
Quiina glaziovii,Angiospermas,Quiinaceae,Quiina,glaziovii,especie,NA
Quillaja lancifolia,Angiospermas,Quillajaceae,Quillaja,lancifolia,especie,NA
Racinaea spiculosa,Angiospermas,Bromeliaceae,Racinaea,spiculosa,especie,NA
Rhynchospora tenuis,Angiospermas,Cyperaceae,Rhynchospora,tenuis,especie,NA
Sarcoglottis alexandri,Angiospermas,Orchidaceae,Sarcoglottis,alexandri,especie,NA
Schaueria paranaensis,Angiospermas,Acanthaceae,Schaueria,paranaensis,especie,NA
Schizachyrium scabriflorum,Angiospermas,Poaceae,Schizachyrium,scabriflorum,especie,NA
Schizocalyx cuspidatus,Angiospermas,Rubiaceae,Schizocalyx,cuspidatus,especie,NA
Schnella microstachya,Angiospermas,Fabaceae,Schnella,microstachya,especie,NA
Senegalia riparia,Angiospermas,Fabaceae,Senegalia,riparia,especie,NA
Simira hexandra,Angiospermas,Rubiaceae,Simira,hexandra,especie,NA
Simira rubra,Angiospermas,Rubiaceae,Simira,rubra,especie,NA
Siphoneugena densiflora,Angiospermas,Myrtaceae,Siphoneugena,densiflora,especie,NA
Solanum diploconos,Angiospermas,Solanaceae,Solanum,diploconos,especie,NA
Solanum granulosoleprosum,Angiospermas,Solanaceae,Solanum,granulosoleprosum,especie,NA
Solanum pseudoquina,Angiospermas,Solanaceae,Solanum,pseudoquina,especie,NA
Stenandrium dulce,Angiospermas,Acanthaceae,Stenandrium,dulce,especie,NA
Stenogrammitis limula,Samambaias e licófitas,Polypodiaceae,Stenogrammitis,limula,especie,NA
Stevia riedelli,Angiospermas,Asteraceae,Stevia,riedelli,especie,NA
Struthanthus taubatensis,Angiospermas,Loranthaceae,Struthanthus,taubatensis,especie,NA
Tachigali denudata,Angiospermas,Fabaceae,Tachigali,denudata,especie,NA
Tarenaya diffusa,Angiospermas,Cleomaceae,Tarenaya,diffusa,especie,NA
Terminalia triflora,Angiospermas,Combretaceae,Terminalia,triflora,especie,NA
Tillandsia tenuifolia,Angiospermas,Bromeliaceae,Tillandsia,tenuifolia,especie,NA
Verbesina macrophylla,Angiospermas,Asteraceae,Verbesina,macrophylla,especie,NA
Vismia martiana,Angiospermas,Hypericaceae,Vismia,martiana,especie,NA
Vriesea schwackeana,Angiospermas,Bromeliaceae,Vriesea,schwackeana,especie,NA
Warczewiczella wailesiana,Angiospermas,Orchidaceae,Warczewiczella,wailesiana,especie,NA
Zygopetalum maculatum,Angiospermas,Orchidaceae,Zygopetalum,maculatum,especie,NA
Zygopetalum viride,Angiospermas,Orchidaceae,Zygopetalum,viride,especie,NA
Abarema acreana,Angiospermas,Fabaceae,Abarema,acreana,especie,NA
Abarema brachystachya,Angiospermas,Fabaceae,Abarema,brachystachya,especie,NA
Abarema langsdorffii,Angiospermas,Fabaceae,Abarema,langsdorffii,especie,NA
Abarema villifera,Angiospermas,Fabaceae,Abarema,villifera,especie,NA
Abatia angeliana,Angiospermas,Salicaceae,Abatia,angeliana,especie,NA
Abuta selloana,Angiospermas,Menispermaceae,Abuta,selloana,especie,NA
Abutilon anodoides,Angiospermas,Malvaceae,Abutilon,anodoides,especie,NA
Abutilon costicalyx,Angiospermas,Malvaceae,Abutilon,costicalyx,especie,NA
Abutilon nigricans,Angiospermas,Malvaceae,Abutilon,nigricans,especie,NA
Abutilon venosum,Angiospermas,Malvaceae,Abutilon,venosum,especie,NA
Acaena eupatoria,Angiospermas,Rosaceae,Acaena,eupatoria,especie,NA
Acalypha brasiliensis,Angiospermas,Euphorbiaceae,Acalypha,brasiliensis,especie,NA
Acalypha macrostachya,Angiospermas,Euphorbiaceae,Acalypha,macrostachya,especie,NA
Acalypha villosa,Angiospermas,Euphorbiaceae,Acalypha,villosa,especie,NA
Acanthocladus brasiliensis,Angiospermas,Polygalaceae,Acanthocladus,brasiliensis,especie,NA
Acanthostachys pitcairnioides,Angiospermas,Bromeliaceae,Acanthostachys,pitcairnioides,especie,NA
Acanthosyris paulo-alvinii,Angiospermas,Santalaceae,Acanthosyris,paulo-alvinii,especie,NA
Accara elegans,Angiospermas,Myrtaceae,Accara,elegans,especie,NA
Achatocarpus praecox,Angiospermas,Achatocarpaceae,Achatocarpus,praecox,especie,NA
Achyrocline eriodes,Angiospermas,Asteraceae,Achyrocline,eriodes,especie,NA
Acianthera adiri,Angiospermas,Orchidaceae,Acianthera,adiri,especie,NA
Acianthera aphthosa,Angiospermas,Orchidaceae,Acianthera,aphthosa,especie,NA
Acianthera auriculata,Angiospermas,Orchidaceae,Acianthera,auriculata,especie,NA
Acianthera bragae,Angiospermas,Orchidaceae,Acianthera,bragae,especie,NA
Acianthera crinita,Angiospermas,Orchidaceae,Acianthera,crinita,especie,NA
Acianthera glumacea,Angiospermas,Orchidaceae,Acianthera,glumacea,especie,NA
Acianthera guimaraensii,Angiospermas,Orchidaceae,Acianthera,guimaraensii,especie,NA
Acianthera heringeri,Angiospermas,Orchidaceae,Acianthera,heringeri,especie,NA
Acianthera karlii,Angiospermas,Orchidaceae,Acianthera,karlii,especie,NA
Acianthera langeana,Angiospermas,Orchidaceae,Acianthera,langeana,especie,NA
Acianthera ophiantha,Angiospermas,Orchidaceae,Acianthera,ophiantha,especie,NA
Acianthera papillosa,Angiospermas,Orchidaceae,Acianthera,papillosa,especie,NA
Acianthera pectinata,Angiospermas,Orchidaceae,Acianthera,pectinata,especie,NA
Acianthera pernambucensis,Angiospermas,Orchidaceae,Acianthera,pernambucensis,especie,NA
Acianthera saundersiana,Angiospermas,Orchidaceae,Acianthera,saundersiana,especie,NA
Acianthera saurocephala,Angiospermas,Orchidaceae,Acianthera,saurocephala,especie,NA
Acianthera strupifolia,Angiospermas,Orchidaceae,Acianthera,strupifolia,especie,NA
Acianthera translucida,Angiospermas,Orchidaceae,Acianthera,translucida,especie,NA
Acianthera tricarinata,Angiospermas,Orchidaceae,Acianthera,tricarinata,especie,NA
Acicarpha tribuloides,Angiospermas,Calyceraceae,Acicarpha,tribuloides,especie,NA
Acmella pusilla,Angiospermas,Asteraceae,Acmella,pusilla,especie,NA
Acmella uliginosa,Angiospermas,Asteraceae,Acmella,uliginosa,especie,NA
Acritopappus catolesensis,Angiospermas,Asteraceae,Acritopappus,catolesensis,especie,NA
Acritopappus connatifolius,Angiospermas,Asteraceae,Acritopappus,connatifolius,especie,NA
Acritopappus irwinii,Angiospermas,Asteraceae,Acritopappus,irwinii,especie,NA
Acritopappus pintoi,Angiospermas,Asteraceae,Acritopappus,pintoi,especie,NA
Acroceras excavatum,Angiospermas,Poaceae,Acroceras,excavatum,especie,NA
Acroceras zizanioides,Angiospermas,Poaceae,Acroceras,zizanioides,especie,NA
Acrocomia emensis,Angiospermas,Arecaceae,Acrocomia,emensis,especie,NA
Acrocomia hassleri,Angiospermas,Arecaceae,Acrocomia,hassleri,especie,NA
Acrostichum aureum,Samambaias e licófitas,Pteridaceae,Acrostichum,aureum,especie,NA
Acrostichum danaeifolium,Samambaias e licófitas,Pteridaceae,Acrostichum,danaeifolium,especie,NA
Actinocephalus cabralensis,Angiospermas,Eriocaulaceae,Actinocephalus,cabralensis,especie,NA
Actinocephalus ciliatus,Angiospermas,Eriocaulaceae,Actinocephalus,ciliatus,especie,NA
Actinocephalus cipoensis,Angiospermas,Eriocaulaceae,Actinocephalus,cipoensis,especie,NA
Actinocephalus claussenianus,Angiospermas,Eriocaulaceae,Actinocephalus,claussenianus,especie,NA
Actinocephalus heterotrichus,Angiospermas,Eriocaulaceae,Actinocephalus,heterotrichus,especie,NA
Actinocephalus rhizomatosus,Angiospermas,Eriocaulaceae,Actinocephalus,rhizomatosus,especie,NA
Actinocephalus scytophyllus,Angiospermas,Eriocaulaceae,Actinocephalus,scytophyllus,especie,NA
Actinostemon concolor,Angiospermas,Euphorbiaceae,Actinostemon,concolor,especie,NA
Actinostemon klotzschii,Angiospermas,Euphorbiaceae,Actinostemon,klotzschii,especie,NA
Actinostemon verticillatus,Angiospermas,Euphorbiaceae,Actinostemon,verticillatus,especie,NA
Adamantinia miltonioides,Angiospermas,Orchidaceae,Adamantinia,miltonioides,especie,NA
Adelothecium bogotense,Briófitas,Adelotheciaceae,Adelothecium,bogotense,especie,NA
Adenocalymma dichilum,Angiospermas,Bignoniaceae,Adenocalymma,dichilum,especie,NA
Adenocalymma divaricatum,Angiospermas,Bignoniaceae,Adenocalymma,divaricatum,especie,NA
Adenocalymma hypostictum,Angiospermas,Bignoniaceae,Adenocalymma,hypostictum,especie,NA
Adenocalymma paulistarum,Angiospermas,Bignoniaceae,Adenocalymma,paulistarum,especie,NA
Adenocalymma ubatubense,Angiospermas,Bignoniaceae,Adenocalymma,ubatubense,especie,NA
Adenophaedra cearensis,Angiospermas,Euphorbiaceae,Adenophaedra,cearensis,especie,NA
Adesmia paranensis,Angiospermas,Fabaceae,Adesmia,paranensis,especie,NA
Adiantum diphyllum,Samambaias e licófitas,Pteridaceae,Adiantum,diphyllum,especie,NA
Adiantum discolor,Samambaias e licófitas,Pteridaceae,Adiantum,discolor,especie,NA
Adiantum mynsseniae,Samambaias e licófitas,Pteridaceae,Adiantum,mynsseniae,especie,NA
Adiantum papillosum,Samambaias e licófitas,Pteridaceae,Adiantum,papillosum,especie,NA
Adiantum tetragonum,Samambaias e licófitas,Pteridaceae,Adiantum,tetragonum,especie,NA
Aechmea alopecurus,Angiospermas,Bromeliaceae,Aechmea,alopecurus,especie,NA
Aechmea amicorum,Angiospermas,Bromeliaceae,Aechmea,amicorum,especie,NA
Aechmea apocalyptica,Angiospermas,Bromeliaceae,Aechmea,apocalyptica,especie,NA
