nome_aceito_correto,nomes_originais,elegivel_produto_1,grupo,familia,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico,notas_all,fontes,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,CR,EN,VU,DD,EX,NT,EW,LR,cat_ameaca_geral,splink_t20,gbif_t20,splink_sp,gbif_sp,sum,entra_revisado
Hippeastrum vittatum,Hippeastrum vittatum,examinar,Angiospermas,Amaryllidaceae,Hippeastrum,vittatum,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Zephyranthes blumenavia,Eithea blumenavia,apta,Angiospermas,Amaryllidaceae,Zephyranthes,blumenavia,especie,NA,Nome original era sinônimo,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Schinus engleri,Schinus engleri,apta,Angiospermas,Anacardiaceae,Schinus,engleri,especie,NA,NA,cncflora_web-UICN_API,NA,DD,NA,NA,NT,NA,0,0,0,1,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Astronium urundeuva,Astronium urundeuva-Myracrodruon urundeuva,apta,Angiospermas,Anacardiaceae,Astronium,urundeuva,especie,NA,Nome original era sinônimo-NA,UICN_API-cncflora_web,NA-NA,DD-NA,NA-NA,NA-NA,NA-LC,NA-NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Anemia blechnoides,Anemia blechnoides,examinar,Samambaias e licófitas,Anemiaceae,Anemia,blechnoides,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Anemia phyllitidis,Anemia candidoi,apta,Samambaias e licófitas,Anemiaceae,Anemia,phyllitidis,especie,NA,Nome original era sinônimo,UICN_API,NA,DD,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Annona dolabripetala,Annona dolabripetala-Annona neosericea-Annona ubatubensis,apta,Angiospermas,Annonaceae,Annona,dolabripetala,especie,NA,Nome original era sinônimo-NA,cncflora_ckan-UICN_API-cncflora_ckan-UICN_API-sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,NA-NA,LC-LR/nt,NA-NA,NA-EN,LC-EN,NA-EN,0,1,0,0,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Annona emarginata,Annona emarginata-Annona maritima-Annona neosalicifolia-Annona rugulosa,apta,Angiospermas,Annonaceae,Annona,emarginata,especie,NA,Nome original era sinônimo-NA,cncflora_web-UICN_API-sima-cncflora_web-UICN_API-Portaria 443/2014-sima-UICN_API-UICN_API,NA-NA-NA,LC-LC-LC,NA-NA-NA,VU-NA-NA,VU-LC-NA,NA-NA-NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Annona xylopiifolia,Annona xylopiifolia,apta,Angiospermas,Annonaceae,Annona,xylopiifolia,especie,NA,NA,sima-SP_oficial-cncflora_web-UICN_API,NA,LR/nt,NA,NA,NT,EX,0,0,0,0,1,1,0,1,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Duguetia salicifolia,Duguetia salicifolia,apta,Angiospermas,Annonaceae,Duguetia,salicifolia,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,VU,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Trigynaea oblongifolia,Trigynaea oblongifolia,apta,Angiospermas,Annonaceae,Trigynaea,oblongifolia,especie,NA,NA,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Xylopia brasiliensis,Xylopia brasiliensis,apta,Angiospermas,Annonaceae,Xylopia,brasiliensis,especie,NA,NA,cncflora_ckan,NA,NA,NA,NA,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Eryngium eurycephalum,Eryngium eurycephalum,apta,Angiospermas,Apiaceae,Eryngium,eurycephalum,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Eryngium scirpinum,Eryngium scirpinum,apta,Angiospermas,Apiaceae,Eryngium,scirpinum,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,NA,EN,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Eryngium koehneanum,Eryngium koehneanum,apta,Angiospermas,Apiaceae,Eryngium,koehneanum,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,NA,EN,VU,VU,EN,0,1,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Apium prostratum,Apium prostratum,apta,Angiospermas,Apiaceae,Apium,prostratum,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Asclepias aequicornu,Asclepias aequicornu,apta,Angiospermas,Apocynaceae,Asclepias,aequicornu,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,EN,NA,LC,EN,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Asclepias langsdorffii,Asclepias langsdorffii-Asclepias langsdorfii,apta,Angiospermas,Apocynaceae,Asclepias,langsdorffii,especie,NA,Nome original mal escrito-NA,sima-cncflora_web-SP_oficial,NA-NA,NA-NA,NA-NA,NA-NA,LC-NA,EX-EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Aspidosperma compactinervium,Aspidosperma compactinervium,apta,Angiospermas,Apocynaceae,Aspidosperma,compactinervium,especie,NA,NA,UICN_API,NA,DD,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,FALSE,TRUE,TRUE,TRUE,3,SIM
Aspidosperma parvifolium,Aspidosperma ingratum,apta,Angiospermas,Apocynaceae,Aspidosperma,parvifolium,especie,NA,Nome original era sinônimo,UICN_API,NA,DD,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Aspidosperma polyneuron,Aspidosperma polyneuron,apta,Angiospermas,Apocynaceae,Aspidosperma,polyneuron,especie,NA,NA,sima-cncflora_web-UICN_API,NA,EN,NA,NA,NT,NA,0,1,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Aspidosperma riedelii,Aspidosperma riedelii,apta,Angiospermas,Apocynaceae,Aspidosperma,riedelii,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,EN,NA,LC,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Macroditassa marianae,Macroditassa marianae,apta,Angiospermas,Apocynaceae,Macroditassa,marianae,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,CR,CR,EN,1,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Matelea glaziovii,Matelea glaziovii,apta,Angiospermas,Apocynaceae,Matelea,glaziovii,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,NA,VU,VU,VU,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Oxypetalum strictum,Oxypetalum strictum,apta,Angiospermas,Apocynaceae,Oxypetalum,strictum,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Prestonia solanifolia,Prestonia solanifolia,apta,Angiospermas,Apocynaceae,Prestonia,solanifolia,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EX,0,1,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Widgrenia corymbosa,Widgrenia corymbosa,apta,Angiospermas,Apocynaceae,Widgrenia,corymbosa,especie,NA,NA,sima-SP_oficial-mpoSP,NA,NA,EX,NA,NA,EX,0,0,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Ilex integerrima,Ilex grandis-Ilex integerrima,apta,Angiospermas,Aquifoliaceae,Ilex,integerrima,especie,NA,Nome original era sinônimo-NA,cncflora_ckan-UICN_API-UICN_API,NA-NA,LC-VU,NA-NA,NA-NA,NA-VU,NA-NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Ilex paraguariensis,Ilex paraguariensis,apta,Angiospermas,Aquifoliaceae,Ilex,paraguariensis,especie,NA,NA,cncflora_web-UICN_API,NA,LR/nt,NA,NA,LC,NA,0,0,0,0,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Anthurium jureianum,Anthurium jureianum,apta,Angiospermas,Araceae,Anthurium,jureianum,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Anthurium langsdorffii,Anthurium langsdorffii,apta,Angiospermas,Araceae,Anthurium,langsdorffii,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Asterostigma cubense,Asterostigma cubense,apta,Angiospermas,Araceae,Asterostigma,cubense,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,DD,VU,0,0,1,1,0,0,0,0,1,TRUE,NA,TRUE,NA,2,SIM
Asterostigma tweedianum,Asterostigma tweedianum,apta,Angiospermas,Araceae,Asterostigma,tweedianum,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Philodendron simonianum,Philodendron simonianum,apta,Angiospermas,Araceae,Philodendron,simonianum,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,VU,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Xanthosoma pentaphyllum,Xanthosoma pentaphyllum,apta,Angiospermas,Araceae,Xanthosoma,pentaphyllum,especie,NA,NA,sima-SP_oficial-mpoSP,NA,NA,EX,NA,NA,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Xanthosoma riedelianum,Xanthosoma riedelianum,apta,Angiospermas,Araceae,Xanthosoma,riedelianum,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Urospatha edwallii,Urospatha edwallii,apta,Angiospermas,Araceae,Urospatha,edwallii,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,EX,0,0,0,0,1,0,0,0,1,FALSE,TRUE,TRUE,TRUE,3,SIM
Wolffia arrhiza,Wolffia arrhiza,apta,Angiospermas,Araceae,Wolffia,arrhiza,especie,NA,NA,sima-SP_oficial-UICN_API,NA,LC,NA,NA,NA,VU,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Asterostigma colubrinum,Asterostigma colubrinum,apta,Angiospermas,Araceae,Asterostigma,colubrinum,especie,NA,NA,sima-SP_oficial-mpoSP,NA,NA,VU,NA,NA,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Dendropanax nebulosus,Dendropanax nebulosus,apta,Angiospermas,Araliaceae,Dendropanax,nebulosus,especie,NA,NA,cncflora_ckan-UICN_API,NA,EN,NA,NA,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Hydrocotyle exigua,Hydrocotyle exigua,apta,Angiospermas,Araliaceae,Hydrocotyle,exigua,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,DD,EN,0,1,0,1,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Hydrocotyle pusilla,Hydrocotyle pusilla,apta,Angiospermas,Araliaceae,Hydrocotyle,pusilla,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Araucaria angustifolia,Araucaria angustifolia,apta,Gimnospermas,Araucariaceae,Araucaria,angustifolia,especie,NA,NA,sima-cncflora_web-UICN_API-mpoSP-Portaria 443/2014,NA,CR,EN,EN,EN,NA,1,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Euterpe edulis,Euterpe edulis,apta,Angiospermas,Arecaceae,Euterpe,edulis,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,NA,VU,VU,VU,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Aristolochia cymbifera,Aristolochia cymbifera,apta,Angiospermas,Aristolochiaceae,Aristolochia,cymbifera,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,VU,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Asplenium austrobrasiliense,Asplenium austrobrasiliense,apta,Samambaias e licófitas,Aspleniaceae,Asplenium,austrobrasiliense,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Asplenium bradeanum,Asplenium bradeanum,apta,Samambaias e licófitas,Aspleniaceae,Asplenium,bradeanum,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Dasyphyllum lanceolatum,Dasyphyllum lanceolatum-Dasyphyllum synacanthum,apta,Angiospermas,Asteraceae,Dasyphyllum,lanceolatum,especie,NA,Nome original era sinônimo-NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mikania biformis,Mikania biformis,apta,Angiospermas,Asteraceae,Mikania,biformis,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mikania bradei,Mikania bradei,apta,Angiospermas,Asteraceae,Mikania,bradei,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,EX,0,0,0,0,1,0,0,0,1,TRUE,NA,TRUE,NA,2,SIM
Mikania chlorolepis,Mikania chlorolepis,apta,Angiospermas,Asteraceae,Mikania,chlorolepis,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mikania decumbens,Mikania decumbens,apta,Angiospermas,Asteraceae,Mikania,decumbens,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Mikania firmula,Mikania firmula,examinar,Angiospermas,Asteraceae,Mikania,firmula,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Mikania hastato-cordata,Mikania hastato-cordata,apta,Angiospermas,Asteraceae,Mikania,hastato-cordata,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,NA,0,0,1,0,0,0,0,0,1,NA,TRUE,NA,TRUE,2,SIM
Mikania oreophila,Mikania oreophila,apta,Angiospermas,Asteraceae,Mikania,oreophila,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mikania rufescens,Mikania rufescens,apta,Angiospermas,Asteraceae,Mikania,rufescens,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mikania smaragdina,Mikania smaragdina,apta,Angiospermas,Asteraceae,Mikania,smaragdina,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mikania warmingii,Mikania warmingii,apta,Angiospermas,Asteraceae,Mikania,warmingii,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Stifftia fruticosa,Stifftia fruticosa,apta,Angiospermas,Asteraceae,Stifftia,fruticosa,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Stifftia parviflora,Stifftia parviflora,apta,Angiospermas,Asteraceae,Stifftia,parviflora,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Trichocline linearifolia,Trichocline linearifolia,apta,Angiospermas,Asteraceae,Trichocline,linearifolia,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Trixis glaziovii,Trixis glaziovii,apta,Angiospermas,Asteraceae,Trixis,glaziovii,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,EX,0,0,1,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Austrocritonia angulicaulis,Austrocritonia angulicaulis,apta,Angiospermas,Asteraceae,Austrocritonia,angulicaulis,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Stevia pohliana,Stevia pohliana,apta,Angiospermas,Asteraceae,Stevia,pohliana,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,NT,EX,0,0,0,0,1,1,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Senecio pohlii,Senecio pohlii,apta,Angiospermas,Asteraceae,Senecio,pohlii,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Aspilia espinhacensis,Aspilia espinhacensis,examinar,Angiospermas,Asteraceae,Aspilia,espinhacensis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,TRUE,NA,TRUE,NA,2,SIM
Aspilia floribunda,Aspilia floribunda,apta,Angiospermas,Asteraceae,Aspilia,floribunda,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Baccharis elliptica,Baccharis elliptica,examinar,Angiospermas,Asteraceae,Baccharis,elliptica,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Heterocondylus amphidyctius,Heterocondylus amphidyctius,apta,Angiospermas,Asteraceae,Heterocondylus,amphidyctius,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,FALSE,TRUE,TRUE,TRUE,3,SIM
Lepidaploa chamissonis,Lepidaploa chamissonis,apta,Angiospermas,Asteraceae,Lepidaploa,chamissonis,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Lessingianthus argenteus,Lessingianthus argenteus,apta,Angiospermas,Asteraceae,Lessingianthus,argenteus,especie,NA,NA,cncflora_web,NA,NA,NA,NA,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Lessingianthus elegans,Lessingianthus elegans,apta,Angiospermas,Asteraceae,Lessingianthus,elegans,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
