"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"27","2020-11-04 11:19:05-03","ESALQ","ESA","13414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Skorupa, L.A.","Tamashiro, J.Y. et al.","18228.0","1986","12","01",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA013414","ESA013414","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:19:05-03","ESALQ","ESA","18511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Rozza, A.F.","Barreto, K.D. et al.","1775.0","1994","01","12",NA,"Brasil","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,NA,NA,NA,"ESA018511","ESA018511","19933","auto",NA,NA,NA,NA,"1995","09","14",NA,NA,NA
"29","2020-11-04 11:19:05-03","ESALQ","ESA","129128","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis",NA,"Colletta, G.D. et al.","Colletta, G.D.","1544.0","2014","05","15",NA,"Brasil","São Paulo","Nova Odessa","Plantarum","-47.2900009155273","-22.7700004577637",NA,NA,NA,"Árvore","ESA129128",NA,"8440","auto",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"30","2020-11-04 12:16:08-03","ESALQ","ESA","140847","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Rodrigues, R.R.","Andrade, R.C.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha do Palmito, Base dos Fuzileiros Navais, Ilha do Governador","-43.1625","-22.7783",NA,NA,NA,"Árvore, 6 m","ESA140847",NA,NA,NA,"-43.1625","-22.7783",NA,NA,"2017","04","22",NA,NA,NA
"31","2020-11-04 11:19:05-03","ESALQ","ESA","12562","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Skorupa, L.A.","Souza, V.C. et al.","2821.0","1993","04","08",NA,"Brasil","São Paulo","Mogi Guaçu",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"ESA012562","ESA012562","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:33:28-03","MN","R","7921","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis",NA,NA,"Glaziou, A.F.M.","18173","1891","09","04",NA,"Brasil","Minas Gerais","Faria","perto de Sabara",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R010061102","R010061102_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:04:07-03","JBP","HPL","7168","S","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis",NA,"G.F. Arbocz","G.F. Arbocz","2079","1995","12","20",NA,"Brasil",NA,"Caxambu","Coletado nas proximidades de Caxambu.","-44.9325","-21.9772",NA,NA,NA,NA,NA,NA,"11683","auto",NA,NA,NA,NA,"1995","12","20",NA,NA,NA
"34","2015-07-02 14:04:07-03","JBP","HPL","7167","S","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis",NA,"H. Lorenzi","E.R. Salviani","106","1998","07","07",NA,"Brasil","MG","Nova Rezende","Coletado no Alto da Serra, entre Muzambinho e Nova Rezende.","-46.4203","-21.1261",NA,NA,NA,NA,NA,NA,"18164","auto",NA,NA,NA,NA,"1998","07","07",NA,NA,NA
"35","2020-12-20 21:19:22-03","UFV","VIC","014765","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,NA,"VIC014765","VIC014765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:19:22-03","UFV","VIC","013605","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,NA,"VIC013605","VIC013605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:19:22-03","UFV","VIC","013787","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Mota, A.L.P.; et al.","1497","1992","11","19",NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,"Casca bege superficialmente lenticelada, casca interna rosada, alburno bege, folhas agrupadas no final do ramo( 3 de cada lado) flores creme esverdeadas, aroma adocicado.","VIC013787","VIC013787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:19:22-03","UFV","VIC","013833","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Mota, A.L.P.; et al.","1491","1992","11","18",NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,"Folhas agrupadas no final do ramo com três folhas de cada lado, casca lisa a superficialmente gretada, casca interna rosa vinosa, flores creme esverdeadas. CAP 11+51+32 cm, H 7,5 m.","VIC013833","VIC013833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:19:22-03","UFV","VIC","014764","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Mota, A.L.P.; et al.","1123","1992","03","12",NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,"CAP 33+31 cm H 8.5 m, casca interna rosa, alburno bege, casca cinza amarelada ligeiramente;folhas agrupadas no final do ramo, 3 de cada lado. Fruto baga,encrespado parecendo folha.","VIC014764","VIC014764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:19:22-03","UFV","VIC","014875","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Mota, A.L.P.; et al.","311",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,NA,NA,"VIC014875","VIC014875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:19:22-03","UFV","VIC","011538","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Tamashiro, J.; et al.","s.n.","1986","12",NA,NA,"Brasil","São Paulo","Campinas","Reserva Biológica ARA","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 8 m, flores creme esverdeadas.","VIC011538","VIC011538","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:19:22-03","UFV","VIC","029809","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart",NA,"Faria, S.L.","s.n.","2005","02","12",NA,"Brasil","Minas Gerais","Capitólio","a margem da represa de Furnas","-46.0499992370605","-20.6152992248535",NA,NA,NA,"Planta de ca de 5 m de altura. CAP ca de 25 cm.","VIC029809","VIC029809","29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:44:41-03","UFJF","CESJ","18481","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"L. Krieger","CESJ18481",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Fruto: cápsula 5-locular. Loculi-septicida. Material exclusivo da carpoteca.","CESJ018481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:44:41-03","UFJF","CESJ","26574","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","V.C. Souza","Moreira, Hermes","s.n.","1965","03","11","América do Sul","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"IAC - 19044","CESJ026574",NA,"23900","auto",NA,NA,NA,NA,"1996","02","07",NA,NA,NA
"45","2019-11-21 14:44:41-03","UFJF","CESJ","40526","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","L.C.S. Assis","L.C.S. Assis; M.S. Magalhães; M.K. Ladeira","854","2003","06","21","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"Árvore ca. 20m no interior da mata. Folíolos discolores e frutos verdes imaturos.","CESJ040526",NA,"7934","auto",NA,NA,NA,NA,"2003","09","03",NA,NA,NA
"46","2019-11-21 14:44:41-03","UFJF","CESJ","2442","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","L.C.S. Assis; D.M.D.Valverde","L. Krieger","CESJ2442","1950","01","04","América do Sul","Brasil","Minas Gerais","Entre Rios de Minas","Fazenda da Pedra Branca","-44.065601348877","-20.6707992553711",NA,NA,NA,"N.V.: Caputuna&nf;Árvore grande da mata, fl. esverdeadas.","CESJ002442",NA,"20620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:44:41-03","UFJF","CESJ","55744","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Parcelas Permanentes em Floresta Estacional Semide","645","2009","01",NA,"América do Sul","Brasil","Minas Gerais","Uberlândia","Fazenda São Pedro-Itaú, 18º55'51 S e 48º03'50 W","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Floresta Estacional Semidecidual. Árvore ca. m alt. e cm de circunferência. Indivíduo nº .","CESJ055744",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:25:31-03","UNICAMP","UEC","108401","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pirani, JR","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","267","1996","11","07",NA,"Brazil","São Paulo","Campinas","Mata Santa Genebra","-48.058333","-22.829167",NA,NA,NA,"flor, Árvore com 8m de altura. Flores de cálice verde e corola vinácea.","UEC074561","UEC074561",NA,NA,"-48.058333","-22.829167",NA,NA,"2003","06",NA,NA,NA,NA
"49","2019-08-20 10:25:31-03","UNICAMP","UEC","14188","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Duarte, AP","8890","1965","08","15",NA,"Brazil","Espírito Santo",NA,"Entre Linhares e São Mateus.",NA,NA,NA,NA,NA,NA,"UEC081503","UEC081503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
