"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters"
"51","2019-06-10 10:10:43-03","FZB-BH","BHZB","8170","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M. et al","275","2011","07","05",NA,"Brasil","MG","Pequi",NA,"-44.6589012145996","-19.6327991485596",NA,"Ponto 985 (3). Outros coletores: Miranda, P.L.S. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"15063","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-06-10 10:10:43-03","FZB-BH","BHZB","5293","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Queiroz, A.",NA,"2005","06","22",NA,"Brasil","MG","Caetanópolis","Fazenda São Bento","-44.423806","-19.330333",NA,"Material coletado em estado vegetativo, para que posteriormente sejam coletados flores e frutos. Indivíduo D1 de acordo com as definações do Projeto. Coordenadas Gográficas: W44 25#?#25.7 / S 19 19`49.2 723m de altitude. Campo antrópico. Exsicata subdivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 25' 25.7","19S 19' 49.2","723","723"
"53","2019-06-10 10:10:51-03","FZB-BH","BHZB","10275","S","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","410","2013","07","03",NA,"Brasil","MG","Perdigão","Fazenda da Virada - Sr. Teodoro","-45.0025","-19.056944",NA,"borda mata/pasto, coords: -19057'08,3 -45002'43,1,Faveiro-de-wilson - PER-701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45W 00' 09","19S 03' 25",NA,NA
"54","2019-06-10 10:10:43-03","FZB-BH","BHZB","7783","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","207","2009","08","25",NA,"Brasil","MG","Fortuna de Minas","Fazenda Boa Vista.","-44.546389","-19.554444",NA,"Exsicata subdividida em (A/B). Coord: 23K0547592; 7837749. Ponto 563. Com triplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 32' 47","19S 33' 16",NA,NA
"55","2019-06-10 10:10:43-03","FZB-BH","BHZB","5290","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Queiroz, A.",NA,"2005","06","22",NA,"Brasil","MG","Paraopeba","Fazenda Tabuleiro Grande","-44.432111","-19.255944",NA,"Material coletado em estado vegetativo, para que posteriormente sejam coletados flores e frutos. Indivíduo A4 de acordo com as definações do Projeto. Coordenadas Gográficas: W44 25#?#55.6 / S 19 15`21.4 705m de altitude. Campo antrópico. <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 25' 55.6","19S 15' 21.4","705","705"
"56","2019-06-10 10:10:44-03","FZB-BH","BHZB","8129","S","Plantae",NA,NA,"Fabaceae - Caesalpinioieae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M. et al","230","2011","02","08",NA,"Brasil","MG","Fortuna de Minas",NA,"-44.466389","-19.558333",NA,"Ponto 633. Coord: -19,55832238 S; -44,46655372 W. Outros coletores: Miranda, P.L.S. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 27' 59","19S 33' 30",NA,NA
"57","2019-06-10 10:10:43-03","FZB-BH","BHZB","7883","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","221","2009","12","24",NA,"Brasil","MG","Jaboticatubas","Condomínio Estância da Mata - Fazenda João","-43.904444","-19.504167",NA,"Ponto 597. Coord. UTM: 23K 0614955; 7843024. Esxicata subdividida em (A/B/C). Com duplicata. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W 54' 16","19S 30' 15",NA,NA
"58","2019-06-10 10:10:43-03","FZB-BH","BHZB","10827","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.",NA,"2015","05","13",NA,"Brasil","MG","Sete Lagoas","Fazenda Matos de Cima - Dezinho.","-44.200056","-19.513528",NA,"Coord: 19S 30' 48.7/ 44W 12' 00.2. Pasto. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 12' 00.2","19S 30' 48.7",NA,NA
"59","2019-06-10 10:10:43-03","FZB-BH","BHZB","5291","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Queiroz, A.",NA,"2005","06","22",NA,"Brasil","MG","Paraopeba","Fazenda Tabuleiro Grande","-44.432111","-19.255944",NA,"Material coletado em estado vegetativo, para que posteriormente sejam coletados flores e frutos. Indivíduo A5 de acordo com as definações do Projeto. Coordenadas Gográficas: W44 25#?#55.6 / S 19 15`21.4 705m de altitude. Campo antrópico. <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 25' 55.6","19S 15' 21.4","705","705"
"60","2019-06-10 10:10:43-03","FZB-BH","BHZB","7861","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","209","2009","09","28",NA,"Brasil","MG","São José da Varginha","Sítio Bela Vista","-44.577222","-19.703611",NA,"Ponto 586. Coordenadas UTM: 23K 0544302; 7821265. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 34' 38","19S 42' 13",NA,NA
"61","2019-06-10 10:10:43-03","FZB-BH","BHZB","8440","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M. et al","295","2011","12","01",NA,"Brasil","MG","Esmeraldas","Vinhático","-44.325556","-19.932222",NA,"Ponto DW411. Coord: 19,93211 S; 44,32544 W. Alt.: 768m. Outros coletores: Miranda, P.L.S. & Aloísio. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 19' 32","19S 55' 56","768","768"
"62","2019-06-10 10:10:43-03","FZB-BH","BHZB","7859","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","210","2009","09","29",NA,"Brasil","MG","Fortuna de Minas","Fazenda Peixe Bravo.","-44.498056","-19.596944",NA,"Ponto 589. Coord. UTM: 23k 0552650/ 7833054. Exsicata subdividida em A/B. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 29' 53","19S 35' 49",NA,NA
"63","2019-06-10 10:10:51-03","FZB-BH","BHZB","11295","S","Plantae",NA,NA,"Fabaceae-Caesalpinoideae","Dimorphandra Cf.","wilsonii","Dimorphandra Cf. wilsonii",NA,"Fernandes, F.M.","429","2016","05","17",NA,"Brasil","MG","Fortuna de Minas","Sitio Grota D'água","-44.413611","-19.952222",NA,"unicata, Esperar result genética para determinação. Área queimada , 19 33' 23.90395'' 44 27' 48.48280'' <ll>dwc_commonname:</ll> faveiro-de-wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º 24' 49W","19º 57' 08S",NA,NA
"64","2013-05-21 10:23:33-03","CPQBA","CPMA","1891","S","Plantae",NA,NA,"Caesalpinaceae Leguminosae","Dimorphandra","wilsoni","Dimorphandra wilsoni",NA,"Daniel",NA,"2003","11","10",NA,"Brasil","São Paulo","São Paulo","Sanrisil","-46.636111","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46º 38' 10 W","23º 32' 51 S",NA,NA
"65","2020-05-08 11:09:40-03","UEFS","HUEFS","214916","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizzini","Queiroz, L.P.de","16101","2014","11","15",NA,"Brasil","Goiás","Formosa","Cachoeira do Indaiá, ao longo do vale do rio Itiquira.","-47.471389","-15.3925",NA,"Campo cerrado com estrato herbáceo contínuo, com arbustos e arvoretas esparsos e mata ciliar no vale do rio.","HUEFS0214916","HUEFS0214916",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"47W28'17''","15S23'33''","1100","1100"
"66","2009-11-26 13:48:30-02","INPA","INPAW","10073","S","Plantae",NA,NA,"Caesalpinaceae","Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizzini",NA,NA,"1968","03","03",NA,"Brasil","Minas Gerais","Paraopeba",NA,"-44.4042","-19.2744",NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-11-26 13:48:30-02","INPA","INPAW","10074","S","Plantae",NA,NA,"Caesalpinaceae","Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizzini",NA,NA,"1980","05","14",NA,"Brasil","Bras&#237;lia","S&#227;o Bartolomeu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-22 13:48:48-03","USP","SPFW","2809","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Mimosoideae","Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizz.","Rizzini, C.T.","s.n.","1968","03","03",NA,"Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,"Transferência da coleção particular de Gregório Ceccantini (GCw41).",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
