"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"16","2016-09-27 17:40:00-03","NY","NYBG","454319","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana",NA,"R. Reitz",NA,NA,NA,"R. Reitz","5102","1957","10","10","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454319","NY00454319_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","454311","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","R. E. Schönfelder",NA,NA,NA,"P. K. H. Dusén","17192","1915","09","16","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454311","NY00454311_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","454307","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","2141","1966","08","08","Brazil","Paraná","Cerro Azul","S. of Cêrro Azul, forest on top and flanks of ridge above valley of Rio Pontagros","-49.2608","-24.8236",NA,NA,"430","430","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454307","NY00454307_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","454312","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","R. E. Schönfelder",NA,NA,NA,"P. K. H. Dusén","6983","1908","11","05","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578959' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454312","NY00454312_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","454324","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","R. Reitz",NA,NA,NA,"R. Reitz","2152","1954","09","30","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454324","NY00454324_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 04:35:00-03","NY","NYBG","454320","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana",NA,"R. Reitz",NA,NA,NA,"R. Reitz","3844","1956","12","11","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454320",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","454321","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"R. M. Klein","1636","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454321","NY00454321_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 17:40:00-03","NY","NYBG","454323","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana",NA,"R. Reitz",NA,NA,NA,"R. M. Klein","1983","1956","05","18","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454323","NY00454323_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","454313","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","R. E. Schönfelder",NA,NA,NA,"P. K. H. Dusén","6604","1908","09","24","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454313","NY00454313_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","886883","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","A. L. Peixoto",NA,NA,NA,"F. de Barros","1758","1989","09","27","Brazil","São Paulo","Cananéia","Ilha do Cardoso Morro Tres Irmãos.","-47.9197","-25.0103",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886883","NY00886883_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","454309","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","R. E. Schönfelder",NA,NA,NA,"P. K. H. Dusén","12102","1911","08","31","Brazil","Paraná","Ipiranga",NA,"-50.5842","-25.0242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454309","NY00454309_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","454322","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","R. Reitz",NA,NA,NA,"R. Reitz","3534","1956","08","03","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454322","NY00454322_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","454316","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","14619","1966","08","17","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454316","NY00454316_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","454314","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","A. Peixoto",NA,NA,NA,"G. G. Hatschbach","30613","1972","11","09","Brazil","Paraná","Antonina","Bairro Alto","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454314","NY00454314_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","26262","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, A.L.",NA,NA,NA,"Negrelle, R.R.B.","898","1993","08","21","Brasil","Santa Catarina","Itapoá",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU026262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:30-03","UFRJ","RFA","39413","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Rodrigo de Castro","33","2001","08","07","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore ca. 5 m de altura; fruto carnoso, maduro preto","RFA45969",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:30-03","UFRJ","RFA","39425","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Rodrigo de Castro","57","2001","10","19","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore ca. 7 m de altura, cálice amarelado, corola esverdeada","RFA45967",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:45:12-03","EAO","IAN","184374","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","G. Perkins",NA,NA,NA,NA,"Castro, R de","33","2001","08","07","Brasil","São Paulo","Cananéia","Ilha do Cardoso. Mata Atlântica. Encosta.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore, ca. 5m, fruto carnoso, maduro preto.","IAN184374",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"37574","auto",NA,NA,NA,NA,NA,NA
"34","2020-01-20 14:40:39-03","UPM","MACK","884","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Perkins","1999","11",NA,"V. C. Souza; et al.","4217","1993","09","10","Brasil","SP","Itararé","Estrada Itararé. Bonsucesso. Descida da Serra. Área de contato cristalino - Bacia Sedimentar do Paraná (Cornija). Mata hidrófila de encosta.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"35","2019-12-12 15:31:46-03","UFABC","HUFABC","001221","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","E.H.P.B","2018","05",NA,"Amaral, B","04","2018","04","19","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; Árvore 5m","HUFABC001221",NA,NA,NA,NA,"Angiospermas",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:28-03","PUCPR","HUCP","18270","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Selusniaki, M","2007","11","30","Bonaldi, R","212","2007","07","21","Brasil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00014950","HUCP00014950",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:25:28-03","PUCPR","HUCP","19722","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2218/","2008","07","30","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00014854","HUCP00014854",NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:28-03","PUCPR","HUCP","19153","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","1196","2006","07","25","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"HUCP00014790","HUCP00014790",NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:25:28-03","PUCPR","HUCP","20542","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Selusniaki, M",NA,NA,NA,"Bonaldi, R","302","2007","12","16","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015026","HUCP00015026",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:25:28-03","PUCPR","HUCP","18294","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Selusniaki, M","2007","11","22","Bonaldi, R","256","2007","09","01","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015002","HUCP00015002",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"41","2020-10-27 11:21:59-03","PUCPR","HUCP","25392","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Felitto, G; Larocca, P","2012",NA,NA,"Larocca, P","24","2012","10","25","Brasil","Paraná","Tijucas do Sul","CETAS","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:28-03","PUCPR","HUCP","17972","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins.","Cordeiro, J","2007","05","10","Selusniaki, M; Hartelt, L","999","2006","05","06","Brasil","Santa Catarina","São Francisco do Sul","Cachoeira Serrinha","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,"HUCP00014898","HUCP00014898",NA,NA,NA,"Eudicotiledonea",NA,"23627","auto",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:37:05-03","NBC","NL-BOTANY","U 0295378","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"S of Cêrro Azul, forest on top and flanks of ridge above valley of Rio Pontagrossa",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200295378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0295378",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"Magnoliopsidae","Uw13532",NA,NA,NA,NA
"44","2020-02-08 09:37:00-03","NBC","NL-BOTANY","L.1071239","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071239 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071239","NL-L1071239","Southern America",NA,NA,NA,"Laurales",NA,NA,"Magnoliopsidae","Uw6997",NA,NA,NA,NA
"45","2020-02-08 09:37:05-03","NBC","NL-BOTANY","L.1071240","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071240","NL-L1071240","Southern America",NA,NA,NA,"Laurales",NA,NA,"Magnoliopsidae","U 0054299 | Uw 6997",NA,NA,NA,NA
"46","2020-02-08 09:37:05-03","NBC","NL-BOTANY","L.1162558","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","10","10","Brazil","Santa Catarina",NA,"Vidal Ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1162558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1162558","NL-L1162558","Southern America",NA,NA,NA,"Laurales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 09:37:05-03","NBC","NL-BOTANY","L.4268438","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Farias-Singer R; Silveira D","2012","11","01","Klein RM",NA,"1955","09","29","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4268438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4268438","NL-L4268438","Southern America",NA,NA,NA,"Laurales",NA,NA,"Magnoliopsidae","L 0835174",NA,NA,NA,NA
