"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"184","2020-12-14 16:14:42-03","UFC","EAC","36959","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Luetzelburg, P.","28614","1937","06","25","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAC0036959",NA,NA,"2011","07","29","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-14 16:14:42-03","UFC","EAC","45198","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.; Ferreira, C.G.T.","Ferreira, C.G.T.; Silva, M.L.; Araújo, G.S.","291","2006","08","03","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó","-37.255833","-6.579444","-37.255833","-6.579444","215","215","EAC0045198","EAC0045198","Erva estolonífera, abundante, planta aquática, coleta dentro do açude; Local úmido","2006","10","31","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-14 16:14:42-03","UFC","EAC","45208","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.; Ferreira, C.G.T.","Oliveira, R.C.; Ferreira, C.G.T.","1665","2006","05","20","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó","-37.255833","-6.581667","-37.255833","-6.581667","210","210","EAC0045208","EAC0045208","Erva estolonífera, frequente, planta aquática, coleta dentro do açude; Aquático","2006","10","31","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-14 16:14:42-03","UFC","EAC","45370","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Oliveira, R.C.; Silva, M.L.; et al.","1654","2006","05","20","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó, Local úmido, coleta na margem do açude","-37.255833","-6.579444","-37.255833","-6.579444","215","215","EAC0045370","EAC0045370","Erva estolonífera ca. de 2m de altura, muito frequente; Aquático","2006","09",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-14 16:14:42-03","UFC","EAC","47541","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","384","2010","05","17","Brasil","Ceará","Iguatu","Substrato Limoso","-39.200611","-6.442639","-39.200611","-6.442639",NA,NA,"EAC0047541","EAC0047541","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-14 16:14:42-03","UFC","EAC","47544","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","397","2010","05","17","Brasil","Ceará","Iguatu","Substrato Limoso","-39.192167","-6.428028","-39.192167","-6.428028",NA,NA,"EAC0047544","EAC0047544","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-14 16:14:42-03","UFC","EAC","47548","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","412","2010","05","17","Brasil","Ceará","Iguatu","Substrato Limoso","-39.188028","-6.427583","-39.188028","-6.427583",NA,NA,"EAC0047548","EAC0047548","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-14 16:14:42-03","UFC","EAC","47551","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","175","2010","05","15","Brasil","Ceará","Iguatu","Substrato Limoso","-39.281444","-6.502639","-39.281444","-6.502639",NA,NA,"EAC0047551","EAC0047551","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-14 16:14:42-03","UFC","EAC","47552","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","057","2010","05","13","Brasil","Ceará","Iguatu","Substrato Limoso","-39.294194","-6.439611","-39.294194","-6.439611",NA,NA,"EAC0047552","EAC0047552","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-14 16:14:42-03","UFC","EAC","47553","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","134","2010","05","15","Brasil","Ceará","Iguatu","Substrato Limoso","-39.29925","-6.501528","-39.29925","-6.501528",NA,NA,"EAC0047553","EAC0047553","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-14 16:14:42-03","UFC","EAC","47554","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","573","2010","05","18","Brasil","Ceará","Iguatu","Substrato Limoso","-39.201667","-6.376611","-39.201667","-6.376611",NA,NA,"EAC0047554","EAC0047554","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-14 16:14:42-03","UFC","EAC","47542","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","320","2010","05","16","Brasil","Ceará","Iguatu","Substrato limoso","-40.491667","-6.430056","-40.491667","-6.430056",NA,NA,"EAC0047542","EAC0047542","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-14 16:14:42-03","UFC","EAC","47549","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","342","2010","05","16","Brasil","Ceará","Iguatu","Substrato Limoso","-40.491667","-6.430056","-40.491667","-6.430056",NA,NA,"EAC0047549","EAC0047549","Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-21 16:40:07-03","MBM","MBM","38956","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.",NA,"Quarín, C.","2387",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM038956","MBM038956",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-21 16:40:07-03","MBM","MBM","147753","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Santos, T.S. dos","Carvalho, A.M. de; et al.; et al.","3175",NA,NA,NA,"Brazil","Bahia","Ilhéus","Caminho pelo Rio Alamada de Sambaituba","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"MBM147753","MBM147753",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"199","2020-12-21 16:40:07-03","MBM","MBM","197113","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Renvoize, S.A.","Dombrowski, L.T.","3571",NA,NA,NA,"Brazil","Paraná","Matinhos","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"MBM197113",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA
"200","2020-12-21 16:40:07-03","MBM","MBM","197114","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Renvoize, S.A.","Dombrowski, L.T.","4718",NA,NA,NA,"Brazil","Paraná","Matinhos","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"MBM197114",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA
"201","2020-12-21 16:40:07-03","MBM","MBM","11148","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Renvoize, S.A.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","21399",NA,NA,NA,"Brazil","Paraná","Paranaguá","Baía de Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM011148","MBM011148",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"202","2020-12-21 16:40:07-03","MBM","MBM","24980","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Parodi, L.R.","Hatschbach, G.","3711",NA,NA,NA,"Brazil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM024980","MBM024980",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"203","2020-12-21 16:40:07-03","MBM","MBM","67593","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Davidse, G.","Hatschbach, G.; et al.; et al.","42981",NA,NA,NA,"Brazil","Paraná","Paranaguá","Rio São Joãozinho","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM067593","MBM067593",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"204","2020-12-21 16:40:07-03","MBM","MBM","24979","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Swallen, J.R.","Reitz, R.; Klein, R.M.; Klein, R.M.","734",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM024979","MBM024979",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"205","2020-12-21 16:40:07-03","MBM","MBM","215761","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf.","Silva, T.S.","Silva, T.S.","213",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM215761","MBM215761",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"206","2020-12-21 16:41:08-03","MBM","MBM","418725","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Marinero, F.","Cafofo, E.; Felitto, G.; Felitto, G.","s.n.","2018","09","01","Brazil","Minas Gerais","Governador Valadares",NA,"-41.785278","-18.850556","-41.785278","-18.850556","148","148","MBM418725",NA,"Herbácea.; Macrófita.","2019","03","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:41:08-03","MBM","MBM","418942","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1202","2019","02","19","Brazil","Espirito Santo","Colatina","Luiz Iglesias","-40.666667","-19.544722","-40.666667","-19.544722","46","46","MBM418942",NA,"Herbácea 70 cm; espiguetas esverdeadas.; Várzea","2019","03","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:41:08-03","MBM","MBM","426714","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gorenstein, M.R.","Souza, D.","s.n.","2010","01","26","Brazil","Paraná","Dois Vizinhos","UTFPR, Trilha Ecológica do Campus da UTFPR","-53.101111","-25.691667","-53.101111","-25.691667",NA,NA,"MBM426714",NA,"Erva, frutos.","2010",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2016-12-01 11:32:19-02","MNHN","RECOLNAT_MNHN_P","P00642008","PreservedSpecimen",NA,"Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Zualoga","Salzmann",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia, in collibus",NA,NA,NA,NA,NA,NA,"P00642008","P00642008_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642008' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2015-09-25 00:03:18-03","MNHN","RECOLNAT_MNHN_P","P00642009","PreservedSpecimen",NA,"Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Zuloaga","Salzmann",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia, in collibus",NA,NA,NA,NA,NA,NA,"P00642009","P00642009_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642009' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2018-09-06 09:38:59-03","MNHN","RECOLNAT_MNHN_P","P00642010","PreservedSpecimen",NA,"Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Zuloaga","Salzmann",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia, in collibus",NA,NA,NA,NA,NA,NA,"P00642010","P00642010_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642010' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-10-01 14:27:09-03","JBB","HEPH","24971","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, RC","Ferreira, CGT","291","2006","08","03","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estaçao Ecológica do Seridó, coleta dentro do açude","-37.255833","-6.579444","-37.255833","-6.579444","215","215",NA,NA,"abundante, planta aquatica","2006",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA
"213","2020-12-11 11:45:01-03","UFMG","BHCB","169883","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Skvortzov, B","243","1963","04","21","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BHCB014627",NA,NA,"1973",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-11 11:45:01-03","UFMG","BHCB","15115","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Pedralli, G; Meyer","s.n.","1987","08","11","Brasil","Minas Gerais","Tupaciguara","Rio Araguari.","-48.7050018310547","-18.5921993255615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"41604","auto",NA,NA,NA,NA,NA
"215","2020-12-11 11:45:01-03","UFMG","BHCB","29476","PreservedSpecimen","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"17082","auto",NA,NA,NA,NA,NA
"216","2020-12-11 11:45:01-03","UFMG","BHCB","29476","PreservedSpecimen","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"17082","auto",NA,NA,NA,NA,NA
"217","2020-12-11 11:45:22-03","UFMG","BHCB","68776","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Greco, MKB","s.n.","2002","01","21","Brasil","Minas Gerais","Ipatinga","Rio Doce.",NA,"-19.466667",NA,"-19.466667",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-11 11:45:22-03","UFMG","BHCB","39840","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-11 17:21:21-03","UFPR","UPCB","8889","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Renvoize, S.A.","Hatschbach, G.","21399","1969","04","23","Brasil","Paraná","Paranaguá","Baía de Paranaguá, Piaçaguera","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0037768","UPCB0037768","Levemente decumbente. Formações densas, borda do mangue..","1971","01","01",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"220","2021-02-11 17:21:21-03","UFPR","UPCB","24472","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Silva, S.M.","Silva, S.M.",NA,"1995","05","26","Brasil","Paraná","Paranaguá","Praia de Fora, Farol, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0037757","UPCB0037757","Herbácea rizomatosa, freqüente em locais alterados..","1995","06",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"221","2021-02-11 17:21:21-03","UFPR","UPCB","31267","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Kozera, C.","Silva, S.M.","353","1986","04","13","Brasil","Paraná","Paranaguá","Praia do Farol, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0037759","UPCB0037759","Herbácea rizomatosa, comum. Próximo às habitações..","1997","08",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"222","2021-02-11 17:21:21-03","UFPR","UPCB","24160","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Silva, S.M.","Silva, S.M.",NA,"1986","04","13","Brasil","Paraná","Paranaguá","Praia do Farol, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0037761","UPCB0037761","Herbácea cespitosa. Próximo às habitações..","1997","07","02",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"223","2021-02-11 17:21:21-03","UFPR","UPCB","40922","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Kozera, C.","Gatti, G.","485","1999","09","04","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Área Projeto Sucessão","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"UPCB0037764","UPCB0037764","Erva ereta/apoiante 1,2m. Floresta ombrófila densa submontana, capoeirinha herbácea, local sem sombreamento..","2000","05",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"224","2021-02-11 17:21:21-03","UFPR","UPCB","12971","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Guimarães, O.A.","Dellome Filho, J.",NA,"1982","11",NA,"Brasil","Paraná","Morretes","Rio Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"UPCB0037758","UPCB0037758","Margem do rio, substrato de alrvas e pupas de borrachudos..","1984","05",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"225","2011-06-08 12:21:00-03","MO","MOBOT","100310663","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Manuel Rimachi Y.","Rimachi Y. 11632","1996","6","3","Peru","Loreto","Maynas","Dtto. Iquitos. Carretera de Iquitos-nauta, km 3 en monte abierto o pasto.",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"226","2011-06-09 16:53:00-03","MO","MOBOT","1751210","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","C. Cerón (QAP)","Carlos E. Cerón","Cerón Martínez 20266","1992","8","16","Ecuador","Guayas","Naranjal","Reserva Ecológica Manglares - Churute. Laguna del Canclón. Seco en Verano e Inundado en Invierno. Topografíca Plana. Area de Pastoreo en verano. Algunas islas de parecido a las Sabanas de Bolivia.","-79.6","-2.43333",NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"95","5",NA,NA
"227","2011-12-22 05:00:00-02","MO","MOBOT","210432","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","G. Davidse","Teodoro Rojas","Rojas 4280","1922","3",NA,"Paraguay","Central",NA,"Jardin Botánico, Puerto.","-57.58333","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2008-05-27 22:02:00-03","MO","MOBOT","211361","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","G. Davidse (MO)","Philip J. Barbour","Barbour 2137","1978","6","5","Peru","Piura",NA,"Hills of Chiarnique ca. 20 km east-northeast of Ñaupe.",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"2","3",NA,NA
"229","2008-05-27 22:02:00-03","MO","MOBOT","214178","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Thomas B. Croat","Croat 17428","1972","6","30","Peru","Loreto",NA,"Iquitos, along river bank Weidyorea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"223","1",NA,NA
"230","2008-05-27 22:02:00-03","MO","MOBOT","230441","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"National Geographic Society","National Geographic Society 125",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2008-05-27 22:02:00-03","MO","MOBOT","230451","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Baltasar Trujillo","Trujillo 11725",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2011-06-10 10:22:00-03","MO","MOBOT","230462","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Julian A. Steyermark|et al.","Steyermark 115227",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2008-05-27 22:02:00-03","MO","MOBOT","230484","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Baltasar Trujillo","Trujillo 12905",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2011-06-09 17:46:00-03","MO","MOBOT","230624","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Israel G. Vargas C.","Vargas Caballero 196","1989","5","24","Bolivia","Santa Cruz","Obispo Santiesteban","Saavedra, estación esperimental del C.I.A.T.","-63.21666","-17.23333",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"39","4",NA,NA
