"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"155","2019-11-01 15:16:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Goodland, R","3073","1967","07","05","Southern America","Brasil","Minas Gerais","Uberaba","15 km north of Uberaba on highway BR-106","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Voucher for phytosociological study, collected at Stand 182; Campo sujo (xeromorphic scrub savanna)","UB0021812","UB0021812","2002","73879","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-01 15:16:37-03","UnB","UB","186506","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Goodland, R","3073","1967","07","05","Southern America","Brasil","Minas Gerais","Uberaba","15 km north of Uberaba on highway BR-106","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Voucher for phytosociological study, collected at Stand 182; Campo sujo (xeromorphic scrub savanna)","UB0021683","UB0021683","2002","73879","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-05-06 12:01:43-03","UFU","HUFU","76318","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A.","Silva, T.S. da","1","1973","06","04",NA,"Brasil","Mato Grosso","Miranda","À 6 km da séde da Fazenda Bodoquena, no rumo S-SE.",NA,NA,NA,NA,NA,NA,"HUFU00074458","HUFU00074458","2004",NA,NA,"03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-05-06 12:01:43-03","UFU","HUFU","1393","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A.","Barbosa, A.A.A.; Araújo, G.M.","s.n.","1988","02","26",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 80 cm. Flores com anteras vermelhas e estigmas brancos.; Campo sujo.","HUFU00032037","HUFU00032037","2005","58223","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-02-08 12:53:57-03","UFRGS","ICN","085779","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Mendonça, RC; et al.","1290","1989","03","05","América do Sul","Brasil","MG","Paracatu","Fazenda Acangaú.","-47.1","-17.2",NA,NA,NA,"Capim, com inflorescência de cor verde; Cerrado - latossolo vermelho",NA,NA,"2005",NA,NA,"05",NA,NA,NA,NA,NA,"-47.1","-17.2",NA,NA,NA,NA
"160","2021-02-08 12:53:57-03","UFRGS","ICN","137435","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; et al.","245","2004","01","13","América do Sul","Brasil","PR","Lapa","PR-376, Rodovia do Café PR-376 km 541 25° 51' 43''S 049° 49' 35 9'' W","-49.826389","-25.861944",NA,NA,NA,"campo em beira de estrada; raro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.826389","-25.861944",NA,NA,NA,NA
"161","2021-02-08 12:53:57-03","UFRGS","ICN","137439","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; et al.","249","2004","01","13","América do Sul","Brasil","PR","Tibagi","42km da entrada da cidade 24° 37' 02 2''S 050° 15' 07 9'' W","-50.251944","-24.617222",NA,NA,NA,"beira de estrada; comum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.251944","-24.617222",NA,NA,NA,NA
"162","2021-02-08 12:53:57-03","UFRGS","ICN","137447","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; et al.","257","2004","01","15","América do Sul","Brasil","PR","Jaguariaíva","Parque Estadual do Cerrado 24° 11' 33 1''S 049° 41' 39 9'' W","-49.694167","-24.1925",NA,NA,NA,"cerrado; raro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.694167","-24.1925",NA,NA,NA,NA
"163","2021-02-08 12:53:57-03","UFRGS","ICN","137454","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; et al.","264","2004","01","15","América do Sul","Brasil","PR","Sengés","divisa com Itararé (SP) junto ao rio Itararé 24° 06' 57 8''S 049° 22' 08 0'' W","-49.368889","-24.115833",NA,NA,NA,"cerrado; comum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.368889","-24.115833",NA,NA,NA,NA
"164","2021-02-08 12:53:57-03","UFRGS","ICN","137455","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; et al.","265","2004","01","15","América do Sul","Brasil","PR","Sengés","divisa com Itararé (SP) junto ao rio Itararé 24° 06' 57 8''S 049° 22' 08 0'' W","-49.368889","-24.115833",NA,NA,NA,"cerrado; comum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.368889","-24.115833",NA,NA,NA,NA
"165","2021-02-08 12:53:57-03","UFRGS","ICN","137463","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; et al.","273","2004","01","17","América do Sul","Brasil","PR","Palmas","PR-449 próximo ao rio Chopin 26° 20' 07 3''S 052° 06' 52 4'' W","-52.114444","-26.335278",NA,NA,NA,"campo seco com Eryngium, topo do morro; raro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.114444","-26.335278",NA,NA,NA,NA
"166","2021-02-08 12:53:57-03","UFRGS","ICN","137475","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; de Oliveira, RC","314","2004","04","01","América do Sul","Brasil","DF","Brasília","Parque Nacional de Brasília 15° 43' 53 8''S 047° 55' 35 2'' W","-47.926389","-15.731389",NA,NA,NA,"campo-cerrado antropizado; esta coleta foi realizada no âmbito do levantamento das gramíneas do Parque integrando o Projeto do Controle do capim-gordura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.926389","-15.731389",NA,NA,NA,NA
"167","2021-02-08 12:53:57-03","UFRGS","ICN","159025","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Oliveira, FCA; Filgueiras, TS; Fonseca, ML; Snatos, AJV","766","1997","06","26","América do Sul","Brasil","GO","Niquelândia","Macedo ca. De 4km após a mina do níquel passando abaixo do teleférico (à esquerda) 14°19'28S e 48°23'56W","-48.398889","-14.324444","1060","1060",NA,"Doação do Herbário IBGE; erva hidrófila, decumbente, planta anual, comum no local; solo pedregoso/argiloso, relevo ondulado, campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.398889","-14.324444",NA,NA,NA,NA
"168","2021-02-08 12:53:57-03","UFRGS","ICN","092521","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Brochado, AL","160","1991","03","18","América do Sul","Brasil","DF","Brasília","Cristo Redentor, próximo ao córrego Taquara","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Ereta, ca 25cm; Ocasional, campo limpo",NA,NA,"2005","70570","auto","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-02-08 12:53:57-03","UFRGS","ICN","103753","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Boechat, SC; Filgueiras, TS","118","1994","07","22","América do Sul","Brasil","GO","Alto Paraíso de Goiás","na estrada p/ o aeroporto, em afloramento rochoso, junto a cachoeira Cristal.","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"2005","44724","auto","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-02-08 12:53:57-03","UFRGS","ICN","126192","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; Valls, JFM; Essi, L","167","2002","02","21","América do Sul","Brasil","PR","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,"Raro.",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-08 12:53:57-03","UFRGS","ICN","126191","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; Valls, JFM; Essi, L","166","2002","02","21","América do Sul","Brasil","PR","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-02-08 12:53:57-03","UFRGS","ICN","009824","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Valls, JFM","1929","1972","02","09","América do Sul","Brasil","RS","Guaíba","Estação Experimental Agronômica da UFRGS - setor de forrageiras","-51.3250007629395","-30.113899230957",NA,NA,NA,"declive de coxilha queimado a cerca de um mês",NA,NA,"1998","28343","auto","07",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-08 12:53:57-03","UFRGS","ICN","023431","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Longhi-Wagner, HM","Pott, A; Lindeman Boldrini, Hormann","s.n.","1972","12","19","América do Sul","Brasil","RS","Manoel Viana","travessia do Rio Ibicuí, pouco antes da ponte (município?)","-55.4827995300293","-29.5891990661621",NA,NA,NA,"Duplicata de BLA 7858",NA,NA,"2017","43920","auto","11",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-02-08 12:53:57-03","UFRGS","ICN","126213","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A","188","2003","03","12","América do Sul","Brasil","RS","Porto Alegre","morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-02-08 12:53:57-03","UFRGS","ICN","118484","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Boldrini, II","Boldrini, II; et al.","s.n.","1994","11","09","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-02-08 12:53:57-03","UFRGS","ICN","118480","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Longhi-Wagner, HM","Longhi-Wagner, HM; et al.","2600","1992","03","13","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Pouco comum.",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-02-08 12:53:57-03","UFRGS","ICN","118473","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Boldrini, II; et al.","1066","1992","09","14","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-02-08 12:53:57-03","UFRGS","ICN","118466","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Boldrini, II","Boldrini, II; et al.","1031","1992","05","15","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Colmos flácidos, apoiantes.",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-02-08 12:53:57-03","UFRGS","ICN","118689","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A","29","1999","01","10","América do Sul","Brasil","RS","São Luiz Gonzaga","em direção a São Miguel das Missões BR-285 km 586","-54.9608001708984","-28.4083003997803",NA,NA,NA,"Em frente ao assentamento; campo",NA,NA,NA,"39496","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-02-08 12:53:57-03","UFRGS","ICN","118687","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A","27","1999","01","10","América do Sul","Brasil","RS","São Luiz Gonzaga","em direção a São Miguel das Missões BR-285 km 586","-54.9608001708984","-28.4083003997803",NA,NA,NA,"Em frente ao assentamento; campo",NA,NA,NA,"39496","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-02-08 12:53:57-03","UFRGS","ICN","118720","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A","60","1999","02","07","América do Sul","Brasil","RS","São Sepé","16 km de São Sepé em direção a Caçapava","-53.565299987793","-30.1606006622314",NA,NA,NA,"Beira de estrada; abundante",NA,NA,NA,"46510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-02-08 12:53:57-03","UFRGS","ICN","047883","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Allem, A; et al.","2233","1978","10","28","América do Sul","Brasil","MS","Corumbá","Faz. Bodoquena; Carandazal","-57.6533012390137","-19.0091991424561",NA,NA,NA,"CEN 2437; Erva cespitosa, 30cm de altura; Rara no local",NA,NA,"2005","295160","auto","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-02-08 12:53:57-03","UFRGS","ICN","136768","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Longhi-Wagner, HM; Zuloaga; Guglieri","9474","2005","03","08","América do Sul","Brasil","PR","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Dupl. CEN, SI.; Cerrado.",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-02-08 12:53:57-03","UFRGS","ICN","134414","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F","Longhi-Wagner, HM; et al.","3765","1997","01","25","América do Sul","Brasil","PR","Ponta Grossa","próximo ao rio Tibagi BR 376 11 Km antes de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-02-08 12:53:57-03","UFRGS","ICN","134449","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Longhi-Wagner, HM; et al.","3845","1997","01","27","América do Sul","Brasil","PR","Sengés","PR 151 8 km após ponte rio Cajurú-Cerradinho","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-02-08 12:53:57-03","UFRGS","ICN","023595","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Valls, JFM; Soderstrom, T; Irgang, B","2572","1973","01","30","América do Sul","Brasil","RS","Condor","Condor - estrada Condor a Esquina Becker","-53.4872016906738","-28.207799911499",NA,NA,NA,"(conhecida pelo povo da região). Morimotimã (nome não confirmado no local); Vegeta no campo muito variado e com relevo fortemente ondulado, próximo a manchinha de solo estéril, junto a mata de galeria do Lageado",NA,NA,"1998","20836","auto","07",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-02-08 12:53:57-03","UFRGS","ICN","069920","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Arzivenco, L","563","1979","02","07","América do Sul","Brasil","RS","Esmeralda","Campo N","-51.190299987793","-28.0536003112793",NA,NA,NA,"Campo N, morrinho empedrado",NA,NA,"1998","38649","auto","07",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-02-08 12:53:57-03","UFRGS","ICN","025665","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Valls, JFM","1645","1971","09","25","América do Sul","Brasil","RS","Porto Alegre","Morro da Glória, local aberto no campo alto.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Hábito muito prostrado; Em local modificado",NA,NA,"1998","29946","auto","07",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-02-08 12:53:57-03","UFRGS","ICN","118704","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Guglieri, A; Lerina, R","44","1999","02","03","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Campo; local alterado",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-02-08 12:53:57-03","UFRGS","ICN","118462","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Longhi-Wagner, HM","Miotto, STS; et al.","s.n.","1992","03","27","América do Sul","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-02-08 12:53:57-03","UFRGS","ICN","148186","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Welker, CAD","Longhi-Wagner, HM; Welker, CAD","9929","2006","01","04","América do Sul","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-08 12:53:57-03","UFRGS","ICN","025480","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Porto, ML; Girardi, AM; Fetter, PC","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Morro Sétimo Céu","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Em local alto e pedregoso",NA,NA,"1998","29946","auto","07",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-02-08 12:53:57-03","UFRGS","ICN","041578","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Rambo, B","43692","1949","10","03","América do Sul","Brasil","RS","Porto Alegre","Morro Sta Teresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"In campe stribus subhumidis",NA,NA,"1999","29946","auto","01",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-02-08 12:53:57-03","UFRGS","ICN","164426","S","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Lerina, R","Longhi-Wagner, HM; Lerina, R","10242","2007","03","27","América do Sul","Brasil","RS","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,"Raro. Em flor.",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-05-19 11:39:04-03","FEPAGRO","BLA","3563","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","B. Rosengurtt","B. Rosengurtt","B-7127","1958","11","01",NA,"Uruguai","Rivera",NA,"Subida de Pena - Sierra de la Aurora",NA,NA,NA,NA,NA,NA,"BLA003563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-05-19 11:39:04-03","FEPAGRO","BLA","3562","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","B. Rosengurtt","B. Rosengurtt","B 8407","1961","02","10",NA,"Uruguai","Rivera",NA,"Cerro Aurora",NA,NA,NA,NA,NA,NA,"BLA003562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-18 17:09:15-03","FEPAGRO","BLA","5632","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"A. A. Araújo","109","1950","02","16",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha - Parque Estadual","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"BLA005632",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-02-18 17:09:15-03","FEPAGRO","BLA","14679","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","E. M. Cavalheiro","A. C. Cavalheiro",NA,"1989","01","04",NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul","Durasnal","-52.8939018249512","-30.0391998291016",NA,NA,NA,"Habitat: Em campo sujo","BLA014679",NA,"1989","71201","auto","01",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-02-18 17:09:15-03","FEPAGRO","BLA","14594","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","E. M. Cavalheiro & A. C. Cavalheiro","910","1989","01","24",NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul","Durasnal","-52.8939018249512","-30.0391998291016",NA,NA,NA,"Habitat: Em campo sujo, em declive, pastejado.","BLA014594",NA,"1999","71201","auto","01",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-02-18 17:09:14-03","FEPAGRO","BLA","11815","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","A. Pott",NA,"1972","01","20",NA,"Brasil","Rio Grande do Sul","Guaíba","Centro Agronômico - UFRGS","-51.3250007629395","-30.113899230957",NA,NA,NA,"Habitat: Potreiros experimentais.","BLA011815",NA,"1988","28343","auto","12",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-05-19 11:39:04-03","FEPAGRO","BLA","9668","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Pott","A. Pott",NA,"1970","11","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: Solo saibroso, muito pobre e duro","BLA009668",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-22 16:23:40-03","FEPAGRO","BLA","12062","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","L. A. Arzivenco","L. A. Arzivenco",NA,"1970","04","12",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: Cultivado","BLA012062",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-02-18 17:09:14-03","FEPAGRO","BLA","17653","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"LA","317","1970","04","12",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Revisado por E. M. Cavalheiro em 1990","BLA017653",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-10 11:06:44-03","FEPAGRO","BLA","5751","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","W. D. Clayton","W. D. Clayton","4366","1965","01","27",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santa Teresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: Cultivado","BLA005751",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-18 17:09:15-03","FEPAGRO","BLA","1861","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","B. Rambo","43691","1949","10","03",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santa Teresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"BLA001861",NA,"2000","29946","auto","04",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-21 10:16:13-03","IBt","SP","36184","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Swallen, JR","4396","1934","04",NA,NA,"Brasil","Piauí","Iguatu",NA,NA,NA,NA,NA,NA,NA,"SP035740","SP035740","2004",NA,NA,"03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-21 10:16:13-03","IBt","SP","120719","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Silva, TS","1","1973","06","04",NA,"Brasil","Mato Grosso do Sul",NA,"À 6 km da sede da Fazenda Bodoquena, no rumo S-SE.",NA,NA,"80","200",NA,NA,"SP035744","SP035744","2004",NA,NA,"03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-21 10:16:13-03","IBt","SP","159979","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Davidse, G; D'Arcy, WG","11145","1976","03","11",NA,"Brasil","Santa Catarina",NA,"17 km NE of the Santa Catarina - Rio Grande do Sul border as measured from the intersection of the Rio Pelotas and highway BR-116.",NA,NA,"950","950",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
