"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","day","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","fieldNumber","minimumElevationInMeters","individualCount","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","maximumElevationInMeters","sex"
"11","2015-11-03 09:54:31-02","MNHN","RECOLNAT_MNHN_P","P01900207","PreservedSpecimen",NA,NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A.St.-Hil.) Garcke",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil","Paturay sur près le village de San Salvador province Cispatine","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900207' target='other'> <mi>dwc_moreinfo</mi></a>","P01900207","P01900207_01",NA,NA,"Dorr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-11-03 09:53:21-02","MNHN","RECOLNAT_MNHN_P","P01900208","PreservedSpecimen",NA,NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A.St.-Hil.) Garcke","isotype","Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil","Paturay sur près le village de San Salvador province Cispatine","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900208' target='other'> <mi>dwc_moreinfo</mi></a>","P01900208","P01900208_01",NA,NA,"Dorr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-05-31 14:10:21-03","MNHN","RECOLNAT_MNHN_P","P02285957","PreservedSpecimen",NA,NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A.St.-Hil.) Garcke","isotype","Hassler, E.",NA,NA,NA,NA,"Paraguay","Iter ad Yerbales montium Sierra de Maracayu, in regione vicine Igatimi","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285957' target='other'> <mi>dwc_moreinfo</mi></a>","P02285957","P02285957_01",NA,NA,"Fryxell",NA,NA,NA,NA,NA,NA,"5444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-11-06 18:20:22-02","MNHN","RECOLNAT_MNHN_P","P02285949","PreservedSpecimen",NA,NA,NA,"Malvaceae","Cienfuegosia","sulphurea","major","Cienfuegosia sulphurea major","Hassl.","isotype","Hassler, E.",NA,"1903","10",NA,"Paraguay","Gran Chaco : Ad. ripam occidentalem flum. Paraguay","hb","Plantae a cusode herbarii mei T. Rojas in Chaco septentrionali lectae. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285949' target='other'> <mi>dwc_moreinfo</mi></a>","P02285949","P02285949_01",NA,NA,"Fryxell",NA,NA,NA,"-23.33333",NA,NA,"2416",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2008-05-27 22:02:00-03","MO","MOBOT","2255608","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A. St.-Hil.) Garcke",NA,"Angel L. Cabrera","Cabrera 28171","1976","10","South America","Argentina","Mercedes",NA,NA,NA,NA,NA,"23","Eskuche, U. G.","Corrientes","Mercedes","-58.0833333","-29.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2010-04-06 13:46:00-03","MO","MOBOT","2026138","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A. St.-Hil.) Garcke",NA,"Carl Troll","Troll 929","1927","12","South America","Bolivia","Quirusillas-Vallegrande",NA,NA,NA,NA,NA,"23","Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,"1700.00000000","1",NA,NA,NA,NA,NA,NA,NA
"17","2011-02-28 17:58:00-03","MO","MOBOT","2255595","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A. St.-Hil.) Garcke",NA,"Arturo E. Burkart|Nélida S. Troncoso|Nélida M. Bacigalupo|Susana Crespo","Burkart 23405","1962","3","South America","Argentina","Concepción del Uruguay, arroyo Isletas",NA,NA,NA,NA,NA,"9","A. Krapovickas","Entre Ríos","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-15 05:15:00-02","MO","MOBOT","2488119","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A. St.-Hil.) Garcke",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 45066","1994","2","South America","Paraguay","Concepción. Mercado.",NA,NA,NA,NA,NA,"27","A. Krapovickas","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2009-08-21 07:03:00-03","MO","MOBOT","2514687","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea","(A. St.-Hil.) Garcke",NA,"Émile Hassler","Hassler 7315",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"P. Fryxell","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-13 11:24:47-03","USP","SPF","134431","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.-Hil.) Garcke",NA,"Cuadrado, G","223","1998","01","Southern America","Argentina","Ruta 123, 8 km W del gauchito Gil.",NA,NA,"SPF00134431",NA,NA,"11","Krapovickas, A","Corrientes","Mercedes",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA
"21","2019-11-13 11:24:47-03","USP","SPF","48298","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.-Hil.) Garcke",NA,"Krapovickas, A","41908","1987","09","Southern America","Argentina","3,5 km de acceso a Paso de la Patria, camino a Puerto González.",NA,NA,"SPF00048298",NA,NA,"30","Anônimo","Corrientes","San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-03-13 18:49:51-03","F","FMNH-SEEDPLANTS","V0239894F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0239894F","V0239894F_01","Dicotyledoneae",NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-03-13 18:49:51-03","F","FMNH-SEEDPLANTS","V0239895F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0239895F","V0239895F_01","Dicotyledoneae",NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-03-13 18:49:51-03","F","FMNH-SEEDPLANTS","V0239896F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0239896F","V0239896F_01","Dicotyledoneae",NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-03-13 18:49:51-03","F","FMNH-SEEDPLANTS","V0239897F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Cienfuegosia","sulphurea",NA,"Cienfuegosia sulphurea",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0239897F","V0239897F_01","Dicotyledoneae",NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-01-25 15:42:20-02","IAC","IAC","26011","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.-Hil.) Garcke",NA,"A. Krapovickas & A. Schinini","41908","1987","09",NA,"Argentina",NA,NA,"Doação IBONE (Argentina)",NA,NA,NA,"30","A. Krapovickas & A. Schinini","Corrientes","San Cosme","-58.5","-27.3333","-58.5000","-27.3333",NA,NA,NA,"1987","09","30",NA,NA,NA,NA
"27","2020-08-20 20:39:51-03","UFSC","FLOR","20029","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.-Hil.) Garcke",NA,"Falkenberg, D.B.; Sobral, M.","5154","1990","02",NA,"Brasil","Beira da BR 472, Uruguaiana a Barra do Quaraí, à direita, cerca de 4 km antes de Barra do Quaraí, em savana com espinilho.",NA,"subarbusto rasteiro, corola amarela, 0,1m altura","FLOR0020029",NA,NA,"10","Grings, M.","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,"2010",NA,NA,"93142","auto",NA,NA
"28","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Arechavaleta, J","1524",NA,NA,"Southern America","Uruguay","in Uruguay prope Fray Bentos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Lorentz, PG","883",NA,NA,"Southern America","Uruguay","prope Concepcion del Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Niederlein, G","37",NA,NA,NA,"?","in prov. Entrerios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Sello, HL","1053",NA,NA,NA,"?","loco accuratius non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Niederlein, G","s.n.",NA,NA,NA,"?","prope Colonia Resistencia in dit. Gran Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Niederlein, G","s.n.",NA,NA,"Southern America","Argentina","In Argentina prope Corrientes ad ripas Paranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","glabra","Cienfuegosia sulphurea glabra","Gürke",NA,"Lorentz, PG","s.n.",NA,NA,NA,"?","in cercanias de Salta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","glabra","Cienfuegosia sulphurea glabra","Gürke",NA,"Lorentz, PG","1372",NA,NA,NA,"?","in prov. Entrerios prope Colonia Hernandarias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","glabra","Cienfuegosia sulphurea glabra","Gürke",NA,"Hieronymus, GHEW","1082",NA,NA,NA,"?","in cercanias de Salta",NA,"Floret Jan. - Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Arechavaleta, J","1524",NA,NA,"Southern America","Uruguay","in Uruguay prope Fray Bentos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Lorentz, PG","883",NA,NA,"Southern America","Uruguay","prope Concepcion del Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Niederlein, G","37",NA,NA,NA,"?","in prov. Entrerios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Sello, HL","1053",NA,NA,NA,"?","loco accuratius non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Niederlein, G","s.n.",NA,NA,NA,"?","prope Colonia Resistencia in dit. Gran Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Cienfuegosia","sulphurea","genuina","Cienfuegosia sulphurea genuina","Gürke",NA,"Niederlein, G","s.n.",NA,NA,"Southern America","Argentina","In Argentina prope Corrientes ad ripas Paranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:43:18-03","UFRGS","ICN","163152","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Grings, M; Paniz, R","912","2009","12","América do Sul","Brasil","Parque Estadual do Espinilho S 30°11'22.5 W 57°29'46.5",NA,"erva prostrada com flores fechadas e em botão de cor amarela e com tons avermelhados; em barranca arenosa na margem da rodovia",NA,NA,NA,"15","Grings, M","RS","Barra do Quaraí","-57.496111","-30.189444","-57.496111","-30.189444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:43:18-03","UFRGS","ICN","171668","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Ferreira, PPA; et al.","852","2012","02","América do Sul","Brasil","Parque Estadual do Espinilho, Trilha do catavento, 30°10'56.9S",NA,"et al. = J. Durigon, G.A. Dettke, C.A.D. Welker & E.L.C. Soares; corola amarela",NA,NA,NA,"07","Grings, M","RS","Barra do Quaraí","-57.5546989440918","-30.2071990966797",NA,NA,NA,NA,NA,"2013","11","20","42332","auto",NA,NA
"45","2021-02-08 12:43:18-03","UFRGS","ICN","045694","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Schinini, A; et al.","17449","1979","02","América do Sul","Argentina","Monte Caseros Km 173 Campo General Avalos Ayo. Curupí",NA,"Espécie ameaçada de extinção (Em perigo).; Postrada, flores amarillas.",NA,NA,NA,"21","Brandão, M","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"1986","10","10",NA,NA,NA,NA
"46","2021-02-08 12:43:18-03","UFRGS","ICN","045703","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Schinini, A","14656","1978","02","América do Sul","Argentina","Capital 15 Km E de Corrientes por Ruta 12",NA,"Espécie ameaçada de extinção (Em perigo).; Postrada, flores amarillas.; en bosque abierto de Prosopis y Aspidosperma.",NA,NA,NA,"18","Brandão, M","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"1986","10","10",NA,NA,NA,NA
"47","2021-02-08 12:43:18-03","UFRGS","ICN","162422","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Ahumada, O; et al.","1412","1977","10","América do Sul","Argentina","Esquina 47 Km W de Sauce Ruta 126",NA,"Flores amarillas com la base interna roja",NA,NA,NA,"23","et al.; O. Ahuamada","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:43:18-03","UFRGS","ICN","162423","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Ferraro, MM Arbo; L.","1528","1977","10","América do Sul","Argentina","Capital Punta Arazá",NA,"Rastrera.Flores amarillas. Estigmas rojos.",NA,NA,NA,"26","L.; Ferraro, MM Arbo","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:43:18-03","UFRGS","ICN","163150","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Grings, M; Paniz, R","910","2009","12","América do Sul","Brasil","Parque Estadual do Espinilho S 30°11'22.5 W 57°29'46.5",NA,"erva prostrada, com fores amarelas, com mancha basal purpúrea; frutos maduros; em campo baixo, ralo, com solo arenoso",NA,NA,NA,"16","Grings, M","RS","Barra do Quaraí","-57.496111","-30.189444","-57.496111","-30.189444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:43:18-03","UFRGS","ICN","163151","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Grings, M; Paniz, R","911","2009","12","América do Sul","Brasil","Parque Estadual do Espinilho S 30°11'22.5 W 57°29'46.5",NA,"erva prostrada com flores amarelas, avermelhadas numa borda das pétalas; em campo baixo, ralo, com solo arenoso",NA,NA,NA,"16","Grings, M","RS","Barra do Quaraí","-57.496111","-30.189444","-57.496111","-30.189444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:43:18-03","UFRGS","ICN","173213","S","Plantae","Dicotyledon",NA,"Malvaceae","Cienfuegosia","sulfurea",NA,"Cienfuegosia sulfurea","(A.St.Hil.) Garcke",NA,"Silva Filho, PJS","1416","2011","12","América do Sul","Brasil",NA,NA,"Flores completamente amarelas; Campo seco",NA,NA,NA,"16","Silva Filho, PJS","RS","Barra do Quaraí","-57.479444","-30.191667","-57.479444","-30.191667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
