"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","605345","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Graziela","R. P. Belém","2339","1966","05","27","South America","Brazil","Bahia","Jussari","(Juçaré). Plantaçao de cacau.","-39.4953","-15.1917","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605345","NY00605345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","605339","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","F. C. Hoehne","A. Gehrt","s.n.","1936","05","26","South America","Brazil","São Paulo","Itapira","Jardim Botanico de Sao Paulo.","-46.8197","-22.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605339","NY00605339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","605341","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","H. C. de Lima","R. P. Belém","1094","1965","05","22","South America","Brazil","Bahia",NA,"Rodovia Rio Branco-Itabuna. Plantaçao de cacau.",NA,NA,"sheet","Coleçao de madera. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605341","NY00605341_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","605343","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","V. E. Rudd","W. R. Anderson","10168","1973","05","12","South America","Brazil","Goiás","Goiás","Serra Dourada. Ca. 17 km (straight line) S of Goiás Velho, 6 km NE of Mossamedes; in and along margin of forest on lower eastern slope of serra.","-50.1403007507324","-15.9343996047974","sheet","Field work supported in part by funds from the National Science Foundation and conducted with the collaboration of the Universidade de Brasília and the Instituto de Pesquisas e Experimentaçao Agricola do Norte. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605343","NY00605343_01","700","780","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","605344","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","H. C. de Lima","R. P. Belém","2305","1966","05","27","South America","Brazil","Bahia","Jussari","(Juçaré). Plantaçao de cacau.","-39.4953","-15.1917","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605344","NY00605344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","605347","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","R. C. Barneby","R. de Mello-Silva","835","1993","05","13","South America","Brazil","Espírito Santo","Mimoso do Sul","3Km antes da cidade partindo da Cachoeiro do Itapemirim.","-41.3664","-21.0644","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605347","NY00605347_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","605340","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","F. C. Hoehne","F. C. Hoehne","s.n.","1927","05","13","South America","Brazil","São Paulo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605340","NY00605340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","605346","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","G. P. Lewis","R. P. Belém","1094","1965","05","22","South America","Brazil","Bahia",NA,"Rodovia Rio Branco-Itabuna. Plantaçao de cacau.",NA,NA,"sheet","Coleçao de madeira. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605346","NY00605346_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01055209","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","R. C. Barneby","J. R. Stehmann","s.n.","1992","05","01","South America","Brazil","Minas Gerais",NA,"Marliéria, junto à ponte queimada, margens do Rio Doce",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055209","NY01055209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","30374","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Itoman","22","1991","03","18",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,"Caule rugoso acinzentado, corola lilás, 15 m de altura","BOTU030374",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:19:54-03","UFRJ","RFA","27544","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","H. C. de Lima","F. B. Pereira","49/86","2001","04","08",NA,"Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento","-41.351389","-21.191944",NA,"Árvore, 13 m. de altura, 33cm. de DAP, flor roxa, rara no local, capoeira sobre solo argiloso, luminosidade intensa","RFA19763",NA,"49","49",NA,NA,"41º21'5''W","21º11'31''S","2009","05","15",NA,NA,NA,NA,NA
"22","2020-06-29 11:30:39-03","UFRJ","RFA","39540","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","R. D. Ribeiro","Finotti R.; Caruzo J.","7",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Próximo à Fazenda Recanto","-42.795278","-22.499722",NA,"Arvore de 8 metros de altura e PAP de 40.8 cm.","RFA24503",NA,"50","50",NA,NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:39-03","UFRJ","RFA","10355","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","P. Occhioni","P. Occhioni",NA,"1971","05",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,"Árvore mais ou menos 15m de altura, tronco tortuoso, flor púrpura","RFA10207",NA,NA,NA,"57442","auto",NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:41:57-03","EAO","IAN","119525","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Lima, HC de","Belém, RP; Magalhães, MG","1094","1965","05","22","Southern America","Brasil","Bahia",NA,"Rodovia Rio Branco - Itabuna. Plantação de cacau.",NA,NA,NA,"Árvore de 12m x 25cm de diâmetro, flores arroxeadas, cálice escuro.&nf;Coleção de madeira.","IAN119525",NA,NA,NA,NA,NA,NA,NA,"1987","02","03",NA,NA,NA,NA,NA
"25","2021-04-08 17:41:57-03","EAO","IAN","3273","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Regnell, AF","83",NA,NA,NA,"Southern America","Brasil",NA,NA,"Caldas.",NA,NA,NA,NA,"IAN003273","IAN003273_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:57-03","EAO","IAN","6620X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"IAN06620X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:57-03","EAO","IAN","6620X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"IAN06620X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:57-03","EAO","IAN","6621X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"IAN06621X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:41:57-03","EAO","IAN","6621X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"IAN06621X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:41:57-03","EAO","IAN","14975","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Barreto, M","Oliveira, JE de","s.n.","1936","04","14","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril. Capoeira.","-43.937801361084","-19.9207992553711",NA,"Muito frequente, flores violáceas, árvore de 10 metros de altura.","IAN014975","IAN014975 IAN014975_e",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:57-03","EAO","IAN","35970","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Lima, AS","Lima, AS","7440","1944","05","10","Southern America","Brasil","São Paulo","Águas da Prata","Águas da Prata.","-46.7099990844727","-21.9300003051758",NA,"Árvore, mato Águas da Prata.","IAN035970","IAN035970 IAN035970_e",NA,NA,"13435","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:57-03","EAO","IAN","35863","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Lima, AS","Mendes, JET","7290","1944","04","11","Southern America","Brasil","São Paulo","Campinas","fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,"Árvore.&nf;Amostra 1","IAN035863","IAN035863 IAN035863_e",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:57-03","EAO","IAN","37235","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Santoro, J","Scaranani, HJ","8717","1947","08","28","Southern America","Brasil","São Paulo","Campinas","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,"Árvore, col. árvore sombra.","IAN037235","IAN037235 IAN037235_e",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:41:57-03","EAO","IAN","35863a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Lima, AS","Mendes, JET","7290","1944","04","11","Southern America","Brasil","São Paulo","Campinas","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,"Árvore.&nf;Amostra 2","IAN35863a","IAN35863a IAN35863a_e",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-01-20 14:40:27-03","UPM","MACK","2728","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","E. H. P. Barreto","A. R. Balbin","105","2016","04","05",NA,"Brasil","SP","São Paulo","UPM, Campus Higienópolis.","-46.6300010681152","-23.5400009155273",NA,"Bosque da arquitetura",NA,NA,NA,NA,"53584","auto","S","W","2016","04","15",NA,NA,NA,NA,NA
"36","2020-08-11 00:16:03-03","UFBA","ALCB","024803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Barroso, GM","Almeida, EF de","207","1982","05","20","Southern America","Brasil","Minas Gerais","Timóteo",NA,"-42.5","-19.616667",NA,"Ca. 8,0m de altura em floração plena; panículas grandes terminais; flores antes da antese com corola lilás-róseo e depois alvas; cálice marrom-nigrescente. Flores com perfume adocicado, visitadas por Bombus (magangá). Única árvore vis","ALCB031990","ALCB031990 ALCB031990_1",NA,NA,NA,NA,"-42.5","-19.616667","1982","06",NA,NA,NA,NA,NA,NA
"37","2021-02-08 21:32:17-03","UFBA","ALCB","11534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"s.col.","PHs/n","1883",NA,NA,"Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta nacional da Tijuca&nf;De Minas, cultivada no Rio, onde em algum lugar é espontâneo","-43.2075004577637","-22.9027996063232",NA,NA,"ALCB015934","ALCB015934",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:16:54-03","UFBA","ALCB","06296","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Lima, AS","Mendes, JET","s/n","1944","04","11","Southern America","Brasil","São Paulo","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,NA,"ALCB031991","ALCB031991",NA,NA,"23900","auto",NA,NA,"1944","04",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:14:12-03","NBC","NL-BOTANY","L.1063933","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Bundesforsch. Forst- u. Holzwirtsch.; Reinbek (Hamburg)",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1063933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1063933","NL-L1063933",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0055009 | Uw 23073",NA,NA,NA
"40","2020-02-08 09:14:12-03","NBC","NL-BOTANY","L.4294831","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Trinta ZA",NA,"1979","01","05","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4294831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4294831","NL-L4294831",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:14:12-03","NBC","NL-BOTANY","U 0055010","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Bundesforsch. Forst- u. Holzwirtsch.; Reinbek (Hamburg)",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0055010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 23073",NA,NA,NA
"42","2020-02-08 09:14:12-03","NBC","NL-BOTANY","U.1308428","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Occhioni P",NA,"1922","03","28","Southern America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308428","NL-U1308428",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:14:12-03","NBC","NL-BOTANY","U.1308429","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Regnell AF",NA,"1866","05","21","Southern America","Brazil",NA,NA,"Minas Geraes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308429","NL-U1308429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:14:12-03","NBC","NL-BOTANY","U.1308430","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Barroso GM",NA,"1964","03","29","Southern America","Brazil",NA,NA,"Minas Geraes, Municipio Pouso Alto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308430","NL-U1308430",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:14:12-03","NBC","NL-BOTANY","U.1308431","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Platycyamus","regnellii","Platycyamus regnellii","Benth.",NA,"Widgren JF",NA,"1845","01","01","Southern America","Brazil",NA,NA,"Minas Geraes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308431","NL-U1308431",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-11-04 11:10:13-03","ESALQ","ESA","2171","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Platycyamus","regnelli","Platycyamus regnelli","Benth.","Azevedo-Tozzi, A.M.G.","Scaramini, J.",NA,"1947","08","28",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA002171",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:10:13-03","ESALQ","ESA","99178","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii",NA,"Aguirre, G.H. et al.","Aguirre, G.H.","629.0","2007","03","22",NA,"Brasil","São Paulo","Araras",NA,"-47.3800010681152","-22.3500003814697",NA,NA,"ESA099178","ESA099178",NA,NA,"22739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
