"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","scientificNameAuthorship","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"13","2020-12-21 16:13:36-03","MBM","MBM","362000","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Leitman, P.; et al.; et al.","50","2005","02","23","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Natural Municipal da Prainha, trilha do Boa Vista para o Cruzeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Raque ca. de 2,25cm; a50 pinas de um lado da raque. Pecíolo 40 cm; Bainha 58cm x 30 cm; inflorescência ainda fechada; Pedúnculo 15-20 cm; Raque ca. de 22 cm; Rqb 36-4cm, Rqm 23-32,5cm, Rqt 19-23 cm","MBM362000","MBM362000 MBM362000_1 MBM362000_2","Leitman, P.","(Raddi) Glassman","2005",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"14","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878563","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","Reçu le 29 Juin 1886 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878563' target='other'> <mi>dwc_moreinfo</mi></a>","P01878563","P01878563_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11638",NA,NA
"15","2015-09-03 20:44:51-03","MNHN","RECOLNAT_MNHN_P","P01797744","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,"1889","4","1",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797744' target='other'> <mi>dwc_moreinfo</mi></a>","P01797744","P01797744_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17854",NA,NA
"16","2015-09-03 20:44:51-03","MNHN","RECOLNAT_MNHN_P","P01797745","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797745' target='other'> <mi>dwc_moreinfo</mi></a>","P01797745","P01797745_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17854",NA,NA
"17","2015-09-03 20:44:51-03","MNHN","RECOLNAT_MNHN_P","P01797746","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797746' target='other'> <mi>dwc_moreinfo</mi></a>","P01797746","P01797746_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17854",NA,NA
"18","2017-09-06 10:28:18-03","MNHN","RECOLNAT_MNHN_P","P01878557","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","Reçu le 29 Avril 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878557' target='other'> <mi>dwc_moreinfo</mi></a>","P01878557","P01878557_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9009",NA,NA
"19","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878559","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","Reçu le 04 Octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878559' target='other'> <mi>dwc_moreinfo</mi></a>","P01878559","P01878559_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8048",NA,NA
"20","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878560","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878560' target='other'> <mi>dwc_moreinfo</mi></a>","P01878560","P01878560_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8048",NA,NA
"21","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878561","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil (Rio Janeiro). Rio d´ Ouro",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878561' target='other'> <mi>dwc_moreinfo</mi></a>","P01878561","P01878561_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8048",NA,NA
"22","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878562","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,"1876","3","15",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878562' target='other'> <mi>dwc_moreinfo</mi></a>","P01878562","P01878562_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"38539","auto",NA,"9009",NA,NA
"23","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878564","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,"1879","8","24",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Brésil. RJ. Rio d´ Ourom á la bord du Tingua","-43.451099395752","-22.7591991424561",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878564' target='other'> <mi>dwc_moreinfo</mi></a>","P01878564","P01878564_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"25743","auto",NA,"11638",NA,NA
"24","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878558","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,"1876","3","15",NA,"Brasil","Rio de Janeiro","Teresópolis","Brésil. RJ. Theresopolis","-42.9655990600586","-22.4122009277344",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878558' target='other'> <mi>dwc_moreinfo</mi></a>","P01878558","P01878558_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"38539","auto",NA,"9009",NA,NA
"25","2015-09-03 21:28:33-03","MNHN","RECOLNAT_MNHN_P","P01878565","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Glaziou, A.",NA,"1879","8","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rio d´Ouro a la base de Tingua","-43.2075004577637","-22.9027996063232",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01878565' target='other'> <mi>dwc_moreinfo</mi></a>","P01878565","P01878565_01",NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"57442","auto",NA,"11638",NA,NA
"26","2020-12-11 11:43:27-03","UFMG","BHCB","91158","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Stehmann, JR; Lombardi, JA; Mota, RC da","4067","2005","02","21","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, estrada para a divisa com a Bahia","-40.0435","-16.403361","763","847",NA,"Palmeira; 1 estipe; endosperma ruminado, amargo(nome popular= coco-amargoso); em remanescente de Floresta Ombrófila Densa. Coordenadas originais: 16°24'12,1-29,5S; 40°02'36,6-33,7W",NA,NA,NA,NA,NA,NA,"-40.0435","-16.403361",NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1954261","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Auguste F.M. Glaziou","Glaziou 11633","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-28 04:12:00-03","MO","MOBOT","3358197","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","H.Q.B. Fernandes","Fernandes 1911","1986","10","4","South America","Brazil","Espírito Santo",NA,"Santa Teresa, sede, morro atrás da propriedade do governo.",NA,NA,NA,NA,NA,NA,NA,NA,"H.Q. Boudet Fernandes","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2020-07-22 20:15:31-03","MBML","MBML-HERBARIO","10319",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","L. D. Thomaz","1749","1993","06","29",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 6m, caule interno branco. Estéril.","MBML010319",NA,"H. Q. Boudet Fernandes/1994","(Raddi) Glassman",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","136",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes","1217","1985","06","04",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.568611","-19.903056",NA,NA,NA,"Ficha original perdida na enchente de 18/12/2000. dados retirados do branco de dados.","MBML000136",NA,"H.Q.B. Fernandes/22-11-1985","(Raddi) Glassman",NA,NA,"40W34'7","19S54'11",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","137",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes","1280","1985","06","21",NA,"Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Parque","-40.6","-19.936111",NA,NA,NA,"Estipe 8m, diâmetro 22cm, folhas crispadas e arqueadas, raque 2,5m, pecíolo 90cm, bainha 44cm, espata castanho clara, externamente, espádice verde claro, frutos jovens amarelados.","MBML000137",NA,"H.Q.B. Fernandes/22-11-1985","(Raddi) Glassman",NA,NA,"40W36'0","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","138",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes","1911","1986","04","10",NA,"Brasil","Espírito Santo","Santa Teresa","Mata acima da Propriedade do Governo","-40.583333","-19.948333",NA,NA,NA,"Arvore 8m. Estipe 6m x 18cm. Raque 1,65m. Pecíolo e bainha 1,10m. 115 pares de folíolos enseridos em diversos ângulos. Espata castanha clarta. Espádice e flores masculinas no início da ântese. Heliófila. Encosta rochosa. Solo raso, ar","MBML000138",NA,"H.Q.B. Fernandes/10-04-1986","(Raddi) Glassman",NA,NA,"40W35'0","19S56'54",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","23292",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; et al","3385","2005","03","08",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do IAC, Cava da Escravidão. Floresta secundária em estágio avançado, entremeada por experimentos silviculturais. Altitude: 20 m/s.m.","-45.120556","-23.409444",NA,NA,NA,"Arborescente; estipe solitário, 12,6m X 57cm (PAP). Folhas 12 contemporâneas; raque 2,86m; bainha + pecíolo 1,36m. Folíolos 128 pares, agrupados. Com 2 inflorescências fechadas. Bráctea peduncular 86cm. Nome popular pati.","MBML023292",NA,"H. Q. Boudet Fernandes","(Raddi) Glassman",NA,NA,"45W7'14","23S24'34",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","23302",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; et al","3249","1998","11","18",NA,"Brasil","São Paulo","Ubatuba","Ponta Grossa, estrada do Farol, arredores do Farol. Ca. 30 m/s.m. Capoeira e mata baixa alterada.","-45.019444","-23.460556",NA,NA,NA,"Arborecente. Estipe solitário, 8,5, x 15cm, entrenó 12 cm. Pecíolo + bainha pelo menos 79 e 91cm; raque 238 e 250 cm, folíolos 137 e 133 pares, irregularmente disposto em grupos e inseridos em diferentes planos, o mediano (74x4,4) e (7","MBML023302",NA,"H. Q. Boudet Fernandes","(Raddi) Glassman",NA,NA,"45W1'10","23S27'38",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","23632",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; et al","3243","1998","11","17",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental de Agronomia de Ubatuba, Cava da Escravidão, trilha em mata secundária em bom estado de preservação, ca. 10-80 m/s.m.","-45.1225","-23.409444",NA,NA,NA,"Arborescente. Estipe solitário, 20m x 20cm, obscuramente anelado. Folhas 15. Pseudo-pecíolo 40-46 cm, raque 191, 212 e 229 cm. Folíolos 131, 134 e 146 pares, inseridos em diferentes ângulos; O mediano (62x3,7), (65x3,8) e (70x4) cm. In","MBML023632",NA,"H. Q. Boudet Fernandes","(Raddi) Glassman",NA,NA,"45W7'21","23S24'34",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-22 20:15:31-03","MBML","MBML-HERBARIO","27389",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2637","2006","07","14",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","250","250",NA,"Árvore 11m, Dap 22cm, frutos verdes, bainha persistente. Fundo de vale.","MBML027389",NA,"H.Q. Boudet Fernandes/19-02-2008","(Raddi) Glassman",NA,NA,"40W30'57,6","19S21'16",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-22 20:15:31-03","MBML","MBML-HERBARIO","28837",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","998","2006","05","17",NA,"Brasil","Espírito Santo","Santa Leopoldina","Bragança, propr.: Assunta Salvador.","-40.546389","-20.123056","400","400",NA,"Unicaule 7m de alt. Flores amerelas. Vegetação rupestre. Carpoteca.","MBML028837",NA,"H.Q. Boudet Fernandes/19-02-2008","(Raddi) Glassman","2008","02","40W32'47","20S7'23",NA,NA,NA,NA,"19",NA,NA,NA
"38","2020-07-22 20:15:31-03","MBML","MBML-HERBARIO","42876",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","A. M. Assis","1864","2008","11","06",NA,"Brasil","Espírito Santo","Colatina","Miracema (Torre 41/1 - LT 230 Kv Mascarenhas x Verona)","-40.648361","-19.270139","200","200",NA,"Palmeira com caule único. Frutos amarelados. Bractea marrom, seca. Floresta Estacional Semidecidual - afloramento rochoso.","MBML042876",NA,NA,"(Raddi) Glassman",NA,NA,"40W38'54,1","19S16'12,5",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","5394",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes","2645","1988","11","24",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Planta jovem, estéril. Mata, margem esquerda do rio timbuí, primeira grota abaixo da cachoeira, meio de encosta.","MBML005394",NA,"H. Q. B. Fernandes/13-10-1997","(Raddi) Glassman",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","5421",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes","2279","1988","12","09",NA,"Brasil","Espírito Santo","Pancas","Estrada Pancas X V. Verde","-40.866667","-19.225278",NA,NA,NA,"Os dados desta ficha foi registrado do banco de dados, a original se perdeu na enchente de 18/12/2000.","MBML005421",NA,NA,"(Raddi) Glassman",NA,NA,"40W51'60","19S13'31",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","5966",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; et al","2991","1990","06","01",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444",NA,NA,NA,"Coqueiro-amargoso, até ca. 7m de altura, DAP 18cm, folhas: 13 contemporâneas, pecíolo + bainha 95cm, raque 198cm; foliólos inseridos em planos diferentes, em grupos de até 3, 108 pares. Frutos de amarelos, recém-fecundados, a verdes co","MBML005966",NA,"H. Q. Boudet Fernandes/1990","(Raddi) Glassman",NA,NA,"40W22'37","19S53'22",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","6377",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes","3080","1992","03","05",NA,"Brasil","Espírito Santo","Santa Teresa","Rio 5 de Novembro","-40.6325","-19.8375",NA,NA,NA,"Field work supported by the Montgomery Foundation, The South Florida Chapter of the International Palm Society and a gift by the late Bernard Bowker","MBML006377",NA,"H.Q.B.Fernandes, L.R.Nob./1992","(Raddi) Glassman",NA,NA,"40W37'57","19S50'15",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-17 15:32:39-03","MBML","MBML-HERBARIO","6516",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; et al","3100","1994","01","26",NA,"Brasil","Espírito Santo","Atílio Vivácqua","base da Serra Linda Aurora, Fazenda Oriente, ca. De 5 Km da BR101, indo para A. Vivaqua. Altitude aproximada 550 m/s.m.. Floresta pluvial tropical de encosta. Capoeirão, orla da mata.","-41.209444","-21.005556",NA,NA,NA,"Palmeira jovem, acaule, estéril.","MBML006516",NA,"H. Q. Boudet Fernandes/1994","(Raddi) Glassman",NA,NA,"41W12'34","21S0'20",NA,NA,NA,NA,NA,NA,NA,NA
