"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","class","order","continentOcean","individualCount"
"12","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","12471",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/05-12-2001",NA,NA,NA,"V. Demuner; et al","980","2000","05","04","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML012471","MBML012471",NA,"40W31'49","19S58'17","Subarbusto 30cm, bracteas de cor verde, flores laranja. Folha face dorsal de cor vinho, ventral de cor verde. Proximo a rilha.",NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","14074",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/05-12-2001",NA,NA,NA,"V. Demuner; et al","1558","2000","11","30","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. A. Bringenti","-40.593889","-19.973333",NA,"MBML014074","MBML014074",NA,"40W35'38","19S58'24","Arbustinho com flores alaranjadas, folha com face abaxial verde claro, face adaxial verde com listas brancas. Terreno íngrime, sombreado.",NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","15693",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","D.C. Wasshausen/Março-2002",NA,NA,NA,"L. Kollmann; et al","4988","2001","11","07","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"MBML015693","MBML015693",NA,"40W33'11","19S54'27","Planta 30cm. Flores laranjas. Folhas verdes escuras com listras mas cinzas.",NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1718",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","S. Profice/23-10-2002",NA,NA,NA,"H. Q. Boudet Fernandes","1747","1985","12","17","Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"MBML001718","MBML001718",NA,"40W36'27","19S55'53","Erva, pêlos alvos, folhas arroxeadas inferiormente, brácteas verdes com bordos vináceos, cálice verde, corola laranja.",NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1719",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1739","1985","12","13","Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,"MBML001719","MBML001719",NA,"40W36'7","19S54'22","Erva, folhas com manchas brancas nas nervuras da face superior e vinácea na face inferior, flores com corola cor de laranja, semi-sombra, encosta, solo pedregoso e orgânico.",NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1759",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","S. Profice/23-10-2002",NA,NA,NA,"R. M. Pizziolo","152","1984","06","14","Brasil","Espírito Santo","Santa Teresa","25 de Julho, Alto Julião","-40.539722","-19.741667",NA,"MBML001759","MBML001759",NA,"40W32'23","19S44'30","Arbustinho de 50cm, flores amarelas.",NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1780",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1766","1986","01","13","Brasil","Espírito Santo","Santa Teresa","Torre receptora de TV","-40.603611","-19.948611",NA,"MBML001780","MBML001780",NA,"40W36'13","19S56'55","Sub-arbusto, pêlos translúcidos, face inferior da folha vinho, flores com brácteas verdes com margem vinho, cálice verde, corola laranja, semi-sombra, capoeirão.",NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1781",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1780","1986","01","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML001781","MBML001781",NA,"40W31'49","19S58'17","Erva, folhas superiormente com manchas nas nervuras e inferiormente verde clara ou vináceas, brácteas verdes com bordos vináceos, corola laranja, cálice verde, semi-sombra, mata, trilha, terreno íngreme.",NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1783",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.",NA,NA,NA,NA,"J. M. Vimercat","308","1985","12","02","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.510556","-19.823611",NA,"MBML001783","MBML001783",NA,"40W30'38","19S49'25","Erva com flores cor de abóbora, ciófila, mata.",NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","18453",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/2002",NA,NA,NA,"L. Kollmann; et al","5765","2002","11","19","Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,"MBML018453","MBML018453",NA,"40W41'50","20S2'36","Terrestre na sombra. Flores laranjas. Folhas verdes com listras cinzas.",NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","18641",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","A. Indriunas/13-03-2014",NA,NA,NA,"R.R. Vervloet; et al","1437","2002","12","04","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"MBML018641","MBML018641",NA,"40W33'11","19S54'27","Herbácea com 50cm, flores laranja, fundo de vale, dossel 18m, altitude 780m.",NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","18974",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Sheila R. Profice/21-01-2004",NA,NA,NA,"L. Kollmann","5847","2002","12","16","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,"MBML018974","MBML018974",NA,"40W38'45","19S58'55","Planta 1m, sombra. Flores laranjas, folhas verdes escuras, com listras cinzas. Face abaxial violácea.",NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","19447",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E. Morr.","A. Indriunas/13-03-2014",NA,NA,NA,"R.R. Vervloet; et al","1687","2003","01","21","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"MBML019447","MBML019447",NA,"40W33'11","19S54'27","Planta com 40cm, flores com sépalas verdes, pétalas laranjas, topo de morro, dossel 18m, altitude 880m.",NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","19734",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","A. P. Fontana/07-01-2003",NA,NA,NA,"A. P. Fontana; et al","456","2002","12","31","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"MBML019734","MBML019734",NA,"40W28'20","19S54'51","Herbácea; flores laranjas.",NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","20289",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/31-05-2005",NA,NA,NA,"R.R. Vervloet; et al","2132","2003","04","03","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"MBML020289","MBML020289",NA,"40W33'11","19S54'27","Planta com 50cm, brácteas de cor verde, flores com cálice branco, corola laranja, folhas verde com listas brancas, topo de morro, dossel 19m.",NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","20950",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","A. P. Fontana/01-03-2003",NA,NA,NA,"A. P. Fontana","507","2003","03","01","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,"MBML020950","MBML020950",NA,"40W37'14","19S55'52","Terrestre, flores laranjas.",NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","21589",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/31-05-2005",NA,NA,NA,"R. P. Oliveira; et al","845","2003","04","11","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML021589","MBML021589",NA,"40W31'49","19S58'17","Erva terrestre. Folhas fortemente discolores, a face abaxial vinácea e adaxial verde com estrias brancas. Flores com corola laranja intenso.",NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","23808",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/26-04-2005",NA,NA,NA,"L. Kollmann; et al","7503","2005","03","11","Brasil","Espírito Santo","Santa Teresa","Lombardia","-40.553056","-19.820556",NA,"MBML023808","MBML023808",NA,"40W33'11","19S49'14","Erva 40cm na sombra, flores laranjas.",NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","23812",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/26-04-2005",NA,NA,NA,"L. Kollmann; et al","7495","2005","02","25","Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"MBML023812","MBML023812",NA,"40W35'21","19S55'20","Erva 20cm. Na sombra, flores laranajas.",NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","32656",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/06-11-2007",NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10120","2007","11","06","Brasil","Espírito Santo","Itaguaçu","Alto Misterioso, mata divisa com Joacyr Demuner.","-40.775278","-19.806111",NA,"MBML032656","MBML032656",NA,"40W46'31","19S48'22","Erva 40cm na sombra. Flores laranjas, folhas listradas.","855","855",NA,NA,NA,NA
"32","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","39870",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","A. M. Assis & A. P. Fontana","2006","05","30","A. M. Assis; A. P. Fontana, K. F. O. Faria, C. Esgario, Valdemar Pagung","1127","2005","11","27","Brasil","Espírito Santo","Santa Leopoldina","Propriedade Família Balbino - Timbuí Seco","-40.587778","-20.045556",NA,"MBML039870","MBML039870",NA,"40W35'16","20S2'44","Herbácea. Flores laranjas. Folha discolor. Floresta Ombrófila Densa Montana. Preservada. Encosta. Interior da Mata.",NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","4146",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.",NA,NA,NA,NA,"W. A. Hoffmann","22","1984","04","10","Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333",NA,"MBML004146","MBML004146",NA,"40W33'10","19S57'12","Arbustinho de +/- 40cm, flor vermelha, solo barro escuro, altitude de +/- 800m.",NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","44005",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","A. Indriunas/13-03-2014",NA,NA,NA,"E.J. de Lírio; V.L. Aledi","25","2011","06","28","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lucia","-40.530278","-19.971389",NA,"MBML044005","MBML044005",NA,"40W31'49","19S58'17","Floresta ombrófila densa. Herb. 50cm. Flores laranjas. Folhas discolores, ad verde escuro e ab roxo. A3 de L. Thomaz. Trilha sagui",NA,NA,NA,NA,NA,NA
"35","2021-01-26 17:38:35-03","MBML","MBML-HERBARIO","54360",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Ludovic Kollman","2019","09","04","Analí Bustos","1","2018","11","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.536517","-19.97415",NA,"MBML054360",NA,NA,"40W32'11,46","19S58'26,94",NA,"851","851",NA,NA,NA,NA
"36","2021-01-26 17:38:36-03","MBML","MBML-HERBARIO","54366",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Ludovic Kollman","2019","09","04","Analí Bustos","7","2018","12","03","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.536017","-19.973933",NA,"MBML054366",NA,NA,"40W32'9,66","19S58'26,16",NA,"837","837",NA,NA,NA,NA
"37","2021-01-26 17:38:36-03","MBML","MBML-HERBARIO","54367",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Ludovic Kollman","2019","09","04","Analí Bustos","8","2018","12","03","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.537217","-19.9745",NA,"MBML054367",NA,NA,"40W32'13,98","19S58'28,2",NA,"866","866",NA,NA,NA,NA
"38","2021-01-26 17:38:36-03","MBML","MBML-HERBARIO","54397",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Ludovic Kollman","2019","09","04","Andrea Nieto","9","2019","01","21","Brasil","Espírito Santo","Santa Teresa","Reserva Biologica Augusto Ruschi","-40.5527","-19.91465",NA,"MBML054397",NA,NA,"40W33'9,72","19S54'52,74",NA,"794","794",NA,NA,NA,NA
"39","2021-01-26 17:38:36-03","MBML","MBML-HERBARIO","54398",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Ludovic Kollman","2019","09","04","Andrea Nieto","10","2019","01","25","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.536533","-19.974317",NA,"MBML054398",NA,NA,"40W32'11,52","19S58'27,54",NA,"852","852",NA,NA,NA,NA
"40","2021-01-26 17:38:36-03","MBML","MBML-HERBARIO","54399",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Ludovic Kollman","2019","09","04","Andrea Nieto","11","2019","01","25","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.53865","-19.9747",NA,"MBML054399",NA,NA,"40W32'19,14","19S58'28,92",NA,"855","855",NA,NA,NA,NA
"41","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","8941",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/05-12-2001",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","832","1998","10","28","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"MBML008941","MBML008941",NA,"40W41'1","19S55'52","Mata de encosta. Planta 30cm na sombra. Flores roxas por baixo, listas claras na parte superior. Flores laranjas.",NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9223",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","D.C. Wasshausen/Março-2002",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1419","1998","12","22","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML009223","MBML009223",NA,"40W31'49","19S58'17","Planta 1m. Flores laranjas.",NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9482",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","L. Kollmann/05-12-2001",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1739","1999","01","28","Brasil","Espírito Santo","Santa Teresa","Aparecidinha","-40.593889","-19.973056",NA,"MBML009482","MBML009482",NA,"40W35'38","19S58'23","Planta de 30cm. Flores laranjas.",NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9862",NA,"Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","S. Profice",NA,NA,NA,"Cintia C. Chamas","11","1993",NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML009862","MBML009862",NA,"40W31'49","19S58'17","Folha verde com riscos brancos. Bráctea floral verde, flor laranja, sombra, serrapilheira.",NA,NA,NA,NA,NA,NA
"45","2020-06-15 15:28:05-03","UNESP-RC","HRCB","59513","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","E.Morr.","Indriunas, A.","2014","08","21","Lombardi","9817","2012","12","10","Brasil","Espírito Santo","Santa Teresa","Trilha da Roda d'Água até área aberta","-40.55425","-19.910833",NA,NA,NA,NA,"40º33'15.3W","19º54'39.0S","Prensado em álcool, amostra em sílica. Erva, folhas papiráceas, verde escuras na face adaxial, roxas na face abaxial, brácteas verdes, borda roxa, corola laranja","787","787",NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3189989","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","É. Morren",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1747","1985","12","17","Brazil","Espírito Santo",NA,"Santa Teresa, Estação Biológica da Caixa d'Agua.",NA,NA,NA,"US02867295","US02867295_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","South America - Neotropics","1"
"47","2020-09-12 05:00:02-03","US","US","3189988","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","É. Morren",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1739","1985","12","13","Brazil","Espírito Santo",NA,"Município de Santa Teresa, Vale do Canaã.",NA,NA,NA,"US02867298","US02867298_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","South America - Neotropics","1"
"48","2020-09-12 05:00:02-03","US","US","3189991","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","É. Morren",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1780","1986","1","15","Brazil","Espírito Santo",NA,"Município de Santa Teresa, Estação Biológica de Santa Lúcia.",NA,NA,NA,"US02867296","US02867296_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","South America - Neotropics","1"
"49","2020-09-12 05:00:02-03","US","US","3189992","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","É. Morren",NA,NA,NA,NA,"R. Piziolo","152","1984","6","14","Brazil","Espírito Santo",NA,"Santa Teresa, Alto do Julião.",NA,NA,NA,"US02867297","US02867297_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","South America - Neotropics","1"
"50","2020-09-12 05:00:02-03","US","US","3189990","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","É. Morren",NA,NA,NA,NA,"W. Pizziolo","297","1986","3","7","Brazil","Espírito Santo",NA,"Município de Santa Teresa, Valsugana Velha.",NA,NA,NA,"US02867293","US02867293_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","South America - Neotropics","1"
"51","2020-09-12 05:00:02-03","US","US","3189987","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","margaritae","Aphelandra margaritae","É. Morren",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1766","1986","1","13","Brazil","Espírito Santo",NA,"Município de Santa Teresa, morro da antena repetidora de T.V.",NA,NA,NA,"US02867294","US02867294_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","South America - Neotropics","1"
