"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"18","2021-03-15 16:37:00-03","NY","NYBG","00567923","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"J. M. Pires","16082","1978","06","27","Brazil","Pará",NA,"Pará, perto do Rio Xingú.","-52.5854588","-7.2040035",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567923","NY00567923_01 NY00567923_02","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-28 14:03:00-03","NY","NYBG","00567919","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"L. R. Noblick",NA,NA,NA,"E. P. Heringer","11447","1967","04","18","Brazil","Goiás","Formosa","Rio Tiquiri.","-47.3342","-15.5372",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567919","NY00567919_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00664205","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"M. J. Balick","912","1977","11","05","Brazil","Pará",NA,"Cachoeira do Curua, Cierro de Cachiimbo, Santarém, Cuiabá Highway BR 163, km 878 from Santarém",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664205","NY00664205_01 NY00664205_02 NY00664205_03","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00664089","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"H. S. Irwin","6525","1964","10","01","Brazil","Mato Grosso",NA,"Vecinity of Garapú, Mato Grosso. ca. 1 km N.E. of Garapú.","-52.57","-13.2",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664089","NY00664089_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00664308","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","S. F. Glassman",NA,NA,NA,"H. S. Irwin","13655","1966","03","06","Brazil","Goiás","Cristalina","Serra dos Cristais; ca. 8 km S. of Cristalina","-48","-17",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664308",NA,"Magnoliophyta","Arecales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-28 14:03:00-03","NY","NYBG","00567971","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"L. R. Noblick",NA,NA,NA,"L. R. Noblick","4658","1988","10","24","Brazil","Bahia","Sao Desidério","8 km W of Sao Desidério on road to Sitio Grande.","-44.97","-12.37",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567971","NY00567971_01 NY00567971_02 NY00567971_03 NY00567971_04","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 20:09:00-03","NY","NYBG","02326534","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,NA,NA,NA,NA,"L. Buscalioni","4102","1899","07","20","Brazil","Goiás",NA,"River Araguaya: Campos Geraes de S. Vicente.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573758' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326534","NY02326534_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-28 14:03:00-03","NY","NYBG","00664307","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"L. R. Noblick",NA,NA,NA,"E. P. Heringer","8924/1118","1962","04","10","Brazil","Distrito Federal","Brasília","Darragem do Paranoá","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664307",NA,"Magnoliophyta","Arecales","South America","boxed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00567975","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.",NA,NA,NA,NA,"L. R. Moreno","139","1994","06","14","Bolivia","Santa Cruz","José Miguel de Velasco","Cantón: Florida; Loc.: Camp. Las Gamas","-60.3814","-14.8039",NA,NA,"840","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567975","NY00567975_01 NY00567975_02 NY00567975_03 NY00567975_04 NY00567975_05 NY00567975_06 NY00567975_07","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-28 14:03:00-03","NY","NYBG","00664208","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,NA,NA,NA,NA,"L. R. Noblick","5109","1996","02","07","Brazil","Distrito Federal","Brasília","Fazendinha Agua Limpa (study area of the University of Brasilia)","-47.9283","-15.9547",NA,NA,"1140","1140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664208",NA,"Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","03097848","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.",NA,NA,NA,NA,"G. Martinelli","18567","2015","05","27","Brazil","Mato Grosso","Rosário Oeste","Fazenda SESC Serra Azul, antiga Fazenda Santo Antonio, mata seca próximo da sede.","-55.7333333","-14.4988889",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343403' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097848","NY03097848_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00664090","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"H. S. Irwin","6525","1964","10","01","Brazil","Mato Grosso",NA,"Vecinity of Garapú, Mato Grosso. ca. 1 km N.E. of Garapú.","-52.57","-13.2",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664090","NY00664090_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-28 14:03:00-03","NY","NYBG","00664209","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"J. Dransfield",NA,NA,NA,"J. A. Ratter","4253","1978","02","11","Brazil","Distrito Federal","Brasília","Fazendinha Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,NA,NA,"Date written as 2.11.1978 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664209",NA,"Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00664086","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"H. S. Irwin","6525","1964","10","01","Brazil","Mato Grosso",NA,"Vecinity of Garapú, Mato Grosso. ca. 1 km N.E. of Garapú.","-52.57","-13.2",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664086","NY00664086_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00664314","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","H. E. Moore",NA,NA,NA,"H. S. Irwin","6525","1964","10","01","Brazil","Mato Grosso",NA,"Ca. 1 km. N. E. of Garapú","-52.57","-13.2",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664314",NA,"Magnoliophyta","Arecales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00664206","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"S. A. Mori","16771","1984","07","12","Brazil","Mato Grosso","Chapada dos Guimaraes","MT251, 45 km NNE of Cuiabá.","-55.7494","-15.4608",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664206","NY00664206_01 NY00664206_02 NY00664206_03 NY00664206_04","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00567973","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Moreno",NA,NA,NA,"L. R. Moreno","140","1994","06","14","Bolivia","Santa Cruz","José Miguel de Velasco","Canton: Florida; Loc.: camp. Las Gamas","-60.3814","-14.8039",NA,NA,"840","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567973","NY00567973_01 NY00567973_02 NY00567973_03 NY00567973_04 NY00567973_05","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00567924","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","M. Moraes Ramírez",NA,NA,NA,"M. Saldías Paz","3462","1993","10","06","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Las Gamas; 2 km NW del campamento viejo de narcotráfico.","-60.77","-14.67",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567924","NY00567924_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-28 14:03:00-03","NY","NYBG","00664207","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"L. R. Noblick",NA,NA,NA,"M. N. F. da Silva","64","1983","04","22","Brazil","Pará","Itaituba","Serra do Cachimbo, estrada Santarém-Cuiabá, BR 163, km 771.","-54.58","-9.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664207","NY00664207_01 NY00664207_02","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00664210","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"C. A. Cid Ferreira","6065","1985","09","17","Brazil","Mato Grosso","Diamantino","MT. BR 163, Rod. Cuiabá-Sinop a 160 km ao S de Sinop, margens da rodovia.","-56","-13.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664210","NY00664210_01 NY00664210_02 NY00664210_03","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00567921","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"H. S. Irwin","266191119","1970","02","25","Brazil","Distrito Federal","Brasília","Ca. 15 km E of Lago Paranoá, DF-6.","-47.9294","-15.7797",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567921","NY00567921_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00664074","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"W. R. Anderson","9712","1973","05","04","Brazil","Mato Grosso",NA,"Ca. 35 km (straight line) ENE of Barra do Garças.",NA,NA,NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664074","NY00664074_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00568096","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","H. E. Moore",NA,NA,NA,"W. R. Anderson","36881","1972","03","09","Brazil","Bahia","Sao Desidério","Espigao Mestre, ca. 10 km N of Rio Roda Velha, ca. 100 km WSW of Barreiras.","-44.9731","-12.3633",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568096","NY00568096_01 NY00568096_02","Magnoliophyta","Arecales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00664073","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L. R. Noblick",NA,NA,NA,"W. R. Anderson","9712","1973","05","04","Brazil","Mato Grosso",NA,"Ca. 35 km (straight line) ENE of Barra do Garças.",NA,NA,NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664073","NY00664073_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","03097845","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.",NA,NA,NA,NA,"G. Martinelli","18566","2015","05","27","Brazil","Mato Grosso","Rosário Oeste","Fazenda SESC Serra Azul, antiga Fazenda Santo Antonio, próximo da sede.","-55.7333333","-14.4988889",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343400' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097845","NY03097845_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
