"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","coordinatePrecision","geoFlag","class","individualCount","previousCatalogNumber"
"11","2020-10-01 14:23:48-03","JBB","HEPH","1273","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Heringer, EP","8152","1961","05","10","Southern America","Brasil","Distrito Federal","Brasília","BR 050 Saia Velha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Diniz-Neres, DO",NA,NA,"2016",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"12","2019-12-19 11:19:40-03","UFG","UFG","61453","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","34","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada do Veadeiros","-47.736528","-14.105167","1135","1135",NA,"Subarbusto ca. 79 cm de altura, com flores rosas.","UFG0061453","Diniz, D.O.","UFG0061453",NA,NA,NA,"-47.736528","-14.105167",NA,NA,NA,NA,NA,NA,NA
"13","2019-12-19 11:19:40-03","UFG","UFG","61468","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","48","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada do Veadeiros","-47.739889","-14.098111","1088","1088",NA,"Subarbusto ca. 70 cm de altura, com flores rosa escuro e frutos verdes amarronzados.","UFG0061468","Diniz, D.O.","UFG0061468",NA,"2015","02","-47.739889","-14.098111","15",NA,NA,NA,NA,NA,NA
"14","2019-12-19 11:19:40-03","UFG","UFG","61469","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","50","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada do Veadeiros","-47.739889","-14.114778","1088","1088",NA,"Subarbusto ca. 70 cm de altura, com flores rosa escuro e frutos verdes amarronzados. Cerrado rupestre.","UFG0061469","Diniz, D.O.","UFG0061469",NA,NA,NA,"-47.739889","-14.114778",NA,NA,NA,NA,NA,NA,NA
"15","2019-12-19 11:19:40-03","UFG","UFG","61470","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","47","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada do Veadeiros","-47.739861","-14.098111","1088","1088",NA,"Subarbusto ca. 90 cm de altura, com flores rosa escuro e frutos verdes amarronzados. Cerrado rupestre.","UFG0061470","Diniz, D.O.","UFG0061470",NA,NA,NA,"-47.739861","-14.098111",NA,NA,NA,NA,NA,NA,NA
"16","2019-12-19 11:19:40-03","UFG","UFG","61471","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","44","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada do Veadeiros","-47.740028","-14.100556","1106","1106",NA,"Subarbusto ca. 70 cm de altura, com flores rosas.","UFG0061471","Diniz, D.O.","UFG0061471",NA,NA,NA,"-47.740028","-14.100556",NA,NA,NA,NA,NA,NA,NA
"17","2019-12-19 11:19:42-03","UFG","UFG","61472","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","43","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada do Veadeiros","-47.740028","-14.100556","1106","1106",NA,"Subarbusto ca. 70cm de altura, com flores rosas.","UFG0061472","Diniz, D.O.","UFG0061472",NA,"2015","11","-47.740028","-14.100556","15",NA,NA,NA,NA,NA,NA
"18","2020-02-19 08:13:27-03","UFG","UFG","61505","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","32","2015","02","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.736528","-14.105167","1135","1135",NA,"Subarbusto ca. 15 cm de altura, com flores rosas.","UFG0061505","Diniz, D.O.","UFG0061505",NA,"2015","02","-47.736528","-14.105167","15",NA,NA,NA,NA,NA,NA
"19","2020-02-19 08:13:27-03","UFG","UFG","61507","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Diniz-Neres, D.O.; et al.","208","2015","04","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.666444","-14.122389","1234","1234",NA,"Subarbusto ca. 35cm, com flores rosas e com frutos verde amarronzados.","UFG0061507",NA,"UFG0061507",NA,NA,NA,"-47.666444","-14.122389",NA,NA,NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","1185387","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","A. F. M. Glaziou","21230","1895","1","11","South America - Neotropics","Brazil","Goiás",NA,"Chapadas dos Veadeiros. [Protologue, Goyaz, Cachoeira da Vargem grande]",NA,NA,NA,NA,NA,NA,"US01049565","Romero, R.","US01049565_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"21","2020-09-12 05:00:02-03","US","US","1185398","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","A. F. M. Glaziou",NA,"1895","1","14","South America - Neotropics","Brazil",NA,NA,"Fazenda de Boa Vista. Goyaiz",NA,NA,NA,NA,NA,NA,"US01897203",NA,"US01897203_01 US01897203_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"22","2020-09-12 05:00:02-03","US","US","2907139","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","H. S. Irwin, R. R. Santos, R. Souza & S. F. Fonsêca","22689","1969","1","27","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Ca. 12 Km NE of Diamantina, road toedanha",NA,NA,"1300",NA,NA,NA,"US01897200",NA,"US01897200_01 US01897200_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"23","2020-09-12 05:00:02-03","US","US","2412595","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","E. P. Heringer",NA,"1961","3","10","South America - Neotropics","Brazil","Distrito Federal","Brasília","Saia Velha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"US01899649",NA,"US01899649_01 US01899649_02",NA,NA,NA,NA,NA,NA,NA,"70570","auto","Dicotyledonae","1",NA
"24","2020-09-12 05:00:02-03","US","US","2436414","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","E. P. Heringer",NA,NA,NA,NA,"South America - Neotropics","Brazil","Distrito Federal","Brasília","Saia Velha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"US01897201",NA,"US01897201_01 US01897201_02",NA,NA,NA,NA,NA,NA,NA,"70570","auto","Dicotyledonae","1",NA
"25","2020-09-12 05:00:02-03","US","US","2429059","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","E. P. Heringer",NA,"1961","3","10","South America - Neotropics","Brazil","Distrito Federal","Brasília","Saia Velha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"US01897202",NA,"US01897202_01 US01897202_02",NA,NA,NA,NA,NA,NA,NA,"70570","auto","Dicotyledonae","1",NA
"26","2020-09-02 16:33:17-03","Cenargen","CEN","110985","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","J. Moises Mendoza F.","4847","2015","03","06",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Ca. 12,7 km de Alto Paraíso de Goiás na GO-239, e entrando, ca. 4,6 km sentido Mulungú.","-47.638611","-14.129444","1211","1211","Exsicatas","Arbusto muito ramificado na base, ramos eretos. Anteras amarelas e rosa. Fragmento de cerrado campo limpo, no meio de cerrado ralo alterado, em área de campo sujo.","CEN00110985","B. M. T. Walter","CEN00110985",NA,"2019","09","-47.638611","-14.129444",NA,NA,NA,NA,NA,"4",NA
"27","2020-09-02 16:33:17-03","Cenargen","CEN","31917","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Marta Camargo de Assis","350","1997","01","24",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Segunda ponte à esquerda.","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas","Ervas. Pétalas lilás e vermelho, estames amarelos. Botões vermelhos. Flor lilás.","CEN00031917","D. O. Diniz-Neres","CEN00031917",NA,"2016","03",NA,NA,NA,NA,"44724","auto",NA,"3",NA
"28","2019-11-13 11:25:47-03","USP","SPF","119443","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Assis, MC","350","1997","01","24",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"SPF00119443","Romero, R",NA,NA,"1998","05",NA,NA,NA,NA,"44724","auto",NA,NA,NA
"29","2018-05-14 17:37:14-03","F","FMNH-SEEDPLANTS","V0179794F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma",NA,"A. Glaziou",NA,NA,NA,NA,"South America","Brazil","Goiás",NA,NA,"-48","-12",NA,NA,NA,NA,"V0179794F","RRC ID Flag","V0179794F_01 V0179794F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"30","2019-09-04 19:30:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma",NA,"A. Glaziou","21230",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"31","2019-01-23 11:09:11-02","F","FMNH-SEEDPLANTS","V0044356F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma",NA,"A. Glaziou","21230",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0044356F",NA,"V0044356F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"32","2019-01-23 11:09:11-02","F","FMNH-SEEDPLANTS","V0044357F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma",NA,"A. Glaziou","21230",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0044357F",NA,"V0044357F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"33","2016-08-23 10:59:51-03","NHMLondon","NHM-LONDON-BOT","BM000795959","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Auguste François Marie Glaziou; b.1828; d.1906; Glaz.","s.n.","1898","01","05",NA,"Brasil","Goiás",NA,NA,"-49.675","-15.883333",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/9767629c37787a8191d736361f7f4054b0d509b1/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosana Romero; R.Romero",NA,"Isotype","2002","09","-49.675","-15.883333",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4989043"
"34","2019-11-01 15:04:27-03","UnB","UB","174768","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Heringer, EP","10083","1965","02","15","Southern America","Brasil","Goiás",NA,"Saia Velha.",NA,NA,NA,NA,NA,"Planta pequena.; Cerrado.",NA,"Romero, R",NA,NA,"2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-01 15:04:27-03","UnB","UB","195190","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Munhoz, CBR; Eugênio, CUO; Melo, TRB; Emmert, P","7841","2010","03","22","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional Chapada dos Veadeiros","-47.686611","-14.128944",NA,NA,NA,"Vereda",NA,"Diniz-Neres, DO",NA,NA,"2017","09","-47.686611","-14.128944","25",NA,NA,NA,NA,NA,NA
"36","2019-11-01 15:04:27-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Heringer, EP","8150/346",NA,NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Saia Velha","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Solo amarelo, zona de exudação",NA,"Wurdack, JJ",NA,NA,"1964","07",NA,NA,NA,NA,"70570","auto",NA,NA,NA
"37","2020-11-27 11:34:08-03","UFU","HUFU","38757","S","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Romero, R.; Nakajima, J.N.","6106","2001","04","01",NA,"Brasil","Minas Gerais","Joaquim Felício","Estrada para Serra do Cabral, Ca. 12 Km NE da cidade","-44.191944","-17.7075","1045","1045",NA,"Subarbusto, ca. 0,6m. Corola lilás, anteras maiores vinho, menores amarelas, apendice do conectivo amarelo.; campo rupestre, solo arenoso, hidromórfico.","HUFU00071410","Romero, R.; Versiane, A.F.A.",NA,NA,"2016","05","-44.191944","-17.7075",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-23 13:22:45-03","MN","R-TIPOS","9244","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilger","Glaziou, A.F.M.","21230","1895","01","11",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"R000009244","Romero, R.","R000009244_001 R000009244_002","Isotypus","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2014-10-06 11:31:56-03","CAS","CAS-BOT","398386","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9427","2009","2",NA,"South America","Brazil","Goiás",NA,"Municipio Alto Paraíso. Turnoff at Km 12 from main road to Parque Nacional Chapada dos Veadeiros, about 1-3 km on this road to the Santuario do Vale Dourado and to Serra da Boa Vista.","-47.63015","-14.16562","1145",NA,NA,"Suffrutescent herb to 2 dm tall. Petals pink with a darker red margin on outer side. Filaments and large anthers red. Small anthers and appendages yellow. Locally common.",NA,"F. Almeda",NA,NA,NA,NA,"47.63015° W","14.16562° S",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"40","2017-04-10 14:46:20-03","CAS","CAS-BOT","398390","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9465","2009","2",NA,"South America","Brazil","Goiás",NA,"Municipio Alto Paraiso de Goiás. About 24 km beyond Alto Paraiso de Goiás on the road to São Jorge.","-47.71997","-14.13728","1203",NA,NA,"Petals pink on adaxial side and pink on abaxial side with a darker pink band on one side. Large anthers red with an elongate whitish rostrum and a ventrally inclined pore. Small anthers and appendages yellow. Uncommon.",NA,"F. Almeda",NA,NA,NA,NA,"47.71997° W","14.13728° S",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"41","2009-08-05 09:50:14-03","UM","RECOLNAT_UM_MPU","MPU013284","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","melanostagma","Microlicia melanostagma","Pilg.","Glaziou, A.",NA,"1894","1","1",NA,"Brésil",NA,NA,"Plateau de Goyaz. Cachoeira de Vargem grande",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu013284' target='other'> <mi>dwc_moreinfo</mi></a>","MPU013284",NA,NA,"isotype",NA,NA,NA,NA,NA,"21230",NA,NA,NA,NA,NA
