"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","413859","PreservedSpecimen","Plantae","Fabaceae","Inga","nuda","Inga nuda","Salzm. ex Benth.","H. C. de Lima","H. C. de Lima","2641","1985","12","02","Brazil","Rio de Janeiro","Macaé","Estrada p/Glicério próximo a Represa de Macabú","-41.7867","-22.3708",NA,NA,NA,NA,"NY00413859","NY00413859_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686474' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 17:18:00-03","NY","NYBG","413854","PreservedSpecimen","Plantae","Fabaceae","Inga","nuda","Inga nuda",NA,"O. Poncy","A. L. Stoffers","291","1982","11","11","Guyana",NA,NA,"Marudi Mts., along trail from NorMan Mines camp to Locust Creek","-59.17","2.25",NA,NA,"400","400","NY00413854","NY00413854_01","Separate: flowers in spirit, Woodnr Uw 30141 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686475' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","413858","PreservedSpecimen","Plantae","Fabaceae","Inga","nuda","Inga nuda","Salzm. ex Benth.","O. Poncy","R. P. Belém","2888","1966","11","22","Brazil","Bahia","Almadina","Plantaçao de cacau","-39.63","-14.7",NA,NA,NA,NA,"NY00413858","NY00413858_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686477' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","413855","PreservedSpecimen","Plantae","Fabaceae","Inga","nuda","Inga nuda","Salzm. ex Benth.","O. Poncy","R. Callejas Posada","1624","1983","11","03","Brazil","Bahia","Itamarajú","Rodoiva Itamarajú-Teixeira de Freitas, 3km de Itamaraju. (BR101). Fazenda Chapadao","-39.5308","-17.0394",NA,NA,NA,NA,"NY00413855","NY00413855_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686478' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","413857","PreservedSpecimen","Plantae","Fabaceae","Inga","nuda","Inga nuda","Salzm. ex Benth.","O. Poncy","R. P. Belém","1890","1965","10","06","Brazil","Bahia",NA,"Rodovia Ubaitaba-Itabuna. Plantaçao do cacau",NA,NA,NA,NA,NA,NA,"NY00413857","NY00413857_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686476' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00932333","PreservedSpecimen","Plantae","Fabaceae","Inga","nuda","Inga nuda","Salzm. ex Benth.","O. Poncy","G. G. Hatschbach","44301","1981","10","18","Brazil","Minas Gerais","Miradouro","Rod. BR-116","-42.3422","-20.8908",NA,NA,NA,NA,"NY00932333","NY00932333_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004665' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","413948","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","I. A. Rodrigues","D. S. D. de Araújo","3069","1979","05","24","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Próx. a Praia do Sítio Forte","-44.284638","-23.136978",NA,NA,NA,NA,"NY00413948","NY00413948_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201570' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","413937","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","A. E. Burkart","R. Reitz","4120","1959","09","17","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Blumenau","-49.082834","-26.926032",NA,NA,"250","250","NY00413937","NY00413937_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","413944","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","M. C. Dias","O. C. Pavao",NA,"1998","09","17","Brazil","Paraná","Primeiro de Maio","Ibiaci, mata Santa Rosa. Primeiro de Maio","-51.0281","-22.8508",NA,NA,NA,NA,"NY00413944","NY00413944_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201574' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1488179","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","J. M. Fernandes","P. Acevedo-Rodríguez","14952","2009","02","11","Brazil","Acre","Jordão","Along Tarauacá river","-71.6008","-8.680583",NA,NA,NA,NA,"NY01488179","NY01488179_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258677' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","413942","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","R. S. Cowan","L. B. Smith","12412","1964","10","11","Brazil","Santa Catarina","Ibirama","Steep bank of Rio Itajaí-açu by Salto Pilao","-49.5","-27.08",NA,NA,"300","300","NY00413942","NY00413942_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","517961","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","W. W. Thomas","11334","1996","11","14","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along road from park entrance to nature/conference center.","-40.5747","-15.2647",NA,NA,"150","150","NY00517961","NY00517961_01","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201582' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","413931","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"A. P. Duarte","4760","1959","05","06","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa","-43.257166","-22.971675",NA,NA,NA,NA,"NY00413931","NY00413931_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201599' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00886204","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","F. Bonadeu da Silva","L. C. F. Frutuoso","84","1990","10","18","Brazil","Rio de Janeiro","Paratí","Laranjeiras, entre o 1° e o 2° portão, rumo à Praia do sono. Apa Cairuçu.","-44.7131","-23.2181",NA,NA,NA,NA,"NY00886204","NY00886204_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014497' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01198082","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","S. C. de Sant'Ana","985","2000","09","13","Brazil","Bahia","Uruçuca","Reserva Gregório Bondar, área da EMARC.","-39.2742","-14.6022",NA,NA,NA,NA,"NY01198082","NY01198082_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276805' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1018753","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","H. C. de Lima","H. C. de Lima","2616","1985","08","09","Brazil","Rio de Janeiro","Macaé","Pico do Frade de Macaé, estrada entre Clicério e Tapera.","-41.7867","-22.3708",NA,NA,NA,NA,"NY01018753","NY01018753_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262353' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","776866","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","R. T. Pennington","J. G. Jardim","1576","1998","02","18","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Fazenda Teimoso. Serra do Teimoso. RPPN Serra do Teimoso","-39.58","-15.17",NA,NA,"300","450","NY00776866","NY00776866_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201588' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00932711","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","G. O. A. Malme","Y. E. J. Mexia","5208","1930","10","23","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda de Faziuma","-42.8817","-20.7542",NA,NA,"710","710","NY00932711","NY00932711_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006772' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","413935","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","A. E. Burkart","R. M. Klein","1877","1956","02","20","Brazil","Santa Catarina","Itajaí",NA,"-48.6617","-26.9081",NA,NA,"100","100","NY00413935","NY00413935_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201592' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","418752","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","A. Sehnem","9523","1967","10","06","Brazil","Santa Catarina","Florianópolis","Ilha de SC. Lagoa do Peri","-48.5194874","-27.7315434",NA,NA,NA,NA,"NY00418752","NY00418752_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 04:24:00-03","NY","NYBG","413940","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata",NA,"D. A. Neill","D. A. Neill","11027","1998","01","02","Ecuador","Napo",NA,"Tena Cantón. Jatun Sacha Biological Station. Ridge trail to Rio Arajuno","-77.6","-1.07",NA,NA,"400","400","NY00413940",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201575' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01189823","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","J. W. Grimes","C. A. Cid Ferreira","4920","1984","06","30","Brazil","Rondônia","Ouro Preto do Oeste","BR-364, estrada Cuiabá-Porto Velho, km 353, linha 206, 48km de Ji-Paraná.","-62.2158","-10.7481",NA,NA,NA,NA,"NY01189823","NY01189823_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313326' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","413936","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","A. E. Burkart","R. Reitz","9391","1959","12","11","Brazil","Santa Catarina","Sombrio","Pirao Frio, Sombrio","-49.6167","-29.1142",NA,NA,"10","10","NY00413936","NY00413936_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201593' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00924311","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","C. Romero","M. C. Weyland Vieira","1435","1987","12","02","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Monte Belo, ponto 107, trilha 8. Mato Olaria","-46.3675","-21.3267",NA,NA,NA,NA,"NY00924311","NY00924311_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999209' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","413950","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","S. M. Silva","S. B. Mikich","s.n.","1997","07","07","Brazil","Paraná","Fênix","Fazenda Guagivira","-51.97","-23.92",NA,NA,NA,NA,"NY00413950","NY00413950_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201590' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","517930","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","W. W. Thomas","10225","1994","02","02","Brazil","Bahia","Jussari","3.1 km from Jussari on road to Palmira.","-39.4992","-15.1633",NA,NA,NA,NA,"NY00517930","NY00517930_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201581' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","413945","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","G. M. Magalhaes","39295","1965","04",NA,"Brazil","Bahia",NA,"Estrada Camaça para Canavieiras",NA,NA,NA,NA,NA,NA,"NY00413945","NY00413945_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201577' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","298175","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","W. W. Thomas","11731","1998","02","07","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17",NA,NA,"300","450","NY00298175","NY00298175_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201584' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00932712","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","T. D. Pennington","L. M. Nascimento","280","1999","11","23","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica de Tapacurá","-34.9503","-8.0128",NA,NA,NA,NA,"NY00932712","NY00932712_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006775' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","413947","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","I. A. Rodrigues","D. S. D. de Araújo","3069","1979","05","24","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Próx. a Praia do Sítio Forte","-44.284638","-23.136978",NA,NA,NA,NA,"NY00413947","NY00413947_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201569' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 22:05:00-03","NY","NYBG","00886205","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata",NA,"F. Bonadeu da Silva","R. Marquete","1259","1993","10","20","Brazil","Rio de Janeiro","Paratí","Apa-cairuçu. Morro da Fazenda Olaria.","-44.7131","-23.2181",NA,NA,NA,NA,"NY00886205","NY00886205_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014507' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02694520","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"E. D. da Silva","336","2006","07","16","Brazil","São Paulo","Ubatuba","Nucleo Picinguaba, Parque Estadual da Serra do Mar, rodovia Rio-Santos, proximo a entrada para a Casa de Farinha.","-44.8597","-23.3519",NA,NA,NA,NA,"NY02694520","NY02694520_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972416' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00924312","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","C. Romero","M. C. Weyland Vieira","1347","1987","11","04","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Monte Belo, ponto 151. Mato Olaria","-46.3675","-21.3267",NA,NA,NA,NA,"NY00924312","NY00924312_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","413949","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"E. P. Heringer","1594",NA,NA,NA,"Brazil","Minas Gerais",NA,"Fazenda Paulo Macedo",NA,NA,NA,NA,NA,NA,"NY00413949","NY00413949_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201603' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","418751","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","H. C. de Lima","H. C. de Lima","2171","1984","10","14","Brazil","Rio de Janeiro","Magé","Paraiso, area do Centro de Primatologia do RJ","-43.0406","-22.6531",NA,NA,"190","190","NY00418751","NY00418751_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201589' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","777832","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","L. Rossi","L. Rossi","2183","2000","09","21","Brazil","São Paulo","Caraguatatuba","Caraguatatuba, Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha do Poçao","-45.4097","-23.6203",NA,NA,"60","85","NY00777832","NY00777832_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201591' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
