"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"101","2021-02-11 17:18:37-03","UFPR","UPCB","10108","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Smith, L.B.","1975","01","01","Hatschbach, G.","13114","1965","11","11","Brasil","Paraná","Morretes","Cabeceiras Rio Arraial","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta. Mata..",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"102","2021-02-11 17:18:37-03","UFPR","UPCB","93173","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Eikawa. D",NA,"2018","10",NA,"Eikawa. D | Abreu. L | Bastos. B","5","2018","09","05","Brasil","Paraná","Quatro Barras","Caminho dos Jesuitas","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Serra da Graciosa, Caminho dos Jesuitas.. Arborea, aproximadamente com 3m de altura, sob io sol. Influorescencia recemosa. Raque alada e foliolos com margem serrilhada.","UPCB0040331","UPCB0040331",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"103","2021-02-11 17:18:37-03","UFPR","UPCB","53241","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Reginato, M.","2006","01","01","Reginato, M.","628","2005","12",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, pedreira abandonada","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto 2m, flor alva, local alterado..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"104","2021-02-11 17:18:37-03","UFPR","UPCB","22955","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.","1993","01","01","Roderjan, C.V.","1079","1992","10","22","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Árvore, 10m, flor alva, freqüente. Floresta Montana..",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"105","2021-02-11 17:18:37-03","UFPR","UPCB","22461","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.","1993","01","01","Roderjan, C.V.","1079","1992","10","22","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,"1200","1200","Árvore, 10m, flor alva, freqüente. Floresta Montana..",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"106","2021-02-11 17:18:37-03","UFPR","UPCB","39800","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Lacerda, A.","1999","01","01","Lacerda, A.","217","1998","12","18","Brasil","Paraná","Piraquara","Morro do Canal, Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Árvore 8m, frutos maduros, capoeira, área de contato entre as florestas ombrófilas densa e mista, 980m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"107","2021-02-11 17:18:37-03","UFPR","UPCB","40749","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Borgo, M. & Dala Rosa, S.","1999","11","12","Dala Rosa, S.","47","1999","11","03","Brasil","Paraná","Morretes","Parque Estadual do Pico Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Árvore ±5m, inflorescência alva. Floresta ombrófila densa altomontana, 1080m..",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"108","2009-07-09 17:05:00-03","MO","MOBOT","2459060","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Gert G. Hatschbach","Hatschbach 13114","1965","11","11","Brazil","Paraná",NA,"Morretes. Cabeceiras Rio Arraial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"109","2009-07-09 17:05:00-03","MO","MOBOT","2459076","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 35534","1974","11","26","Brazil","Paraná",NA,"Morretes. Estación Graciosa, vista Lacenda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","3278263","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 43003","1980","5","2","Brazil","Paraná",NA,"Estr. da Graciosa, Alto da Serra (mun. Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"111","2011-02-10 10:42:00-02","MO","MOBOT","3278265","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"George Gardner","Gardner 5722","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","3278268","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Bernardi",NA,NA,NA,"Per Dusén","Dusén 17/22","1914",NA,NA,"Brazil","Paraná",NA,"Jaguariahyva, in Silvula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"113","2008-05-27 22:02:00-03","MO","MOBOT","3278270","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"A. Custodio Filho","Custodio Filho 558","1981","2","20","Brazil","São Paulo",NA,"Cananéia, Ilha do Cardoso.","-48","-25.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-04 11:05:01-03","UFRB","HURB","3812","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","G.A.D.C. Franco","2004","01","14","Arzolla, F.A.R.D.P.","375","2003","12","22","Brasil","Rio de Janeiro","Paraty","proximidades da Pedra da Macela;","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"HURB000003812",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"115","2017-11-24 14:10:29-02","UFLA","ESAL","224","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","F. C. Hoehne",NA,NA,NA,"Hoehne, FC","830",NA,NA,NA,"Brasil","São Paulo","São Paulo","Alto da Serra","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"116","2020-09-12 05:00:02-03","US","US","2340799","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"R. M. Klein","2373","1959","12","16","Brazil","Blumenau",NA,"Morro Spitzkopf",NA,NA,NA,NA,"900",NA,NA,"US01351756","US01351756_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"117","2020-09-12 05:00:02-03","US","US","2891942","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"O. Handro","s.n.","1963","12",NA,"Brazil",NA,NA,"Altp da Serra, Estação Biológica",NA,NA,NA,NA,NA,NA,NA,"US01351750","US01351750_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"118","2020-09-12 05:00:02-03","US","US","2324937","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"G. Hatschbach","6704","1960","1","31","Brazil","Guaratuba",NA,"Serra de Araçatuba",NA,NA,NA,NA,"1300",NA,NA,"US01351755","US01351755_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"119","2020-09-12 05:00:02-03","US","US","2578710A","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"R. Reitz & R. M. Klein","10643","1961","1","19","Brazil","Garuva",NA,"Monte Crista.",NA,NA,NA,NA,"900",NA,NA,"US01351757","US01351757_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"120","2020-09-12 05:00:02-03","US","US","1573841","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Riedel, --","1671","1833","11",NA,"Brazil",NA,NA,"In sylv. montosis pr. Mugy",NA,NA,NA,NA,NA,NA,NA,"US01351745","US01351745_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"121","2020-09-12 05:00:02-03","US","US","2578709A","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Klein, -- & -- Bresolin","6479","1965","12","22","Brazil","Florianópolis",NA,NA,NA,NA,NA,NA,"2",NA,NA,"US01351753","US01351753_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"122","2020-09-12 05:00:02-03","US","US","2891939","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"F. C. Hoehne","s.n.","1931","10","19","Brazil","São Paulo",NA,"Nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,"US01351752","US01351752_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"123","2020-09-12 05:00:02-03","US","US","2891948","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"F. C. Hoehne","s.n.","1917","11","3","Brazil",NA,NA,"Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"US01351751","US01351751_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"124","2020-09-12 05:00:02-03","US","US","2891938","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"C. Duarte","215","1910","10",NA,"Brazil","Atibaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351749","US01351749_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"125","2020-09-12 05:00:02-03","US","US","2563645","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"G. Hatschbach","13114","1965","11","11","Brazil","Morretes",NA,"Cabeceiras Rios Arraial",NA,NA,NA,NA,NA,NA,NA,"US01351754","US01351754_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"126","2020-09-12 05:00:02-03","US","US","1123419","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"A. F. M. Glaziou","843",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351748","US01351748_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"127","2020-09-12 05:00:02-03","US","US","1543137","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"C. Duarte","215","1910","10",NA,"Brazil","Atibaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351747","US01351747_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"128","2020-09-12 05:00:02-03","US","US","33245","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"W. J. Burchell","4387",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351746","US01351746_01",NA,"Rosales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"129","2019-12-09 17:29:44-03","UFPR","EFC","3700","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Roderjan, C.V.",NA,NA,NA,"Roderjan, C.V.","1079","1992","10","22","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1200","1200","Árvore 10m, frequente na floresta montana, 1200m a.n.m. Flores alvas. __COMMOM_NAME__: Graminunha","EFC003700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-12-09 17:29:47-03","UFPR","EFC","17888","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","DALL AGNOL, R. T.","2019","01","31","DALL AGNOL, R. T.","846","2019","01","02","Brasil","Santa Catarina","Bombinhas","Morro do Macaco.","-48.4973861111111","-27.2013944444444","-48,4973861111111","-27,2013944444444",NA,NA,"Arvoreta, 2 m; frutos imaturos creme. __COMMOM_NAME__: gramimunha-de-duas-cores","EFC017888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-12-09 17:29:44-03","UFPR","EFC","2817","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Roderjan, C.V.",NA,NA,NA,"Roderjan, C.V.","1003","1992","04","10","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1260","1260","Árvore 8m em floresta atlântica montana, 1260m a.n.m. __COMMOM_NAME__: Gramimunha","EFC002817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-12-09 17:29:44-03","UFPR","EFC","3619","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Vieira, R.S.","2016","06","14","Portes, M.C.; Lacerda, A.","93","1993","06","08","Brasil","Paraná","Jaguariaíva","Faz. Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Árvore 4,5m próximo a rio. 880m s.n.m. Botões florais. __COMMOM_NAME__: Gramimunha","EFC003619",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"133","2019-12-09 17:29:44-03","UFPR","EFC","12231","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Vieira, R.S.","2013","12","26","Vieira, R.S.","335","2013","12","26","Brasil","Paraná","Piraquara","Torre do Vigia","-48.9827","-25.5087","-48.9827","-25.5087",NA,NA,"Árvore com 4m. no cume. Com inflorescências avermelhadas.","EFC012231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-13 11:18:26-03","USP","SPF","196712","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, JR","2011",NA,NA,"Mello-Silva, R","3275","2010","01","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.894111","-21.706167","-43.894111","-21.706167","1372","1372",NA,"SPF00196712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 18:26:31-03","USP","SPF","209238","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Antar, GM","2013","08",NA,"Antar, GM; et al.","169","2013","06","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Prainha.","-43.894872","-21.709072","-43.894872","-21.709072","1360","1360","Arvoreta em fenda de rocha, ca. 1,2 m alt. Folhas discolores com a face abaxial mais clara. Perianto e estames alvos.; Campo rupestre. Próximo a curso d'água. Solo arenoso.","SPF00209238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-13 11:18:26-03","USP","SPF","73129","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Zickel, CS","1997","08",NA,"Handro, O","s.n.","1935","11",NA,"Brasil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"SPF00073129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-13 11:18:26-03","USP","SPF","183339","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Schumm, L","2004","09",NA,"Schumm, L","69","2004","08",NA,"Brasil","Minas Gerais","Bocaina de Minas","Parque Nacional do Itatiaia","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,"SPF00183339",NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA
"138","2019-11-13 11:18:26-03","USP","SPF","190924","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, JR","2011",NA,NA,"Ferreira, FM","1020","2006","03","08","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"SPF00190924",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"139","2019-11-13 11:18:26-03","USP","SPF","128066","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, JR","1998",NA,NA,"Sano, PT","627","1997","10","23","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"SPF00128066",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"140","2019-11-13 11:18:26-03","USP","SPF","60550","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, JR","1988",NA,NA,"Menezes, NL","CFSC11101","1988","05","01","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"SPF00060550",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"141","2019-11-13 11:18:26-03","USP","SPF","63579","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Zappi, DC","1987","09",NA,"Salimena-Pires, FRG","CFSC10745","1987","10","09","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"SPF00063579",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"142","2019-11-13 11:18:25-03","USP","SPF","108134","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Zickel, CS","1997","08",NA,"Souza, VC","9086","1995","09","04","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"SPF00108134",NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"143","2021-03-25 13:52:01-03","UNIVILLE","JOI","3485","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","F.C.S. Vieira","2005","06","30","F.C.S. Vieira","1065","2005","04","25","Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"; HABITAT: terrestre; HABITO: arvoreta","JOI003485","JOI003485",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"144","2019-10-07 09:36:15-03","UEFS","HUEFS","16638","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Roderjan, C.V.","1079","1992","10","22","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,"1200","1200",NA,"HUEFS0016638","HUEFS0016638","Angiospermae","Oxalidales",NA,NA,NA,"17116","auto",NA,"Rosanae",NA,NA,NA
"145","2019-09-04 19:39:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"G. Gardner","5722",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"Type [status unknown]","South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"146","2018-05-14 16:37:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,"RRC ID Flag",NA,NA,NA,"N. L. D. Menezes","11101","1988","5","1","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"CFSC 11101","Dicotyledoneae",NA,NA,NA
"147","2019-01-22 17:58:59-02","F","FMNH-SEEDPLANTS","V0063225F","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"G. Gardner","5722",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0063225F","V0063225F_01","Spermatophyta",NA,"Type [status unknown]","South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"148","2015-08-19 12:44:03-03","F","FMNH-SEEDPLANTS","V0331047F","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0331047F","V0331047F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"149","2016-06-29 15:43:30-03","F","FMNH-SEEDPLANTS","V0334874F","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0334874F","V0334874F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"150","2016-06-29 15:45:48-03","F","FMNH-SEEDPLANTS","V0334875F","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0334875F","V0334875F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"151","2016-06-29 15:43:15-03","F","FMNH-SEEDPLANTS","V0334876F","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0334876F","V0334876F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"152","2016-06-29 15:45:46-03","F","FMNH-SEEDPLANTS","V0334877F","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0334877F","V0334877F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"153","2019-01-25 15:34:34-02","IAC","IAC","19530","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","C.S. Zickel","1997","08","21","H.M. Souza","s/nº","1967","10","24","Brasil","São Paulo","Caraguatatuba","Alto da Serra","-45.4131","-23.6203","-45.4131","-23.6203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-07-23 12:04:01-03","CEPLAC","CEPEC","145589","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,"Schumm, L.",NA,NA,NA,"Schumm, L.","69",NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA
"155","2020-07-23 12:04:01-03","CEPLAC","CEPEC","132998","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,"A. C. Brade",NA,NA,NA,"A. B. Pereira","15","1982","02","08","Brasil","Rio de Janeiro","rio de janeiro","Pico da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"30/12/1951",NA
"156","2020-07-23 12:04:01-03","CEPLAC","CEPEC","132735","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,"L. A. F. de Carvalho",NA,NA,NA,"L. A. F. de Carvalho","47","2002","04","04","Brasil","São Paulo","itapetininga","Rodovia Raposo Tavares.","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,"30/12/1974",NA
"157","2016-08-23 10:59:07-03","NHMLondon","NHM-LONDON-BOT","BM000600533","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"George Gardner; b.1812; d.1849; Gardner","5722","1841","03",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/01f9541319a72f7bbd8cbbed429f2098c468f6b2/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4982344"
