"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","imagecode","order","individualCount","fieldNumber","class","typeStatus"
"11","2020-06-30 18:33:05-03","UFJF","CESJ","53211-B","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","H.C.S. Gomes; L.M. Rocha; T.S. Siviero","48","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre arbusto cerca de 3,5m altura. Coletado a mais ou menos 1,7 m do chão, ocorre no arbusto todo. Em mistura com Leucoloma tortellum (A). Planta em A","CESJ53211B","03","12","Parque Estadual do Ibitipoca, Entrada da Mata Grande","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","05","30417","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-06-30 18:33:05-03","UFJF","CESJ","53117-E","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; A.P. Luizi-Ponzo; A.G.S. Duarte","26","2008","América do Sul","Brasil","Minas Gerais",NA,"Tronco, ca. de 1m acima do solo, sombra. Em mistura com Phyllogonium viride (A), Radula kegelli (B), Plagiochila bifaria (C), Metzgeria albinea (D). Planta em A","CESJ53117E","09","05","Parque Estadual do Ibitipoca, Entrada da Mata Grande próxima ao Monjolim","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2008","10","30417","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-06-30 18:33:05-03","UFJF","CESJ","53222-B","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","H.C.S. Gomes; L.M. Rocha; T.S. Siviero","59","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre árvore, mais ou menos 1,7 m do solo. Em mistura com Metzgeria albinea (A). Planta em A","CESJ53222B","03","12","Parque Estadual do Ibitipoca, Mata Grande","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","05","30417","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-06-30 18:33:05-03","UFJF","CESJ","53245-B","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","T.S. Siviero","H.C.S. Gomes; L.M. Rocha; T.S. Siviero","82","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre tronco de árvore, mais ou menos 1,5m do solo. Em mistura com Plagiochila micropteryx (A) Planta em A","CESJ53245B","03","12","Parque Estadual do Ibitipoca, Mata Grande","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","05","30417","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-30 18:33:05-03","UFJF","CESJ","54113-B","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; L.M. Rocha; H.C.S. Gomes","106","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre tronco em decomposição. Em mistura com Taxithelium planum (A). Planta em A","CESJ54113B","06","17","Parque Estadual do Ibitipoca, Mata Grande","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","12","30417","auto","07",NA,NA,NA,NA,NA,NA
"16","2020-06-30 18:33:05-03","UFJF","CESJ","54509-D","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifisa","Trichocolea brevifisa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; H.C.S. Gomes; K.B.L. Baldini","240","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre árvore. Em mistura com Herbertus angustevittatus (A), Bazzania aurescens (B), Plagiochila micropteryx (C). Planta em A","CESJ54509D","09","02","Parque Estadual do Ibitipoca, Gruta das 3 Arcos, no arco que está a direita","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","11","30417","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-06-30 18:33:05-03","UFJF","CESJ","54513-B","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; H.C.S. Gomes; K.B.L. Baldini","244","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre solo. Em mistura com Lophocolea martiana (A). Planta em A e B","CESJ54513B","09","02","Parque Estadual do Ibitipoca, Gruta das 3 Arcos, no arco que está a direita","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","11","30417","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-30 18:33:05-03","UFJF","CESJ","54127-A","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; L.M. Rocha; H.C.S. Gomes","120","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre tronco em decomposição. Em mistura com Leucoloma tortellum (B)","CESJ54127A","06","17","Parque Estadual do Ibitipoca, Mata Grande","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","10","30417","auto","13",NA,NA,NA,NA,NA,NA
"19","2020-06-30 18:33:05-03","UFJF","CESJ","54128-B","PreservedSpecimen","Plantae","Hepática","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; L.M. Rocha; H.C.S. Gomes","121","2009","América do Sul","Brasil","Minas Gerais",NA,"Sobre tronco em decomposição. Em mistura com Lophocolea martiana (A). Planta em A","CESJ54128B","06","17","Parque Estadual do Ibitipoca, Mata Grande","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,"2009","07","30417","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:06:59-03","FURB","FURB","55335","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Gonzatti, F","3226","2016",NA,"Brasil","Santa Catarina",NA,"Habitat: Musgo; epífeta e sobre húmus, em floreta Ombrófila Mista; raizés de dicksonia; interior de mata de enconsta.","FURB55335","12","12",NA,"-49.9317016601562","-28.2938995361328",NA,"São Joaquim",NA,NA,NA,"2017","05","48290","auto",NA,"FURB55335",NA,NA,NA,NA,NA
"21","2021-03-16 17:55:58-03","UCS","HUCS","47601","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Gonzatti, F.","4036","2017",NA,"Brasil","Rio de Janeiro",NA,"Erva crescendo em solo humoso de mata nebular, transição em campo rupestre, junto à regato. Subida para portaria Rebouças",NA,"11","19","Parque Nacional do Itatiaia","-44.732778","-22.361111","2200","Itatiaia","-44.732778","-22.361111","2200","2018","11",NA,NA,NA,NA,"Jungermanniales",NA,NA,NA,NA
"22","2021-03-16 17:55:58-03","UCS","HUCS","47600","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Gonzatti, F.","4037","2017",NA,"Brasil","Rio de Janeiro",NA,"Erva sobre solo humoso, transição entre mata nebular e campo rupestre, junto à regato",NA,"11","19","Parque Nacional do Itatiaia","-44.732778","-22.361111","2200","Itatiaia","-44.732778","-22.361111","2200","2018","11",NA,NA,NA,NA,"Jungermanniales",NA,NA,NA,NA
"23","2021-03-16 17:55:58-03","UCS","HUCS","47552","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Gonzatti, F.","3747","2017",NA,"Brasil","Santa Catarina",NA,"Sobre lageados do alto do Tabuleiro, campo de altitude, pleno sol",NA,"07","29","Serra do Tabuleiro","-48.898889","-27.821833","1200","São Bonifácio","-48.898889","-27.821833","1200","2018","11",NA,NA,NA,NA,"Jungermanniales",NA,NA,NA,NA
"24","2021-03-16 17:55:58-03","UCS","HUCS","44860","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Vianna, E.C.","2477","1967",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"02","09",NA,"-44.5633010864258","-22.4960994720459",NA,"Itatiaia",NA,NA,NA,"2015","06","19648","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"25","2021-03-16 17:55:58-03","UCS","HUCS","44870","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","1375","1982",NA,"Brasil","Rio Grande do Sul",NA,"epífita",NA,"04","11","Aparrados da Serra","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"26","2021-03-16 17:55:58-03","UCS","HUCS","44873","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","1327","1982",NA,"Brasil","Rio Grande do Sul",NA,"interior de mata, epífita",NA,"01","11","Fortaleza dos aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"27","2021-03-16 17:55:58-03","UCS","HUCS","44861","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","927","1981",NA,"Brasil","Rio Grande do Sul",NA,"sobre tronco podre caído no mato",NA,"09","18","Fortaleza dos aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"28","2021-03-16 17:55:58-03","UCS","HUCS","44871","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","1346","1982",NA,"Brasil","Rio Grande do Sul",NA,"interior do perau, em rocha",NA,"04","10","Fortaleza dos aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"29","2021-03-16 17:55:58-03","UCS","HUCS","44872","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","908","1981",NA,"Brasil","Rio Grande do Sul",NA,"sobre tronco de árvore, na mata",NA,"09","18","Fortaleza dos aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"30","2021-03-16 17:55:58-03","UCS","HUCS","44867","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Vianna, E.C.","2318","1971",NA,"Brasil","Rio Grande do Sul",NA,"sobre tronco de árvore em mato úmido",NA,"12","03","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"31","2021-03-16 17:55:58-03","UCS","HUCS","44858","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","1618","1982",NA,"Brasil","Rio Grande do Sul",NA,"epífita",NA,"09","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"32","2021-03-16 17:55:58-03","UCS","HUCS","44869","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","2327","1983",NA,"Brasil","Rio Grande do Sul",NA,"Cortícola",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"33","2021-03-16 17:55:58-03","UCS","HUCS","44874","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","2404","1983",NA,"Brasil","Rio Grande do Sul",NA,"Cortícola",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"34","2021-03-16 17:55:58-03","UCS","HUCS","44865","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Vianna, E.C.","3227","1976",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"10","03","Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"35","2021-03-16 17:55:58-03","UCS","HUCS","44864","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","1436","1982",NA,"Brasil","Rio Grande do Sul",NA,"epífita, em mata",NA,"04","20","Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"36","2021-03-16 17:55:58-03","UCS","HUCS","44863","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","2389","1983",NA,"Brasil","Rio Grande do Sul",NA,"em pedra com humus",NA,"02","08","Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"37","2021-03-16 17:55:58-03","UCS","HUCS","44862","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","488","1980",NA,"Brasil","Rio Grande do Sul",NA,"sobre tronco de Araucária",NA,"12","29","Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"38","2021-03-16 17:55:58-03","UCS","HUCS","44875","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","941","1981",NA,"Brasil","Rio Grande do Sul",NA,"em barranco rochoso junto à cascatinha, em beira da estrada",NA,"09","19","São José dos Ausentes","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"39","2021-03-16 17:55:58-03","UCS","HUCS","44859","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","3493","1983",NA,"Brasil","Rio Grande do Sul",NA,"epífita",NA,"10","29","Serra da rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"40","2021-03-16 17:55:58-03","UCS","HUCS","44868","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Bueno, R.","3500","1983",NA,"Brasil","Rio Grande do Sul",NA,"Epífita",NA,"10","29","Serra da rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"41","2021-03-16 17:55:58-03","UCS","HUCS","44866","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Vianna, E.C.","451","1969",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"12","20","Tainhas","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,"Jungermanniales",NA,NA,NA,NA
"42","2021-03-16 17:55:58-03","UCS","HUCS","31123","PreservedSpecimen","Plantae","Bryophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Yano, O.","Sartori, M.","160","2007",NA,"Brasil","Rio Grande do Sul",NA,"sobre xaxim",NA,"05","05","Vila Seca, Fazenda Três Lagoas","-51.1794013977051","-29.1681003570557","780","Caxias do Sul",NA,NA,"780","2008","12","49662","auto","15",NA,"Jungermanniales",NA,NA,NA,NA
"43","2020-12-21 16:46:29-03","MBM","MBM","129995","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D. Griffin, I.I.I.","Kummrow, R.; Soares, A.A.; Soares, A.A.","3122","1988","Southern America","Brazil","Paraná",NA,NA,"MBM129995","12","03","Represa de Vossoroca","-49.1988983154297","-25.9281005859375",NA,"Tijucas do Sul",NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:46:29-03","MBM","MBM","353088","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Yano, O.","Sartori, M.","160","2007","Southern America","Brazil","Rio Grande do Sul",NA,"Sobre xaxim","MBM353088","05","05","Vila Seca, Faz. Três Lagoas","-51.1794013977051","-29.1681003570557","780","Caxias do Sul",NA,NA,"780","2008","12","49662","auto","15",NA,NA,NA,NA,NA,NA
"45","2019-05-02 10:55:57-03","IBt","SP-BRYOPHYTA","132866","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa",NA,"Váña, J.","Vital, D.M.","7717","1977","Southern America","BRASIL","São Paulo",NA,"in partial shade on bank, along road São Miguel Arcanjo - Sete Barras, Km 62","SP069502","12","01","Reserva Florestal Carlos Botelho","-47.997222","-23.878333","660","São Miguel Arcanjo","-47.997222","-23.878333","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-05-02 10:55:57-03","IBt","SP-BRYOPHYTA","191109","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa",NA,"Peralta, D.F.","Yano, O.; Wanderley, M.G.L.","8985","1984","Southern America","BRASIL","São Paulo",NA,"Sobre Plagiochila no tronco vivo, mata úmida","SP086095","06","12","Ilha do Cardoso","-47.939722","-25.016389","20","Cananéia","-47.939722","-25.016389","20","2009","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-05-02 10:55:57-03","IBt","SP-BRYOPHYTA","207862","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa",NA,"Peralta, D.F.","Vital, D.M.","12918","1985","Southern America","BRASIL","São Paulo",NA,"Ca 1m up on bark of a tree trunk in a virgin forest, near the top of morro da Costela","SP089334","04","24","Ilha do Cardoso","-47.939722","-25.016389","20","Cananéia","-47.939722","-25.016389","20","2009","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:21:56-03","UFPR","UPCB","90659","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa",NA,"dos Santos, E.L.","Dos Santos, E.L. | Peralta, D.F.","553","2015",NA,"Brasil","Paraná",NA,NA,NA,"06","18","Parque Estadual Pico do Marumbi, Morro do Canal.","-48.585833","-25.305556","1200","Morretes","-48.585833","-25.305556","1200","2015","04",NA,NA,"18",NA,NA,NA,NA,NA,NA
"49","2012-05-25 17:24:00-03","MO","MOBOT","100475461","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.",NA,"Alfons Schäfer-Verwimp","Schäfer-Verwimp 13553","1990","South America","Brazil","Santa Catarina",NA,NA,NA,"12","31","Serra do Rio do Rastro, Urubici, road to Morro da Igreja.","-49.4","-28.05","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2020-07-10 09:49:35-03","MBML","MBML-HERBARIO","18753",NA,"Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D. P. Costa/IX-2002","R.R. Vervloet; et al","954","2002",NA,"Brasil","Espírito Santo",NA,"Sobre solo arenoso do afloramento rochoso, junto com bromélias.","MBML018753","09","18","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Santa Teresa","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
