"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","imagecode","order","individualCount","fieldNumber","class","typeStatus"
"106","2021-02-08 12:50:35-03","UFRGS","ICN","058362","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3526","1989","América do Sul","Brasil","RS",NA,"Epifito",NA,"10","29","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:50:35-03","UFRGS","ICN","010868","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","868","1969","América do Sul","Brasil","RS",NA,"local úmido",NA,"04","27",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,NA,"2015","06","16452","auto",NA,NA,NA,NA,NA,NA,NA
"108","2021-02-08 12:50:35-03","UFRGS","ICN","058347","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3510","1983","América do Sul","Brasil","RS",NA,"epifito",NA,"10","29","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:50:35-03","UFRGS","ICN","058338","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3500","1983","América do Sul","Brasil","RS",NA,"epifito",NA,"10","29","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:50:35-03","UFRGS","ICN","058331","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3493","1983","América do Sul","Brasil","RS",NA,"epifito",NA,"10","29","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:50:35-03","UFRGS","ICN","058322","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3484","1983","América do Sul","Brasil","RS",NA,"epifito",NA,"10","29","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:50:35-03","UFRGS","ICN","039308","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1334","1982","América do Sul","Brasil","RS",NA,"Em enraizamento",NA,"04","09","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:50:35-03","UFRGS","ICN","037789","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","927","1981","América do Sul","Brasil","RS",NA,"sobre tronco podre caído no mato",NA,"09","18","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:50:35-03","UFRGS","ICN","038194","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","546","1981","América do Sul","Brasil","RS",NA,NA,NA,"05","02","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-02-08 12:50:35-03","UFRGS","ICN","038201","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1816","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"09","07","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"116","2021-02-08 12:50:35-03","UFRGS","ICN","037523","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","488","1980","América do Sul","Brasil","RS",NA,"sobre tronco de araucaria associada com Plagio chila rn 37524 bazzaria rn 37525",NA,"12","29","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"117","2021-02-08 12:50:35-03","UFRGS","ICN","038073","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2092","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"11","28","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:50:35-03","UFRGS","ICN","038076","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2095","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"11","28","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:50:35-03","UFRGS","ICN","038374","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1448","1982","América do Sul","Brasil","RS",NA,"Mato à direita da casa do Sr. Marçal, junto com rn 38373-38375",NA,"04","20","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:50:35-03","UFRGS","ICN","038507","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2327","1983","América do Sul","Brasil","RS",NA,"Corticola",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-02-08 12:50:35-03","UFRGS","ICN","038557","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2377","1983","América do Sul","Brasil","RS",NA,"corticola",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-02-08 12:50:35-03","UFRGS","ICN","038569","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2389","1983","América do Sul","Brasil","RS",NA,"Em pedra com humus",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"123","2021-02-08 12:50:35-03","UFRGS","ICN","037635","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1437","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, matinho à direita da estrada Cambará-Praia Grande, via faxinal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"124","2021-02-08 12:50:35-03","UFRGS","ICN","038394","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1455","1982","América do Sul","Brasil","RS",NA,"Em tronco",NA,"04","20","Itaimbézinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"125","2021-02-08 12:50:35-03","UFRGS","ICN","037633","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1436","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"126","2021-02-08 12:50:35-03","UFRGS","ICN","038460","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1476","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"127","2021-02-08 12:50:35-03","UFRGS","ICN","038400","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1461","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"128","2021-02-08 12:50:35-03","UFRGS","ICN","038409","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1468","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:50:35-03","UFRGS","ICN","012343","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","2343","1971","América do Sul","Brasil","RS",NA,"em mato, na base do tronco de árvore",NA,"12","03","Itaimbézinho; paradouro","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 12:50:35-03","UFRGS","ICN","038204","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","548","1981","América do Sul","Brasil","RS",NA,NA,NA,"05","02","Itaimbezinho, próximo à curva da estrada que vai ao Malacara","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:50:35-03","UFRGS","ICN","038203","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","547","1981","América do Sul","Brasil","RS",NA,NA,NA,"05","02","Itaimbezinho, próximo à curva da estrada que vai ao Malacara","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:50:35-03","UFRGS","ICN","011584","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Baptista, LRM","s.n.","1971","América do Sul","Brasil","RS",NA,"sobre árvore, em pinhal próximo às margens da nascentes do Rio das Antas",NA,"12","04","Serra da Rocinha","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:50:35-03","UFRGS","ICN","010993","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","993","1969","América do Sul","Brasil","RS",NA,NA,NA,"12","20","Tainhas","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:50:35-03","UFRGS","ICN","010451","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","451","1969","América do Sul","Brasil","RS",NA,NA,NA,"12","20","Tainhas","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:50:35-03","UFRGS","ICN","011458","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Oliveira, P","s.n.","1969","América do Sul","Brasil","RS",NA,"sobre tronco de árvores vivas",NA,"04","27",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,NA,"2015","06","16452","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:50:35-03","UFRGS","ICN","010977","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","; Peralta, DF","Vianna, EC","977","1965","América do Sul","Brasil","RS",NA,NA,NA,"05","15",NA,"-50.8739013671875","-29.3785991668701",NA,"Gramado",NA,NA,NA,"2015","06","13851","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:50:35-03","UFRGS","ICN","010303","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","303","1969","América do Sul","Brasil","RS",NA,NA,NA,"04","26","Dr. Nells","-50.8739013671875","-29.3785991668701",NA,"Gramado",NA,NA,NA,"2015","06","13851","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-02-08 12:50:35-03","UFRGS","ICN","097046","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Lemos Michel, E","1094","1991","América do Sul","Brasil","RS",NA,"epifito sobre tronco",NA,"10","25",NA,"-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2018",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"139","2021-02-08 12:50:35-03","UFRGS","ICN","058004","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","5305","1950","América do Sul","Brasil","RS",NA,"in humus in silva com bazzania",NA,"12","18","Serra do Faxinal","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"140","2021-02-08 12:50:35-03","UFRGS","ICN","058001","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","6981","1957","América do Sul","Brasil","SC",NA,"ah humum",NA,"01","16","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,"Bom Retiro",NA,NA,NA,"2015","06","35974","auto",NA,NA,NA,NA,NA,NA,NA
"141","2021-02-08 12:50:35-03","UFRGS","ICN","011810","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","4685","1949","América do Sul","Brasil","RS",NA,"alt. 800m",NA,"12","27",NA,"-50.8739013671875","-29.3785991668701",NA,"Gramado",NA,NA,NA,"2015","06","13851","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-02-08 12:50:35-03","UFRGS","ICN","011054","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Oliveira, P","s.n.","1969","América do Sul","Brasil","RS",NA,NA,NA,"04","26","Dr. Nells","-50.8739013671875","-29.3785991668701",NA,"Gramado",NA,NA,NA,"2015","06","13851","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-02-08 12:50:35-03","UFRGS","ICN","058005","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","4581","1969","América do Sul","Brasil","RS",NA,"In humus in silva",NA,"12","18",NA,"-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-02-08 12:50:35-03","UFRGS","ICN","039999","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","6155","1950","América do Sul","Brasil","RS",NA,"In humuns",NA,"12","18","Faxinal","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-02-08 12:50:35-03","UFRGS","ICN","011936","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","6808","1956","América do Sul","Brasil","RS",NA,"alt 900m",NA,"02","14","Itaimbezinho","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-02-08 12:50:35-03","UFRGS","ICN","037392","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","304","1980","América do Sul","Brasil","RS",NA,"epifito, 1000m alt.",NA,"02","26","Reserva do IBDF","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"147","2021-02-08 12:50:35-03","UFRGS","ICN","012565","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Lorscheitter, ML","s.n.","1973","América do Sul","Brasil","RS",NA,"sobre tronco",NA,"04","15","Reserva do IBDF","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"148","2021-02-08 12:50:35-03","UFRGS","ICN","012576","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Lorscheitter, ML","s.n.","1973","América do Sul","Brasil","RS",NA,"sobre tronco de árvore, na beira do mato",NA,"04","15","Reserva do IBDF","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2015","06","76715","auto",NA,NA,NA,NA,NA,NA,NA
"149","2014-09-23 10:59:50-03","G","G","G00043990","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","?","Ule, E. H. G.","393",NA,"AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=134336&base=img&lang=en","G00043990",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,"G00043990",NA,NA,NA,NA,"TYPUS of Trichocolea brevifissa Steph."
"150","2014-09-23 10:59:50-03","G","G","G00043991","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","?","Dusén, P. K. H.","367","1902","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=134339&base=img&lang=en","G00043991","05","15",NA,"-42.9125","-22.48222222","2100",NA,"-42.9125","-22.48222222","2100",NA,NA,NA,NA,NA,"G00043991",NA,NA,NA,NA,"TYPUS of Trichocolea brevifissa Steph."
"151","2014-09-23 10:59:50-03","G","G","G00043992","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","?","Ule, E. H. G.","342",NA,"AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=134340&base=img&lang=en","G00043992",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,"G00043992",NA,NA,NA,NA,"TYPUS of Trichocolea brevifissa Steph."
"152","2014-09-23 10:59:50-03","G","G","G00113316","S","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","?","Ule, E. H. G.","460","1894","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=147551&base=img&lang=en","G00113316",NA,"00",NA,"-42.9125","-22.48222222","2100",NA,"-42.9125","-22.48222222","2100",NA,NA,NA,NA,NA,"G00113316",NA,NA,NA,NA,"TYPUS of Trichocolea brevifissa Steph."
"153","2014-09-23 10:59:50-03","G","G","G00113403","S","Plantae",NA,"Trichocoleaceae","Trichocolea","subquadrata","Trichocolea subquadrata","Steph.","?","Puiggari, J. I.",NA,NA,"AMERIQUE DU SUD","Brazil","São Paulo",NA,"Coordinate uncertainty: Precision undefined Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=146669&base=img&lang=en","G00113403",NA,NA,NA,"-48.84416667","-24.51055556",NA,"Apiaí","-48.84416667","-24.51055556",NA,NA,NA,NA,NA,NA,"G00113403",NA,NA,NA,NA,"TYPUS of Trichocolea subquadrata Steph."
"154","2014-09-23 10:59:50-03","G","G","G00113472","S","Plantae",NA,"Trichocoleaceae","Trichocolea","subquadrata","Trichocolea subquadrata","Steph.","?","Schwacke, C. A. W.",NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=147030&base=img&lang=en","G00113472",NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,"G00113472",NA,NA,NA,NA,"TYPUS of Trichocolea subquadrata Steph."
