"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"14","2015-07-02 14:01:28-03","JBP","HPL","2386","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","178","1998",NA,"Brasil","BA","Maraú","BR-101 estrada na direção para Travessão a cerca de 2km da mesma.","-39.0147","-14.1031",NA,NA,NA,NA,"07","26","47076",NA,NA,"auto","1998","07","26",NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:01:28-03","JBP","HPL","12113","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis",NA,"E. Franco","E. Franco","75","2009",NA,"Brasil","SP","Nova Odessa","Coletado e cultivado na arborização urbana; Avenida Brasil.","-47.29","-22.77",NA,NA,NA,NA,"09","10","8440",NA,NA,"auto","2009","09","10",NA,NA,NA,NA,NA,NA,NA
"16","2015-07-02 14:01:28-03","JBP","HPL","2388","S","Plantae",NA,NA,"Combretaceae","Terminalia","aff. januariensis","Terminalia aff. januariensis","DC.","Dra Marqueti","H. Lorenzi","1749","1998",NA,"Brasil","SP","Leme","Coletada na Usina Cresciumal.","-47.39","-22.18",NA,NA,NA,NA,"02","02","20942",NA,NA,"auto","1998","02","02",NA,NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:37:54-02","BGBM","B","B 18 0004022","S","Plantae",NA,NA,"Combretaceae","Terminalia","grandialata","Terminalia grandialata","Eichler",NA,"Schenk","4935",NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180004022 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180004022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:36:42-02","IPA","IPA","5422","S","Plantae","Plantae",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Exell, A.","Magalhães, M.","4801","1952","Southern America","Brasil","Pernambuco","Floresta","Serra Negra, mata.","-38.5685997009277","-8.60111045837402",NA,"Árvore até ca. 25m. Caule castanho-claro. Casca largando em capas. Frequente.","IPA0005422",NA,"07","02","87756",NA,NA,"auto","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:16:41-03","UFV","VIC","1013","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Marquete, N.; Teixeira, J.","Mexia, Y.","5348",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"VIC001013","VIC001013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:16:41-03","UFV","VIC","13610","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Marquete, N.","Mota, A.L.P.; et al.","s.n.",NA,NA,"Brasil","Minas Gerais",NA,"Triângulo Mineiro",NA,NA,NA,"Ind. 8399.","VIC013610","VIC013610",NA,NA,NA,NA,NA,NA,"2014","07","02",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:16:41-03","UFV","VIC","2441","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Marquete, N.; Teixeira, J.","Kuhlmann, J.G.","s.n.","1935",NA,"Brasil","Minas Gerais","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002441","VIC002441","12","03","13937",NA,NA,"auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:33:25-03","UFJF","CESJ","63408","PreservedSpecimen","Plantae","Angiosperma",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"F.R.G. Salimena","s.n.","2012","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Campus da UFJF, ICB.","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 10 m, frutos sâmaras. Material exclusivo da carpoteca.","CESJ063408",NA,"08",NA,"36144",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-10 17:51:52-03","UNICAMP","UEC","147663","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Campos, MCR","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","328","2006",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0449, altura 6m","UEC001036","UEC001036","05","06",NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-10 17:51:52-03","UNICAMP","UEC","148835","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Aranha, BA","Aranha, BA","520","2007",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, parcela J, 380- msm","-45.144908","-23.617747",NA,NA,"UEC001035","UEC001035","01","15",NA,NA,NA,NA,NA,NA,NA,"-45.144908","-23.617747",NA,NA,NA,NA,NA
"25","2021-03-01 16:28:29-03","UNICAMP","UEC","161072","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","110","2010",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Sera do Mar, Mata atlântica, 50-90msm","-45.522222","-23.625833",NA,"Árvore com 3m.","UEC001038","UEC001038","06","01",NA,NA,NA,NA,NA,NA,NA,"-45.522222","-23.625833",NA,NA,NA,NA,NA
"26","2021-03-01 16:28:29-03","UNICAMP","UEC","169975","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Rochelle, ALC","Rochelle, ALC","J1530",NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Bairro Taquaral, Floresta Ombrófila Densa Submontana, -450 msm","-45.084167","-23.366667",NA,"Indivíduo J1530 da parcela J do Projeto Temático BIOTA-Gradiente funcional.","UEC041747","UEC041747",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.084167","-23.366667",NA,NA,NA,NA,NA
"27","2021-03-01 16:28:29-03","UNICAMP","UEC","201782","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.",NA,"?","s.n.","1993",NA,"Suriname",NA,NA,NA,NA,NA,NA,"Frutos cairam em abril.","UEC189851","UEC189851","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:28:29-03","UNICAMP","UEC","161506","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Tamashiro, JY; Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","330","2011",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual, Floresta Ombrófila Densa Montana, -999 msm","-45.945278","-23.330333",NA,"Material vegetativo. Cerca de 10m de altura e 1 indivíduo distribuido em 1 ha.","UEC024909","UEC024909","01","25",NA,NA,NA,NA,NA,NA,NA,"-45.945278","-23.330333",NA,NA,NA,NA,NA
"29","2021-03-01 16:28:29-03","UNICAMP","UEC","38905","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Heringer, EP","Heringer, EP","18425","1983",NA,"Brazil","Distrito Federal","Brasília","Estação Experimental de Biologia da UNB","-47.9296989440918","-15.7797002792358",NA,"Arbusto Ornamental, muda porocedente de fora, local ignorado. Plantado pelo prof. Labouriau.","UEC001033","UEC001033","10","23","70570",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-10 17:51:52-03","UNICAMP","UEC","202034","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Couolorcet","?","s.n.",NA,NA,"Brazil","São Paulo","Campinas","IAC","-47.060001373291","-22.8999996185303",NA,NA,"UEC079352","UEC079352",NA,NA,"23900",NA,NA,"auto","1991","07","11",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:28:29-03","UNICAMP","UEC","20889","S","Plantae","Magnoliopsida",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","A.DC.","Marquete, N","Tamashiro, JY; Silva, AF","10556","1979",NA,"Brazil","São Paulo","Ubatuba","Estacção Experimental do IAC","-45.0699996948242","-23.4300003051758",NA,"árvore ca. 25m, com frutos","UEC127516","UEC127516","10","16","34265",NA,NA,"auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-27 17:09:52-03","UFPB","JPB","33008","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Melo, E de; França, F","3196","1999","Southern America","Brasil","Bahia","Jaguaquara","Área do EBDA, ca. 6Km W do entroncamento da BR 116.&nf;Mata de Cipó antropizada.","-41.083333","-13.526389",NA,"; DESC: Árvore, ca. 9m. Ramos pendentes. Folhas coriáceas discolores. Frutos imaturos verde-claro.",NA,NA,"12","05",NA,"780","780",NA,NA,NA,NA,"-41.083333","-13.526389",NA,NA,NA,NA,NA
"33","2014-10-14 15:56:49-03","BS","M","M-0146701","S","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M0146701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"34","2020-06-29 09:30:04-03","UFRRJ","RBR","39421","S","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"F.C. Nettesheim","234","2005",NA,"Brazil","Rio de Janeiro","Mangaratiba, Ilha da Marambaia","Bravo 6, L9-5.",NA,NA,NA,NA,"RBR00039421","RBR00039421","07","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:30:04-03","UFRRJ","RBR","26021","S","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"H.C. Rodrigues","s/nº","1994",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 2 Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026021","RBR00026021","05","14","25743",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:30:04-03","UFRRJ","RBR","26022","S","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"H.C. Rodrigues","s/nº","1994",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026022","RBR00026022","06","11","25743",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 09:30:04-03","UFRRJ","RBR","26020","S","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"H.C. Rodrigues","s/nº","1994",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026020","RBR00026020","03","21","25743",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:30:04-03","UFRRJ","RBR","6876","S","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"C.S.R. Pardo","69","1998",NA,"Brasil","Rio de Janeiro","Teresópolis","Trilha Primavera, Km 0,29. Parque Nacional da Serra do Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"RBR00006876","RBR00006876 RBR00006876_1","06","10","38539",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2013-04-01 09:20:09-03","IPT","BCTW","3838","S","Plantae","Magnoliophyta",NA,NA,"Terminalia","januarensis","Terminalia januarensis","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"40","2013-04-01 09:20:09-03","IPT","BCTW","11538","S","Plantae","Magnoliophyta",NA,NA,"Terminalia","januarensis","Terminalia januarensis","DC.",NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"41","2013-04-01 09:20:09-03","IPT","BCTW","12248","S","Plantae","Magnoliophyta",NA,NA,"Terminalia","januarensis","Terminalia januarensis","DC.",NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"42","2013-04-01 09:20:09-03","IPT","BCTW","2771","S","Plantae","Magnoliophyta",NA,NA,"Terminalia","januarensis","Terminalia januarensis","DC.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Coronel Pacheco",NA,"-43.2656","-21.5878",NA,NA,NA,NA,NA,NA,"10350",NA,NA,"auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"43","2013-04-01 09:20:09-03","IPT","BCTW","8013","S","Plantae","Magnoliophyta",NA,NA,"Terminalia","januarensis","Terminalia januarensis","DC.",NA,NA,NA,NA,NA,"Brasil","Espírito Santo","São Mateus",NA,"-39.8589","-18.7161",NA,NA,NA,NA,NA,NA,"56510",NA,NA,"auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"44","2021-03-21 19:33:45-03","UFC","EAC","63063","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Ribeiro, R.T.M.","Forzza, R.C.; Amorim, A.M.; Paixão, J.L.; Gomes, L.C.J.","5203","2008","Southern America","Brasil","Espírito Santo","Nova Venécia","área de proteção da Pedra do Elefante. Trilha principal na Mata do Fuxico","-40.443889","-18.776944",NA,"Árvore ca. 18 m alt. Frutos castanhos.; Floresta estacional semidecidual.","EAC0063063","EAC0063063","07","18",NA,"168","168",NA,"2018","08","13","-40.443889","-18.776944",NA,NA,NA,NA,NA
"45","2021-03-21 19:33:45-03","UFC","EAC","18873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Exell","Magalhães, M.","4801","1952","Southern America","Brasil","Pernambuco","Floresta","Sa. Negra","-38.5685997009277","-8.60111045837402",NA,"Árvore, ca. 25m, frequente, caule castanho-claro, casca largando em capas; Mata","EAC0018873","EAC0018873","07","02","87756",NA,NA,"auto","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-21 19:33:45-03","UFC","EAC","63055","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Ribeiro, R.T.M.","Gomes, J.A.M.A.; Virillo, C.B.","598","2008","Southern America","Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual do Mar, Núcleo Picinguaba)","-45.133953","-23.626383",NA,"Fruto lenhoso.; Floresta ombrófila densa submontana.","EAC0063055","EAC0063055","02","15",NA,"180","180",NA,"2019","06","18","-45.133953","-23.626383",NA,NA,NA,NA,NA
"47","2021-03-21 19:33:45-03","UFC","EAC","63064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Ribeiro, R.T.M.","Ramos, E.; Gonçalves, H.R.; Santos, S.","408","2006","Southern America","Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F","-45.142061","-23.635242",NA,"Árvore 15 m alt., PAP 46,5 cm.; Floresta ombrófila densa de terras baixas.","EAC0063064","EAC0063064","10","09",NA,"102","102",NA,"2019","06","18","-45.142061","-23.635242",NA,NA,NA,NA,NA
"48","2021-03-21 19:33:45-03","UFC","EAC","63098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Ribeiro, R.T.M.","Sousa, V.","42","1991","Southern America","Brasil","Espirito Santo","Domingos Martins","próximo ao Córrego do Cavalo; sentido Domingo Martins à Venda Nova; 30 m da BR 262","-40.6591987609863","-20.3633003234863",NA,"Arbóreo; terrestre; com 5 m; e 2 m de fuste; botão; fruto marrom.; Pasto.","EAC0063098","EAC0063098","03","19","48150",NA,NA,"auto","2019","06","18",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-21 19:33:45-03","UFC","EAC","63054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Ribeiro, R.T.M.","Cruz, T.A.","s.n.","2005","Southern America","Brasil","Espírito Santo","Santa Teresa","Bairro Alvorada","-40.6002998352051","-19.9356002807617",NA,"Frutos alados verdes. DAP 5 cm.; Mata do Museu.","EAC0063054","EAC0063054","03","10","23813",NA,NA,"auto","2018","08","13",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:21:10-03","MBM","MBM","105689","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Marquete, N.","Martinelli, G.; et al.; et al.","9979","1984","Southern America","Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,"MBM105689","MBM105689","10","10","20531",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:21:10-03","MBM","MBM","404860","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Marquete, R.","Gaui, T.D.","462","2015","Southern America","Brazil","Rio de Janeiro","Arraial do Cabo","Ilha do Farol, Conglomerado 357-1-1-6","-41.996389","-22.995",NA,"Árvore com 12 m de altura, base digitada, casca interna amarelada com envira, casca externa acinzentada, fina, reticulada, desprendimento da casa em placas lenhosas.; Floresta Ombrófila Densa, solo raso, com afloramentos rochosos.","MBM404860","MBM404860","09","24",NA,NA,NA,NA,"2015","11","17","-41.996389","-22.995",NA,NA,NA,NA,NA
"52","2019-11-01 15:33:05-03","PUC-RIO","FCAB","8144","PreservedSpecimen","Plantae",NA,"Angiospermae","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","J.M.A. Braga","J.M. Freire; R.R. Oliveira; B.L. Rosendo","106","2009",NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 3.1","-75.031917","-66.409722",NA,"Árvore com 9 m de altura, 36 cm de CAP.","FCAB008144",NA,"11","05",NA,"160","160",NA,NA,NA,NA,"-75.031917","-66.409722",NA,NA,NA,NA,NA
