"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"11","2020-11-04 11:15:04-03","ESALQ","ESA","128489","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Delfini, C.","889.0","2013","03","30",NA,"Brasil","São Paulo","Tapiraí","Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.",NA,"Individuo jovem, até 1m alt.","ESA128489",NA,"Mazine, F.F.","-47.29368","-24.01288",NA,NA,NA,NA,NA,"-47.29368","-24.01288","410","410",NA,NA,NA
"12","2020-11-04 11:15:04-03","ESALQ","ESA","76370","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Silva, J.M. et al.","3343.0","2001","03","23",NA,"Brasil","Paraná","Tunas do Paraná",NA,NA,NA,"ESA076370","ESA076370","Kuntz, J.","-49.0858001708984","-24.9743995666504","41885","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:15:04-03","ESALQ","ESA","123738","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Colletta, G.D. ; Ferreira, M.A.P.","1126.0","2013","05","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.",NA,"Árvore, 8m","ESA123738",NA,"Mazine, F.F.","-47.5","-23.9599990844727","41034","auto","2018","06","01",NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056532","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"J.M. Silva; E. Barbosa, E.F. Costa","3343","2001","3","23",NA,"Brazil","Parana","Tunas do Parana","estrada de Pacas o Parque das Lauraceas.",NA,"Coor from www.fallingrain.com/world; Arvore, 5m, flor alva.",NA,NA,"G. Hatschbach, 2001","-49.1","-24.9667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-14 10:03:40-03","FURB","FURB","46790","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Brotto, M.L.; Silva, J.M. & Mello, M.C.H.","1771","2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual da Lauráceas.",NA,NA,"FURB33847","FURB33847","Barbosa, E","-48.7169445","-24.8602778",NA,NA,"2014","09","09","-48.7169445","-24.8602778","950","950",NA,NA,NA
"16","2019-08-16 08:40:18-03","UTFPR","HCF","8832","S","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"J.M. Silva","3343","2001","03","23",NA,"Brasil","PR","Tunas do Paraná","Estrada de Pacas para o Parque das",NA,"árvore, 5 m, flor alva. Floresta atlântica.",NA,NA,"G. Hatschbach","-49.0858001708984","-24.9743995666504","41885","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:37:33-03","MBM","MBM","47557","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos","HOLOTYPE","Hatschbach, G.","7662","1961","01","22","Southern America","Brazil","Paraná","Campina Grande do Sul","Rio Pardinho, Rio Pardinho",NA,"Arvoreta da mata higrófila; Arvoreta.; Mata higrófila.","MBM047557","MBM047557","Mattos, J.R.","-49.0553016662598","-25.3055992126465","55154","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:37:33-03","MBM","MBM","8986","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"Hatschbach, G.","20283","1968","11","12","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria",NA,NA,"MBM008986","MBM008986","Hatschbach, G.","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:37:33-03","MBM","MBM","9619","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"Hatschbach, G.","20962","1969","01","30","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria",NA,NA,"MBM009619","MBM009619","Hatschbach, G.","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:37:33-03","MBM","MBM","251","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"Hatschbach, G.","10957","1964","02","10","Southern America","Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Rio Trindade",NA,NA,"MBM000251",NA,"Legrand, D.","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:37:33-03","MBM","MBM","20977","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"Hatschbach, G.","21695","1969","07","03","Southern America","Brazil","Paraná","Antonina","São Sebastião",NA,NA,"MBM020977","MBM020977","Hatschbach, G.","-48.7118988037109","-25.4286003112793","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:37:37-03","MBM","MBM","392166","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Brotto, M.L.; Silva, J.M.; Mello, M.C.H.; Silva, J.M.; Mello, M.C.H.","1771","2014","08","27","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas",NA,"Árvore de 5m; flores brancas e frutos.; Floresta Ombrófila Densa Montana.","MBM392166","MBM392166","Barboza, E.","-48.716833","-24.860333",NA,NA,"2014","09","09","-48.716833","-24.860333","950","950",NA,NA,NA
"23","2020-12-21 16:37:37-03","MBM","MBM","402787","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Brotto, M.L.","2291","2016","04","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra da Virgem Maria, vale do rio Pardinho",NA,"Árvore com 5m de altura, umbrófila de sub-bosque, pauciflora, folhas discolores, face adaxial verde escuro, abaxial verde claro. Flor branca.; Floresta Ombrófila Densa Montana.","MBM402787","MBM402787","Brotto, M.L.","-48.554167","-25.089444",NA,NA,"2016","04","15","-48.554167","-25.089444","750","750",NA,NA,NA
"24","2019-05-10 10:43:06-03","MNHN","RECOLNAT_MNHN_P","P06669375","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"Hatschbach, G.",NA,"1969","1","30",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Virgem Maria","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06669375' target='other'> <mi>dwc_moreinfo</mi></a>","P06669375","P06669375_01","Flores","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,"20962",NA
"25","2020-12-11 11:39:38-03","UFMG","BHCB","61532","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(N.F.Mattos) Sobral",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Paraná","Tunas do Paraná",NA,NA,NA,NA,NA,NA,"-49.0858001708984","-24.9743995666504","41885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-11 17:20:46-03","UFPR","UPCB","4626","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos","isotype","Hatschbach, G.","7662","1961","01","22",NA,"Brasil","Paraná","Campina Grande do Sul","Rio Pardinho",NA,"Arvoreta. Mata higrófila..","UPCB0002321","UPCB0002321","Mattos, J.R.","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:20:47-03","UFPR","UPCB","7600","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Hatschbach, G.","20962","1969","01","30",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Virgem Maria",NA,"Arvoreta, 4m x 10cm, flor alva. Mata pluvial, sombria, solo úmido base oriental da serra..","UPCB0002320","UPCB0002320","Matos, F.B.","-49.0553016662598","-25.3055992126465","55154","auto","2016","08",NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","3214826","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"J.M. Silva","Silva 3343","2002",NA,NA,"South America","Brazil","Paraná",NA,"Estrada de Pacas para o Pqrque das Lauraceas parana.",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","3216935","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Gert G. Hatschbach","Hatschbach 21695","1969","7","3","South America","Brazil","Paraná",NA,"S. Sebastião (mun. Antonina).",NA,NA,NA,NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3217486","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Gert G. Hatschbach","Hatschbach 20962","1969","1","30","South America","Brazil","Paraná",NA,"Mun. Campina Gde. do Sul. Serra Virgem Maria. Mata pluvial, sombria, solo umido, base oriental da serra.",NA,NA,NA,NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2705976","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"G. Hatschbach","20962","1969","1","30","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria",NA,NA,"US01902527","US01902527_01 US01902527_02",NA,"-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"32","2019-12-09 17:30:26-03","UFPR","EFC","16193","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Brotto, M.L.",NA,"2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas",NA,"Árvore de 5m; flores brancas e frutos.Floresta Ombrófila Densa Montana","EFC016193",NA,"Barboza, E.","-48.7169","-24.8603",NA,NA,"2014","09","09","-48.7169","-24.8603",NA,NA,NA,NA,NA
"33","2019-11-13 11:27:21-03","USP","SPF","103059","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Leitão Filho, HF","33532","1995","02","14",NA,"Brasil","São Paulo","Barra do Turvo","Parque Estadual de Jacupiranga",NA,NA,"SPF00103059",NA,"Faria, JEQ","-48.414889","-24.962361",NA,NA,"2012","10",NA,"-48.414889","-24.962361",NA,NA,NA,NA,NA
"34","2019-11-13 11:27:21-03","USP","SPF","223181","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Brotto, ML","1771","2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.",NA,NA,"SPF00223181",NA,"Barboza, E","-48.716944","-24.860278",NA,NA,"2014","09","09","-48.716944","-24.860278","950","950",NA,NA,NA
"35","2019-11-13 11:27:21-03","USP","SPF","150434","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Silva, JM","3343","2001","03","23",NA,"Brasil","Paraná","Tunas do Paraná",NA,NA,NA,"SPF00150434",NA,"Stadnik, A","-49.0858001708984","-24.9743995666504","41885","auto","2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-04 11:17:40-03","UEFS","HUEFS","64760","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos",NA,"Silva, J.M.","3343","2001","03","23",NA,"Brasil","Paraná","Tunas do Paraná","Estrada de Pacas para o Parque das Lauráceas.",NA,"Floresta atlântica.","HUEFS0064760","HUEFS0064760",NA,"-49.0858001708984","-24.9743995666504","41885","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"37","2019-09-04 18:17:00-03","F","FMNH-SEEDPLANTS","V0065610F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii",NA,"Isotype","G. G. Hatschbach","7662","1961","1","22","South America","Brazil",NA,NA,NA,NA,NA,"V0065610F","V0065610F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"38","2015-03-07 08:57:49-03","F","FMNH-SEEDPLANTS","V0120930F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0120930F","V0120930F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"39","2018-05-14 17:29:01-03","F","FMNH-SEEDPLANTS","V0349157F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii",NA,NA,"G. G. Hatschbach","20962","1969","1","30","South America","Brazil","Paraná",NA,NA,NA,NA,"V0349157F","V0349157F_01 V0349157F_02","RRC ID Flag","-51","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","20962",NA
"40","2020-11-12 17:02:06-03","UEL","FUEL","102","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Hatschbach, G","20962","1969","01","30",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Virgem Maria",NA,NA,"FUEL011723",NA,NA,"-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-03 10:04:22-03","UFSCar","SORO","6954","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,NA,"24","2017","09","19",NA,"Brasil","São Paulo","Tapiraí","Legado das Águas - Reserva Votorantim - Trilha do Botudo.",NA,"Árvore, aproximadamente 11m.",NA,NA,NA,NA,"-25.138611",NA,NA,NA,NA,NA,"73°40,8'6,9W","25°8'19S","635","635",NA,NA,NA
"42","2020-08-20 14:58:28-03","UFSC","FLOR","57053","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Brotto, M.L.; et alii","1771","2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.",NA,"Árvore de 5m; flores brancas e frutos","FLOR0057053",NA,"Barboza, E.","-48.716944","-24.860278",NA,NA,"2014","09","09","48º43'1''W","24º51'37''S","950","950",NA,NA,NA
"43","2020-08-20 20:40:37-03","UFSC","FLOR","1411","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Hatschbach, G.","10957","1964","02","10",NA,"Brasil","Paraná","Campina Grande do Sul","Rod. BR-2, Rio Trindade.",NA,"arvoreta, flor alva","FLOR0001411",NA,"Sobral, M.","-49.0553016662598","-25.3055992126465","55154","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-04 15:45:37-03","IF","SPSF","28289","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii",NA,NA,"J.M.Silva","3343","2001","03","23","América do Sul","Brasil","PR","Tunas do Paraná","floresta atlantica",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"-49.0858001708984","-24.9743995666504","41885","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"45","2021-03-04 15:45:38-03","IF","SPSF","38485","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","L.B.Sm.",NA,"T.B.Breier","842","2003","03","03","América do Sul","Brasil","MS","Bonito","fazenda Santa Clara",NA,"COLETA: Rupícula, preparada em 10/08/2003.;",NA,NA,"T.B.Breier","-56.4818992614746","-21.1210994720459","71352","auto","2003","09","01",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"46","2021-03-04 15:45:38-03","IF","SPSF","51308","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"M.L.Brotto","2291","2016","04","08","América do Sul","Brasil","PR","Campina do Sul","Serra da Virgem Maria, vale do rio Pardinho",NA,"COLETA: Árvore com 5m de altura, umbrófila de sub-bosque, pauciflora, folhas discolores, face adaxial verde escuro, abaxial verde claro. Flor branca.; GEOGRAFIA: Floresta Ombrófila Densa Montana;",NA,NA,"M.L.Brotto","-48.554167","-25.089444",NA,NA,"2016","04","15",NA,NA,"750","750","Magnoliopsida",NA,NA
"47","2021-03-04 15:45:38-03","IF","SPSF","36382","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","A.H.Gentry",NA,"M.Carboni","143","2005","03","27","América do Sul","Brasil","SP","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa baixo montana&nf;;",NA,NA,NA,"-48.407778","-24.634722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"48","2021-03-04 15:45:38-03","IF","SPSF","49898","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(A.H.Gentry)",NA,"M.L.Brotto","1771","2014","08","27","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas",NA,"COLETA: Árvore de 5m de altura; flores brancas de frutos. Floresta Ombrófila Densa Montana.;",NA,NA,"E.Barboza","-48.716944","-24.860278",NA,NA,"2014","09","09",NA,NA,"950","950","Magnoliopsida",NA,NA
"49","2021-02-08 12:44:16-03","UFRGS","ICN","119335","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Leitão-Filho, HF; et al.","33532","1995","02","14","América do Sul","Brasil","SP","Barra do Turvo","Parque Estadual de Jacupiranga - Núcleo Cedro 24° 57' 44 5'' S 48° 24' 53 6'' W",NA,"Mata de encosta, 4m de altura, flores brancas;em sub bosque.",NA,NA,"Ribeiro, CL","-48.414722","-24.962222",NA,NA,"2019","05","23","-48.414722","-24.962222",NA,NA,NA,NA,NA
"50","2020-12-01 09:01:50-03","MCN-FZBRS","HAS","87610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrciaria","hatschbachii","Myrciaria hatschbachii","Mattos","Isotypus","Hatschbach, G.","7662","1961","01",NA,NA,"Brasil","Paraná","Campina Grande do Sul &nf;Campina Grande do Sul","Rio Pardinho",NA,"Arvoreta da mata pluvial.","HAS0087610",NA,"Mattos, J.",NA,NA,NA,NA,"1963","08",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:12:34-03","IBt","SP","321785","S","Plantae",NA,NA,"Myrtaceae","Plinia","hatschbachii","Plinia hatschbachii","(Mattos) Sobral",NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, A; Sposito, T; Santos, K; Vieira, AP","33532","1995","02","14",NA,"Brasil","São Paulo","Barra do Turvo","Parque Estadual de Jacupiranga, Núcleo Cedro, mata de encosta",NA,"Subosque, 4m alt., flores brancas",NA,NA,"Sobral, M","-48.414889","-24.962361",NA,NA,"2013",NA,NA,"-48.414889","-24.962361",NA,NA,NA,NA,NA
