"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","fieldNumber","typeStatus"
"16","2021-03-15 16:37:00-03","NY","NYBG","634104","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg",NA,NA,NA,"J. G. Jardim","1913","1999","01","16","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7.5 km. Fazenda Teimoso, 1.5 km E da estrada. Reserva o Patrimoni Natural (RPPN), Serra do Teimoso","-39.58","-15.17",NA,NA,"400","400","NY00634104","NY00634104_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649427' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","634116","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg",NA,NA,NA,"R. Reitz","1797","1954","04","28","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"100","100","NY00634116","NY00634116_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649432' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","634118","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg",NA,NA,NA,"P. K. H. Dusén","14043","1912","03","31","Brazil","Paraná",NA,"Volta Grande, ad marg. silv. prim",NA,NA,NA,NA,NA,NA,"NY00634118","NY00634118_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649435' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","634110","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg",NA,NA,NA,"J. P. P. Carauta","20","1960","03","08","Brazil","Rio de Janeiro",NA,"Tijuca, Estrada da Vista Chinesa em frente ao Centro de Pesquisas",NA,NA,NA,NA,NA,NA,"NY00634110","NY00634110_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649433' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","634123","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg",NA,NA,NA,"F. C. Hoehne","28268","1931","09","22","Brazil","São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"NY00634123","NY00634123_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649440' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","634121","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","S. Romaniuc Neto",NA,NA,NA,"J. V. Godoi","2","1990","12","15","Brazil","Rio de Janeiro","Paratí","Mata da Lagoinha","-44.7131","-23.2181",NA,NA,NA,NA,"NY00634121","NY00634121_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649425' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","566356","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","J. A. Kallunki",NA,NA,NA,"J. G. Jardim","2408","2000","01","14","Brazil","Bahia","Jussari","Entrada a 7.5 km na Rod. Jussari/Palmira. Faz. Teimoso, 1.7 km da entrada. Reserva Particular do Patrimônio natural (RPPN) Serra do Teimoso. Parcela 29","-39.5361","-15.1603",NA,NA,NA,NA,"NY00566356","NY00566356_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649431' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","886819","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg",NA,NA,NA,"W. W. Thomas","11774","1998","02","09","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso, Transect Quadrat 2","-39.58","-15.17",NA,NA,"300","450","NY00886819",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549172' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","634111","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg; P. Franco Rosselli",NA,NA,NA,"L. Riedel","74",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"NY00634111","NY00634111_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649441' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","634109","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","J. P. P. Carauta",NA,NA,NA,"J. P. P. Carauta","208","1963","12","19","Brazil","Rio de Janeiro",NA,"Serra Carioca, porto do Instituto de Conservaçao da Natureza",NA,NA,NA,NA,"340","340","NY00634109","NY00634109_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649429' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","634115","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. C. Berg; P. Franco Rosselli",NA,NA,NA,"L. Riedel","74",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"NY00634115","NY00634115_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649443' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","634117","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","S. M. Silva",NA,NA,NA,"S. B. Mikich",NA,"1995","09","21","Brazil","Paraná","Fênix","Parque Estadual Vila Rica","-52.45","-23.4",NA,NA,NA,NA,"NY00634117","NY00634117_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 08:56:15-03","UFPI-MRV","HDELTA","4911","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","De Oliveira, F.C.B.",NA,NA,NA,"De Oliveira, F.C.B.","7","2018","04","13","Brasil","São Paulo","Iporanga","Canhambora","-48.590278","-24.580556","48°35'25,00''W","24°34'50,00''S",NA,NA,"HDELTA004911",NA,"<ll>dwc_commonname:</ll> Embaúba-vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:32:47-03","UFRJ","RFA","22120","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","J. P. P. Carauta",NA,NA,NA,"J. C. Andrade","118","1980","08","30","Brasil","Espírito Santo","Vila Velha","Estrada do Sol","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"RFA46064",NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:47-03","UFRJ","RFA","27381","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","C. M. B. Correia",NA,NA,NA,"C. M. B. Correia","356","1993","10","06","Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-42.25","-22.5","42º15'W","22º30'S",NA,NA,"RFA46063",NA,"Árvore com 8m de altura. Folhas concolores, espata verde-alvacenta. Presença de formigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:21:05-03","UFRJ","RFA","24625","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","A. Quinet","2000","08","17","A. Quinet","25/16","2000","06","05","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.450833","-22.92","43º27'3''W","22º55'12''S","150","150","RFA35471",NA,"Árvore, 10m de altura, DAP 42cm, folha discolor verde, comum no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:32:47-03","UFRJ","RFA","42560","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Lopes. R. C.","2017","08","23","Maquieiro, R.","3","2017","08","23","Brasil","Rio de Janeiro","Niterói","Rua C, 167 - Baldeador.","-43.056111","-22.883333","43º3'22''W","22º52'60''S","100","100","RFA36880",NA,"Árvore com 10 metros de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:11:07-03","UTFPR","DVPR","3396","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Sneth","Estevan, DA","2015",NA,NA,"Souza, PR; Estevan, DA","8","2015","12","18","Brasil","Paraná","Dois Vizinhos","Comunidade Pinheirinho","-53.055018","-25.431179","-53.055018","-25.431179",NA,NA,"DVPR003396",NA,"Árvore 14m, frutos.; Ecótono de Floresta Estacional Semidecidual e Floresta Ombrófila Mista",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:50:09-03","EAO","IAN","132925","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Carauta, JPP","1970","09",NA,"Carauta, JPP","287","1965","11","23","Brasil","Rio de Janeiro","Rio de Janeiro","Av. Edison Passos, curva do S. À beira da estrada.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"IAN132925",NA,"Árvore de espigas verdes, folhas novas rosadas, assim como a bráctea das folhas terminais, folhas adultas com a nervura da página inf. de cor bruno-avermelhada, com formegas pretas muito agressivas, látex aquoso, abundante.","57442","auto","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:50:09-03","EAO","IAN","132932","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Carauta, JPP","1970",NA,NA,"Carauta, JPP","536","1968","01","07","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, no fim da Rua Lopes Quintes, perto de uma grande pedreira abandonada.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"IAN132932",NA,"Árvore alta, amentilhos (masculinos) vermelhos aromáticos, estipula espatácea termenial vermelha.","57442","auto","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-20 14:40:53-03","UPM","MACK","2498","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","R. J. F. Garcia","2010","10","30","L. L.Silva","44B","2010","10","10","Brasil","SP","São Paulo","Grajaú - Fazenda Castanheiras, APA Bororé","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:25:56-03","PUCPR","HUCP","22581","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Kersten, RA",NA,NA,NA,"Kersten, RA","1509","2006","05","31","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00019775","HUCP00019775_1 HUCP00019775_2",NA,"30514","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:56-03","PUCPR","HUCP","24482","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Michelon, C",NA,NA,NA,"Michelon, C","1463","2012","07","04","Brasil","Paraná","Telêmaco Borba","Ilha dos Cavalos","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"HUCP00019723","HUCP00019723",NA,"35037","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:25:26-03","UFBA","ALCB","101080","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Viana Filho, MDM","2005",NA,NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","70449","2000","02","20","Brasil","Goiás","São João da Aliança","Corrente.",NA,NA,NA,NA,NA,NA,"ALCB055282",NA,"Ca. 5m.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:25:26-03","UFBA","ALCB","101080","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Vianna Filho, MDM","2005",NA,NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","70449","2000","02","20","Brasil","Goiás","São João da Aliança","Corrente.",NA,NA,NA,NA,NA,NA,NA,NA,"5 m alt.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:25:26-03","UFBA","ALCB","101500","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Guedes, ML","2011","11",NA,"Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS","18687","2011","07","19","Brasil","Bahia","Salvador","Pedreira Valeria , P6.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB008836","ALCB008836","Folhas lobadas, discolores, face abaxial esbranquiçada.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:25:26-03","UFBA","ALCB","106242","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Guedes, ML; Gomes, FS","2012","10",NA,"Mattos Andrade, PE de; Gomes, FS; Queiroz, EP; Guedes, ML; et al.","137","2012","10","03","Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB008835","ALCB008835","de ca 2,5 m de altura. Folhas discolores. Infrutescência verde.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:25:26-03","UFBA","ALCB","109809","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Mattos Andrade, PE de","2013","03",NA,"Mattos Andrade, PE de; Oliveira, DSC de; Guedes, ML; Duplat, VS","318","2012","11","06","Brasil","Bahia","Salvador",NA,"-38.5","-12.983333","-38.5","-12.983333",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:25:26-03","UFBA","ALCB","94119","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Guedes, ML","2010","05",NA,"Passos Júnior, LA; et al.","1215","2007","10",NA,"Brasil","Bahia","Una","Litoral Sul, Reserva Biológica de Una, trilha do Rio Marauim","-39.0675","-15.167778","-39.0675","-15.167778","40","40","ALCB055283",NA,"de 8 m de altura, tronco ereto, cilindrico fistuloso e com formigas em seu interior. Folhas lobadas, discolores.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:25:26-03","UFBA","ALCB","98925","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Guedes, ML","2011","04",NA,"Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Tiago; Natassia; et al.","18060","2010","02","04","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Cabula Mata do 19 BC. Ponto 04","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB055281",NA,"Caule fistuloso. Folhas lobadas , peltinerveas, com a face abaxial com indumento esbranquiçado. Inflorescência provida de bractea avermelhada. Inflorescência com flores femininas e masculinas ordenadas em inflorescências separadas;",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
