"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","relatedCatalogItem","previousCatalogNumber","fieldNumber","sex"
"19","2020-12-11 11:44:30-03","UFMG","BHCB","105152","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Mota, RC da; Fontana, AP; Brahim, KA; Severino, JL","3130","2006","09","15","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,"Planta coletada em mata de galeria; erva epífita; flores ocres.",NA,NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:44:30-03","UFMG","BHCB","105153","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Mota, RC da; Fontana, AP; Brahim, KA; Severino, JL","3131","2006","09","15","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,"Planta coletada em mata de galeria; erva epífita; flores castanho-esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:44:30-03","UFMG","BHCB","92455","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Mota, RC da; et al.","2576","2003","05","30","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,"Planta coletada em mata de galeria; erva epífita; labelo verde-arroxeado com demais partes florais verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:44:30-03","UFMG","BHCB","16119","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Andrade, P","1198","1988","05","25","Southern America","Brasil","Minas Gerais","Lima Duarte","P.E. do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Mata pluvial montana, epífita. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:44:30-03","UFMG","BHCB","16909","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Souza, HNC de; Feio, R","s.n.","1987","08","24","Southern America","Brasil","Minas Gerais","Lima Duarte","P.E. do Ibitipoca, junto ao aceiro.","-43.793098449707","-21.8425006866455",NA,"Epífita em candeia. Flores esverdeadas.; Mata rica em candeia.","BHCB028807",NA,"2018",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:44:30-03","UFMG","BHCB","105201","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Mota, RC da","3179","2006","10","18","Southern America","Brasil","Minas Gerais","Mariana","Serra do Caraça","-43.4160995483398","-20.377799987793",NA,"Planta coletada em mata ombrófila; erva epífita; flores verde-acastanhadas.",NA,NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:44:30-03","UFMG","BHCB","64076","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Barreto, HLM","5336","1933","04","14","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,"Herbácea, muito frequente; Mata, epífita","BHCB028808","BHCB028808","1933",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2010-03-24 18:50:00-03","MO","MOBOT","1965249","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Ruiz & Pav.",NA,"Hipólito Ruiz L.|José A. Pavón","Ruiz López 4/80","1778",NA,NA,"South America","Peru",NA,NA,"Without further locality information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA
"27","2008-12-17 03:32:00-02","MO","MOBOT","3585765","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Ruiz & Pav.","Foster's 1958 catalog notes file","T. Herzog","Herzog 1640","1911","2",NA,"South America","Bolivia",NA,NA,"Tres Cruces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 11:50:04-03","UFPE","UFP","38504","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb. Rodr.","Félix, LP","Cabral, J; Félix, LP; Oliveira, JBS; Siqueira-Filho","167","2003","08","01",NA,"Brasil","Alagoas","Ibateguara",NA,"-35.843472","-8.990111",NA,"Próximo a incelberg, flores verdes amarronzadas.; Próximo a incelberg, flores verdes amarronzadas.","UFP038504",NA,"2003","10","08","-35.843472","-8.990111",NA,NA,NA,"450","450",NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2699292","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum",NA,NA,"H. García Barriga","20355","1972","10","12","South America - Neotropics","Colombia","Cundinamarca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum",NA,"Christenson, E. A.","L. J. Gillespie & H. Persaud","909","1989","3","29","South America - Neotropics","Guyana","Potaro-Siparuni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"450",NA,NA,"1",NA,NA,NA,NA
"31","2020-09-02 16:34:48-03","Cenargen","CEN","94575","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.","E.Pessoa","João Aguiar Nogueira Batista","1750","2006","12","10",NA,"Brasil","MG","SANTANA DO RIACHO","Serra do Cipó. Cerca de 36.6 km após a ponte sobre o córrego Soberbo em Cardeal Mota, campos a esquerda da pista (MG-010), em direção a Conceição do Mato Dentro, morro com uma cruz, entrada para a parte de cima da Cachoeira do Tabuleiro.","-43.7144012451172","-19.1688995361328","Exsicatas","Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB nº 113820","CEN00094575","CEN00094575","2017","05",NA,NA,NA,NA,"26557","auto","1357","1357",NA,"1",NA,NA,NA,NA
"32","2021-03-25 13:53:02-03","UNIVILLE","JOI","5054","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","W.S. Mancinelli","Mancinelli, W.S.","600","2006","05","10",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,"; HABITAT: biôntico; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI005054",NA,"2006","05","10",NA,NA,NA,"37150","auto","620","620",NA,NA,NA,NA,NA,NA
"33","2021-03-25 13:53:02-03","UNIVILLE","JOI","10973","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Werner S. Mancinelli","Meyer, F.S.",NA,"2004","04","16",NA,"Brasil","Santa Catarina","São Bento do Sul","CEPA Rugendas.","-49.3786010742188","-26.2502994537354",NA,"; HABITAT: aereo; HABITO: Epífita","JOI010973",NA,"2005","12","09",NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-25 13:53:02-03","UNIVILLE","JOI","8861","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","W.S. Mancinelli","Meyer, F.S.",NA,"2005","04","09",NA,"Brasil","Santa Catarina","São Bento do Sul","CEPA Rugendas.","-49.3786010742188","-26.2502994537354",NA,"; HABITO: Epífita","JOI008861",NA,"2009","07","31",NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-09-05 15:55:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum",NA,NA,"H. Ruíz L. & J. A. Pavón","Apr-80","1778",NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA
"36","2020-07-23 12:17:15-03","CEPLAC","CEPEC","115364","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense",NA,"J. G. Jardim","W. W. Thomas","14312","2005","01","16",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13.7Km de Barro Preto na Rod. Passando Fazendo São Miguel para montanha.","-39.536111","-14.770278",NA,NA,NA,NA,NA,NA,NA,"39W32'10","14S46'13",NA,NA,NA,NA,NA,NA,NA,"30/06/2007",NA,NA,NA
"37","2016-08-23 09:45:44-03","NHMLondon","NHM-LONDON-BOT","BM000091901","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"John Miers; b.1789; d.1879; Miers","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4639446",NA,NA
"38","2016-08-23 11:00:03-03","NHMLondon","NHM-LONDON-BOT","BM000091902","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","George Gardner; b.1812; d.1849; Gardner","631","1837",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.989594","-22.510275",NA,"Habitat: On trees<a href=http://www.nhm.ac.uk/services/media-store/asset/e44dd4839764acd0a366474d9f26571acdd0a68d/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2014",NA,NA,"-42.989594","-22.510275",NA,NA,NA,NA,NA,"Syntype",NA,NA,"NHMUK:ecatalogue:4639447",NA,NA
"39","2020-08-20 20:37:53-03","UFSC","FLOR","3274","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Pabst, G.","Klein, R.M.","10165","1972","04","25",NA,"Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,"flor verde","FLOR0003274",NA,"1974",NA,NA,NA,NA,NA,"31105","auto","500","500",NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Schenck, H","2685",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","in Serra dos Orgãos supra arbores prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Wawra, H","79",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ad Tijuca",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Gardner, G","631?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus vetustioribus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Glaziou, AFM","11623",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Glaziou, AFM","11623?",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Miers, J","3484?",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Miers, J","3484",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Glaziou, AFM","11623part.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,"Floret Januario - Februario",NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Wawra, H","79?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ad Tijuca",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Gardner, G","631",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus vetustioribus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
