"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","459171","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","G. Martinelli","1849","1977","05","10","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal de [illegible] Vale do Rio Doce","-39.961174","-19.138199","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459171","NY00459171_01",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1146239","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","M. J. F. Barros","30","2009","05","07","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itataia. Próximo ao Centro de Recuperação de Itatiaia, na beira da estrada.","-44.5869","-22.4631",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146239","NY01146239_01","M. Barros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","885745","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. M. A. Braga","6706","2001","06","28","South America","Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Última Porteira, Gasoduto","-41.9447","-22.5269","60","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885745","NY00885745_01","P. G. Ribeiro","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","459188","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","L. P. de Queiroz","2464","1990","04","24","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia vale do Rio Doce. Estrada do Flamengo, ca. 13km apos guarita","-40","-19","10","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459188","NY00459188_01",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","459164","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","R. P. Belém","2368","1966","06","01","South America","Brazil","Bahia",NA,"Margem da Rodovia Una-Olivença","-39.0021917","-15.1206794",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459164","NY00459164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00934826","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","E. P. Heringer","3448","1954","06","03","South America","Brazil","Minas Gerais",NA,"Reduto",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934826","NY00934826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1018270","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","H. C. de Lima","6183","2004","04","29","South America","Brazil","Rio de Janeiro","Araruama","Ibicuiba, estrada para Engenho Grande.","-42.3725","-22.8528",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1253790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018270","NY01018270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","459165","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","R. P. Belém","3595","1968","05","23","South America","Brazil","Bahia","Encruzilhada","Margem do rio Parod","-40.9092","-15.5317",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459165","NY00459165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","459179","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. G. Kuhlmann","6153","1941","05","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075","-22.9031",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459179","NY00459179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00906684","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","M. M. M. Lopes","792","2006","06","05","South America","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camacá na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel","-39.5653","-15.3917","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906684","NY00906684_01","P. G. Ribeiro","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","459174","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","L. R. Landrum","4064","1982","01","05","South America","Brazil","Paraná","Cerro Azul","Along road to Rio Branco do Sul","-49.33","-25",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459174","NY00459174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2480410","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","R. Goldenberg","1416","2009","04","08","South America","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, riacho pedregoso próximo à sede do parque","-41.0814","-20.5147","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706473' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480410","NY02480410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 19:44:00-03","NY","NYBG","00934803","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides",NA,"J. A. Lombardi","920","1995","08","10","South America","Brazil","Minas Gerais","Belo Horizonte","Campus da UFMG, perto da prefeitura","-43.9378","-19.9208",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934803","NY00934803_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00934801","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. A. Lombardi","1295","1996","07","16","South America","Brazil","Minas Gerais",NA,"Parque Estadual do Rio Doce. Marliéria. Area em volta da lagoa Carioca",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934801","NY00934801_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","459157","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","L. P. de Queiroz","2154","1989","03","22","South America","Brazil","Bahia","Jequié","Ca. 20km de Jequié a Contendas do Sincorá","-40.2708","-13.7544","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459157","NY00459157_01",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00934802","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. A. Lombardi","738","1995","04","11","South America","Brazil","Minas Gerais","Belo Horizonte","Campus da UFMG, perto da prefeitura","-43.9378","-19.9208",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934802","NY00934802_01","J. A. Lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","459151","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","W. W. Thomas","10922","1995","04","24","South America","Brazil","Bahia","Uruçuca","7.4 km north of Serra Grande on road to Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0606","-14.4233",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459151","NY00459151_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","459155","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. G. Jardim","1221","1998","01","15","South America","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupa, entrada ca. 5km W da sede do municipio. Fazenda Cruzeiro do Sul. Serra do Sete-paus, ca. 8km da entrada. Area do Inventario Florestal e Fitossociologico","-39.6961","-14.735",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459155","NY00459155_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","459156","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. G. Jardim","1784","1998","07","11","South America","Brazil","Bahia","Itacaré","Rodovia para Itacaré, entrada a ca. 1km da BR 101. Ramal que leva a fazenda de cacau, margeando o Rio de Contas, ca. 8km da entrada","-38.9967","-14.2778",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459156","NY00459156_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","459187","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","H. C. de Lima","2953","1987","05","12","South America","Brazil","Espírito Santo","Linhares","BR-101, km 120, Reserva da Cia. Vale do Rio Doce, Estrada da Gavea (X-32), prox. a Torre do Canto Grande","-39.961174","-19.138199",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459187","NY00459187_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459153","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","T. S. dos Santos","4280","1986","08","05","South America","Brazil","Bahia","Santa Cruz Cabrália","Area da Estaçao Ecologica do Pau-brasil (ESPAB), cerca de 16km a W de Porto Seguro, Rod. BR 367 (Porto Seguro/Eunapolis)","-39.13","-16.38","40","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459153","NY00459153_01","R. C. Barneby","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00934830","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","G. G. Hatschbach","46303","1983","05","13","South America","Brazil","Minas Gerais","Catuji","Pontelete","-41.5167","-17.3122",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934830","NY00934830_01","H. C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","459167","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. C. A. Lima","141","1984","08","02","South America","Brazil","Bahia","Santa Cruz Cabrália","Estrada Eunapolis/Barrolandia. Folha SE.24-V-B. Ponto 13 (F.98)","-39.38","-16.2","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459167","NY00459167_01","R. C. Barneby","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","459184","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","P. E. Gibbs","4581","1977","03","28","South America","Brazil","São Paulo","Sao José do Barreiro","Nativo no alto da Serra da Bocaina","-44.684548","-23.029725",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459184","NY00459184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","459168","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","R. M. Harley","20729","1980","03","22","South America","Brazil","Bahia",NA,"Serra do Sincorá. W. of Barra da Estiva, on the road to Jussiape. F6","-41.45","-13.58","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459168","NY00459168_01","G. P. Lewis","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","459150","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","W. W. Thomas","9933","1993","05","13","South America","Brazil","Bahia","Belmonte","Barrolândia, Estação Experimental Gregorio Bondar CEPLAC, 48 km east of BR 101 on road to Belmonte","-39.25","-16.13",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459150","NY00459150_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3201","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides peruviana","J.F.Macbr.","G. Klug","4018","1935","03",NA,"South America","Peru","San Martín",NA,"Chazuta, Río Huallaga.","-76.134117","-6.573061","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003201","NY00003201_01",NA,"200","peruviana","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00934805","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","H. S. Irwin","27971","1970","03","20","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 15 km E. of Diamantina","-43.5611111","-18.17235","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934805","NY00934805_01","G. P. Lewis","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","459162","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","R. P. Belém","2366","1966","06","01","South America","Brazil","Bahia",NA,"Margem da Rodovia Una-Olivença","-39.0021917","-15.1206794",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459162","NY00459162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","459161","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","R. P. Belém","2450","1966","06","30","South America","Brazil","Bahia","Belmonte",NA,"-38.88","-15.86",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459161","NY00459161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","459176","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","J. N. Vieira",NA,"1947","04","29","South America","Brazil","Distrito Federal","Brasília","Floresta da Covanca, Jacarepagua","-47.9294","-15.7797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459176","NY00459176_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
