"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","typeStatus","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","monthIdentified","dayIdentified","class","individualCount"
"48","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","10156",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; E. Bausen & W. Pizziolo","2617","1999","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,NA,NA,"Mata de encosta. Arbusto 3m. Frutos verdes.","MBML010156","MBML010156",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA
"49","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","11437",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","V. Demuner; et al","524","2000","01","13",NA,"Brasil","Espírito Santo","Santa Teresa","Mata Fria","-40.683333","-19.931111",NA,NA,NA,"Arbusto 3m, frutos jovens de cor verde.","MBML011437","MBML011437",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W41'0","19S55'52",NA,NA,NA,NA,NA
"50","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","12236",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann","2730","2000","03","21",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,NA,NA,"Planta de 3m. Frutos verdes, pretos maduros.","MBML012236","MBML012236",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA
"51","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","19482",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","R.R. Vervloet; et al","1770","2003","02","05",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Planta de 8m, flores de cor creme, topo de morro, dossel 15m.","MBML019482","MBML019482",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"52","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","20091",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; et al","6047","2003","03","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de Reinaldo Berger","-40.780556","-20.067222",NA,NA,NA,"Arvoreto 4m. Frutos verdes.","MBML020091","MBML020091",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W46'50","20S4'2",NA,NA,NA,NA,NA
"53","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","23091",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; et al","7263","2004","11","28",NA,"Brasil","Espírito Santo","Santa Leopoldina","Timbui Seco","-40.596389","-20.054167",NA,NA,NA,"Arbusto 3m. Flores brancas.","MBML023091","MBML023091",NA,"PARATIPO","R. Goldenberg/2015",NA,"40W35'47","20S3'15",NA,NA,NA,NA,NA
"54","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","32287",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; A. P. Fontana & Kaio A. Brahim","10080","2007","10","04",NA,"Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475",NA,"355",NA,"Arvoreto 3m. Flores brancas.","MBML032287","MBML032287",NA,NA,"L. Bacci/2015",NA,"40W28'55","19S44'51","355",NA,NA,NA,NA
"55","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","32337",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","V. Demuner; T. A. Cruz, M.Belizário.","4662","2007","11","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.","-40.492222","-20.026667",NA,"300",NA,"Arbusto 4m, botões florais e frutos verdes. Interior de mata.","MBML032337","MBML032337",NA,NA,"L. Bacci/25-XI-2013",NA,"40W29'32","20S1'36","300",NA,NA,NA,NA
"56","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","33661",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; et al","10655","2008","02","16",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.481944","-20.3025",NA,NA,NA,"Arvore 7m, frutos verdes. Material prensado em álcool.","MBML033661","MBML033661",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W28'55","20S18'9",NA,NA,NA,NA,NA
"57","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","34980",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","R. Goldenberg; et al","1097","2008","05","05",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.525","-20.276111",NA,NA,NA,NA,"MBML034980","MBML034980",NA,"PARATIPO","R. Goldenberg/2015",NA,"40W31'30","20S16'34",NA,NA,NA,NA,NA
"58","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","50444",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","I.V. Damaceno; A.Assis & R.F.Martins","18","2012","07","07",NA,"Brasil","Espírito Santo","Ecoporanga","Patrimônio do Dois, Córrego do Sol Nascente, Sítio Renascer, Proprietário: Luiz Antônio Barbosa, a 11 km da sede do município","-40.876639","-18.373306",NA,"530",NA,"Arbusto 1,5 metros. Frutos verdes","MBML050444","MBML050444",NA,NA,NA,NA,"40W52'35,9","18S22'23,9","530",NA,NA,NA,NA
"59","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","8031",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; E. Bausen & W. Pizziolo","1046","1998","11","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,NA,NA,"Mata de encosta. Arbusto 4m. Botões brancos.","MBML008031","MBML008031",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA
"60","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","8594",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; E. Bausen & W. Pizziolo","901","1998","11","09",NA,"Brasil","Espírito Santo","Santa Teresa","Aparecidinha","-40.593889","-19.973056",NA,NA,NA,"mata de baixada. Arbusto 3m. Frutos verdes.","MBML008594","MBML008594",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W35'38","19S58'23",NA,NA,NA,NA,NA
"61","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","8598",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; E. Bausen & W. Pizziolo","1779","1999","02","03",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,NA,NA,"Arbusto 2m. Frutos verdes.","MBML008598","MBML008598",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA
"62","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","8757",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L. Kollmann; E. Bausen & W. Pizziolo","2011","1999","02","23",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,NA,NA,"Mata de encosta. Arbusto 4m. Frutos verdes.","MBML008757","MBML008757",NA,"PARATIPO","L. Bacci/25-XI-2013",NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","3290152","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","G. Hatschbach, M. M. Hatschbach & J. M. Silva","60094","1993","11","11","South America - Neotropics","Brazil","Espírito Santo","Marechal Floriano","Rod. BR 262","-40.6831016540527","-20.4127998352051","23038",NA,NA,NA,"US01905301","US01905301_01 US01905301_02","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"64","2020-09-12 05:00:02-03","US","US","3505805","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","F. Pedroni, M. Sanchez, R. Laps & R. Belinello","673","1997","5","29","South America - Neotropics","Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco","-45.0699996948242","-23.4300003051758","34265","600",NA,NA,"US01905300","US01905300_01 US01905300_02","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"65","2019-11-13 11:25:31-03","USP","SPF","122114","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Ferretti, AR","73","1996","12","14",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-45.042472","-23.257083",NA,NA,NA,NA,"SPF00122114",NA,NA,NA,"Caddah, MK","2012","-45.042472","-23.257083",NA,"09",NA,NA,NA
"66","2020-01-27 18:25:04-03","IAC","IAC","3038","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","A.C.O. Souza & L.C. Bernacci","242","2019","06","11",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar - Núcleo Santa Virgínia","-45.094633","-23.325101",NA,NA,NA,"Originalmente, correspondente a outra coleta (de 1938), com informações de que foi eliminada",NA,NA,NA,NA,"A.C.O. Souza","2019","-45.094633","-23.325101",NA,"06","11",NA,NA
"67","2019-06-24 08:13:00-03","IAC","IAC","54041","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","34",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,NA,"F.S. Meyer","2012","-45.109914","-23.360372",NA,"07","19",NA,NA
"68","2020-07-23 12:13:06-03","CEPLAC","CEPEC","125773","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica",NA,"R. Goldenberg","1097","2008","05","05",NA,"Brasil","Espírito Santo","cariacica",NA,"-40.4199981689453","-20.2639007568359","18507",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto","Paratipo","R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-07-23 12:13:06-03","CEPLAC","CEPEC","125876","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica",NA,"L. Kollmann","10655","2008","02","16",NA,"Brasil","Espírito Santo","cariacica",NA,"-40.4199981689453","-20.2639007568359","18507",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto","Paratipo","L. Bacci",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:10:01-03","IBt","SP","411838","S","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Medeiros, MCMP","13","2008","06","13",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Microbacia do Córrego Casa de Pedra","-45.310001373291","-23.2199993133545","27362",NA,NA,NA,"SP030060","SP030060","auto",NA,"Goldenberg, R","2014",NA,NA,NA,"08","04",NA,NA
