"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","fieldNumber","dayIdentified","individualCount","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","relatedCatalogItem"
"11","2021-03-16 17:53:24-03","UCS","HUCS","40204","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W. R, Anderson","Cordeiro, J.; Barbosa, E.","Silva, J.M.","8269","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"xilopodífera, flor amarela - Herbário MBM; campo graminoso",NA,NA,"2012","46557","auto",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:32:53-03","MBM","MBM","223375","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Dombrowski, L.T.","Dombrowski, L.T.","9662",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM223375",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:32:53-03","MBM","MBM","221728","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Dombrowski, L.T.; et al.; et al.","798",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,"MBM221728","MBM221728",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:32:53-03","MBM","MBM","64754","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Anderson, W.R.","11764",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Parque Nacional Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM064754","MBM064754",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:32:53-03","MBM","MBM","42642","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Hatschbach, G.","Hatschbach, G.","10239",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM042642","MBM042642",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:32:53-03","MBM","MBM","223374","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","7841",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM223374",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:32:53-03","MBM","MBM","223373","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Dombrowski, L.T.","Dombrowski, L.T.","7677",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Próximo a Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM223373",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:32:53-03","MBM","MBM","42643","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Smith, L.B.","Hatschbach, G.","5479",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Fazenda Ingrata","-50.4136009216309","-24.5093994140625",NA,NA,"MBM042643","MBM042643",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:32:53-03","MBM","MBM","1160","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Hatschbach, G.","13011",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,"=30381","MBM001160","MBM001160",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:32:53-03","MBM","MBM","223372","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Dombrowski, L.T.","Dombrowski, L.T.","12929",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM223372",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:32:53-03","MBM","MBM","276598","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74186","2002","11","13","Southern America","Brazil","Mato Grosso do Sul","Bonito","Rodovia Bonito - trevo da Rod. BR-267, próximo ao km 31","-56.4818992614746","-21.1210994720459",NA,NA,"MBM276598","MBM276598",NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:32:53-03","MBM","MBM","30381","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Hatschbach, G.","13011",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,"=1160","MBM030381","MBM030381",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:32:53-03","MBM","MBM","28242","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Hatschbach, G.","32952",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Cambiju","-50.1618995666504","-25.0949993133545",NA,NA,"MBM028242","MBM028242",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:53-03","MBM","MBM","216313","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Cervi, A.C.","Cervi, A.C.","6334",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM216313","MBM216313",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:32:53-03","MBM","MBM","11841","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Anderson, W.R.","Hatschbach, G.","22317",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Rio Guavirova","-50.1618995666504","-25.0949993133545",NA,NA,"MBM011841","MBM011841",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:32:53-03","MBM","MBM","132218","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R.Anderson","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53627",NA,NA,NA,"Southern America","Brazil","Paraná","Sengés","Rod. PR-11, próximo do km 252","-49.4636001586914","-24.1128005981445",NA,NA,"MBM132218","MBM132218",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-12-14 12:16:49-02","MNHN","RECOLNAT_MNHN_P","P04769549","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hassler, E.",NA,"1901","12","1",NA,"Paraguai",NA,NA,"Iter ad Paraguariam septentrionalem. In regione cursus superioris fluminis APA.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769549' target='other'> <mi>dwc_moreinfo</mi></a>","P04769549","P04769549_01",NA,NA,NA,NA,NA,"8275",NA,NA,NA,NA,NA,NA,NA
"28","2015-12-14 12:16:49-02","MNHN","RECOLNAT_MNHN_P","P04769550","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"In regione fluminis Carimbatay.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769550' target='other'> <mi>dwc_moreinfo</mi></a>","P04769550","P04769550_01",NA,NA,NA,NA,NA,"4581",NA,NA,NA,NA,NA,NA,NA
"29","2015-12-14 12:16:49-02","MNHN","RECOLNAT_MNHN_P","P04769551","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"Sierra de Maracayú.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769551' target='other'> <mi>dwc_moreinfo</mi></a>","P04769551","P04769551_01",NA,NA,NA,NA,NA,"4930",NA,NA,NA,NA,NA,NA,NA
"30","2018-09-11 10:02:37-03","MNHN","RECOLNAT_MNHN_P","P02429250","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429250' target='other'> <mi>dwc_moreinfo</mi></a>","P02429250","P02429250_01",NA,NA,NA,NA,NA,"C2 1491",NA,NA,NA,NA,NA,NA,NA
"31","2015-12-14 12:17:05-02","MNHN","RECOLNAT_MNHN_P","P02429251","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429251' target='other'> <mi>dwc_moreinfo</mi></a>","P02429251","P02429251_01",NA,NA,NA,NA,NA,"C2 1491",NA,NA,NA,NA,NA,NA,NA
"32","2015-11-07 02:20:53-02","MNHN","RECOLNAT_MNHN_P","P02429252","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429252' target='other'> <mi>dwc_moreinfo</mi></a>","P02429252","P02429252_01",NA,NA,NA,NA,NA,"C2 1491",NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 11:28:53-03","MNHN","RECOLNAT_MNHN_P","P03321179","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hassler, E.",NA,NA,"10",NA,NA,"Paraguay",NA,NA,"in altoplanitie et decliviis «Sierra de Maracayú»",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03321179' target='other'> <mi>dwc_moreinfo</mi></a>","P03321179","P03321179_01",NA,NA,NA,NA,NA,"4930",NA,NA,NA,NA,NA,NA,NA
"34","2015-12-14 12:16:49-02","MNHN","RECOLNAT_MNHN_P","P04769547","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hertel, R.",NA,"1944","10","1",NA,"Brasil","Paraná",NA,"Vila Velha P. Grossa Pr.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769547' target='other'> <mi>dwc_moreinfo</mi></a>","P04769547","P04769547_01",NA,NA,NA,NA,NA,"5544",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-05 07:27:02-03","MNHN","RECOLNAT_MNHN_P","P04769552","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769552' target='other'> <mi>dwc_moreinfo</mi></a>","P04769552","P04769552_01",NA,NA,NA,NA,NA,"8275",NA,NA,NA,NA,NA,NA,NA
"36","2015-12-14 12:16:49-02","MNHN","RECOLNAT_MNHN_P","P04769548","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hatschbach, G.",NA,"1969","10","7",NA,"Brasil","Paraná","Ponta Grossa","Rio Guavirona.","-50.1618995666504","-25.0949993133545","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769548' target='other'> <mi>dwc_moreinfo</mi></a>","P04769548","P04769548_01",NA,"46557","auto",NA,NA,"22317",NA,NA,NA,NA,NA,NA,NA
"37","2015-09-05 08:29:55-03","MNHN","RECOLNAT_MNHN_P","P05530123","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Sebastiani","Hertel, R.",NA,"1944","10","1",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha.","-50.1618995666504","-25.0949993133545","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530123' target='other'> <mi>dwc_moreinfo</mi></a>","P05530123","P05530123_01",NA,"46557","auto",NA,NA,"5544",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:19:29-03","UFPR","UPCB","7322","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Guimarães, O.A.","Moreira Filho, H.","462","1968","10","10",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Erva. Campo..",NA,NA,"1968","46557","auto",NA,"10",NA,"18",NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:19:29-03","UFPR","UPCB","5534","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Hatschbach, G.","Occhioni, P.",NA,"1966","11","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Erva ereta, pétalas amarelas. Campo limpo..",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:29-03","UFPR","UPCB","4570","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Hatschbach, G.","Hatschbach, G.","10239","1963","10","04",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Flor amarela. Campo limpo seco..",NA,NA,"1963","46557","auto",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:19:29-03","UFPR","UPCB","31692","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Cervi, A.C.","Cervi, A.C.","6334","1997","09","16",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, flor amarela. Campo limpo..",NA,NA,"1997","46557","auto",NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"42","2011-07-28 08:55:00-03","MO","MOBOT","2860119","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson (MICH)","Gert G. Hatschbach","Hatschbach 32952","1973","10","25","South America","Brazil","Paraná","Ponta Grossa","Fda. Cambiju.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"43","2013-10-15 12:52:00-03","MO","MOBOT","1227201","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson, (MICH)","Elsa M. Zardini|Leongino Guerrero","Zardini 46692","1997","5","26","South America","Paraguay","San Pedro",NA,"Santa Rosa-Santa Bárbara.","-56.3941666","-23.8422222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1099",NA,"4",NA,NA,NA,NA,NA
"44","2013-10-15 12:49:00-03","MO","MOBOT","1407549","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson, (MICH)","Elsa M. Zardini|S. Ramírez B.","Zardini 51022","1999","9","22","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1177",NA,"2",NA,NA,NA,NA,NA
"45","2013-10-15 12:50:00-03","MO","MOBOT","1407693","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson, (MICH)","Elsa M. Zardini|S. Ramírez B.","Zardini 51132","1999","9","22","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1177",NA,"4",NA,NA,NA,NA,NA
"46","2019-04-25 09:47:00-03","MO","MOBOT","1408777","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson, (MICH)","Elsa M. Zardini|S. Ramírez B.","Zardini 51185","1999","9","23","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178",NA,"3",NA,NA,NA,NA,NA
"47","2019-04-25 09:47:00-03","MO","MOBOT","1409633","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson, (MICH)","Elsa M. Zardini|S. Ramírez B.","Zardini 51312","1999","9","23","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178",NA,"4",NA,NA,NA,NA,NA
"48","2018-05-17 05:28:00-03","MO","MOBOT","2254006","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson (MICH)","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2072","2000","9","19","South America","Argentina","Misiones","San Ignacio","Teyucuaré. Campos","-55.55","-27.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","150.00000000",NA,NA,NA,NA
"49","2011-07-28 09:13:00-03","MO","MOBOT","2456097","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson (MICH)","Per Dusén","Dusén 15657","1904","10","20","South America","Brazil","Paraná",NA,"Ponta Grossa. Desvio Ribas, Turma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","800.00000000",NA,NA,NA,NA
