"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","monthIdentified","dayIdentified","infraspecificEpithet","sex"
"48","2019-11-21 10:09:11-03","IBt","SP","348929","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Krieger, L",NA,"Brasil","Rio de Janeiro","Vale do Bonsucesso, Est. do Contorno, Rio-Petrópolis",NA,NA,NA,NA,"SP020997","SP020997","9624","1970","11","02",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,NA
"49","2019-11-21 10:09:11-03","IBt","SP","447220","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Almeida, RF","Almeida, RF; Adashi, SA; Hora, BR",NA,"Brasil","Espírito Santo","Parque Nacional do Caparaó, Distrito de Santa Marta","-41.685556","-20.620278",NA,NA,NA,NA,"503","2011","11","17","Divino de São Lourenço",NA,NA,"2012",NA,NA,NA,NA,NA,"-41.685556","-20.620278",NA,NA,"09",NA,NA,NA
"50","2019-11-21 10:09:11-03","IBt","SP","53628","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Anderson, CE","Heringer, EP",NA,"Brasil","Minas Gerais","Fazenda do Sertão, rodovia Coronel Pacheco - Juiz de Fora","-43.2655982971191","-21.5877990722656",NA,NA,"SP020998","SP020998","2090","1945","10","13","Coronel Pacheco",NA,NA,"1993","10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:09:11-03","IBt","SP","354772","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Forzza, RC; Almeida, VR; Assis, LCS; Fazza, LFA",NA,"Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"SP021000","SP021000","1887","2001","10","14","Descoberto",NA,NA,"2002","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:09:11-03","IBt","SP","151665","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Anderson, CE","Ducke, A",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Estrada Maromba","-44.5633010864258","-22.4960994720459",NA,NA,"SP020996",NA,"1185","1947","05","15","Itatiaia",NA,NA,"1993","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:09:11-03","IBt","SP","339827","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Amorim, AM","Amorim, AM; Amorim, CA",NA,"Brasil","Rio de Janeiro","Morro da Torre de Transmissão. Estrada de acesso ao topo do morro","-43.7002983093262","-22.2455997467041",NA,NA,"SP020999",NA,"3076","1999","06","05","Valença","600","600","1999","47830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 10:09:11-03","IBt","SP","472083","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.",NA,"Hashimoto, G",NA,"Brasil","São Paulo","Boracéia","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"9283","1986","02","02","Bertioga",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 10:09:11-03","IBt","SP","340676","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.",NA,"Nicolau, SA; Mana de Deus, JR; Yamamoto, MA; Sanato, CEE",NA,"Brasil","São Paulo","Fazenda São Sebastião do Ribeirão Grande, talhão 6, eucaliptal.","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,"2193","1995","11","10","Pindamonhangaba",NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:09:11-03","IBt","SP","384822","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Müller, C; et al.",NA,"Brasil","São Paulo","Na estrada para Campos do Jordão (próximo à estação ferroviária)","-45.6599998474121","-22.8199996948242",NA,NA,"SP021003",NA,"31988","1994","08","29","Santo Antonio do Pinhal",NA,NA,"2006","10885","auto",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA
"57","2019-11-21 10:09:11-03","IBt","SP","17660","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Anderson, CE","Hoehne, FC; Gehrt, A",NA,"Brasil","São Paulo",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"SP020995","SP020995","s.n.","1926","04","30","São José do Barreiro",NA,NA,"1993","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:09:11-03","IBt","SP","269604","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Hoehne, FC",NA,"Brasil","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SP021002","SP021002","s.n.","1945","03","05","São Paulo",NA,NA,"2006","53584","auto",NA,NA,NA,NA,NA,NA,NA,"11","14",NA,NA
"59","2010-08-16 16:36:19-03","GH","HU-HERB","GH 00059501","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum burchellii","Niedenzu",NA,"W. J. Burchell","South America","Brazil","Pará",NA,NA,NA,"Sheet",NA,NA,NA,"10025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"10025",NA,NA,NA,"burchellii","undetermined"
"60","2014-09-23 10:58:33-03","G","G","G00352932","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","?","Claussen, P.","AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00352932",NA,"2062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPUS of Stigmaphyllon multilobum Miq.",NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA
"61","2014-09-23 10:58:33-03","G","G","G00352933","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","Anderson, C. E.","Claussen, P.","AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00352933",NA,"2062",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,"ISOTYPUS of Stigmaphyllon multilobum Miq.",NA,"-53.08972222","-10.77305556",NA,NA,"01","01",NA,NA
