"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01065836","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","B. Dehgan","L. Ferreira","1991","10","28","Brazil","Acre","Brasiléia","-68.8","-10.85",NA,NA,NA,NA,"NY01065836","NY01065836_01","Magnoliophyta","Malpighiales","105","South America","Reserva Extrativista Chico Mendes, Seringal Porongaba, Colocaçao Dois Irmaos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=759335' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01478542","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","G. T. Prance","G. T. Prance","1973","08","16","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"NY01478542","NY01478542_01 NY01478542_02","Magnoliophyta","Malpighiales","18750","South America","Lages, north bank of Rio Solimões opposite meeting of the waters.","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1731451' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1028193","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Illegible Determiner Name","G. Eiten","1970","02","04","Brazil","Maranhão","Lorêto","-45.07","-7.38",NA,NA,"300","300","NY01028193","NY01028193_01","Magnoliophyta","Malpighiales","10471","South America","Ilha de Balsas region, between the Balsas & Parnaíba Rivers. 35 km south of Lorêto next to main house of Fazenda Morros","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178110' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","754826","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","L. C. Ming","L. C. Ming","1992","07","21","Brazil","Acre","Marechal Thaumaturgo","-72.72","-9.1",NA,NA,NA,NA,"NY00754826","NY00754826_01","Magnoliophyta","Malpighiales","334","South America","Reserva Extrativista do Alto Juruá, in the vicinity of Igarapé Caipora, Seringal Sao Joao, Colocaçao Terra Firme, Right bank of the Rio Alto Juruá.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=300020' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01418234","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"E. Lleras","1973","08","22","Brazil","Amazonas",NA,"-66.0967","-2.5133",NA,NA,NA,NA,"NY01418234","NY01418234_01","Magnoliophyta","Malpighiales","P17477","South America","Rio Solimões, behind Fonte Boa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1323097' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG2122","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas",NA,NA,"Adir","2013","07","06","Brasil","Minas Gerais","Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horta",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","28854","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Santos, E.R.","Silva, E.M.","2001","08","09","Brasil","Tocantins","Porto Nacional",NA,NA,"9999","9999",NA,NA,"BOTU028854",NA,NA,NA,"73",NA,"Alto da Colina, Rua L 11, Q. 22, Lt. 4",NA,"Medicinais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","31231","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Costa, I.B.C.","2015","03","09","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU031231",NA,NA,NA,"121",NA,"Horto Medicinal ( Unesp - Lageado)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-06 11:42:15-03","UFPI-MRV","HDELTA","2653","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Vieira, I. R.","Cardoso, D. O.","2011","06","20","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"HDELTA002653",NA,NA,NA,"01",NA,NA,NA,"<ll>dwc_commonname:</ll> Pião Branco",NA,NA,"2017","01","26",NA,NA,NA,NA,NA,NA
"20","2021-01-06 11:42:15-03","UFPI-MRV","HDELTA","2631","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Vieira, I. R.","Freire, G. N.","2015","06","20","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"HDELTA002631",NA,NA,NA,"05",NA,NA,NA,"<ll>dwc_commonname:</ll> Pião Branco",NA,NA,"2017","01","26",NA,NA,NA,NA,NA,NA
"21","2021-01-06 11:42:15-03","UFPI-MRV","HDELTA","2994","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Vieira, I. R.","Nascimento, r.s.","2013","02","28","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"HDELTA002994",NA,NA,NA,"3",NA,"Lagoa das Pedras",NA,"<ll>dwc_commonname:</ll> Pião Branco",NA,NA,"2017","01","26",NA,NA,NA,NA,NA,NA
"22","2021-01-06 11:42:15-03","UFPI-MRV","HDELTA","439","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Castro, K. N. C.","2013","03","08","Brasil","Piauí","Parnaíba","-41.773306","-3.077194","41°46'23,90''W","03°04'37,90''S",NA,NA,"HDELTA000439",NA,NA,NA,"66",NA,NA,NA,"Subarbusto <ll>dwc_commonname:</ll> Pinhão Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-06 11:42:15-03","UFPI-MRV","HDELTA","6534","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Vieira, L.S.","Meireles, M.P.A","2018","07",NA,"Brasil","Piauí","Picos","-41.4668998718262","-7.07694005966187","41°55'80,86W","7°1692,70S",NA,NA,"HDELTA006534",NA,NA,NA,"22",NA,NA,NA,"casa da dona Madalena <ll>dwc_commonname:</ll> Pião Manso","31259","auto","2020","01",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:17-03","UFRJ","RFA","38387","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Renan Rangel","2011","12","01","Brasil","Rio de Janeiro","Paracambi","-43.7092018127441","-22.6107997894287",NA,NA,NA,NA,"RFA24285",NA,NA,NA,NA,NA,NA,NA,"Flores verdes, estames amarelos protuberantes, frutos secos, caule lenhoso com bastante látex, folhas palmadas.","13366","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:30:17-03","UFRJ","RFA","40618","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Jeferson Assunção","2015","01","20","Brasil","Rio de Janeiro","Petrópolis","-43.186667","-22.514444","43º11'12''W","22º30'52''S","866","866","RFA55587",NA,NA,NA,"53",NA,"Valparaíso, Trilha do Arboreto do Palácio Itaboraí, grupo 07",NA,"Arbusto ca. 2,55 m de altura, folhas descolores verde escura; Fruto oval ca. 3 cm de comprimento com coloração verde claro à amarelado no exterior, no interior possui coloração branca esverdeada; sementes preta; caule acinzentado com ra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-18 16:25:02-02","UNEMAT","TANG","995","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Zavislak, MRH","2010","11","17","Brasil","Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000995",NA,NA,NA,"2",NA,"campo experimental",NA,"folhas simplesinflorescencia tipo ciatio,","175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-10-18 16:25:02-02","UNEMAT","TANG","282","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Nied, MCS","2008","11","17","Brasil","Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000282",NA,NA,NA,"1",NA,"campus da Unemat",NA,"planta oleaginosafruto tricoca,","175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:38:23-03","EAO","IAN","120325","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Mendoza, M","Belém, RP","1966","05","16","Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"IAN120325",NA,"Dicotiledônea",NA,"2213","Southern America","Rodovia Itacaré-Ubaitaba. Plantação de cacau.",NA,"Árvore de 10m x 2cm de diâmetro, flores brancas, ovário amarelado, látex branco.",NA,NA,"2014","11","20",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:38:23-03","EAO","IAN","195944","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Sarquis, RSFR; Sarquis Jr, SO","2017","08","26","Brasil","Amapá","Mazagão","-51.41275","-0.240083","-51.41275","-0.240083",NA,NA,"IAN195944",NA,"Dicotiledônea",NA,"308","Southern America","Foz do rio Mazagão. Casa da Sr. Chico.",NA,"Plantada na borda da floresta de várzea. Arbusto com aprox. de 2m de altura. Folhas simples, cordiformes. Frutos verdes imaturos, tricoco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:38:28-03","EAO","IAN","XILO5943X","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Dieter, W","1993","05","31","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5943X",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:38:28-03","EAO","IAN","XILO5943X","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Dieter, W","1993","05","31","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5943X",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:38:23-03","EAO","IAN","199585","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Vasconcelos, JC","2019","09","22","Brasil","Pará","Acará","-48.1967010498047","-1.96082997322083",NA,NA,NA,NA,"IAN199585",NA,"Dicotiledônea",NA,"48","Southern America","Sítio Tatajuba, Assentamento Benedito Alves Bandeira.",NA,"Arbusto de 2 m, Botões verdes.","100976","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:38:23-03","EAO","IAN","167506","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Souza, HJR","1998","03","07","Brasil","Pará","Altamira","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,"IAN167506",NA,"Dicotiledônea",NA,"25","Southern America","Sítio do Sr. Raimundo, furo do Terra (Alto Xingu).",NA,"Árvore pequena; frutos arredondados e pequenos.","748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:38:23-03","EAO","IAN","13352","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Pires, JM","Silva, MB da","1942","08","28","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN013352","IAN013352 IAN013352_e IAN013352_e1","Dicotiledônea",NA,"11","Southern America","3km. NW of Instituto Agronomico do Norte, near Sao Joaquim.",NA,"Cult. tree. As purgative, seven or nine seed are roastd and then ground, and made into a tea.","48462","auto","1947",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:38:23-03","EAO","IAN","13353","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Pires, JM","Silva, MB da","1942","08","28","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN013353","IAN013353 IAN013353_e","Dicotiledônea",NA,"11","Southern America","3km. NW of Instituto Agronomico do Norte, near Sao Joaquim.",NA,"Cult. tree. As purgative, seven or nine seed are roastd and then ground, and made into a tea.","48462","auto","1947",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:38:23-03","EAO","IAN","183872","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Nascimento, MP do","Nery, ECS","2008","09","15","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN183872",NA,"Dicotiledônea",NA,"27","Southern America","Bairro de São José, na casa da sra. Luiza (zona urbana).",NA,"Arbusto de até 5 metros de altura, com folhas e ramos pilosos, com suco (seiva) leitoso e acre; suas folhas são simples e lobadas; suas flores estão dispostas em cimeiras paniculadas, suas sementes são tóxicas. Uso medicinal: poderoso","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:38:23-03","EAO","IAN","185893","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Mendoza, M","Xavier-Júnior, SR","2011","04","21","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN185893",NA,"Dicotiledônea",NA,"39","Southern America","Bairro de Val-de-Cans, conjunto Bela Vista, travessa Belém entre Rua São Paulo e Rua Rio Branco, casa da D. Angélica.",NA,"Arbusto cultivado de 2m de alt., ao ser cortado libera um líquido transparente viscoso utilizado em inflamações em geral.","48462","auto","2014","11","20",NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:38:23-03","EAO","IAN","17725","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pires, JM; Black, GA","1945","12","01","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN017725","IAN017725 IAN017725_e","Dicotiledônea",NA,"793","Southern America","Campo desbravado.",NA,"Arbusto, 2m.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:38:23-03","EAO","IAN","182500","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Rodrigues, ST","2000","01","14","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN182500",NA,"Dicotiledônea",NA,"265","Southern America","Embrapa - CPATU. Horto de Plantas Medicinais.",NA,"Planta arbórea de fruto verde.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:38:23-03","EAO","IAN","182661","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Trindade, MJS; Rodrigues, ST","2000","01","14","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN182661",NA,"Dicotiledônea",NA,"31","Southern America","EMBRAPA-CPATU. Horto de Plantas Medicinais.",NA,"Planta arbórea de fruto verde","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:38:23-03","EAO","IAN","182612","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Nascimento, MP do","1996","02","08","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN182612",NA,"Dicotiledônea",NA,"s.n.","Southern America","EMBRAPA-CPATU. Horto de Plantas Medicinais.",NA,"Arbusto de 1,5m de altura.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:38:23-03","EAO","IAN","187067","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Santos, R","2003",NA,NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN187067",NA,"Dicotiledônea",NA,"s.n.","Southern America","Horto da Embrapa Amazônia Oriental",NA,"Medicinal","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:38:23-03","EAO","IAN","186318","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Rocha, VKG da","2011","05","04","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN186318",NA,"Dicotiledônea",NA,"03","Southern America","Horto de plantas medicinais. Embrapa Amazônia Oriental.",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:38:23-03","EAO","IAN","171726","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Trindade, MJS; Rodrigues, ST","1999","01","14","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN171726",NA,"Dicotiledônea",NA,"31","Southern America","Horto de Plantas Medicinais ,Embrapa Amazônia Oriental.",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:38:23-03","EAO","IAN","171737","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Trindade, MJS; Rodrigues, ST","1999","01","14","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN171737",NA,"Dicotiledônea",NA,"31","Southern America","Horto de Plantas Medicinais ,Embrapa Amazônia Oriental.",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:38:23-03","EAO","IAN","12165","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","McVaugh, R","Archer, WA","1942","12","29","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN012165","IAN012165 IAN012165_e","Dicotiledônea",NA,"8079","Southern America","South woods, IAN.",NA,"Shrub, 5 feet. Fruits used as purgative. Flor. green.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:38:23-03","EAO","IAN","187750","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Ritter, RA","2012","01","24","Brasil","Pará","Colares","-48.2817001342773","-0.936667025089264",NA,NA,NA,NA,"IAN187750",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,"18785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:38:23-03","EAO","IAN","199042","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Sablayrolles, MGP","2001","04","09","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN199042",NA,"Dicotiledônea",NA,"s.n.","Southern America","Terra firme solo arenoso.",NA,"Flores pequenas vermelhas, fruto verde.","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:38:23-03","EAO","IAN","199015","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Sablayrolles, MGP","2001","04","09","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN199015",NA,"Dicotiledônea",NA,"100","Southern America","Terra firme solo arenoso.",NA,"Flores pequenas vermelhas, fruto verde.","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:38:23-03","EAO","IAN","199027","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Sablayrolles, MGP","2001","04","09","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN199027",NA,"Dicotiledônea",NA,"112","Southern America","Terra firme solo arenoso.",NA,"Flores pequenas vermelhas, fruto verde.","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
