"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","fieldNumber","individualCount","typeStatus","dayIdentified"
"11","2021-03-01 16:26:12-03","UNICAMP","UEC","181746","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Joly, AB","s.n.","1947","11",NA,"Brazil","São Paulo","Campos de Vila Esperança (Penha)",NA,"Flores brancas","UEC036318","UEC036318","Roque, N","22","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2020","08",NA,NA,NA,NA
"12","2021-03-01 16:26:12-03","UNICAMP","UEC","132032","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Handro, O","157","1950","01",NA,"Brazil","São Paulo","Jabaquara.",NA,"Arbusto do campo seco. Folhas novas vilosas, flores alvas.","UEC065870","UEC065870","Roque, N","12","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2020","08",NA,NA,NA,NA
"13","2020-11-06 13:19:16-03","UNICAMP","UEC","86794","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Hoehne, W","10964","1942","01",NA,"Brazil","São Paulo","Pr. São Miguel.",NA,NA,"UEC084468","UEC084468","Roque, N","14","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2020","08",NA,NA,NA,NA
"14","2020-12-21 16:16:00-03","MBM","MBM","42672","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","12273","1965","01","Southern America","Brazil","Paraná","Fazenda Cajuru",NA,NA,"MBM042672","MBM042672","Barroso, G.M.","18","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:16:00-03","MBM","MBM","201149","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Hoehne, W.","s.n.","1942","01","Southern America","Brazil","São Paulo","Praça São Miguel",NA,NA,"MBM201149","MBM201149","Hoehne, W.","14","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"16","2015-09-04 05:48:51-03","MNHN","RECOLNAT_MNHN_P","P02405629","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Pissis",NA,"1842","1",NA,"Brasil","São Paulo",". São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405629' target='other'> <mi>dwc_moreinfo</mi></a>","P02405629","P02405629_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"17","2015-09-04 05:48:51-03","MNHN","RECOLNAT_MNHN_P","P02405632","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","s.c.",NA,"1833","4",NA,"Brasil","São Paulo",". São Paulo, Sudeste, Brasil, América do Sul","hb",". . No504 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405632' target='other'> <mi>dwc_moreinfo</mi></a>","P02405632","P02405632_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"1821",NA,NA,NA
"18","2020-08-20 11:23:58-03","MNHN","RECOLNAT_MNHN_P","P02405646","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","São Paulo","Brésil, province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul","hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821 . . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405646' target='other'> <mi>dwc_moreinfo</mi></a>","P02405646","P02405646_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-08-20 11:23:58-03","MNHN","RECOLNAT_MNHN_P","P02405647","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Saint-Hilaire, A. de",NA,"1816",NA,NA,"brésil",NA,"Province de Saint-Paul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405647' target='other'> <mi>dwc_moreinfo</mi></a>","P02405647","P02405647_01","Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1310",NA,NA,NA
"20","2020-08-20 11:23:59-03","MNHN","RECOLNAT_MNHN_P","P02405648","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Guillemin",NA,"1839","1",NA,"Brasil","São Paulo","Brésil Méridional, S Paul. São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405648' target='other'> <mi>dwc_moreinfo</mi></a>","P02405648","P02405648_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"C 405",NA,NA,NA
"21","2020-08-20 11:23:59-03","MNHN","RECOLNAT_MNHN_P","P02405649","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Guillemin",NA,"1839","2",NA,"Brasil",NA,"Brésil Méridional, S. Paul. Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405649' target='other'> <mi>dwc_moreinfo</mi></a>","P02405649","P02405649_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"405",NA,NA,NA
"22","2020-08-20 11:23:59-03","MNHN","RECOLNAT_MNHN_P","P02405650","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Gaudichaud, C.",NA,"1833","1",NA,"Brasil","São Paulo","Brésil, province de San-Paolo. São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405650' target='other'> <mi>dwc_moreinfo</mi></a>","P02405650","P02405650_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"449",NA,NA,NA
"23","2020-08-20 11:23:59-03","MNHN","RECOLNAT_MNHN_P","P02405651","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","s.c.",NA,"1839","1",NA,"Brasil","São Paulo",". São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405651' target='other'> <mi>dwc_moreinfo</mi></a>","P02405651","P02405651_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"C 405",NA,NA,NA
"24","2020-08-20 11:23:59-03","MNHN","RECOLNAT_MNHN_P","P02405652","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Riedel",NA,"1833","12",NA,"Brasil","São Paulo",". São Paulo, Sudeste, Brasil, América do Sul","hb",". . No1140 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405652' target='other'> <mi>dwc_moreinfo</mi></a>","P02405652","P02405652_01","Roque","1",NA,NA,NA,NA,NA,NA,NA,NA,"1821",NA,NA,NA
"25","2015-09-04 05:48:51-03","MNHN","RECOLNAT_MNHN_P","P02405653","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Riedel",NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul","hb",". s.d. Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405653' target='other'> <mi>dwc_moreinfo</mi></a>","P02405653","P02405653_01","Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-08-20 11:23:58-03","MNHN","RECOLNAT_MNHN_P","P02405631","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Glaziou, A.",NA,"1880","6",NA,"Brasil","Rio de Janeiro","Brésil, Morro do Suspiro. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405631' target='other'> <mi>dwc_moreinfo</mi></a>","P02405631","P02405631_01","Roque","26","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,NA,"12061",NA,NA,NA
"27","2020-12-11 11:32:58-03","UFMG","BHCB","36801","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Hoehne, W","s.n.","1942","01","Southern America","Brasil","São Paulo","Pr. São Miguel.",NA,"Campo seco.",NA,NA,NA,"14","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"28","2015-10-31 05:50:00-02","MO","MOBOT","100223623","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Wilson Hoehne","Hoehne s.n.","1942","1","South America","Brazil","São Paulo","São Paulo: Pr. São Miguel.",NA,NA,NA,NA,"W. Hoehne","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2020-01-23 14:11:00-03","MO","MOBOT","100223624","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","F. Sellow","Sellow 5607",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","2515508","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.",NA,"30",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US01208630","US01208630_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","3411273","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","W. Hoehne","10964","1942","1","South America - Neotropics","Brazil","São Paulo","Pr. São Miguel. SW., campo seco",NA,NA,"US01208628","US01208628_01",NA,"14",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"32","2020-09-12 05:00:02-03","US","US","1987810","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","J. Beuto","1038","1942","2","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01208631","US01208631_01",NA,"2",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","2780030","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","O. Handro","157","1950","1","South America - Neotropics","Brazil",NA,"Estado de São Paulo, Jabaquara",NA,NA,"US01208626","US01208626_01",NA,"12",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"34","2020-08-26 09:32:16-03","UEFS","HUEFS","25547","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Vickia","rotundifolia","Vickia rotundifolia","(Less.) Roque & G.Sancho","Hoehne, W.","SPF10964","1942","01",NA,"Brasil","São Paulo","Praça São Miguel.",NA,"Seco.","HUEFS0025547","HUEFS0025547 HUEFS0025547_e1","N.Roque","14","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","Asteranae","2020","08",NA,NA,NA,NA
"35","2019-09-04 18:46:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia",NA,"F. Sellow","5607",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA
"36","2020-07-23 11:59:06-03","CEPLAC","CEPEC","79504","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia",NA,"W. Hoehne",NA,"1942","01",NA,"Brasil","São Paulo","Praça São Pedro.",NA,NA,NA,NA,"W. Hoehne","14","SÃO PAULO","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-01 14:53:54-03","UnB","UB","123876","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Hoehne, W","SPF10964","1942","01","Southern America","Brasil","São Paulo",NA,NA,NA,NA,NA,"Hoehne, W","14","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-04 15:42:32-03","IF","SPSF","01038","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia",NA,"D.Bento Pickel",NA,"1942","02","América do Sul","Brasil","SP","Vila Prudente",NA,"COLETA: XLS: SPSFAntigo&nf;Campo alto.&nf;Arbusto 50cm; inflorescências brancas.;",NA,NA,"M.Monge","02","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliopsida","2011","01",NA,NA,NA,"28"
"39","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Riedel, L","504",NA,NA,"Southern America","Brazil","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","D'Orbigny, A","405",NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Glaziou, AFM","12061",NA,NA,"Southern America","Brazil","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Houlett, JB","s.n.",NA,NA,"Southern America","Brazil",NA,"in S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","D'Orbigny","405",NA,NA,"Southern America","Brazil",NA,"in S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Houlett, JB","s.n.",NA,NA,"Southern America","Brazil",NA,"in S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Sello, HL","5607",NA,NA,"Southern America","Brazil",NA,"Habitat in campis apertis Brasiliae austro-orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Glaziou, AFM","12061",NA,NA,"Southern America","Brazil",NA,"Habitat in campis apertis Brasiliae austro-orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Houlett, JB","s.n.",NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Sello, HL","5607",NA,NA,"Southern America","Brazil","?",NA,NA,"Habitat in campis apertis Brasiliae austro-orientalis.; HABITAT: Habitat in campis apertis Brasiliae austro-orientalis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Riedel, L","504",NA,NA,"Southern America","Brazil",NA,"Habitat in campis apertis Brasiliae austro-orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:00:39-03","IBt","SP","6265","S","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Brade, AC","5346","1911","12",NA,"Brasil","São Paulo","Ipiranga",NA,NA,NA,NA,"Monge, M","31","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2010","12",NA,NA,NA,NA
"51","2019-11-21 10:00:39-03","IBt","SP","16990","S","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Luederwaldt, H","66","1908","02",NA,"Brasil","São Paulo","Ipiranga&nf;Ex Herb. Museu Paulista",NA,NA,NA,NA,"Monge, M","12","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2010","12",NA,NA,NA,NA
"52","2019-11-21 10:00:39-03","IBt","SP","55343","S","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Handro, O","157","1950","01",NA,"Brasil","São Paulo","Jabaquara",NA,NA,NA,NA,"Monge, M","12","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2010","12",NA,NA,NA,NA
"53","2019-11-21 10:00:39-03","IBt","SP","52216","S","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Handro, O","s.n.","1944","12",NA,"Brasil","São Paulo","Jabaquara",NA,NA,NA,NA,"Monge, M","26","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2010","12",NA,NA,NA,NA
"54","2019-11-21 10:00:39-03","IBt","SP","16988","S","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Edwall, G","CGG2939","1895","01",NA,"Brasil","São Paulo","Moóca",NA,NA,"SP023635","SP023635","Monge, M","08","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2010","12",NA,NA,NA,NA
"55","2019-11-21 10:00:39-03","IBt","SP","304572","S","Plantae",NA,NA,"Asteraceae","Gochnatia","rotundifolia","Gochnatia rotundifolia","Less.","Hoehne, W","s.n.","1942","01",NA,"Brasil","São Paulo","Praça São Miguel",NA,NA,NA,NA,"Monge, M","14","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2010","12",NA,NA,NA,NA
