"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1738458","PreservedSpecimen","Plantae","Melastomataceae","Miconia","altissima","Miconia altissima","Cogn.","M. K. Caddah","M. K. Caddah","859","2011","02","10","Brazil","Rio de Janeiro","Santa Maria Madalena","Pico do Desengano. Trilha para o Alto.","-41.91263","-21.89052",NA,NA,"1320",NA,"NY01738458","NY01738458_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568354' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01318424","PreservedSpecimen","Plantae","Melastomataceae","Miconia","altissima","Miconia altissima","Cogn.","M. K. Caddah","M. K. Caddah","738","2010","01","20","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para Pedra do Sino, barranco","-43.0125","-22.448611",NA,NA,"1620","1620","NY01318424","NY01318424_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","521251","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","A. C. Brade","R. Reitz","2085","1954","09","23","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"300","300","NY00521251","NY00521251_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283169' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02064176","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","M. K. Caddah","M. V. Martins","119","2010","03","02","Brazil","Rio de Janeiro","Parati","Praia Grande, entrada da BR 101","-44.6964","-23.15",NA,NA,"3",NA,"NY02064176","NY02064176_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2420037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","521243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","J. J. Wurdack","G. G. Hatschbach","14722","1966","09","14","Brazil","Paraná","Morretes","Cadeado","-48.8342","-25.4769",NA,NA,NA,NA,"NY00521243","NY00521243_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1016003","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","S. A. C. Chiea","F. de Barros","1912","1990","09","12","Brazil","São Paulo","Cananéia","Ilha do Cardoso. Morro do Pereirinha.","-47.91496","-25.104184",NA,NA,NA,NA,"NY01016003","NY01016003_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115997' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1016252","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","S. A. C. Chiea","L. Rossi","490","1988","08","24","Brazil","São Paulo","Cananéia","Ilha do Cardoso. Morro do Foles.","-47.934816","-25.158266",NA,NA,NA,NA,"NY01016252","NY01016252_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143668' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","521246","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","R. Goldenberg","P. K. H. Dusén","17341","1915","11","22","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"NY00521246","NY00521246_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","521240","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","G. G. Hatschbach","G. G. Hatschbach","25366","1970","11","05","Brazil","Paraná","Morretes","Estaçao Marumbi","-48.918884","-25.439421",NA,NA,NA,NA,"NY00521240","NY00521240_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283179' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521252","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","A. C. Brade","R. M. Klein","234","1949","10","03","Brazil","Santa Catarina","Brusque","Mata do Hoffmann","-48.9","-27.1",NA,NA,"50","50","NY00521252","NY00521252_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283168' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521249","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","J. J. Wurdack","R. Reitz","9119","1959","09","17","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.082834","-26.926032",NA,NA,"250","250","NY00521249","NY00521249_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283175' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","521242","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"F. C. Hoehne","28306","1931","10","26","Brazil","São Paulo","Sao Paulo","Capital, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00521242","NY00521242_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283181' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","685414","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","R. Goldenberg","R. Goldenberg","721","2005","10","17","Brazil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0856","-24.9744",NA,NA,NA,NA,"NY00685414","NY00685414_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894812' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","521245","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","R. Goldenberg","P. K. H. Dusén","s.n.","1908","09",NA,"Brazil","Paraná","Morretes","Porto de Cima","-48.8342","-25.4769",NA,NA,NA,NA,"NY00521245","NY00521245_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283170' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521239","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"H. de F. Leitão Filho","1047","1970","09","16","Brazil","São Paulo",NA,"Ubatuba-Caraquatatuba, km. 245",NA,NA,NA,NA,NA,NA,"NY00521239","NY00521239_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283180' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","719895","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"F. Búgola-Silva","8321","2008","10","02","Brazil","São Paulo","Santo André","ParqueAndreense, Sítio dos Tecos","-46.455158","-23.757017",NA,NA,NA,NA,"NY00719895","NY00719895_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2524821' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521250","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","R. Reitz","R. Reitz","3615","1956","09","06","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"250","250","NY00521250","NY00521250_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283172' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521253","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"F. C. Hoehne","28306","1931","10","26","Brazil","São Paulo","Sao Paulo","Capital, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00521253","NY00521253_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283182' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","521248","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","F. C. Hoehne","F. C. Hoehne","28306","1931","10","26","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00521248","NY00521248_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","521247","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","J. J. Wurdack","G. Jönsson","760a","1914","12","29","Brazil","Paraná","Lapa","Serra do Mar, Volta Grande","-49.7156","-25.7697",NA,NA,"400","400","NY00521247","NY00521247_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283174' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","521244","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","J. J. Wurdack","P. K. H. Dusén","10179","1910","09","01","Brazil","Paraná","Piraquara","Porto de Cima","-49.0631","-25.4419",NA,NA,NA,NA,"NY00521244","NY00521244_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283173' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01318322","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.","M. K. Caddah","M. K. Caddah","718","2010","01","18","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, proximidades da trilha do Rancho Frio, margem do rio Beija-Flor, próximo à trilha suspensa","-43.005556","-22.456389",NA,NA,"1400","1400","NY01318322","NY01318322_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305611' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","880268","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"R. Goldenberg","1180","2008","07","18","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha da Balança.","-41.1017","-20.5269",NA,NA,"1250","1600","NY00880268","NY00880268_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2538333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","521842","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"A. F. M. Glaziou","16911",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00521842","NY00521842_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=527600' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","03575006","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"C. Baez","468","2016","01","27","Brazil","Rio de Janeiro","Sào Fidélis","Parque Estadual de Desengano. Serra Pedra do Marial. Mata Nebular no vale entre a Crista da montanha e o cume.","-41.905","-21.8636",NA,NA,"1517","1517","NY03575006",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3862774' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02705353","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"A. P. Duarte","5783","1961","10","01","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Sumaré.","-43.226672","-22.945054",NA,NA,NA,NA,"NY02705353","NY02705353_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997194' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","880281","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"R. Goldenberg","1162","2008","07","17","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para o Forninho.","-41.0836","-20.5161",NA,NA,"1100","1400","NY00880281","NY00880281_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2538389' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01318298","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.","M. K. Caddah","M. K. Caddah","754","2010","01","22","Brazil","Rio de Janeiro","Nova Friburgo","Casa do Seu David Müller","-42.495278","-22.374722",NA,NA,"1370","1370","NY01318298","NY01318298_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305642' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","03315099","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"R. Goldenberg","2262","2017","04","28","Brazil","Bahia","Presidente Tancredo Neves","Regiao da Tesoura 1, Estrada de Acesso ao Sitio do Burjao, 5,7 km da BR 101 (39°28'08W)","-39.4213981628418","-13.4485998153687",NA,NA,"17","17","NY03315099",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3620664' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"17156","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","03315098","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.",NA,"R. Goldenberg","2262","2017","04","28","Brazil","Bahia","Presidente Tancredo Neves","Região da Tesoura 1, Estrada de Acesso ao Sitio do Burjão, 5,7 km da BR 101 em estrada nao pavimentada (39°28'08W).","-39.4213981628418","-13.4485998153687",NA,NA,"17","17","NY03315098",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3620661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"17156","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1262321","PreservedSpecimen","Plantae","Melastomataceae","Miconia","mourae","Miconia mourae","Cogn.","R. Goldenberg","A. M. Amorim","5907","2006","04","22","Brazil","Minas Gerais","Santa Maria do Salto","Povoado de Talismã, Fazenda Duas Barras, Reserva Alto Cariri. Trilha do sul que sai em Santa Maria do Salto.","-40.0544","-16.4036",NA,NA,"950","950","NY01262321",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642800' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:26-03","UNESP-IBB","BOTU","16500","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Carmello, S.M.","76","1987","10","05","Brasil","São Paulo","Santo André","Paranapiacaba","-46.287222","-23.806944","46°17'14w","23°48'25s",NA,NA,"BOTU016500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:08-03","UNESP-IBB","BOTU","25746","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Paschoal, M.E.S.","6","2008","03","06","Brasil","São Paulo","Ubatuba",NA,NA,NA,"9999","9999",NA,NA,"BOTU025746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 11:09:26-03","UNESP-IBB","BOTU","13161","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R.","Amaral Jr., A.","39","1985","04","26","Brasil","São Paulo","Santo André",NA,"-46.25","-23.75","46°15'w","23°45's",NA,NA,"BOTU013161",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-19 11:35:14-03","UFPI-MRV","HDELTA","5811","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Bonafé, F.","Bonafé, F. ; Bernardo, Selmo",NA,"2018","09","23","Brasil","São Paulo","Iporanga",NA,"-48.590278","-24.580556","48°35'25,00''W","24°34'50,00''S",NA,NA,"HDELTA005811",NA,"<ll>dwc_commonname:</ll> Pexerição","2018","09","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
