"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1015415","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","angustifolia","Leandra angustifolia","M. Reginato","R. Goldenberg","910","2007","07","12","South America","Brazil","Espírito Santo","Santa Teresa","Alto de Santo Antonio. Terreno do Bozza.","-40.5911","-19.9086","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015415","NY01015415_01","DC.","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02104522","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","angustifolia","Leandra angustifolia","M. Reginato","M. Regina","12","1978","01","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Morro Queimado","-43.257781","-22.96306","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568711' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104522","NY02104522_01","DC.","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02104531","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","angustifolia","Leandra angustifolia","M. Reginato","D. S. D. de Araújo","32","1971","12","14","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, estrada da Vista Chinesa, mais ou menos 1 km acima do Instituto de Conservação da Natureza","-43.273873","-22.971901","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568810' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104531","NY02104531_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02104533","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","angustifolia","Leandra angustifolia","M. Reginato","W. D. Barros","815","1952","04","25","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Rio Bonito.","-44.563545","-22.448181","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568839' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104533","NY02104533_01","DC.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","03315115","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","angustifolia","Leandra angustifolia",NA,"R. Goldenberg","2291","2017","04","29","South America","Brazil","Bahia","Amargosa","Região da Serra do Timbó, topo de serra com fragmentos de floresta","-39.6046981811523","-13.0303001403809","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3620690' target='other'> <mi>dwc_moreinfo</mi></a>","NY03315115",NA,"DC.",NA,NA,"22699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02841610","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"P. Rosa","749","2016","03","21","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Trilha para o Morro Queimado. Mata de subida para o Morro Queimado. Parque Nacional da Tijuca","-43.256389","-22.966667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3137795' target='other'> <mi>dwc_moreinfo</mi></a>","NY02841610","NY02841610_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","522743","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"H. W. Schott","4120",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522743","NY00522743_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","522748","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","J. J. Wurdack","H. E. Strang","496","1963","04","17","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Caminho para o morro Queimado","-43.25797","-22.9705","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522748","NY00522748_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 11:46:00-03","NY","NYBG","522745","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. L. D. R. Souza","A. C. Brade","18141","1946","05","11","South America","Brazil","Espírito Santo","Itaguaçu","Alto Limoeiro","-40.8556","-19.8019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522745","NY00522745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02612739","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. Reginato","M. Reginato","1283","2012","01","15","South America","Brazil","Bahia","Arataca","Serra das Lontras, trilha para o mirante do Arthur","-39.3647003","-15.1732107","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085094' target='other'> <mi>dwc_moreinfo</mi></a>","NY02612739","NY02612739_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 11:46:00-03","NY","NYBG","522740","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522740","NY00522740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","522752","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","J. J. Wurdack","R. Reitz","2523","1956","01","19","South America","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522752","NY00522752_01","(DC.) Triana","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","522750","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","J. J. Wurdack","O. M. Barth","I91","1960","01","13","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia","-44.637876","-22.374281","sheet","Coll. no written on label as I91, possibly 191? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522750","NY00522750_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","522751","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","J. J. Wurdack","R. M. Klein","1016","1955","01","07","South America","Brazil","Santa Catarina","Itajaí","Morro de Fazenda","-48.6617","-26.9081","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522751","NY00522751_01","(DC.) Triana","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 11:13:00-03","NY","NYBG","02104599","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. Reginato","M. Reginato","1119","2010","01","22","South America","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Estrada para o Sítio Sopronitis","-42.5311012268066","-22.2819004058838","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084726' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104599","NY02104599_01",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 00:50:00-03","NY","NYBG","1018303","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","J. F. A. Baumgratz","J. F. A. Baumgratz","998","2007","04","20","South America","Brazil","Rio de Janeiro","Miguel Pereira","Reserva Biológica do Tinguá, Caminho do Ouro (ou Estrada do Cmércio)","-43.4792","-22.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1254864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018303","NY01018303_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 00:51:00-03","NY","NYBG","1018335","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"J. F. A. Baumgratz","997","2007","04","20","South America","Brazil","Rio de Janeiro","Miguel Pereira","Reserva Biológica do Tinguá, Caminho do Ouro (ou Estrada do Comércio), ca. 500 m antes do portão de acesso à Miguel Pereira.","-43.4792","-22.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1255693' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018335","NY01018335_01",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02104598","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. Reginato","M. Reginato","1207","2011","02","08","South America","Brazil","Espírito Santo","Santa Teresa","Reserva Biologica de Santa Lucia","-40.31684","-19.58478","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084797' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104598","NY02104598_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1688903","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. Reginato","W. W. Thomas","14302","2005","01","16","South America","Brazil","Bahia","Mun. Barro Preto","Serra da Pedra Lascada, 13.7 km from Barro Preto on road passing Fazenda São Miguel towards mountains. Lower slopes.","-39.5361","-14.7703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=843209' target='other'> <mi>dwc_moreinfo</mi></a>","NY01688903","NY01688903_01","(DC.) Triana","550","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02612732","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. Reginato","M. Reginato","1295","2012","01","19","South America","Brazil","Bahia","Wenceslau Guimarães","Reserva Nova Esperança, trilha antes da cancela","-39.703081","-13.59798","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085106' target='other'> <mi>dwc_moreinfo</mi></a>","NY02612732","NY02612732_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 11:46:00-03","NY","NYBG","522744","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. L. D. R. Souza","A. C. Brade","18141","1946","05","11","South America","Brazil","Espírito Santo","Itaguaçu","Alto Limoeiro","-40.8556","-19.8019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522744","NY00522744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","522749","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","J. J. Wurdack","G. G. Hatschbach","18238","1968","01","04","South America","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5744","-25.8831","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522749","NY00522749_01","(DC.) Triana","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1519506","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","M. Reginato","A. M. Amorim","5072","2005","05","22","South America","Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Nova Esperança. Sede a 7 km do povoado de Nova Esperança. Area aprox. 2700 ha.","-39.7078","-13.5781","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519506","NY01519506_01","(DC.) Triana","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 23:06:00-03","NY","NYBG","1015410","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","R. Goldenberg","R. Goldenberg","905","2007","07","11","South America","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia Floresta de Encosta, próxima ao rio Timbuí.","-40.6031","-19.8967","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105589' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015410","NY01015410_01",NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","522747","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"E. Pereira","10657","1968","01","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Mesa do Imperador","-43.257779","-22.970378","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363841' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522747","NY00522747_01","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00835932","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","R. Goldenberg","W. W. Thomas","13446","2003","03","19","South America","Brazil","Bahia","Ibirapitanga","23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","-39.4592","-13.8908","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835932","NY00835932_01","(DC.) Triana","690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","522742","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia brevifolia",NA,"A. F. M. Glaziou","16949","1888","01","22","South America","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522742","NY00522742_01","Cogn.",NA,NA,NA,NA,"brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","522741","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia brevifolia",NA,"A. F. M. Glaziou","16949",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522741","NY00522741_01","Cogn.",NA,NA,NA,NA,"brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1522636","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia latifolia","L. de S. Leoni","L. de S. Leoni","6675","2006","11","23","South America","Brazil","Minas Gerais","Faria Lemos","Fazenda Santa Rita. Interior de floresta.","-42.055635","-20.757709","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776269' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522636","NY01522636_01","D'El Rei Souza","600",NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","522742","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia brevifolia",NA,"A. F. M. Glaziou","16949","1888","01","22","South America","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522742","NY00522742_01","Cogn.",NA,NA,NA,NA,"brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","522741","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia brevifolia",NA,"A. F. M. Glaziou","16949",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522741","NY00522741_01","Cogn.",NA,NA,NA,NA,"brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:31:25-03","UFRJ","RFA","2736","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"J.T. Moura",NA,"1888","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,"RFA45565",NA,"(DC.) Triana",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-09-10 21:43:35-03","UNEMAT","TANG","4789","S","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ferneda Rocha, LC","Sardelli, LF; Pereira, OG; Silva, JA; Silva, M","s.n.","2014","12","24",NA,"Brasil","Mato Grosso","Colider","Lote B de supressão, Resgate de flora da UHE Colider","-55.46175","-10.899778",NA,NA,"TANG000004789",NA,"(DC.) Triana","446","446",NA,NA,NA,"2015","10","04","-55.46175","-10.899778",NA,NA,NA,NA,NA
"44","2016-10-18 16:26:35-02","UNEMAT","TANG","2429","S","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"Engels, ME","2698",NA,NA,NA,NA,"Brasil","Mato Grosso","Colider",NA,"-55.4508018493652","-10.8177995681763",NA,"Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Mosaico das fitofisionomias densa, estacional semidecidual, estacional decidual e savana. Sub arbusto ca 1m, local ensolarado. Caule cast","TANG000002429",NA,"(DC.) Triana",NA,NA,"78569","auto",NA,"2014","10","04",NA,NA,NA,NA,NA,NA,NA
