"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","558487","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","1990","11","06","Brazil","Rio Grande do Sul","Torres","Torres, Colonia Sao Pedro","-49.7267","-29.3356",NA,NA,"10","10","NY00558487","NY00558487_01","7400","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39785' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","28752","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Souza, M.L.D.R.","2012","08",NA,"Gonzatti, F.","2011","10","22","Brasil","Rio Grande do Sul","Palmares do Sul",NA,NA,NA,"9999","9999",NA,NA,"BOTU028752",NA,"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-01-20 14:40:39-03","UPM","MACK","3146","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","L. O. Andrade","2016",NA,NA,"L. O. Andrade","2016","10","08","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA
"14","2019-08-27 13:31:14-03","IAP","PACA-AGP","95932","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","C. F. Xavier; G. Colling e J. Larocca","2001","10",NA,"Mondin, C.","2001","10","14","Brasil","RS","Arroio do Sal","Balneário de Rondinha Nova.","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"PACA095932",NA,"2354","Magnoliophyta","Myrtales",NA,NA,"HASU 14398.&nf;Confirmado por:C. F. Xavier; G. Colling e J. Larocca, em 20.11.2003. Habitat: Em campo. Fenofase: flores liláses Hábito: erva","15157","auto","Magnoliatae",NA,NA,NA
"15","2019-08-27 13:31:14-03","IAP","PACA-AGP","67568","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","M. L. Souza",NA,NA,NA,"M. L. Souza","1983","12","02","Brasil","SC","Ilha de SC","SFSC - Campus - Trindade",NA,NA,NA,NA,NA,NA,"PACA067568",NA,"167","Magnoliophyta","Myrtales",NA,NA,"Herbário FLOR 5160 Habitat: Alagado",NA,NA,"Magnoliatae",NA,NA,NA
"16","2019-08-27 13:31:14-03","IAP","PACA-AGP","46187","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.","1950","03","06","Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA046187",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In arenosis humidis dumetosis Fenofase: flor e fruto","27350","auto","Magnoliatae",NA,NA,NA
"17","2019-08-27 13:31:14-03","IAP","PACA-AGP","45094","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.","1950","01","04","Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA045094",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In arenosis humidis dumetosis Fenofase: fruto","27350","auto","Magnoliatae",NA,NA,NA
"18","2019-08-27 13:31:14-03","IAP","PACA-AGP","55878","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Brade-Sicher","1955","05","01","Rambo, B.","1954","10","03","Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA055878",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In arenosis subhumidis Fenofase: flor","27350","auto","Magnoliatae",NA,NA,NA
"19","2019-08-27 13:31:14-03","IAP","PACA-AGP","33934","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","M. Leonor Souza","1982","08","22","Rambo, B.","1946","09","10","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA033934",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In umbrosis humidis Fenofase: flor","29946","auto","Magnoliatae",NA,NA,NA
"20","2019-08-27 13:31:14-03","IAP","PACA-AGP","56176","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Emrich-Rambo","1955","05","01","Rambo, B.","1954","11","12","Brasil","RS","Torres","Paraiso","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA056176",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In arenosis subhumidis Fenofase: flor","20837","auto","Magnoliatae",NA,NA,NA
"21","2019-08-27 13:31:14-03","IAP","PACA-AGP","227","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","A.C. Brade","1954","08","26","Rambo, B.","1933","02","12","Brasil","RS","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"PACA000227",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In arenosis humidis dumetosis Fenofase: flor","21077","auto","Magnoliatae",NA,NA,NA
"22","2019-08-27 13:31:14-03","IAP","PACA-AGP","68582","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Daniel Falkenberg","1986",NA,NA,"Daniel B. Falkenberg","1985","12",NA,"Brasil","SC","Florianópolis","Costa da Lagoa - Ilha de SC","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA068582",NA,"311","Magnoliophyta","Myrtales",NA,NA,"Habitat: Beira da mata Hábito: erva","27000","auto","Magnoliatae",NA,NA,NA
"23","2019-08-27 13:31:14-03","IAP","PACA-AGP","68677","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","D. B. Falkenberg","1985",NA,NA,"Daniel B. Falkenberg","1985","10","30","Bolívia","RS","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA068677",NA,"3052","Magnoliophyta","Myrtales",NA,NA,"Habitat: Campo arenoso","20837","auto","Magnoliatae",NA,NA,NA
"24","2019-08-27 13:31:14-03","IAP","PACA-AGP","70024","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","J.J. Wurdack","1971",NA,NA,"R.M. Klein","1969","11","19","Brasil","SC","Florianópolis","Ingleses","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA070024",NA,"8457","Magnoliophyta","Myrtales",NA,NA,"Habitat: Beira da estrada","27000","auto","Magnoliatae",NA,NA,NA
"25","2019-08-27 13:31:14-03","IAP","PACA-AGP","68689","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","D. Falkenberg et M.L. Souza","1985",NA,NA,"Daniel B. Falkenberg","1985","11","30","Brasil","SC","Florianópolis","Praia Mole - Ilha de SC","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA068689",NA,"3233","Magnoliophyta","Myrtales",NA,NA,"Habitat: Beira de capoeira, restinga","27000","auto","Magnoliatae",NA,NA,NA
"26","2019-08-27 13:31:14-03","IAP","PACA-AGP","25336","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","M. Leonor Souza","1982","08","22","Rambo, B.","1942","02","03","Brasil","SC","Florianópolis","Trindade","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA025336",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Habitat: In incultis dumentosis Fenofase: flor","27000","auto","Magnoliatae",NA,NA,NA
"27","2019-08-27 13:31:14-03","IAP","PACA-AGP","68596","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","M. Leonor & D. Falkenberg","1985",NA,NA,"Daniel B. Falkenberg","1985","11","23","Brasil","SC","Penha","Armação","-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,"PACA068596",NA,"3221","Magnoliophyta","Myrtales",NA,NA,"Habitat: Campo","9872","auto","Magnoliatae",NA,NA,NA
"28","2021-03-01 16:35:27-03","UNICAMP","UEC","187545","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","12",NA,"Meyer, FS; Guimarães, PJF","2012","12","11","Brazil","Santa Catarina","Águas Mornas","Serrinha que desce para Florianópolis, BR 282","-49.446731","-28.1926","-49.446731","-28.1926",NA,NA,"UEC114814","UEC114814","1460","Magnoliopsida",NA,NA,NA,"Subarbusto de pequeno porte, ca. 10-30 cm alt., em orla de rodovia, em região de Floresta Ombrófila Densa. Flores com pétalas róseas ou brancas, e anteras curtas, de ápice obtuso e coloração amarela",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:35:27-03","UNICAMP","UEC","187604","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114483","UEC114483","1376","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:35:27-03","UNICAMP","UEC","187594","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114585","UEC114585","1386","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:35:27-03","UNICAMP","UEC","187598","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114589","UEC114589","1382","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:35:27-03","UNICAMP","UEC","187600","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114590","UEC114590","1380","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:35:27-03","UNICAMP","UEC","187596","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114587","UEC114587","1384","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:35:27-03","UNICAMP","UEC","187597","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114586","UEC114586","1383","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:35:27-03","UNICAMP","UEC","187588","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114579","UEC114579","1392","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em vegetação de estepe, no caminho para o Arraial.",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:35:27-03","UNICAMP","UEC","187601","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114591","UEC114591","1379","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:35:27-03","UNICAMP","UEC","187589","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114578","UEC114578","1391","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:35:27-03","UNICAMP","UEC","187590","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114580","UEC114580","1390","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:35:27-03","UNICAMP","UEC","187609","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114489","UEC114489","1371","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:35:27-03","UNICAMP","UEC","187591","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114581","UEC114581","1389","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:35:27-03","UNICAMP","UEC","187592","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114583","UEC114583","1388","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:35:27-03","UNICAMP","UEC","187608","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114486","UEC114486","1372","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:35:27-03","UNICAMP","UEC","187607","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114487","UEC114487","1373","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:35:27-03","UNICAMP","UEC","187606","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114484","UEC114484","1374","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
