"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","relatedCatalogItem"
"134","2020-12-21 16:29:05-03","MBM","MBM","32777","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Ferreira, L.F.; Ferreira, L.F.",NA,NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,NA,"auto","35409","Southern America",NA,"MBM032777","MBM032777",NA,NA,NA,NA,NA
"135","2020-12-21 16:29:05-03","MBM","MBM","82638","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Chautems, A.",NA,NA,NA,"Landrum, L.R.",NA,NA,NA,"Brazil","Minas Gerais","Caeté","Caeté, Serra da Piedade, km 1-5 on road to top of Serra","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","4272","Southern America",NA,"MBM082638","MBM082638",NA,NA,NA,NA,NA
"136","2016-01-16 15:34:30-02","MNHN","RECOLNAT_MNHN_P","P00771253","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems",NA,NA,NA,"Pignal, M.","2009","10","20","Brasil","Minas Gerais",NA,"Caraça","-43.47472","-20.10639",NA,NA,NA,"1250",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00771253' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00771253","P00771253_01",NA,NA,NA,"3681",NA
"137","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511631","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil","Minas Gerais",NA,"Serra da Carassa.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511631' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511631","P03511631_01",NA,NA,NA,NA,NA
"138","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511632","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511632' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511632","P03511632_01",NA,NA,NA,NA,NA
"139","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511633","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511633' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511633","P03511633_01",NA,NA,NA,NA,NA
"140","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511634","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,NA,"1816","1","1","Brasil","Minas Gerais",NA,"Serra do Carassa [Serra do Caraça].",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511634' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511634","P03511634_01",NA,NA,NA,NA,NA
"141","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511635","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511635' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511635","P03511635_01",NA,NA,NA,"575",NA
"142","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511636","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Claussen","1843","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511636' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511636","P03511636_01",NA,NA,NA,"926",NA
"143","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511637","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Weddell, H.A.","1844","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511637' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511637","P03511637_01",NA,NA,NA,"1401",NA
"144","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511638","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Warming",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra da Piedade.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511638' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511638","P03511638_01",NA,NA,NA,NA,NA
"145","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511639","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511639' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511639","P03511639_01",NA,NA,NA,"B1 575",NA
"146","2015-09-04 12:11:23-03","MNHN","RECOLNAT_MNHN_P","P03511659","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Middleton",NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511659' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511659","P03511659_01",NA,NA,NA,"253",NA
"147","2015-09-04 12:11:23-03","MNHN","RECOLNAT_MNHN_P","P03511660","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Middleton",NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511660' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P03511660","P03511660_01",NA,NA,NA,NA,NA
"148","2020-12-11 11:36:40-03","UFMG","BHCB","669","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","hirsutus","Nematanthus hirsutus","(Mart.) Wiehler",NA,NA,NA,NA,NA,"1952",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Campo","auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-11 11:36:40-03","UFMG","BHCB","23349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","hirsutus","Nematanthus hirsutus","(Mart.) Wiehler",NA,NA,NA,NA,"Teixeira, WA","1993","11","06","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-11 11:36:40-03","UFMG","BHCB","165924","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2013","02",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","19","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito","-43.579722","-20.023889","-43.579722","-20.023889",NA,"1286","1286",NA,"Rupicola no Campo Rupestre Ferruginoso Aberto, flores laranjas e amarelas. Projeto Lacunas do Conhecimento.",NA,"1944","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-11 11:36:40-03","UFMG","BHCB","179105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2015","11",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2015","10","07","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,NA,"Erva saxícola; ca. 0,5m alt; botões florais vermelhos.; Campo Rupestre Quartzítico",NA,"2649","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-11 11:36:40-03","UFMG","BHCB","149106","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2011","03",NA,"Tameirão Neto, E; Mansur, T","2011","01","14","Brasil","Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo","-49.685369","-20.0473","-49.685369","-20.0473",NA,"1500","1500",NA,"Campo rupestre sobre canga couraçada, herbáceo",NA,"5004","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-11 11:36:40-03","UFMG","BHCB","138424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2018","05",NA,"Rezende, SG; Mendes, MS","2009","10","28","Brasil","Minas Gerais","Mariana","Mina Samarco, Norte de alegria 1 e 6","-43.514722","-20.154722","-43.514722","-20.154722",NA,"1250","1250",NA,"Transição de Campo Rupestre para Floresta Estacional Semidecidual Alto-Montana",NA,"3679","Southern America",NA,"BHCB046299",NA,NA,NA,NA,NA,NA
"154","2020-12-11 11:36:40-03","UFMG","BHCB","142142","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Oliveira, CT; Stehmann, JR; Batista, JAN","2008","12","08","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.4525","-20.134722","-43.4525","-20.134722",NA,"2056","2056",NA,"planta epífita 50 cm, flores laranjas, cálice verde com a ponta das sépalas vináceas, crescendo em mata nebular.",NA,"236","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-11 11:36:40-03","UFMG","BHCB","144541","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Rodrigues, LC","2007","07","11","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto do Palácio","-43.516667","-19.25","-43.516667","-19.25",NA,"1400","1400",NA,"erva em área de afloramento rochoso, flor tubular vermelha",NA,"37","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-11 11:36:40-03","UFMG","BHCB","149260","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2011","06","03","Carmo, FF","2009","05","03","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa/QTZ","-43.701389","-20.1045","-43.701389","-20.1045",NA,"1390","1390",NA,"Coletado em afloramento de quartzito.",NA,"4597","Southern America",NA,"BHCB035270",NA,NA,NA,NA,NA,NA
"157","2020-12-11 11:36:40-03","UFMG","BHCB","149711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2018","05",NA,"Machado, TM; Oliveira, CT; Burkowski, PM","2010","11","21","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.462056","-20.137694","-43.462056","-20.137694",NA,"2001","2001",NA,"Flores laranja, cálice avermelhado; Rupícola no campo rupestre.",NA,"372","Southern America",NA,"BHCB006160",NA,NA,NA,NA,NA,NA
"158","2020-12-11 11:36:40-03","UFMG","BHCB","157212","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Gontijo, FD","2012","03","08","Brasil","Minas Gerais","Mariana","Cava Leste, Mina de Fábrica Nova, Complexo Mariana. Campo Rupestre Ferruginoso/Floresta Estacional Semidecidual.","-43.435","-20.195833","-43.435","-20.195833",NA,"1085","1085",NA,"Erva rupícola. Com duplicata.",NA,"194","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-11 11:36:40-03","UFMG","BHCB","149107","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2011","03",NA,"Mansur, T; Pena, FSR; Mota, RC da","2011","02","24","Brasil","Minas Gerais","Caeté","Serra Gandarela, Projeto Mina Apolo","-49.672067","-20.01595","-49.672067","-20.01595",NA,"1548","1548",NA,"Campo rupestre sobre canga couraçada, herbáceo",NA,"201","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-11 11:36:40-03","UFMG","BHCB","164302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2013","04","24","Vidal, CV; Mansur, T; Paula, RL de","2011","08","10","Brasil","Minas Gerais","Santa Bárbara","Serra do Baú","-43.5925","-20.038333","-43.5925","-20.038333",NA,NA,NA,NA,"Herbáceo",NA,"1147","Southern America",NA,"BHCB036161","BHCB036161",NA,NA,NA,NA,NA
"161","2020-12-11 11:36:40-03","UFMG","BHCB","165517","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","07","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333","-43.5775","-20.018333",NA,"1134","1134",NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, frutos imaturos verdes. Projeto Lacunas do Conhecimento.",NA,"2527","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-11 11:36:40-03","UFMG","BHCB","166034","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2013","01",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","30","Brasil","Minas Gerais","Congonhas","Mina de Fábrica, Cava João Pereira. Litotipo: Itabirito hematítico, magnetítico indiferenciados.","-43.918889","-20.441111","-43.918889","-20.441111",NA,"1470","1470",NA,"Herbácea em Campo Rupestre Ferruginoso Aberto, com e sem Vellozia, flores laranjas. Projeto Lacunas do Conhecimento.",NA,"1860","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-11 11:36:40-03","UFMG","BHCB","168535","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2014","04","01","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","04","26","Brasil","Minas Gerais","Belo Horizonte","Mina de Águas Claras, Litotipo: Lentes de hematita compacta e pulverulenta.","-43.910278","-19.961667","-43.910278","-19.961667",NA,"1333","1333",NA,"Arbusto em Campo Rupestre Ferruginoso Arbustivo, flores vermelhas. Projeto Lacunas do Conhecimento.",NA,"193","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-11 11:36:40-03","UFMG","BHCB","177007","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2015","06","01","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","2015","05","12","Brasil","Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611","-43.436667","-20.153611",NA,NA,NA,NA,"Erva rupícola; ca. 0,25m alt; cálice verde; corola vermelha com ápice amarelo.; Campo Rupestre Quartzitico",NA,"306","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-11 11:36:40-03","UFMG","BHCB","183766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2016","12","15","Souza, JAM; Santos, A; Avelar, R","2016","11","16","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.861944","-20.246111","-43.861944","-20.246111",NA,"1375","1375",NA,"Herbáceo, 0,5m alt. Rupícola / terrestre. Flores laranjas e amarela.; Campo Rupestre Quartizito.",NA,"47","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:36:40-03","UFMG","BHCB","183955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Paiva, JAM; Souza, LS; Silva, E","2016","11","24","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.669444","-20.154167","-43.669444","-20.154167",NA,"1334","1334",NA,"Herbáceo, 0,08m alt. Rupícola. Flores vermelhas.; Campo Rupestre Quartizito.",NA,"1150","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-11 11:36:40-03","UFMG","BHCB","178971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2015","11",NA,"Paiva, JAM; Pivari, MOD; Tomich, S","2015","10","23","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,NA,"Arbusto saxícola; ca 0,30m alt; flores vermelhas.; Campo Rupestre Quartzítico",NA,"970","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-11 11:36:40-03","UFMG","BHCB","177885","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2015","05","06","Gontijo, FD","2014","12","03","Brasil","Minas Gerais","Caeté",NA,"-20.002222","-43.668611","-20.002222","-43.668611",NA,"1474","1474",NA,"Flores vermelhas/amarelas; altura máx de 30 cm.; Herbáceo. Campo rupestre sobre canga",NA,"551","Southern America",NA,"BHCB030362","BHCB030362 BHCB030362_v1",NA,NA,NA,NA,NA
"169","2020-12-11 11:36:40-03","UFMG","BHCB","183956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Paiva, JAM; Souza, LS; Silva, E","2016","11","24","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.658333","-20.153056","-43.658333","-20.153056",NA,"1296","1296",NA,"Arbustivo, 0,9m alt. Rupícola. Flores vermelhas.; Campo Rupestre Quartizito.",NA,"1151","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-11 11:36:40-03","UFMG","BHCB","186661","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2018","05",NA,"Gontijo, FD; Tameirão Neto, E","2016","03","15","Brasil","Minas Gerais","Mariana",NA,"-43.451111","-20.178056","-43.451111","-20.178056",NA,"889","889",NA,"Floresta Semidecidual",NA,"1027","Southern America",NA,"BHCB186661",NA,NA,NA,NA,NA,NA
"171","2020-12-11 11:36:40-03","UFMG","BHCB","186703","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2016","08","24","Vidal, CV","2016","07","21","Brasil","Minas Gerais","Mariana",NA,"-43.431389","-20.158056","-43.431389","-20.158056",NA,"870","870",NA,"Campo Rupestre sobre Formação Ferrífera",NA,"s.n.","Southern America",NA,"BHCB186703",NA,NA,NA,NA,NA,NA
"172","2020-12-11 11:36:40-03","UFMG","BHCB","196033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,"2017","06","15","Lopes, ADC; Bragioni, TLS; Oliveira, DMG","2017","06","06","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.910833","-19.960833","-43.910833","-19.960833",NA,"1449","1449",NA,"Subarbusto, ca. 40 cm de altura. Rupícola. Corola com tubo alaranjado e lobos amarelos.; Canga",NA,"27","Southern America",NA,"BHCB196033","BHCB196033 BHCB196033_v1 BHCB196033_v2",NA,NA,NA,NA,NA
"173","2020-12-11 11:36:40-03","UFMG","BHCB","5873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Grandi, TSM; et al.","1985","04","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","-43.666667","-19.816667",NA,"1650","1670",NA,"Campo;herbáceo;flor vermelha;2ºe3ºestação;",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-11 11:36:40-03","UFMG","BHCB","63720","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Krieger, L","1973","11","01","Brasil","Minas Gerais",NA,"Serra de Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13168","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-19 17:58:27-03","UFMG","BHCB","196278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigilosus","Nematanthus strigilosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Fernandes, RL; Ferreira, MC; Ferraz, PO; Rodrigues, JG","2019","03","27","Brasil","Minas Gerais","Itabira","Serra dos Alves, Cachoeira dos Cristais","-43.470417","-19.491194","-43.470417","-19.491194",NA,"1002","1002",NA,NA,NA,"122","Southern America",NA,"BHCB196278",NA,NA,NA,NA,NA,NA
"176","2020-12-11 11:36:40-03","UFMG","BHCB","3587","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Grandi, TSM","1982","03","06","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599","1250","1250",NA,"Campo;herbáceo;flores vermelhas;solo silicoso c/rochas de quartizito e arenito;","auto","882","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:36:40-03","UFMG","BHCB","3568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Leite, RS; et al.","1982","02","22","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Terrestre;arenoso;herbáceo;corola gibosa;zigomorfa;cálice desenvolvido;","auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-11 11:36:40-03","UFMG","BHCB","15958","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Andrade, PM de; Souza, HC","1986","10","14","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,NA,"auto","771","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:36:40-03","UFMG","BHCB","20322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Pereira, M; Lucca, M","1991",NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:36:40-03","UFMG","BHCB","40245","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
