"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"969","2020-12-11 11:31:34-03","UFMG","BHCB","50557","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"970","2020-12-11 11:31:34-03","UFMG","BHCB","63710","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Krieger, L; Urbano","1970","09","27","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"971","2020-12-11 11:31:34-03","UFMG","BHCB","65186","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Stehmann, JR; Castro, IB","2001","10","23","Brasil","Minas Gerais","Camanducaia",NA,"-46.144444","-22.714222","-46.144444","-22.714222","1800","1800",NA,NA,"3014",NA,NA,NA,"Arbusto muito ramificado, em borda de mata",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"972","2020-12-11 11:31:34-03","UFMG","BHCB","33474","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Liberdade",NA,"-44.3196983337402","-22.0289001464844",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"19650","auto",NA,NA,NA,NA,NA
"973","2020-12-11 11:31:34-03","UFMG","BHCB","33474","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Liberdade",NA,"-44.3196983337402","-22.0289001464844",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"19650","auto",NA,NA,NA,NA,NA
"974","2020-12-11 11:31:34-03","UFMG","BHCB","18797","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Stehmann, JR; et al.","1989","05","24","Brasil","Minas Gerais","Pedro Leopoldo",NA,"-44.043098449707","-19.6180992126465",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"17853","auto",NA,NA,NA,NA,NA
"975","2020-12-11 11:31:34-03","UFMG","BHCB","18797","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Stehmann, JR; et al.","1989","05","24","Brasil","Minas Gerais","Pedro Leopoldo",NA,"-44.043098449707","-19.6180992126465",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"17853","auto",NA,NA,NA,NA,NA
"976","2020-12-11 11:31:34-03","UFMG","BHCB","54206","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Tameirão Neto, E",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,"2977",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"23696","auto",NA,NA,NA,NA,NA
"977","2020-12-11 11:31:34-03","UFMG","BHCB","63583","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Krieger, L","1970","12","26","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"9823",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"46557","auto",NA,NA,NA,NA,NA
"978","2020-12-11 11:31:34-03","UFMG","BHCB","22584","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"23696","auto",NA,NA,NA,NA,NA
"979","2020-12-11 11:31:34-03","UFMG","BHCB","22584","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"23696","auto",NA,NA,NA,NA,NA
"980","2020-12-11 11:31:34-03","UFMG","BHCB","98401","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Echternacht, LA; et al.","2005","10","29","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,NA,NA,"1071",NA,NA,NA,"Arbórea (ca. 4m), flores amarelas. Em clareira na trilha que margeia o ribeirão Paiol.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"18828","auto",NA,NA,NA,NA,NA
"981","2020-12-11 11:31:34-03","UFMG","BHCB","173744","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Torres, RB; Pereira, CA; Pereira, CD","2001","10","22","Brasil","Minas Gerais","Camanducaia","Mata da Patrícia","-46.1446990966797","-22.7553005218506",NA,NA,NA,"1116","BHCB018699",NA,"1448","2002","04",NA,"Árvore, 7,5m alt, sub-dossel, frutos jovens, verdes",NA,"Southern America",NA,NA,"Dicotyledon",NA,"22140","auto",NA,NA,NA,NA,NA
"982","2020-12-11 11:31:34-03","UFMG","BHCB","173791","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Torres, RB; Borges, TS","1999","12","21","Brasil","Minas Gerais","Camanducaia","Mata do Altair","-46.1446990966797","-22.7553005218506",NA,NA,"1082","1082","BHCB018750",NA,"1040","2002","04",NA,"Arvoreta ca. 5,5 metros de altura. Frutos jovens verdes.; Mata de altitude, subosque",NA,"Southern America",NA,NA,"Dicotyledon",NA,"22140","auto",NA,NA,NA,NA,NA
"983","2020-12-11 11:31:34-03","UFMG","BHCB","164726","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Santin, D","1993","05","27","Brasil","São Paulo","Campinas","Parque ecológico da UNICAMP (arboreto), Cultivada no arboreto curva 05, rua 8","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"BHCB009894",NA,"s.n.",NA,NA,NA,"Árvore jovem com flor e fruto.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"23900","auto",NA,NA,NA,NA,NA
"984","2020-12-11 11:31:34-03","UFMG","BHCB","174281","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"Braga, JMA; Bovini, MG; Lira Neto, JA; Vieira, CM","1996","10","19","Brasil","Rio de Janeiro","Mangaratiba","Reserva Biológica Rio das Pedras, Trilha do Cambuçá","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"BHCB020057",NA,"3589","2005","11","17","Arbusto ramoso. Ca. de 3,5 m de altura heliófito. Folhas discolores e membranáceas. Frutos pêndulos verde - claro.; Mata alterada de encosta.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"17272","auto",NA,NA,NA,NA,NA
"985","2021-02-11 17:17:50-03","UFPR","UPCB","76236","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Lopes, J. C.","Krieger, L.","1971","12","20","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"11295","2011",NA,NA,"Árvore regular, na mata rala, com frutos novos..",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"986","2021-02-11 17:17:50-03","UFPR","UPCB","74117","PreservedSpecimen","Plantae","Annonaceae","Annona","rugulosa","Annona rugulosa","(Schltdl.) H.Rainer","Blum, C.T.","Blum, C.T.","2011","02","20","Brasil","Paraná","Tijucas do Sul","Remanescentes florestais marginais à represa de Vossoroca","-49.0775","-25.834722","-49.0775","-25.834722","890","890",NA,NA,"11-026","2011","02","20","Árvore 8 m, frutos verdes. UPCB-DNA N° 1994.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2021-02-11 17:17:50-03","UFPR","UPCB","50531","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Liebsch, D.","Liebsch, D.","2004","10","27","Brasil","Paraná","Palmas","Fazenda Santa Cruz, 26°29'S 51°59'W","-51.983333","-26.483333","-51.983333","-26.483333",NA,NA,NA,NA,"912","2004","01","01","Arbusto, 3m, flor amarela. Floresta ombrófila montana. Alt.: 1035m s.n.m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2021-02-11 17:17:50-03","UFPR","UPCB","56098","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Reginato, M.","Reginato, M.","2005","11","12","Brasil","Paraná","Piraquara","Mananciais da Serra, Represa do Carvalhinho","-48.983333","-25.483333","-48.983333","-25.483333","1100","1100",NA,NA,"632","2005","01","01","Arbórea 6m, botão verde. FOM/FODM..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2021-02-11 17:17:50-03","UFPR","UPCB","91114","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","Silva, R.M.","Hatschbach, G. et al.","2003","10","18","Brasil","Mato Grosso do Sul","Bela Vista","Estrada entre a Rod. BR-060 e Santo Antônio","-56.5210990905762","-22.1089000701904",NA,NA,NA,NA,"UPCB0028813","UPCB0028813","76491","2005",NA,NA,"Pequena árvore, 4m, flor creme. Mata de Galeria..",NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA
"990","2021-02-11 17:17:50-03","UFPR","UPCB","5380","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Flora Neotropica, Mon. 57: p.97.","Hatschbach, G.","1965","10","11","Brasil","Paraná","Maringá","Horto Florestal","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,NA,"12919","1992","01","01","Arvoreta 5m, flor creme. Mata pluvial..",NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA
"991","2021-02-11 17:17:50-03","UFPR","UPCB","50955","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Hatschbach, G.","Cervi, A.C.","2003","11","03","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"8541","2004","11",NA,"Arvoreta ca. 4m, flores verdes. Beira do capão..",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"992","2021-02-11 17:17:50-03","UFPR","UPCB","74543","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Cordeiro, J.","Bolson, M.","2010","09","25","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá - Trilha do mirante","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"418","2010","09","23","Floresta Ombrófila Mista. Árvore. 2,5m. UPCB-DNA N° 1633.",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"993","2021-02-11 17:17:50-03","UFPR","UPCB","43423","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Dias, M.C.","Francisco, E.M.","1999","10","25","Brasil","Paraná","Cornélio Procópio","Pedreira","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,NA,NA,NA,"1999","01","01","Flores verdes, árvore 4m na borda da mata. Nome vulgar: Ariticum..",NA,NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"994","2021-02-11 17:17:50-03","UFPR","UPCB","31254","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Guimarães, O.A.","Cervi, A.C.","1989","11","02","Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2986","1997","08",NA,"Arvoreta 2m. Flores amareladas. Borda do capão..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"995","2021-02-11 17:17:50-03","UFPR","UPCB","85958","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","Silva, R.M.","Hatschbach, G. et al.","2003","10","08","Brasil","Mato Grosso do Sul","Bonito","Rod. MS-362, Fazenda Renascença","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,"76040","2005",NA,NA,"Arbusto, 3m, flor amarelo-pálida. Cerrado..",NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"996","2021-02-11 17:17:50-03","UFPR","UPCB","77181","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.",NA,"Marques, A.","2002","03","05","Brasil","Goiás","Goiânia","Setor dos Funcionários, Rua: P-13, n°94, cult. Quintal.","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,"s.n.","2009","05",NA,"Árvore com 50m; flores, frutos maduros, amarelos e frutos verdes..",NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"997","2021-02-11 17:17:50-03","UFPR","UPCB","46987","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schlecht.","Rodrigues, W.A.","Marques, A.","2002","03","05","Brasil","Goiás","Goiânia","Setor dos Funcionários, Rua P-13 nº 94","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,NA,"2004","01",NA,"Árvore 5m, flores, frutos maduros amarelos e frutos verdes. Cultivada em quintal. Nome vulgar: pinha-do-campo ou ata-do-campo..",NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"998","2013-01-24 08:21:00-02","MO","MOBOT","3393447","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","A.M. Ruiz Huidobro","1945",NA,NA,"Argentina","Corrientes",NA,"Ita-Ibaté.",NA,NA,NA,NA,NA,NA,NA,NA,"Huidobro 2030",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2013-01-24 08:21:00-02","MO","MOBOT","3394199","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","* AQUILAS","1947","11","9","Colombia","Chocó",NA,"Marqurita Belem.",NA,NA,NA,NA,NA,NA,NA,NA,"AQUILAS 1085",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","2013-01-24 08:21:00-02","MO","MOBOT","3393446","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","Aurelio Schinini","1989","12","5","Argentina","Corrientes",NA,"Asuncion. araticuí.",NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 26797",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","2013-01-24 08:21:00-02","MO","MOBOT","2339276","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","M.C. Franceschini","2000","3","4","Argentina","Corrientes","Capital","San Cayetano",NA,NA,NA,NA,NA,NA,NA,NA,"Franceschini 44",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","2017-06-20 16:52:00-03","MO","MOBOT","100983041","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","R.L. Liesner (MO)","Ismael Morel","1948","7","28","Argentina","Formosa","Pilcomayo","Riacho Porteña, al N a 2 km del km 33. Ruta 86.",NA,NA,NA,NA,NA,NA,NA,NA,"Morel 6850a",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1003","2013-01-24 08:21:00-02","MO","MOBOT","100144555","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","Rosa Guaglianone","1976","11","19","Argentina","Corrientes","Ituzaingó","Isla Apipé Grande, Puerto San Antonio.",NA,NA,NA,NA,NA,NA,NA,NA,"Guaglianone 217",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1004","2013-01-24 08:21:00-02","MO","MOBOT","100225771","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","J. de Egea Juvinel","2005","1","25","Paraguay","Ñeembucú",NA,"Estancia Redondo.","-58.0875","-26.5675",NA,NA,NA,NA,NA,NA,"de Egea Juvinel 716",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1005","2013-01-24 08:21:00-02","MO","MOBOT","100226258","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","M. Peña-Chocarro","2006","3","3","Paraguay","Presidente Hayes",NA,"Estancia Santa María del 12.","-57.2958333","-24.9205556",NA,NA,NA,NA,NA,NA,"Peña-Chocarro 2585",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1006","2013-01-24 08:21:00-02","MO","MOBOT","100326197","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","Alfredo F. Fuentes|R. Lipa|Saul Cusi|D. Alanes","2009","9","26","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Sumpulo, pasando el río Mojos, entre Mojos y Pata.","-68.7741667","-14.5836111",NA,NA,"1090.00000000",NA,NA,NA,"Fuentes Claros 15292",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"5","09-148",NA
"1007","2020-03-02 04:36:00-03","MO","MOBOT","100363045","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","H. Rainer","W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","19","Paraguay","Concepción",NA,"Estancia Garay Cuê, near N boundary; low forest on sandstone, near limestone transition","-57.3688889","-22.5258334",NA,NA,"375.00000000",NA,NA,NA,"Stevens 31207",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1","1412",NA
"1008","2016-04-27 05:36:00-03","MO","MOBOT","100595508","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","2013","4","18","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,NA,"951.00000000",NA,NA,NA,"Fuentes Claros 17853",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","13-01",NA
"1009","2014-11-19 16:24:00-02","MO","MOBOT","100708208","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","G.E. Schatz","Nélida Soria","1997","1","11","Paraguay","Amambay",NA,"Cerro Sarambi, entrada cerca del cementerio, Cruce Bella Vista.",NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 7695",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1010","2017-11-17 12:33:00-02","MO","MOBOT","100708414","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","2014","4","1","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,NA,"662.00000000",NA,NA,NA,"Fuentes Claros 18545",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","14-01",NA
"1011","2017-11-17 12:33:00-02","MO","MOBOT","100708482","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,"Fuentes Claros 18660",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","14-03",NA
"1012","2017-11-17 12:34:00-02","MO","MOBOT","100708679","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,"Fuentes Claros 18707",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"1013","2017-11-17 12:34:00-02","MO","MOBOT","100708714","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,"Fuentes Claros 18709",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"1014","2017-11-17 12:34:00-02","MO","MOBOT","100708732","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","2014","4","13","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,NA,"830.00000000",NA,NA,NA,"Fuentes Claros 18993",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1","14-02",NA
"1015","2017-11-17 12:34:00-02","MO","MOBOT","100708748","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","2014","4","13","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,NA,"830.00000000",NA,NA,NA,"Fuentes Claros 18987",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","14-02",NA
"1016","2017-11-17 12:37:00-02","MO","MOBOT","100709026","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","2014","4","13","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,NA,"830.00000000",NA,NA,NA,"Fuentes Claros 18974",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","14-02",NA
"1017","2017-11-17 12:37:00-02","MO","MOBOT","100709054","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","2014","4","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,"Fuentes Claros 18796",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","14-03",NA
"1018","2017-11-17 12:38:00-02","MO","MOBOT","100709124","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H. Rainer","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","2014","4","13","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,NA,"830.00000000",NA,NA,NA,"Fuentes Claros 18948",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","14-02",NA
