"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-04-05 14:24:48-03","UNESC","CRI","3273","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Renato Záquia","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1991","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI000308","CRI000308","1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:13-03","UNESC","CRI","6168","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","V. C. Zanette","V. Citadini-Zanette; T. Ike & T. Komatsubara","1996","11","05","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","48","48","CRI009172","CRI009172","2321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:24:48-03","UNESC","CRI","3630","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","R. Záchia","R. Záchia; V. Stalta","1993","10","01","Brasil",NA,"São",NA,"-56.004722","-28.661111","56º0'17''W","28º39'40''S","20","20","CRI000148","CRI000148","1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:24:48-03","UNESC","CRI","3628","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","R. Záchia","R. Záchia","1993","12","11","Brasil","Rio Grande do Sul","São Borja","Nhu-Porã","-56.004444","-28.6575","56º0'16''W","28º39'27''S",NA,NA,"CRI012835",NA,"1573","1993","12","11","Com flroes. Duplicata ICN 101951. Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:24:48-03","UNESC","CRI","9495","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","A. Stival-Santos","A. Stival-Santos; E. Legal & S. Silveira","2009","12","09","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.779722","-27.180278","48º46'47''W","27º10'49''S","186","186","CRI000145","CRI000145","1390","2009","12","09","Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:24:48-03","UNESC","CRI","3625","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","R. Záchia","R. Záchia","1993","10","10","Brasil","Rio Grande do Sul","São Borja","Sanga da estriva.","-56.004722","-28.661111","56º0'17''W","28º39'40''S",NA,NA,"CRI000316","CRI000316","1486",NA,NA,NA,"Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:24:48-03","UNESC","CRI","5169","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","V. C. Zanette","V. Citadini-Zanette; T. Ike & T. Komatsubara","1996","11","05","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","93","93","CRI000301","CRI000301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:24:48-03","UNESC","CRI","3626","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","R. Záchia","R. Záchia","1993","10","08","Brasil","Rio Grande do Sul","Itaqui","Rio Itu.","-56.553333","-29.125833","56º33'12''W","29º7'33''S","55","55","CRI000313","CRI000313","1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:24:48-03","UNESC","CRI","3639","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","R. Záchia","R. Záchia","1993","10","01","Brasil","Rio Grande do Sul","Itaqui","Vila Bororé.","-56.553333","-29.125833","56º33'12''W","29º7'33''S","57","57","CRI000124","CRI000124","1454","1993","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:24:48-03","UNESC","CRI","3633","PreservedSpecimen","Plantae","Annonaceae","Annona","neosalicifolia","Annona neosalicifolia","H.Rainer","R. Záchia","R. Záchia","1993","11","20","Brasil","Rio Grande do Sul","Pirapó","Vila Campina.","-55.199167","-28.045278","55º11'57''W","28º2'43''S","252","252","CRI000311","CRI000311","1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:24:48-03","UNESC","CRI","3637","PreservedSpecimen","Plantae","Annonaceae","Annona","neosalicifolia","Annona neosalicifolia","H.Rainer","R. Záchia","R. Záchia; W. Homrich","1993","11","09","Brasil","Rio Grande do Sul","Santa Maria","Itaconbi F. da Sta. Maria, Arroio Sta. Maria.","-53.807222","-29.684722","53º48'26''W","29º41'5''S",NA,NA,"CRI000312","CRI000312","1527",NA,NA,NA,"Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:24:48-03","UNESC","CRI","3635","PreservedSpecimen","Plantae","Annonaceae","Annona","neosalicifolia","Annona neosalicifolia","H.Rainer","R. Záchia","N. Bastos","1993","05","09","Brasil","Rio Grande do Sul","Encruzilhada do Sul",NA,"-52.522222","-30.544444","52º31'20''W","30º32'40''S",NA,NA,"CRI000309","CRI000309","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:24:48-03","UNESC","CRI","3634","PreservedSpecimen","Plantae","Annonaceae","Annona","neosalicifolia","Annona neosalicifolia","H.Rainer","R. Záchia","R. Záchia","1993","10","27","Brasil",NA,"São",NA,"-56.004722","-28.661111","56º0'17''W","28º39'40''S","20","20","CRI000130","CRI000130","1516","1994","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:24:48-03","UNESC","CRI","3705","PreservedSpecimen","Plantae","Annonaceae","Annona","neosalicifolia","Annona neosalicifolia","H.Rainer","R. Záchia","R. Záchia","1993","09","12","Brasil","Rio Grande do Sul","Manoel Viana",NA,"-55.491111","-29.590556","55º29'28''W","29º35'26''S",NA,NA,"CRI000310","CRI000310","1426","1993","04","12","Habitat: interior de mata Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:13-03","UNESC","CRI","3219","PreservedSpecimen","Plantae","Annonaceae","Annona","rugulosa","Annona rugulosa","(Schltdl.) H.Rainer","Renato Záquia","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1992","03","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI000121","CRI000121","1846","1992","03","13","Habitat: mata atlântica secundária de encosta Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:24:48-03","UNESC","CRI","3489","PreservedSpecimen","Plantae","Annonaceae","Rollinia","maritima","Rollinia maritima","Záchia","Mara Rejane Ritter","Robson dos Santos; Clair Maria Martinello","1994","04","10","Brasil","Santa Catarina","Laguna","Estarada de acesso a Praia da Tereza.","-48.766667","-28.466667","48º46'W","28º28'S",NA,NA,"CRI000127","CRI000127","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:24:48-03","UNESC","CRI","6169","PreservedSpecimen","Plantae","Annonaceae","Rollinia","maritima","Rollinia maritima","Záchia","Daniel B. Falkenberg","Vanilde Citadini Zanette; Valdemar P. Boff","1997","05","03","Brasil","Santa Catarina","Araranguá","Ilhas, Hercílio Juz.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","13","13","CRI000304","CRI000304","2503","1997","09","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:36:10-03","E","E","373481","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata",NA,NA,"Tweedie, John",NA,NA,NA,"BR",NA,NA,"St Catharina",NA,NA,NA,NA,NA,NA,"E00373481",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00373481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","isotype","E. Tropical South America","herbarium specimen of unspecif","BGBASE:431920",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:36:10-03","E","E","35986","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata",NA,NA,"Ratter, J.A.; Pott, A.; Bridgewater, S.; Filho, Fonsêca J.; Cardoso, C.F.R. & Dos Santos, G.B.","1996","09","24","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00035986",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00035986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:46546",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:36:10-03","E","E","289774","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata",NA,NA,"Silva, J.M.; Saldanha, J.","1996","10","31","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00289774",NA,"1755",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00289774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:299563",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00837516","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","C. W. Mosén","1874","04","02","Brazil","Minas Gerais","Caldas","Caldas","-46.3858","-21.9236",NA,NA,NA,NA,"NY00837516","NY00837516_01","391",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930164' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","822880","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","L. Soeren","J. C. Lindeman","1966","11","07","Brazil","Paraná",NA,"Along road of Campo Novo, ca. 50 km W of Laranjeiras do Sul.","-52.905159","-25.451786",NA,NA,NA,NA,"NY00822880","NY00822880_01","2887",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929287' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","395721","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas","M. Sobral","1988","01",NA,"Brazil","Bahia","Ilhéus","CEPEC, Quadra D","-39.22095","-14.7739696",NA,NA,NA,NA,"NY00395721","NY00395721_01","5738",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361912' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","395737","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas","P. J. M. Maas","1987","11","24","Brazil","Bahia","Ilhéus","Grounds of CEPEC (km 22 of road BR-415, from Ilhéus to Itabuna)","-39.2273659","-14.771874",NA,NA,NA,NA,"NY00395737","NY00395737_01","6979",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361884' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","569565","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","S. F. Smith","S. Diesel","1998","10","15","Brazil","Rio Grande do Sul","Vale Real","Vale Real","-51.2533","-29.3983",NA,NA,NA,NA,"NY00569565","NY00569565_01","1650",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361880' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","395709","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","R. de Mello-Silva","J. M. Silva","1995","10","25","Brazil","Paraná","Curitiba","Jardim Botanico","-49.2731","-25.4281",NA,NA,NA,NA,"NY00395709","NY00395709_01","1567",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361879' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","395738","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","F. C. Hoehne",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NY00395738","NY00395738_01","28420",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361910' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 02:20:00-03","NY","NYBG","395961","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata",NA,"S. G. Tressens","M. M. Arbo","1996","10","23","Argentina","Corrientes",NA,"Concepción. Estancia Yatay Cora, 50 km NE de Chavarría. Aprox. 2 km al NE del casco. En isleta de monte al pie de las lomadas arenosas. Borde occidental de la depresión Iberana",NA,NA,NA,NA,NA,NA,"NY00395961",NA,"6765",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361891' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1016791","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","R. de Mello-Silva","G. G. Hatschbach","1999","10","07","Brazil","Paraná","Doutor Ulysses","Ribeirão do Tigre.","-49.4194","-24.5683",NA,NA,NA,NA,"NY01016791","NY01016791_01","69299",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193158' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02699064","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.",NA,"G. G. Hatschbach","1965","10","09","Brazil","Paraná","Tibagi","Rio Tibagi, Barra do Iapó","-50.4133","-24.5094",NA,NA,"696","696","NY02699064","NY02699064_01","12884",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982498' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","395730","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","J. L. Hage","1979","01","04","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesq. do Cacau), km 22 rodovia Ilhéus/Itabuna - BR 415. Regiao de Mata Higrófila Sul Baiana. Reserva Botánica","-39.22095","-14.7739696",NA,NA,"50","50","NY00395730","NY00395730_01","213",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361874' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","395715","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","R. Reitz","1953","11","05","Brazil","Santa Catarina","Florianópolis","Ilha Santa Catarina, Rio Tavares","-48.4776878","-27.6525515",NA,NA,"2","2","NY00395715","NY00395715_01","1188",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361913' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","395743","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas","B. Rambo","1950","02","13","Brazil","Rio Grande do Sul","Montenegro","Butterberg, p. Montenegro","-51.4608","-29.6886",NA,NA,NA,NA,"NY00395743","NY00395743_01","49125",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361889' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","395713","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","R. Reitz","1956","09","28","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"200","200","NY00395713","NY00395713_01","3804",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361897' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","395712","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","R. Reitz","1956","02","04","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"300","300","NY00395712","NY00395712_01","2583",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361873' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","395733","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas; L. Y. T. Westra","L. B. Smith","1964","10","17","Brazil","Santa Catarina","Itapiranga","Steep slope by Rio Uruguaí, 3 km West of Itapiranga","-53.73","-27.17",NA,NA,"200","250","NY00395733","NY00395733_01","12654",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361875' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","395736","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas","P. J. M. Maas","1987","11","24","Brazil","Bahia","Ilhéus","Grounds of CEPEC (km 22 of road BR-415, from Ilhéus to Itabuna)","-39.2273659","-14.771874",NA,NA,NA,NA,"NY00395736","NY00395736_01","6979",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361883' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00837515","PreservedSpecimen","Plantae","Annonaceae","Rollinia","emarginata","Rollinia emarginata","Schltdl.","P. J. M. Maas","G. T. Prance","1973","10","26","Brazil","Mato Grosso","Chapada dos Guimarães","Behind Refeitorio, about 1 km from Buriti. Chapada dos Guimarães.","-55.77825","-15.432",NA,NA,"720","720","NY00837515","NY00837515_01","19424",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930152' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA
