"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","778042","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","G. G. Hatschbach","E. P. dos Santos","800","1999","09","17","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.87",NA,NA,"1300","1300","NY00778042","NY00778042_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553343' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375976","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","H. O. Sleumer","R. Reitz","4854","1957","09","07","Brazil","Santa Catarina","Mafra","Campo Novo, Mafra","-49.849819","-26.072275",NA,NA,"800","800","NY00375976","NY00375976_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553341' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","375978","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","H. O. Sleumer","G. G. Hatschbach","19346","1968","06","10","Brazil","Paraná","Sao Jorge d'Oeste","Rio Iguaçu, Salto Osório","-53.008927","-25.537385",NA,NA,NA,NA,"NY00375978","NY00375978_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553339' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375974","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","H. O. Sleumer","P. K. H. Dusén","9261","1910","04","14","Brazil","Paraná",NA,"Calmon","-51.07","-26.6",NA,NA,NA,NA,"NY00375974","NY00375974_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553346' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","375973","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","H. O. Sleumer","P. K. H. Dusén","9261","1910","04","14","Brazil","Paraná",NA,"Calmon","-51.07","-26.6",NA,NA,NA,NA,"NY00375973","NY00375973_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553345' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","885826","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","G. G. Hatschbach","J. M. Silva","2678","1998","12","01","Brazil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5744","-25.8831",NA,NA,NA,NA,"NY00885826","NY00885826_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008599' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:48:44-03","EAO","IAN","59175","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","Sleumer, H","Rambo","29004","1945","08","15","Brasil","Rio Grande do Sul","Porto Alegre","P. Alegre Morro da Gloria.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"IAN059175",NA,NA,"Dicotiledônea",NA,"Southern America",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:50-03","PUCPR","HUCP","18011","S","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleuma.","Selusniaki, M","Selusniaki, M","875","2006","04","22","Brasil","Paraná","Curitiba","Bosque da Fazendinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00011041","HUCP00011041",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:50-03","PUCPR","HUCP","3230","S","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleuma.","Jaszczerski, JC","Schimmelpfeng, LC","s.n.",NA,NA,NA,"Brasil","Paraná","Curitiba","Politécnico, Capão UFPR, BR 116.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00011528","HUCP00011528",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto","1984","10","01",NA,NA,NA,NA,NA
"20","2019-12-04 15:25:50-03","PUCPR","HUCP","13112","S","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleuma.","Dias, MC","Pavão, OC","s.n.","2000","10","26","Brasil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"HUCP00011413","HUCP00011413","Nº 30809.","Eudicotiledonea",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:50-03","PUCPR","HUCP","17970","S","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleuma.","Cordeiro, J","Selusniaki, M","872","2006","04","22","Brasil","Paraná","Curitiba","Bosque da Fazendinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00011664","HUCP00011664",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto","2007","05","10",NA,NA,NA,NA,NA
"22","2020-11-26 18:09:42-03","CPAN-UFMS","COR","6196","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","Nakajima, J.","Damasceno - Junior; G. A.; Nakagima, J.; Resende, U. M. & equipe do projeto Aquarap","1555","1998","08","28","Brasil","Mato Grosso do Sul","Rochedo","Córrego à 7 km de Rochedo e adjacências","-54.8925018310547","-19.9531002044678",NA,NA,NA,NA,NA,NA,"Arbusto com 2 m de altura; flor creme Habito: Arbusto",NA,NA,NA,NA,"51925","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-26 18:09:42-03","CPAN-UFMS","COR","7889","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","S.F.Smith.","O. S. Ribas; E. Barbosa e J. M. Silva","2852","1999","12","22","Brasil","Paraná","Campina Grande do Sul","Floresta Atlântica da Serra do Mar; ;.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,"15 m; Com Fruto: Avermelhado a negro",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L 0011370","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Schwindt E",NA,"1949","05","21","Argentina","Misiones",NA,"Argentina, Misiones, San Pedro, Laharrague",NA,NA,NA,NA,NA,NA,"NL-L0011370","NL-L0011370","arbuste<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200011370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","holotype","211369",NA,NA
"25","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L 0011371","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Schwindt E",NA,"1949","05","21","Argentina","Misiones",NA,"Argentina, Misiones, San Pedro, Laharrague",NA,NA,NA,NA,NA,NA,"NL-L0011371","NL-L0011371","arbuste<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200011371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","type","140509",NA,NA
"26","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.1080269","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"NL-L1080269","NL-L1080269","low forest edge along campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1080269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0052494 | Uw 12970",NA,NA
"27","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469012","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Rambo B",NA,NA,NA,NA,"Brazil",NA,NA,"Rio Grande do Sul: prope Vila Manresa.",NA,NA,NA,NA,NA,NA,"NL-L2469012","NL-L2469012","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469013","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Schwarz GJ",NA,"1946","07","01","Argentina",NA,NA,"Misiones: Dep.San Ingancio, Cerro San Pedro.",NA,NA,NA,NA,NA,NA,"NL-L2469013","NL-L2469013","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469014","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Klein RM",NA,"1967","07","15","Brazil",NA,NA,"Santa Catarina, Parque Municipal, São Bento do Sul, Sc. *.",NA,NA,NA,NA,NA,NA,"NL-L2469014","NL-L2469014","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469015","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Klein RM; Campos JN; Linn OS",NA,"1978","07","27","Brazil",NA,NA,"Santa Catarina, Buriti, Santa Cecílin, Sc.",NA,NA,NA,NA,NA,NA,"NL-L2469015","NL-L2469015","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469016","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Coura Neto AB; Moreno JM",NA,"1980","10","28","Brazil",NA,NA,"Rio Grande Do Sul, 15 Km após a estrada de São Lourence do Sul, Indo p/ Pelotas BR 116, São Lourence do Sul, RS.",NA,NA,NA,NA,NA,NA,"NL-L2469016","NL-L2469016","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469017","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Montes JE",NA,NA,NA,NA,"Paraguay",NA,NA,"Dep. del Guairá, Iturbe (frente a Santa Clara).",NA,NA,NA,NA,NA,NA,"NL-L2469017","NL-L2469017","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469017 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469018","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Montes JE",NA,"1944","08","01","Argentina",NA,NA,"Misones: Candelaria,Loreto.",NA,NA,NA,NA,NA,NA,"NL-L2469018","NL-L2469018","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469019","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Schwindt E",NA,"1949","07","18","Argentina",NA,NA,"Misiones: San Pedro,Piray--guazú,arroyo.",NA,NA,NA,NA,NA,NA,"NL-L2469019","NL-L2469019","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469084","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Rambo B",NA,"1932","09","05","Brazil",NA,NA,"Rio Grande do Sul : Porto.",NA,NA,NA,NA,NA,NA,"NL-L2469084","NL-L2469084","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469085","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Hatschbach GG",NA,"1966","08","17","Brazil",NA,NA,"Parana, Campina Gde.Sul, Sitio do Belizario.",NA,NA,NA,NA,NA,NA,"NL-L2469085","NL-L2469085","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469086","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Hatschbach GG; Guimarães OA",NA,"1968","06","10","Brazil",NA,NA,"Parana, S.Jorge do Iguaçu, Rio Iguaçu,Salto Osorio.",NA,NA,NA,NA,NA,NA,"NL-L2469086","NL-L2469086","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469087","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Hatschbach GG",NA,"1961","10","11","Brazil",NA,NA,"Parana, Tijucas do Sul, Tabatinga.",NA,NA,NA,NA,NA,NA,"NL-L2469087","NL-L2469087","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469088","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Smith LB; Klein RM",NA,"1957","02","08","Brazil",NA,NA,"Santa Catarina, Mun. Caçador-Curitibanos: Pinheiral, bog, and ruderal 10 km southeast of Caçador on the road to Lebon Regis.",NA,NA,NA,NA,NA,NA,"NL-L2469088","NL-L2469088","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469089","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Reitz R; Klein RM",NA,"1957","09","07","Brazil",NA,NA,"Santa Catarina, Campo Novo, Mafra.",NA,NA,NA,NA,NA,NA,"NL-L2469089","NL-L2469089","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469090","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Smith LB; Klein RM",NA,"1957","02","08","Brazil",NA,NA,"Santa Catarina, Mun. Caçador-Curitibanos: Pinheiral, bog, and ruderal, 10 km southeast of Caçador on the road to Lebon Regis.",NA,NA,NA,NA,NA,NA,"NL-L2469090","NL-L2469090","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2469091","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Jánsson G",NA,"1914","06","02","Brazil",NA,NA,"Parana: Jaguariahyva,ad marg.schulse.",NA,NA,NA,NA,NA,NA,"NL-L2469091","NL-L2469091","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0052495","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"NL-U0052495",NA,"low forest edge along campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200052495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw 12970",NA,NA
"44","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276592","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"near Turvo, 40 km N of Guarapuava, Fazenda Rickli",NA,NA,NA,NA,NA,NA,"NL-U0276592",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw14241",NA,NA
