"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","class","individualCount"
"15","2020-10-14 10:00:18-03","FURB","FURB","46198","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Funez, L.A.","2014","11","12","Funez, L.A.","2014","11","12","Brasil","Santa Catarina","Araranguá","Lagoa azul.","-49.4233334","-28.9525","-49.4233334","-28.9525000","5","5","FURB20529","FURB20529",NA,NA,NA,"brácteas rosa-pálido Habitat: restinga arbórea Habito: epífita; flor amarelo esverdeado",NA,"3622",NA,NA,NA,NA
"16","2020-10-14 10:00:18-03","FURB","FURB","56034","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Funez, L.A.","2017","11",NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","23","Brasil","Santa Catarina","Araranguá",NA,"-49.32","-28.89","-49.3200000","-28.8900000","13","13","FURB56034","FURB56034",NA,NA,NA,"flor amarela Habitat: interior do fragmento Habito: epífita",NA,"1500",NA,NA,NA,NA
"17","2020-10-14 10:00:18-03","FURB","FURB","19702","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Cadorin, TJ","2010","03","05","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","05","Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444","-48.6019444","-27.1494444","55","55","FURB01165","FURB01165",NA,NA,NA,"Epífita IFFSC e8002b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio a avançado; entorno do fragmento Habito: epífita;",NA,"1345",NA,NA,NA,NA
"18","2020-10-14 10:00:18-03","FURB","FURB","20254","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Rodrigues, AV","2010","11","03","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","526","526","FURB20688","FURB20688",NA,NA,NA,"Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; pastagem Habito: epífita;",NA,"1075",NA,NA,NA,NA
"19","2020-10-14 10:00:18-03","FURB","FURB","22621","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Cadorin, TJ","2010","04","05","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","FURB20689","FURB20689",NA,NA,NA,"Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;",NA,"1723",NA,NA,NA,NA
"20","2020-10-14 10:00:18-03","FURB","FURB","29054","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Schmitt, JL","2010","09","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","01","Brasil","Santa Catarina","São Martinho","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","558","558","FURB20691","FURB20691",NA,NA,NA,"Epífita IFFSC e173b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita de arbórea; Fruto amarela;",NA,"2575",NA,NA,NA,NA
"21","2020-10-14 10:00:18-03","FURB","FURB","33476","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Costa, A","2011","10","03","Korte, A.; Rigon-Junior, M.J.","2010","12","09","Brasil","Santa Catarina","Içara","Balneário Rincão.","-49.2180556","-28.805","-49.2180556","-28.8050000","26","26","FURB20690","FURB20690",NA,NA,NA,"Florística IFFSC 35 (Epífita) Habitat: Restinga; Estágio Avançado Habito: epífita; flor amarela",NA,"5514",NA,NA,NA,NA
"22","2020-10-14 10:00:18-03","FURB","FURB","4073","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Gaio, J","2016","01","29","Gaio, J.; Demeda, C. & Gonzatti, F.","2015","11","22","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1841666","-29.8708334","-50.1841666","-29.8708334","4","4","FURB47424","FURB47424",NA,NA,NA,NA,NA,"520",NA,NA,NA,NA
"23","2020-10-14 10:00:18-03","FURB","FURB","62424","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Kassner-Filho, A.","2018","12","26","Kassner-Filho, A.; Bones, F.L.V.","2018","12","26","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","FURB62424","FURB62424",NA,NA,NA,"fruto seco Habitat: interior do fragmento Habito: epífita",NA,"4469",NA,NA,NA,NA
"24","2020-10-14 10:00:18-03","FURB","FURB","59112","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","Kassner-Filho, A.","2018","06","12","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","12","Brasil","Santa Catarina","Balneário Rincão",NA,"-49.2180556","-28.805","-49.2180556","-28.8050000",NA,NA,"FURB59112","FURB59112",NA,NA,NA,"fruto seco Habitat: interior da unidade amostral Habito: epífita",NA,"2823",NA,NA,NA,NA
"25","2021-03-16 17:54:13-03","UCS","HUCS","41957","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E. Morren","Valduga, E.","2014","12","18","Valduga, E.","2014","11","30","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","6","6",NA,NA,"Angiospermae","Poales",NA,"Epífita; mata de Restinga",NA,"578",NA,NA,NA,NA
"26","2021-03-16 17:54:13-03","UCS","HUCS","44383","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E. Morren","Gaio, J.","2016","01","29","Gaio, J.","2015","11","22","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.184272","-29.870764","-50.184272","-29.870764","4","4",NA,NA,"Angiospermae","Poales",NA,"Epifita heliófita; Em mata de restinga seca",NA,"520",NA,NA,NA,NA
"27","2020-12-21 16:19:35-03","MBM","MBM","85436","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmani","Vriesea platzmani","Mez","Leme, E.M.C.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1982","10","15","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,"MBM085436","MBM085436",NA,NA,"30072","Epífita.","auto","46872","Southern America",NA,NA,NA
"28","2020-12-21 16:19:35-03","MBM","MBM","14516","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmani","Vriesea platzmani","Mez","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1969","11","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM014516","MBM014516",NA,NA,"24916","Epífita.","auto","23042","Southern America",NA,NA,NA
"29","2020-12-21 16:19:35-03","MBM","MBM","407838","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E. Morren","Gaio, J.","2016","01","29","Gaio, J.; Demeda, C.; Gonzatti, F.; Demeda, C.; Gonzatti, F.","2015","11","22","Brazil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.184167","-29.870833","-50.184167","-29.870833","4","4","MBM407838","MBM407838",NA,NA,NA,"Epífita heliófita.; Em mata de restinga seca.",NA,"520","Southern America",NA,NA,NA
"30","2020-12-21 16:19:35-03","MBM","MBM","151227","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmani","Vriesea platzmani","Mez","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1992","06","05","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM151227","MBM151227",NA,NA,"24916","Epífita.","auto","57091","Southern America",NA,NA,NA
"31","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0698","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","L.B. Smith.","1944",NA,NA,NA,"1944","12","07","Brasil","Santa Catarina","Sombrio","Araranguá","-49.61669921875","-29.113899230957",NA,NA,"15","15","000698",NA,NA,"Angiospermae","16515","Epífita, amarela; brácteas roxo escuras.","auto","1449",NA,NA,NA,NA
"32","2021-02-11 17:18:25-03","UFPR","UPCB","52653","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmanni","Vriesea platzmanni","E.Morren","Sonehara, J.","2003","01","01","Sonehara, J.","2003","12","13","Brasil","Paraná","Matinhos","Parque Estadual do Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,NA,"15275","Terrestre, brácteas arroxeadas, flor amarela, restinga seca..","auto",NA,NA,NA,NA,NA
"33","2021-02-11 17:18:25-03","UFPR","UPCB","53255","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmanni","Vriesea platzmanni","E.Morren","Morokawa, R.","2006","01","01","Morokawa, R.","2005","05","07","Brasil","Paraná","Matinhos","Parque Estadual Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,NA,"15275","Epífita 1,5m do solo, fruto verde, escapo torto..","auto","41",NA,NA,NA,NA
"34","2021-02-11 17:18:25-03","UFPR","UPCB","53254","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmanni","Vriesea platzmanni","E.Morren","Morokawa, R.","2006","01","01","Morokawa, R.","2005","11","27","Brasil","Paraná","Matinhos","Parque Estadual Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,NA,"15275","Epífita, bráctea floral roxa escura, pétalas e sépalas amarelas, local iluminado..","auto","50",NA,NA,NA,NA
"35","2021-02-11 17:18:25-03","UFPR","UPCB","53252","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmanni","Vriesea platzmanni","E.Morren","Morokawa, R.","2006","01","01","Morokawa, R.","2004","12","29","Brasil","Paraná","Matinhos","Parque Estadual Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,NA,"15275","Caída no chão, formigas na base da folha, local bem iluminado..","auto","22",NA,NA,NA,NA
"36","2021-02-11 17:18:25-03","UFPR","UPCB","31321","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmanni","Vriesea platzmanni","E.Morren","Silva, S.M.","1997","06",NA,"Stancik, J.F.","1997","05","17","Brasil","Paraná","Paranaguá","Praia Grande, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,"24916","Epífita, com frutos imaturos, brácteas esverdeadas, pouco freqüente. Floresta baixa da planície litorânea..","auto","s.n",NA,NA,NA,NA
"37","2018-06-22 05:25:00-03","MO","MOBOT","2454694","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E. Morren",NA,NA,NA,NA,"Pe. Raulino Reitz","1943","12","11","Brazil","Santa Catarina",NA,"Araranguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 253","South America",NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2902640","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","É. Morren",NA,NA,NA,NA,"A. Seidel","1905","5","30","Brazil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"US01914119","US01914119_01",NA,"Bromeliales","32988",NA,"auto","777","South America - Neotropics",NA,"Monocotyledonae","1"
"39","2020-09-12 05:00:02-03","US","US","2141850","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","É. Morren",NA,NA,NA,NA,"L. Smith & R. Reitz","1952","2","21","Brazil","Paraná","Guaratuba",NA,"-48.6","-25.9",NA,NA,"2",NA,"US01914121","US01914121_01",NA,"Bromeliales",NA,NA,NA,"5744","South America - Neotropics",NA,"Monocotyledonae","1"
"40","2020-09-12 05:00:02-03","US","US","2902641","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","É. Morren",NA,NA,NA,NA,"A. Seidel","1905","5","30","Brazil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"US01914120","US01914120_01",NA,"Bromeliales","32988",NA,"auto","777","South America - Neotropics",NA,"Monocotyledonae","1"
"41","2021-03-04 15:42:00-03","IF","SPSF","38297","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren","T.B.Breier","2004","09","30","T.B.Breier & R.B.Singer","2003","11","17","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Bromeliales","37574","COLETA: Pétalas amarelas e brácteas roxas.; GEOGRAFIA: parcelas permanentes.&nf;Parecla A4.;","auto",NA,"América do Sul",NA,"Liliopsida",NA
"42","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren",NA,NA,NA,NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahiensi leg. ad Igreja Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floret Novembri. (V. s. in herb. Berol., Boiss.-Barbey., Candoll., Petrop. et Vindob.)",NA,"3458","Southern America",NA,NA,NA
"43","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E.Morren",NA,NA,NA,NA,"?",NA,NA,NA,"Brazil","Paraná",NA,"A cl. Platzmann in prov. Paraná in insula ,,Illoa das Peças sinus Paranaguensis reperta depictaque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA
"44","2021-02-08 12:50:47-03","UFRGS","ICN","059399","S","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E. Morren","Waechter, JL","1983",NA,NA,"Waechter, JL","1983","11","25","Brasil","RS","Osório","Emboaba","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"ICN00030861",NA,"Monocotyledon",NA,"27350","Espécie ameaçada de extinção (Vulnerável).; Epífitica; flores (corola) amarelas.; Em interior de mata (restinga).","auto","1996","América do Sul",NA,NA,NA
"45","2021-02-08 12:50:47-03","UFRGS","ICN","045483","S","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","E. Morren","Waechter, J L",NA,NA,NA,"Waechter, J L","1979","07","18","Brasil","RS","Torres","Lageadinho.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00030860",NA,"Monocotyledon",NA,"20837","Com cápsulas deiscentes e sementes.; Epifítica sobre Myrtaceae, em interior de mata úmida.","auto","1322","América do Sul",NA,NA,NA
"46","2019-11-21 10:02:54-03","IBt","SP","351876","S","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","É.Morren",NA,NA,NA,NA,"Martinelli, G; et al.","1999","10","07","Brasil","São Paulo","Pariquera-Açu","Estação Ecológica Chauás, Barra da Ilha Grande.","-47.672194","-24.775639","-47.672194","-24.775639",NA,NA,"SP053483","SP053483",NA,NA,NA,NA,NA,"15867",NA,NA,NA,NA
"47","2019-11-21 10:02:54-03","IBt","SP","41604","S","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","É.Morren","Smith, LB","1940","12","14","Kuhlmann, M","1939","09","01","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"SP053484","SP053484",NA,NA,"24916",NA,"auto","s.n.",NA,NA,NA,NA
"48","2019-11-21 10:02:54-03","IBt","SP","168875","S","Plantae","Bromeliaceae","Vriesea","platzmannii","Vriesea platzmannii","É.Morren","Costa, A","1990",NA,NA,"Wanderley, MGL","1980","10","10","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"SP053482","SP053482",NA,NA,"37574",NA,"auto","253",NA,NA,NA,NA
