"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2020-02-08 08:57:12-03","NBC","NL-BOTANY","U.1196595","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.",NA,"Kuniyoshi YS",NA,"1985","02","05","Southern America","Brazil",NA,NA,"Faz. Madezatti, rio Pederneiras, (mun. Guaraquecaba), Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196595","NL-U1196595",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:57:12-03","NBC","NL-BOTANY","U.1196596","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.",NA,"Kuniyoshi YS",NA,"1975","01","17","Southern America","Brazil",NA,NA,"Ilha do Malha, (mun. Morretes), Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196596","NL-U1196596",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:57:12-03","NBC","NL-BOTANY","U.1196597","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.",NA,"Kuniyoshi YS",NA,"1963","12","30","Southern America","Brazil",NA,NA,"Serra de Araraquara, Morro do Cauvi, (m. Guaratuba), Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196597","NL-U1196597",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:04:42-03","ESALQ","ESA","97423","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.SM.",NA,"Silva Neto, S.J. ; et. al.","1690.0","2002","04","23",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"ESA097423","ESA097423",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:04:42-03","ESALQ","ESA","93489","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, J.A.","Meireles, J.E. et al.","210.0","2005","03","23",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA093489","ESA093489",NA,NA,NA,"38804","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:04:42-03","ESALQ","ESA","21491","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, J.A.","Barreto, K.D. et al.","1654.0","1993","11","25",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA021491","ESA021491",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:04:42-03","ESALQ","ESA","40053","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Smith","Smith, S.F.","Hatschbach, G. ; Ribas, O.S.","61396.0","1994","12","28",NA,"Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,"ESA040053","ESA040053",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:04:42-03","ESALQ","ESA","27370","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, J.A.","Leitão Filho, H.F. et al.","34415.0","1996","01","30",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA027370","ESA027370",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:26:56-03","MN","R","8191","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Sm.","Lombardi, J.A.","Glaziou, A.F.M.","18158","1890","08","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008191","R000008191_001",NA,NA,NA,NA,NA,"1999","10",NA,NA,NA,NA,NA,NA,NA
"20","2019-02-15 11:40:22-02","IPA","IPA","2484","S","Plantae","Plantae",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Sm.","Lombardi, J.A.","Andrade-Lima","52-1003","1952","03","14","Southern America","Brasil","Pernambuco","Camaragibe","Engenho Borralho, margem de pequeno rio.","-34.9810981750488","-8.0216703414917",NA,"Cipó ramando em pequena árvore. Flor alvo-creme.","IPA0002484",NA,NA,NA,NA,"11122","auto","2002","07",NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:40:22-02","IPA","IPA","29459","S","Plantae","Plantae",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Sm.","Lombardi, J.A.","Andrade-Lima","73-7293","1973","04","06","Southern America","Brasil","Pernambuco","Escada","Usina Massauaçu.","-35.2235984802246","-8.35916996002197",NA,NA,"IPA0029459",NA,NA,NA,NA,"16695","auto","2003","06",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:34:12-03","IAP","PACA-AGP","47441","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A. C. Sm.","Emrich-Rambo","A. Spies",NA,"1947","02",NA,NA,"Brasil","RS","Campinas","Para Santa Rosa",NA,NA,NA,"Habitat: In silva primaeva scandens Fenofase: fl.","PACA047441",NA,NA,NA,"Magnoliopsida",NA,NA,"1954","08","04",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:34:12-03","IAP","PACA-AGP","965","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A. C. Sm.","Emrich-Rambo","Rambo, B.",NA,NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,"Fenofase: fl.","PACA000965",NA,NA,NA,"Magnoliopsida",NA,NA,"1954","08","04",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:34:12-03","IAP","PACA-AGP","35672","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A. C. Sm.","Emrich-Rambo","L. Stahl SJ",NA,"1946","12","27",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,"Habitat: In silva primaeva scandens Fenofase: fl.","PACA035672",NA,NA,NA,"Magnoliopsida","21601","auto","1954","08","04",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:34:12-03","IAP","PACA-AGP","29300","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A. C. Sm.","Emrich-Rambo","Rambo, B.",NA,"1945","10","26",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva Primaeva scandens Fenofase: fl.","PACA029300",NA,NA,NA,"Magnoliopsida","29946","auto","1954","08","04",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:34:12-03","IAP","PACA-AGP","33844","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A. C. Sm.","Emrich-Rambo","Rambo, B.",NA,"1931","10",NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva Primaeva scandens Fenofase: fl.","PACA033844",NA,NA,NA,"Magnoliopsida","29946","auto","1954","08","04",NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:16:33-03","UFV","VIC","023203","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess) A.C.Sm.",NA,"Bortoluzzi, R.L.C.; et al.","551","1999","03","24",NA,"Brasil","Minas Gerais","Marliéria","PERD, Estrada do Anibal.","-42.7322006225586","-19.7122001647949",NA,"Liana de frutos pêndulos,verdes imaturos,coletada na beirade estrada.","VIC023203","VIC023203",NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:31:46-03","UNICAMP","UEC","172223","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Garcia, LC","Garcia, LC","340","2009","12","11",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.533333","-23.392222",NA,"Trepadeira, botões.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC016330","UEC016330","711","711",NA,NA,NA,NA,NA,NA,"-47.533333","-23.392222",NA,NA,NA,NA
"29","2021-03-01 16:31:46-03","UNICAMP","UEC","148866","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, JA","Aranha, BA","473","2007","01","08",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio Parcela J.","-45.084167","-23.366389",NA,"Indivíduo regenerante no subosque.","UEC092627","UEC092627",NA,NA,NA,NA,NA,"2008","10",NA,"-45.084167","-23.366389",NA,NA,NA,NA
"30","2019-08-20 10:15:48-03","UNICAMP","UEC","168607","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, JA","Melis, JV","80","2006","08","23",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J. Subparcela 17.","-45.084167","-23.365556",NA,NA,"UEC035378","UEC035378","358","395",NA,NA,NA,"2008","01",NA,"-45.084167","-23.365556",NA,NA,NA,NA
"31","2021-03-01 16:31:46-03","UNICAMP","UEC","168932","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Vieira, LT","Vieira, LT; Sims","377","2006","02","03",NA,"Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira","-46.916667","-22.833333",NA,"Liana.; Floresta Estacional Semidecídua.","UEC040415","UEC040415","700","700",NA,NA,NA,NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA
"32","2021-03-01 16:31:46-03","UNICAMP","UEC","192908","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Santos, MF","Francisco, JNC","66","2015","01","05",NA,"Brazil","São Paulo","Peruíbe","Guaraú. Rua 19. Borda de Floresta","-47.023667","-24.366389",NA,"Trepadeira. Flores creme comantera amarela; Floresta Ombrófila secundária","UEC129903","UEC129903",NA,NA,NA,NA,NA,"2015","11",NA,"-47.023667","-24.366389",NA,NA,NA,NA
"33","2021-03-01 16:31:46-03","UNICAMP","UEC","67413","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, JA","Kim, AC; et al.","30008","1993","11","09",NA,"Brazil","São Paulo","Ubatuba","Estrada da Casa da Farina","-44.816667","-23.333333",NA,"Liana.; Planície.","UEC092630","UEC092630",NA,NA,NA,NA,NA,"1999","06",NA,"-44.816667","-23.333333",NA,NA,NA,NA
"34","2021-03-01 16:31:46-03","UNICAMP","UEC","79862","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","Lombardi, JA","Leitão Filho, HF; Rodrigues, RR; Alves, L; Penha, AS; Rezende, AA","34415","1996","01","30",NA,"Brazil","São Paulo","Ubatuba","Estrada da Casa da Farina","-44.852789","-23.3525",NA,"Flores branca com odor forte; até 5m de altura.; Mata de planície, borda.","UEC092628","UEC092628",NA,NA,NA,NA,NA,"1999","06",NA,"-44.852789","-23.3525",NA,NA,NA,NA
"35","2019-08-16 08:38:57-03","UTFPR","HCF","14033","S","Plantae",NA,NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.","M.L. Brotto","M.L. Brotto","1569","2013","12","11",NA,"Brasil","PR","Cerro Azul","margem direita do Rio Ribeira","-49.218056","-24.783056",NA,"liana; flores alvacentas fortemente odoríferas. Floresta Ombrófila Densa.",NA,NA,"270","270",NA,NA,NA,"2014",NA,NA,"49°13'05 W","24°46'59 S",NA,NA,NA,NA
"36","2020-06-29 09:30:00-03","UFRRJ","RBR","26976","S","Plantae",NA,NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.",NA,"S.J. Silva-Neto","1690","2002","04","23",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Trilha da Escalavrada. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026976","RBR00026976",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:29:24-03","MBM","MBM","94323","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Mennega, A.M.W.","Hatschbach, G.","48793",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM094323","MBM094323",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:29:24-03","MBM","MBM","33832","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Mennega, A.M.W.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","35756",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Ilha do Malha","-48.834400177002","-25.476900100708",NA,NA,"MBM033832","MBM033832",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:29:24-03","MBM","MBM","134817","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Mennega, A.M.W.","Kuniyoshi, Y.S.","4835",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Fazenda Madezatti, Rio Pederneiras","-48.3288993835449","-25.3066997528076",NA,NA,"MBM134817","MBM134817",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:29:24-03","MBM","MBM","169360","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Smith, S.F.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","59773",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"MBM169360","MBM169360",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:29:24-03","MBM","MBM","352549","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","et al.; Lima, H.C. de","Peron, M.; et al.; et al.","913","1992","02","06","Southern America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do rio Paraíso.","-42.9818992614746","-22.5372009277344",NA,"Liana. Flores jovens.","MBM352549","MBM352549",NA,NA,NA,"21463","auto","2002","10",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:20:23-03","MBM","MBM","387878","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Sm.","Brotto, M.L.","Brotto, M.L.; Motta, J.T.; Silva, J.M.; Vaz, J.; Motta, J.T.; Silva, J.M.; Vaz, J.","1512","2013","12","11","Southern America","Brazil","Paraná","Cerro Azul","margem direita do Rio Ribeira","-49.217972","-24.783056",NA,"Liana; flores alvacentas fortemente odoríferas.; Floresta Ombrófila Densa.","MBM387878","MBM387878","270","270",NA,NA,NA,"2014",NA,NA,"-49.217972","-24.783056",NA,NA,NA,NA
"43","2020-12-21 16:29:24-03","MBM","MBM","177002","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Smith, S.F.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","61396",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Parque Estadual das Lauráceas","-49.1150016784668","-25.2061004638672",NA,NA,"MBM177002","MBM177002",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:29:24-03","MBM","MBM","15633","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Mennega, A.M.W.","Hatschbach, G.","17456",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"MBM015633","MBM015633",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:29:24-03","MBM","MBM","263904","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Lombardi, J.A.","Tessmann, G.","3618","1948","12","17","Southern America","Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,"MBM263904","MBM263904",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:29:24-03","MBM","MBM","265701","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Lombardi, J.A.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","4203","2002","02","10","Southern America","Brazil","Paraná","Paranaguá","Colônia Santa Cruz","-48.5092010498047","-25.5200004577637",NA,NA,"MBM265701","MBM265701",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:29:24-03","MBM","MBM","34198","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C. Smith","Smith, A.C.","Hatschbach, G.","2100",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"MBM034198","MBM034198",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-09-05 10:54:49-03","MNHN","RECOLNAT_MNHN_P","P05523832","PreservedSpecimen",NA,NA,NA,"Celastraceae","Elachyptera","micrantha","Elachyptera micrantha","(Cambess.) A.C.Sm.",NA,"Prance, G.T.|Lima, J.F.|Kubitzki, K.|Maas, P.J.M.|Steward, W.C.|Ramos, J.F.|Pinheiro, W.S.",NA,"1971","4","16",NA,"Brasil","Acre",NA,"Rio Moa, 10km above and below Maitá",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523832' target='other'> <mi>dwc_moreinfo</mi></a>","P05523832","P05523832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11999",NA,NA,NA
