"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00932997","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","H. E. Strang","1093","1967","07","29","South America","Brazil","Minas Gerais",NA,"Planalto da Serra do Cipó",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932997","NY00932997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00932971","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","J. A. Lombardi","3228","1999","10","01","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, Santana do Riacho, próximo à estrada junto ao Juquita","-43.5511","-19.2581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932971","NY00932971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00932991","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","G. G. Hatschbach","31586","1973","02","14","South America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fda. Palacio","-43.7447","-19.5136","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932991","NY00932991_01","1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00932993","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","M. M. Arbo","4954","1991","02","12","South America","Brazil","Minas Gerais",NA,"Serra do Cipo. Retiro do Alto do Palacio, 25 km NE de Cardeal Mota camino a Conceiçao do Mato Dentro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932993","NY00932993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02703360","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"L. M. Borges","97","2006","04","22","South America","Brazil","Minas Gerais","Santana do Riacho","Lapinha. Contrafortes ocidentais da Serra do Cipó. Elevações imediatamente a nordeste de Lapinha, nas nascentes do Córrego do Boqueirão, que abastece o arraial. Trilha para cachoeira próxima ao aqueducto.","-43.6767","-19.1014","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3002195' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703360","NY02703360_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00932973","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","J. R. Stehmann","s.n.","1991","05","04","South America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Santana do Riacho. Faz. Palácio","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932973","NY00932973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00932975","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","W. R. Anderson","36070","1972","02","17","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.565347","-19.391335","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932975","NY00932975_01","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00932970","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","R. C. Barneby","H. S. Irwin","20216","1968","02","16","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, km 132, (ca. 153km N. of Belo Horizonte).","-43.68","-18.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932970","NY00932970_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2063264","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"A. Savassi-Coutinho","975","2006","01","11","South America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. Arredores do córrego Três Pontinhas.","-43.7144012451172","-19.1688995361328","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364912' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063264","NY02063264_01",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:30:35-03","UFRJ","RFA","12506","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Magalhães, E.","5951","1951","04","05",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó, Km 131 da rodovia",NA,NA,NA,"Duplicata cedida pelo Herbarium Bradeanum,registro 40435.","RFA11711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:40:04-03","EAO","IAN","107558","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","barretoi","Mimosa barretoi","Hoehne","Rodrigues, WA","Magalhães, MG","5285","1949","03","29","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipo; margem de corrego, na capoeira p/m 130 (Pensao Palacio).",NA,NA,NA,"Flor amarela - Arbusto 2,00m.","IAN107558",NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:40:04-03","EAO","IAN","15089","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barreto, M","Oliveira, JE de","130","1940","08","18","Southern America","Brasil","Minas Gerais","Jaboticatuba","Brejo; serra do cipo. Muito frequente.",NA,NA,NA,"Arbiusto 2.00 metros de altura; flores amarelas.","IAN015089","IAN015089 IAN015089_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:40:04-03","EAO","IAN","69618","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","barretoi","Mimosa barretoi","Hoehne","Burkart, A","Black, GA; Magalhães, M","11792","1951","04","06","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó, Km 132.",NA,NA,NA,"Arbusto; flor amarela.","IAN069618",NA,NA,NA,NA,NA,"1964","12","14",NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:40:04-03","EAO","IAN","97678","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","barretoi","Mimosa barretoi","Hoehne","Rodrigues, WA","Fróes, RL","33254","1957","08","25","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Arbusto, 1 metro; campos na adjacencias da serra.","IAN097678",NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:40:04-03","EAO","IAN","63822","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","barretoi","Mimosa barretoi","Hoehne","Rodrigues, WA","Pires, JM; Black, GA","3379","1951","01","17","Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"IAN063822","IAN063822 IAN063822_e",NA,NA,"44599","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:40:04-03","EAO","IAN","15041","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barreto, M","Oliveira, JE de","s.n.","1938","02","02","Southern America","Brasil","Minas Gerais","Santa Luzia","Brejo; Serra do Cipó; muito frequente.","-43.8513984680176","-19.7696990966797",NA,"Arbusto 2,50 metros de altura; flores amarelas.","IAN015041","IAN015041 IAN015041_e",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-22 10:34:26-03","EPAMIG","PAMG","9328","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","V.F. Dutra","A.P. Duarte","6473","1962","03","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 134","-43.340278","-19.208333",NA,"Arbusto de 2,5 m de altura, flores amarelas. Unicata",NA,NA,"1300","1300",NA,NA,"2008","06","26","43° 20' 25W","19° 12' 30S",NA,NA,NA,NA
"28","2020-11-04 11:09:59-03","ESALQ","ESA","114034","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Pirani, J.R.",NA,"1991","04","26",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114034","ESA114034",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:09:59-03","ESALQ","ESA","114040","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Grillo, A.A.",NA,"1995","04","07",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114040","ESA114040",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:09:59-03","ESALQ","ESA","114026","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Zappi, D.C.",NA,"1985","07","19",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114026","ESA114026",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:09:59-03","ESALQ","ESA","114038","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Pirani, J.R.",NA,"1991","03","24",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114038","ESA114038",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:09:59-03","ESALQ","ESA","114033","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Pirani, J.R.",NA,"1991","03","26",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114033","ESA114033",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:09:59-03","ESALQ","ESA","114180","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Hoehne",NA,"1922","11","18",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"ESA114180","ESA114180",NA,NA,"31264","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:09:59-03","ESALQ","ESA","114035","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Conceição, A.A.","6.0","1995","09","03",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"ESA114035","ESA114035",NA,NA,"31264","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:09:59-03","ESALQ","ESA","113975","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Savassi-Coutinho, A.P.","968.0","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA113975","ESA113975",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:09:59-03","ESALQ","ESA","114037","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Giulietti, A.M.",NA,"1986","05","02",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114037","ESA114037",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:09:59-03","ESALQ","ESA","114280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Strang, H.","1093.0","1967","07","29",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114280","ESA114280",NA,NA,"26557","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:09:59-03","ESALQ","ESA","114036","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Stannard, B.",NA,"1984","11","14",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114036","ESA114036",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:09:59-03","ESALQ","ESA","113974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Savassi-Coutinho, A.P.","975.0","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA113974","ESA113974",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:09:59-03","ESALQ","ESA","114141","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Bittencourt, N.S.","74.0","2000","09","15",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114141","ESA114141",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:09:59-03","ESALQ","ESA","114146","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Sazima, M.","18954.0","1987","03","11",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114146","ESA114146",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:09:59-03","ESALQ","ESA","114039","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Hervêncio, P.","51.0","1996","01","27",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114039","ESA114039",NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:09:59-03","ESALQ","ESA","114025","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"Savassi-Coutinho, A.P.","Grillo, A.A.",NA,"1995","04","07",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114025","ESA114025",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 10:55:48-03","ESALQ","ESA","139909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Souza, V.C.","Souza, V.C.","40769.0","2017","07","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Estrada Belo Horizonte - Conceição do Mato Dentro, próximo ao Córrego Três Pontinhas. Contato Mata Ciliar - Campo rupestre","-43.7144012451172","-19.1688995361328",NA,"Arbusto, ca. 2 m alt.; pétalas creme, estames amarelos.","ESA139909",NA,NA,NA,"26557","auto","2017","07","16","-43,561,344","-19,288,467",NA,NA,NA,NA
"45","2021-01-14 15:29:51-03","MN","R","170806","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.C.","Anderson, W.R.; Stieber, M.T. & Kirkbride Jr., J.H.","s.n.","1972","02","17",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"1300","1300",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:29:51-03","MN","R","170818","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.C.","Irwin, H.S.; Maxwell, H. & Wasshausen, D.C.","s.n.","1968","02","19",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"1300","1300",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:29:51-03","MN","R","222324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.C.","Fernandes, G.W.","7",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:29:51-03","MN","R","130636","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Heringer, E.P.; Castellanos, A.","s.n.","1958","03","06",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto","2006","07","20",NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:29:51-03","MN","R","67222","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","s.col.","s.n.","1934","02","01",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,"Jardim Botânico de Bello Horizonte",NA,NA,NA,NA,"26557","auto","2006","07","20",NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:29:51-03","MN","R","54084","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Palacios, M.A.; Balegno, B. & Cuezzo, A.R.","3552","1948","12","22",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"1200","1200","26557","auto","2006","07","20",NA,NA,NA,NA,NA,NA
