"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","typeStatus","individualCount","relatedCatalogItem"
"11","2019-10-09 11:19:00-03","UFBA","ALCB","61501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Guedes, ML","Oliveira, RP de; Alunos de Botânica III","s/n","2002","06",NA,"Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para Jacobina","-41.15","-11.55",NA,NA,NA,"de ca. 30 cm. Folhas membranáceas. Inflorescência terminal, com flores amarelas.","ALCB040634",NA,"2003","-41.15","-11.55",NA,NA,"06",NA,NA,NA,NA,NA
"12","2019-10-09 11:19:00-03","UFBA","ALCB","61501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Guedes, ML","Oliveira, RP de; Alunos de Botânica III","s/n","2002","06",NA,"Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para Jacobina","-41.15","-11.55",NA,NA,NA,"de ca. 30 cm. Folhas membranáceas. Inflorescência terminal, com flores amarelas.",NA,NA,"2003","-41.15","-11.55",NA,NA,"06",NA,NA,NA,NA,NA
"13","2019-10-09 11:19:00-03","UFBA","ALCB","64145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MC","Arbo, MM; Mello-Silva, R de; João Vicente","5386","1992","11","28","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Morrão ao sul do Morro do Chapéu","-41.216667","-11.583333",NA,NA,NA,"pluricaule, ramos ascendentes e flores amrelo-ouro.; Campo rupestre, solo arenoso.","ALCB040627",NA,"2003","-41.216667","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:19:00-03","UFBA","ALCB","65513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Carvalho, PD","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","961","2003","12","06","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Rio de Contas. Est. para o Pico das Almas (8 Km da cidade)","-41.867222","-13.558889","1140","1140",NA,"ca 40 cm alt. Cálice e glândulas verdes, pétalas e estames amarelos.","ALCB040632",NA,"2006","-41.867222","-13.558889",NA,NA,"07",NA,NA,NA,NA,NA
"15","2019-10-09 11:19:00-03","UFBA","ALCB","120736","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Almeida, RF","Alves, R; Alunos de Sistemática Evolução de Espermatófitas","32","2014","11","15","Southern America","Brasil","Bahia","Morro do Chapéu","Tabuleiro do Morrinho","-41.334167","-12.978889","1000","1000",NA,"ca. 20 cm alt. Folhas discolores, sépalas verdes e pétalas amarelas.","ALCB004208",NA,"2019","-41.334167","-12.978889",NA,NA,"05","17",NA,NA,NA,NA
"16","2019-10-09 11:19:00-03","UFBA","ALCB","09002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Amorim, AMA","Costa, AL; Barroso, GM","s/n","1975","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.1561012268066","-11.5500001907349","1200","1200",NA,"Erva de 20cm de altura.&nf;Flores amarelas.",NA,NA,"1994",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:19:00-03","UFBA","ALCB","09002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Amorim, AMA","Costa, AL; Barroso, GM","s/n","1975","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.1561012268066","-11.5500001907349","1200","1200",NA,"Erva de 20cm de altura.&nf;Flores amarelas.","ALCB040629",NA,"1994",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:19:00-03","UFBA","ALCB","20912","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Amorim, AMA","Guedes, ML","1481","1987","10","11","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Cachoeira da Fumaca","-41.5588989257812","-12.5289001464844",NA,NA,NA,"Subarbusto de 30cm de altura.&nf;Folhas semisuculentas.&nf;Flores vistosas amarelas.","ALCB040630",NA,"1994",NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:55:10-03","NBC","NL-BOTANY","WAG.1072615","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Menede",NA,"Hatschbach GG",NA,"1975","01","15","Southern America","Brazil",NA,NA,"M arrao mun. Morro do Chapeu Bahia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1072615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1072615","NL-WAG1072615",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"20","2019-02-15 11:44:57-02","IPA","IPA","24925","S","Plantae","Plantae",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Anderson, W.R.","Harley, R.M.","19361","1977","03","03","Southern America","Brasil","Bahia","Morro do Chapéu","summit of Morro do Chapéu, ca. 8 km SW of the town of Morro do Chapéu to the West of the road to Utinga.","-41.2","-11.583333",NA,NA,NA,"Spreading herb with prostrate stems, ascending at tips. Leaves dull green. Petals bright yellow.; Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to scattered low woodland.","IPA0024925",NA,"1979","-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:44:57-02","IPA","IPA","32469","S","Plantae","Plantae",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Anderson, W.R.","Harley, R.M.","22771","1980","05","30","Southern America","Brasil","Bahia","Morro do Chapéu","summit of Morro do Chapéu ca. 8 km SW of the town of Morro do Chapéu to the west of the road to Utinga.","-41.2","-11.583333","1000","1000",NA,"Procumbent to ascending herb to ca. 15cm. Stems & leaves dull green. Sepals & glands pale green. Petals deep yellow, anthers pale yellow.; Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to scattered low","IPA0032469",NA,"1999","-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:44:57-02","IPA","IPA","62086","S","Plantae","Plantae",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","França, F.; Senna, L.R.","França, F.; Melo, E.; Marques da Silva, B.; Melo, E.; Marques da Silva, B.","2850","1999","05","02","Southern America","Brasil","Bahia","Morro do Chapéu","Morro das Pedras Duas Irmães","-41.297222","-11.556944","1155","1185",NA,"Subarbusto procumbente. Folha membranácea discolor. Pétalas amarelas, anteras amarelas.; Vegetação arbustivo-arbórea, em solo arenoso.","IPA0062086",NA,"1999","-41.297222","-11.556944",NA,NA,"05",NA,NA,NA,NA,NA
"23","2019-02-15 11:44:57-02","IPA","IPA","62514","S","Plantae","Plantae",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","França, F.; Santiago, N.","Miranda-Silva, E.; et al.; et al.","72","1999","02","07","Southern America","Brasil","Bahia","Morro do Chapéu","Morrão","-41.206667","-11.591111","1270","1270",NA,"Subarbusto ca. 30cm. Folha membranácea, discolor, pétalas amarelas; androceu amarelo; glândulas verdes.; Vegetação arbustiva entre afloramento.","IPA0062514",NA,"1999","-41.206667","-11.591111",NA,NA,"05",NA,NA,NA,NA,NA
"24","2019-02-15 11:44:57-02","IPA","IPA","81930","S","Plantae","Plantae",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Cano, O.","Cano, O.; et al.; et al.","928","2007","07","29","Southern America","Brasil","Bahia","Ibicoara","Chapada Diamantina, Após o povoado de Jussiape.","-41.479444","-13.476667",NA,NA,NA,"Erva ca. 20-25cm de altura. Flores amarelas.; Cerrado ralo, baixo e alterado.","IPA0081930",NA,"2008","-41.479444","-13.476667",NA,NA,"05",NA,NA,NA,NA,NA
"25","2019-11-21 14:38:36-03","UFJF","CESJ","38478","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","F. França; L.R.Senna","F. França; E. Melo; B.Marques da Silva","2850","1999","05","02","América do Sul","Brasil","Bahia",NA,"Morro do Chapéu, Morro das Pedras Duas Irmãs. Coord.: Lat.: 11º33'25S; Lon.:41º17'50W; Alt.:1155 - 1185m.",NA,NA,NA,NA,NA,"Vegetação arbustivo-arbórea em solo arenoso. Subarbusto procumbente. Folha membranácea discolor. Pétalas amarelas. Anteras amarelas.","CESJ038478",NA,"1999",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"26","2020-04-22 16:21:26-03","UFPB","JPB","36328","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Carvalho, PD","Ribeiro, PL; Sobrinho, JC; Nascimento, JOV; Silva, TR","24","2003","08","09","Southern America","Brasil","Bahia","Morro do Chapéu","Morrão. .Mata ciliar comum.","-41.238889","-11.694444",NA,NA,NA,"; HABITAT: Mata ciliar comum.; DESC: Erva, em campo rupestre em solo arenoso. Flores com pétalas amarelas, glândulas verdes. Frutos jovens verdes.",NA,NA,"2004","-41.238889","-11.694444",NA,NA,"08",NA,NA,NA,NA,NA
"27","2020-12-21 16:32:43-03","MBM","MBM","287208","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, M.C.H.","Mello-Silva, R.; et al.; et al.","794","1992","11","24","Southern America","Brazil","Bahia","Barra da Estiva","Serra do Sincorá","-41.3269004821777","-13.6260995864868",NA,NA,NA,NA,"MBM287208","MBM287208",NA,NA,NA,"61861","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:32:43-03","MBM","MBM","167847","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Amorim, A.M.","Jardim, J.G.; et al.; et al.","56",NA,NA,NA,"Southern America","Brazil","Bahia","Morro do Chapéu","Ca. de 10km do Morro do Chapéu, ao SW da cidade","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM167847","MBM167847",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:43-03","MBM","MBM","48852","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, M.C. .H.","Hatschbach, G.","39644",NA,NA,NA,"Southern America","Brazil","Bahia","Morro do Chapéu","Morrão","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM048852","MBM048852",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:32:43-03","MBM","MBM","48860","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, M.C. .H.","Hatschbach, G.","39580",NA,NA,NA,"Southern America","Brazil","Bahia","Morro do Chapéu","Morro do Chapéu, arredores","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM048860","MBM048860",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"31","2021-02-11 17:19:29-03","UFPR","UPCB","17021","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","M.C.H.Mamede","Mamede, M.C.H.","Hatschbach, G.","39644","1975","01","15",NA,"Brasil","Bahia","Morro do Chapéu","Morrão","-41.1561012268066","-11.5500001907349",NA,NA,NA,"Flor amarela. Topo do morro, solo arenoso junto a afloramentos de arenito..","UPCB0002298","UPCB0002298","1987",NA,NA,"98143","auto","01","01",NA,"Isotype",NA,NA
"32","2015-03-01 15:36:00-03","MO","MOBOT","3164136","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","André M. Amorim, 1","André M. Amorim|Rafaela C. Forzza|Sérgio C. de Sant'Ana","Amorim 3000","1999","4","26","South America","Brazil","Bahia",NA,"Mun. de Morro do Chapéu. Morro da torre de transmissão, Campo Rupestre.",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3457919","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.B. Carvalho","P. Tavares","Tavares 25","2007","5","5","South America","Brazil","Bahia",NA,"Morro do Chapéu: Em cima do Morrão.","-41.2","-11.58333","1266.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","44302",NA,"Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","A. M. Amorim/1999","A. M. Amorim; S.C. Sant'Ana & R.C. Forzza","3000","1999","04","26",NA,"Brasil","Bahia","Morro do Chapéu","Morro da torre de transmissão. Campo rupestre","-41.1561012268066","-11.5500001907349","1400","1400",NA,"Subarbusto decumbente, ca 20cm alt., ramos e folhas verdes. Cálice e glândulas verdes, corola amarelo pálido a alaranjado. Fruto imaturos verdes","MBML044302","MBML044302",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-04 11:05:39-03","UFRB","HURB","8207","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","M.L. Guedes","Guedes, M.L.; et al.","21299","2014","01","18",NA,"Brasil","Bahia","Morro do Chapéu","Caminho para o Morrão;","-41.016667","-11.6","1288","1288",NA,NA,"HURB000008207",NA,"2014","41°01'W","11°36'S",NA,NA,"05",NA,NA,NA,NA,NA
"36","2021-02-04 10:29:09-03","UFRPE","HST","8385","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","R.F.Almeida et A.M.Amorim","L.P.Félix; et G.Trajano","8607","1998","07","16",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,"Subarbusto decumbente; flores amarelas.","HST008385",NA,"2013",NA,NA,"98143","auto","10","09",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2863958","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"R. M. Harley, S. J. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","19361","1977","3","3","South America - Neotropics","Brazil","Bahia",NA,"Summit of Morro do Chapeu, ca. 8 km SW of Morro Town to W of road to Utinga.",NA,NA,"1000","1000",NA,NA,"US00323896","US00323896_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Isotype","1",NA
"38","2020-09-12 05:00:02-03","US","US","3187539","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"G. Hatschbach","39644","1975","1","15","South America - Neotropics","Brazil","Morro do Chapéu",NA,"Morrão",NA,NA,NA,NA,NA,NA,"US01876798","US01876798_01 US01876798_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2961283","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, A. M. Carvalho, J. Hage & E. B. Santos","22771","1980","5","30","South America - Neotropics","Brazil","Morro do Chapéu",NA,"c.8km SW of the towm of Morro do Chapeu to the west of rhe road to Utinga. D6","-41.2","-11.58","1000",NA,NA,NA,"US01876799","US01876799_01 US01876799_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"40","2020-09-02 16:32:14-03","Cenargen","CEN","45084","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Elaine Barbosa Miranda-Silva","72","1999","02","07",NA,"Brasil","BA","MORRO DO CHAPEU","Morrão.","-41.1561012268066","-11.5500001907349","1270","1270","Exsicatas","Folha membranácea, discolor. Pétalas amarelas, androceu amarelo. Glândulas verdes. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (35746). Feira de Santana - Bahia.","CEN00045084","CEN00045084",NA,"-4120667.0","-1159111.0","98143","auto",NA,NA,NA,NA,"1",NA
"41","2021-03-15 18:28:25-03","USP","SPF","85610","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Freire-Fierro, A","1732","1990","10","03",NA,"Brasil","Bahia","Morro do Chapéu","Coleções no fim da estrada às antenas do Morro. Grande quantidade de Hyptis, Styrax.","-41.033333","-11.1",NA,NA,NA,"Erva prostrada, pecíolo e glândulas verdes, o resto amarelo.","SPF00085610","SPF00085610","1995","-41.033333","-11.1",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 18:28:25-03","USP","SPF","155226","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Anônimo","Miranda, EB","72","1999","02","07",NA,"Brasil","Bahia","Morro do Chapéu","Morrão. Vegetação arbustiva entre afloramento.","-41.206667","-11.591111","1270","1270",NA,"Subarbusto ca. 30 cm. folha membranácea discolor. Pétalas amarelas; androceu amarelo; glândulas verdes.","SPF00155226","SPF00155226",NA,"-41.206667","-11.591111",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 18:28:25-03","USP","SPF","162731","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Carvalho, PD","Mello-Silva, R","2579","2004","04","04",NA,"Brasil","Bahia","Morro do Chapéu","Alto do Morro do Chapéu, próximo à torre de TV, 6,7 km da rod. Morro do Chapéu - Utinga (BA 142), entrada a ca. de 500 m da cidade. Afloramentos rochosos com vegetação herbáceo-arbustiva (campo rupestre).","-41.2075","-11.591667","1220","1220",NA,"População concentrada. Cálice e glândulas verdes. Pétalas amarelas.","SPF00162731","SPF00162731","2009","-41.2075","-11.591667",NA,NA,"10",NA,NA,NA,NA,NA
"44","2021-03-15 18:28:25-03","USP","SPF","20713","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Harley, RM","22771","1980","05","30",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 8 km SW of the town of Morro do Chapéu to the west of the road to Utinga. Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to scattered low woodland & marsh. This plant growing in sandy places.","-41.2","-11.583333","1000","1000",NA,"Procumbent to ascending herb to ca. 15 cm. Stems & leaves dull green. Sepals & glands pale green. Petals deep yellow, anthers pale yellow.","SPF00020713","SPF00020713","1987","-41.2","-11.583333",NA,NA,NA,NA,NA,"paratype",NA,NA
"45","2021-03-15 18:28:25-03","USP","SPF","83713","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Arbo, MM","5386","1992","11","28",NA,"Brasil","Bahia","Morro do Chapéu","Morrão ao Sur de Morro do Chapéu. Campo rupestre. Suelo arenoso.","-41.216667","-11.583333","1100","1100",NA,"Subarbusto pluricaule, rams ascendentes; flores amarillo-oro.","SPF00083713","SPF00083713","2003","-41.216667","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 18:28:25-03","USP","SPF","83710","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Mello-Silva, R","794","1992","11","24",NA,"Brasil","Bahia","Barra da Estiva","Serra do Sincorá, Sincorá Velho. Em campo arenoso, em locais de queimada.","-41.3269004821777","-13.6260995864868","1060","1060",NA,"Glândulas do cálice verde-claro. Corola amarela.","SPF00083710","SPF00083710","2003",NA,NA,"61861","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:24:26-03","USP","SPF","167418","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Ceccantini, GCT","Ceccantini, GCT","2389A","2005","01","18",NA,"Brasil","Bahia","Morro do Chapéu","Morro da Antena.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"SPF00167418","SPF00167418","2005",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
