"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber","sex"
"93","2020-12-11 11:32:24-03","UFMG","BHCB","7052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Grandi, TSM; L. Lobo","2166","1985","12","06","Southern America","Brasil","Minas Gerais","Serra da Piedade., 3ª estação de coleta.","-43.666667","-19.816667","1720","1720",NA,"Campo rupestre.",NA,NA,NA,"Caeté",NA,"-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:32:24-03","UFMG","BHCB","84004","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Simão, R; R. Mello-Silva; Pirani, JR; Meguro, M","s.n.","1988","01","08","Southern America","Brasil","Minas Gerais","Morro do Coco., Rodovia Datas-Serro.","-43.683333","-18.433333","1300","1330",NA,"Flora de Campos Rupestres. Orla de mata ciliar. Arvoreta ca. 4m. Tronco delgado com casca esbranquiçada. Folhas discolores, face adaxial verde e abaxial esbranquiçada. Brácteas involucrais verde-claras, flores creme.",NA,NA,NA,"Datas",NA,"-43.683333","-18.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:32:24-03","UFMG","BHCB","88315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Viana, PL; Mota, NFO; Melo, PHA de; Morais, PO","1499","2004","04","02","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto. Pico Dois Irmãos., Pico II.","-43.308056","-18.205833","1802","1802",NA,"Plantas do Brasil. Arbusto 1,5m. Vegetação rupestre.",NA,NA,NA,"São Gonçalo do Rio Preto",NA,"-43.308056","-18.205833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:32:24-03","UFMG","BHCB","25122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,"Perdizes",NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:32:24-03","UFMG","BHCB","84946","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Viana, PL","992","2003","09","10","Southern America","Brasil","Minas Gerais","Mina Casa de Pedra.","-44.0243988037109","-20.4078006744385","1500","1500",NA,"Plantas do Brasil. Arbusto em canga couraçada.",NA,NA,NA,"Belo Vale",NA,NA,NA,NA,NA,NA,"17803","auto",NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:32:24-03","UFMG","BHCB","107365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Mendes, MS; Brina, AE","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Mineração Casa de Pedra - CSN.","-43.8577995300293","-20.4997005462646",NA,NA,NA,"Plantas do Brasil. Campo rupestre. Arbustivo.",NA,NA,NA,"Congonhas",NA,NA,NA,NA,NA,NA,"16368","auto",NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:32:24-03","UFMG","BHCB","135844","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saavedra, MM; Borges, RAX; Forzza, RC; Pereira, AR; Ribeiro, PC; Avelar, M","283","2006","05","16","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca., Base do Pico do Peão.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Campo rupestre, com grandes afloramentos quartizílicos, vegetação herbácea densa com grande população de Vellozia sp. e arbustos esparsos.&nf;Planta estaminada, abusto ca. 2m, ramos estriados, folhas discolores com face abaxial alvo lanosas, bracteas",NA,NA,NA,"Lima Duarte",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:32:24-03","UFMG","BHCB","106834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Teles, AM; Nordenstam, B; Mota, RC da; Formiga, AT","378","2007","04","05","Southern America","Brasil","Minas Gerais","Serra do Caraça., Pico do Inficionado","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Arbusto, ca. 2m. Capítulo estaminado com flores amarelas. Espécie formando extensas populações; Campo rupestre","BHCB025079",NA,NA,"Catas Altas",NA,NA,NA,"2007","04","05","11966","auto",NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:32:24-03","UFMG","BHCB","48903","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Vasconcelos, MF de","s.n.","1999","09","04","Southern America","Brasil","Minas Gerais","Serra do Caraça., Pico do Inficionado","-43.4075012207031","-20.0746994018555","2030","2030",NA,"Plantas do Brasil. Campo de altitude. Arbustivo.",NA,NA,NA,"Catas Altas",NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:32:24-03","UFMG","BHCB","53698","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Vasconcelos, MF de","s.n.","2000","03","22","Southern America","Brasil","Minas Gerais","Serra do Caraça., Pico do Inficionado","-43.4075012207031","-20.0746994018555","2060","2060",NA,"Plantas do Brasil. Mata nebular. Arbustivo.",NA,NA,NA,"Catas Altas",NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:32:24-03","UFMG","BHCB","53704","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Vasconcelos, MF de","s.n.","2000","05","13","Southern America","Brasil","Minas Gerais","Serra do Caraça., Pico do Inficionado","-43.4075012207031","-20.0746994018555","2050","2050",NA,"Arbusto; Campo de altitude","BHCB025078",NA,NA,"Catas Altas",NA,NA,NA,"2001","04",NA,"11966","auto",NA,NA,NA,NA,NA,NA
"104","2019-02-19 04:30:00-03","MO","MOBOT","3292037","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"C.F.P. Martius","Martius 750","1817",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"105","2014-08-23 05:36:00-03","MO","MOBOT","3292262","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","G. Barroso","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22259","1969","1","19","South America","Brazil","Minas Gerais","Serra do Espinhaço. Cerrado on rocky slopes, ca. 16 km ?S. W. of Diamantina.",NA,NA,"1370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2014-01-08 09:22:00-02","MO","MOBOT","3292451","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","G. M. Barroso","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35870","1972","2","12","South America","Brazil","Minas Gerais","Serra do Espinhaço. Eastern slopes of Pico do Itambe; sandstone outcrops with shrubby vegetation, adjacent grassy slopes and valley of small stream; mostly sandy soil, but with overlying black humus in many places.",NA,NA,"1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"107","2009-08-22 06:35:00-03","MO","MOBOT","3292563","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Jacques S. Blanchet","Blanchet s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2011-02-28 10:14:00-03","MO","MOBOT","3292589","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Auguste F.M. Glaziou","Glaziou 15022","1861",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-05-23 11:07:45-03","UFLA","ESAL","13423","S","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Mansanares, ME","Everaldo B. Alves","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Florestal do Ibitipoca",NA,NA,"17","17",NA,"erva; 1.50m; Branca;; campo rupestre",NA,NA,NA,"Conceição do Ibitipoca",NA,NA,NA,"2016","05","16",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-06-10 10:10:13-03","FZB-BH","BHZB","9055","S","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"Fernandes, M.G.C. et al.","1546","2012","07","11",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.706944","-19.035278","1312","1312",NA,"Folhas discolores. Ponto 108 636082 7894777 1312m = 9516",NA,NA,NA,"Santana do Riacho",NA,"43W 42' 25","19S 02' 07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-06-10 10:10:13-03","FZB-BH","BHZB","9516","S","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,"Gustavo Heiden","Ferreira Junior, C.A. et al.","650","2012","09","13",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.716389","-19.023333",NA,NA,NA,"Ponto 114 635080 7896110, Doação de duplicata para Herbário SPF",NA,NA,NA,"Santana do Riacho",NA,"43W 42' 59","19S 01' 24","2013","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-06-10 10:10:13-03","FZB-BH","BHZB","7653","S","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"Mendes, M.","6","2007","06","01",NA,"Brasil","MG","Mina de Conta História.","-43.527778","-20.265278","990","990",NA,"Doada pela SETE Soluções Consultoria. Coord: Lat. 20° 15' 55'' S; Long. 43° 31' 40'' O; 990 1120m. Outro coletor: Doação de duplicata para Herbário ECT em setembro de 2014,Confirmada por G, Heiden.",NA,NA,NA,"Mariana",NA,"43W 31' 40''","20S 15' 55''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-01-26 14:12:14-03","CPACT","ECT","3883","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","G.Heiden","C.M.Siniscalchi; B.F.P.Loeuille | C.T.Oliveira","501","2014","08","03",NA,"Brasil","Minas Gerais","Pico do Padre Ângelo. Topo do pico. Campo rupestre e afloramentos rochosos.","-41.578611","-19.317222","1460","1460",NA,NA,"ECT0003883","ECT0003883",NA,"Alvarenga",NA,"41º34'43''W","19º19'2''S","2014","08","01",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-01-26 14:12:14-03","CPACT","ECT","405","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","D.P.Prutoso|S.Salgado","A.M.V.Carvalho","34","1978","07","15",NA,"Brasil","Minas Gerais","Cachoeira das Andorinhas, formações Rupestres. Coordenadas geográficas obtidas a partir dos dadosde localização, Cachoeira das Andorinhas.","-43.487778","-20.360833","1242","1242",NA,NA,"ECT0000405","ECT0000405",NA,"Ouro Preto",NA,"43º29'16''W","20º21'39''S","1991","05","02",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-01-26 14:12:14-03","CPACT","ECT","3878","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","G.Heiden","C.M.Siniscalchi; B.F.P.Loeuille | C.T.Oliveira","502","2014","08","03",NA,"Brasil","Minas Gerais","Pico do Padre Ângelo. Topo do pico. Campo rupestre e afloramentos rochosos.","-41.578611","-19.317222","1460","1460",NA,NA,"ECT0003878","ECT0003878",NA,"Alvarenga",NA,"41º34'43''W","19º19'2''S","2014","08","01",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-01-26 14:12:14-03","CPACT","ECT","404","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"M.Mendes; A.E.Brina | G.S.Neves","6","2007","06","01",NA,"Brasil","Minas Gerais","Mina de conta história. Habitat: Campo ferruginoso. Doada pela SETE Soluções Consultoria.","-43.527778","-20.265278","1120","1120",NA,NA,"ECT0000404","ECT0000404",NA,"Mariana",NA,"43º31'40''W","20º15'55''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-18 11:39:43-03","UERJ","HRJ","1316","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"L. Duarte","s.n.","1972","07","20",NA,"Brasil","Minas Gerais",NA,NA,NA,"1600","1600",NA,NA,"HRJ00001317",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-09-12 05:00:02-03","US","US","2752829","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35870","1972","2","12","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Eastern slopes of Pico do Itambé",NA,NA,"1550",NA,NA,NA,"US01725206","US01725206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"119","2020-09-12 05:00:02-03","US","US","2496390","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"V. de Saint-Hilaire","93?",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Brésil - Province of Minas Geraes",NA,NA,NA,NA,NA,NA,"US01725203","US01725203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"120","2020-09-12 05:00:02-03","US","US","1692557","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"L. Riedel","412","1824","8",NA,"South America","Brazil",NA,"Brasilia. In monte Itacolumi",NA,NA,NA,NA,NA,NA,"US01725202","US01725202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"121","2020-09-12 05:00:02-03","US","US","3406782","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"M. Vasconcelos","s.n.","2000","5","13","South America","Brazil",NA,"Catas Altas, MG, Serra do Caraça, Pico do Inficionado",NA,NA,"2050",NA,NA,NA,"US01725208","US01725208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"122","2020-09-12 05:00:02-03","US","US","1066968","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"G. Gardner","4898","1840","7",NA,"South America - Neotropics","Brazil","Minas Gerais","Diamond District.",NA,NA,NA,NA,NA,NA,"US00129312","US00129312_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","2630877","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22259","1969","1","19","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Cerrado on rocky slopes, ca. 16km S.W. of Diamantina",NA,NA,"1370",NA,NA,NA,"US01725210","US01725210_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"124","2020-09-12 05:00:02-03","US","US","3406777","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"M. Vasconcelos","s.n.","2000","3","22","South America","Brazil",NA,"Catas Altas, MG, Serra do Caraça, Pico do Inficionado",NA,NA,"2060",NA,NA,NA,"US01725209","US01725209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"125","2020-09-12 05:00:02-03","US","US","2405528","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"A. Glaziou","15052*",NA,NA,NA,"South America","Brazil",NA,"Brésil. Minas",NA,NA,NA,NA,NA,NA,"US01725205","US01725205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"126","2020-09-12 05:00:02-03","US","US","2496393","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"ex herb. Martii","750","1866",NA,NA,"South America","Brazil",NA,"Flor. Brasil",NA,NA,NA,NA,NA,NA,"US01725204","US01725204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"127","2020-09-12 05:00:02-03","US","US","3396170","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"M. Vasconcelos","s.n.","1999","9","4","South America","Brazil",NA,"Pico do Inficionado, Serra do Caraça, Catas Altas - MG",NA,NA,"2030",NA,NA,NA,"US01725207","US01725207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"128","2019-11-13 11:16:04-03","USP","SPF","209823","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Hind, DJN","Zappi, DC","1969","2009","03","09",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.744722","-18.928333","1336","1336",NA,NA,"SPF00209823",NA,NA,"Santana de Pirapama",NA,"-43.744722","-18.928333","2011","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-13 11:16:04-03","USP","SPF","211608","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G","Souza, VC","21073","1998","04","07",NA,"Brasil","Minas Gerais","Pico do Itambé","-43.317194","-18.401556","1500","1500",NA,NA,"SPF00211608",NA,NA,"Santo Antônio do Itambé",NA,"-43.317194","-18.401556","2010","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-13 11:16:04-03","USP","SPF","213211","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Oliveira, CT","Oliveira, CT","414","2009","04","25",NA,"Brasil","Minas Gerais","RPPN Santuário do Caraça","-43.448611","-20.111944","1918","1918",NA,NA,"SPF00213211",NA,NA,"Catas Altas",NA,"-43.448611","-20.111944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-13 11:16:04-03","USP","SPF","213221","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Oliveira, CT","Oliveira, CT","97","2008","08","27",NA,"Brasil","Minas Gerais","RPPN Santuário do Caraça","-43.513333","-20.135","1901","1901",NA,NA,"SPF00213221",NA,NA,"Catas Altas",NA,"-43.513333","-20.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:16:04-03","USP","SPF","214763","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G","Loeuille, B","588","2011","11","17",NA,"Brasil","Minas Gerais","Capivari","-43.354528","-18.388611","1581","1581",NA,NA,"SPF00214763",NA,NA,"Serro",NA,"-43.354528","-18.388611","2011","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 18:25:21-03","USP","SPF","224474","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G","Siniscalchi, CM","501","2014","08","03",NA,"Brasil","Minas Gerais","Pico do Padre Ângelo. Topo do pico.","-41.578528","-19.322222","146","146",NA,"Arbustos ca. 1,5 m alt. Folhas discolores. Inflorescências amareladas. Planta feminina.; Campo rupestre e afloramentos rochosos.","SPF00224474",NA,NA,"Alvarenga",NA,"-41.578528","-19.322222","2014","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 18:25:21-03","USP","SPF","224475","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G","Siniscalchi, CM","502","2014","08","03",NA,"Brasil","Minas Gerais","Pico do Padre Ângelo. Topo do pico.","-41.578528","-19.322222","146","146",NA,"Arbustos ca. 1,5 m alt. Folhas discolores. Inflorescências amareladas. Planta masculina.; Campo rupestre e afloramentos rochosos.","SPF00224475",NA,NA,"Alvarenga",NA,"-41.578528","-19.322222","2014","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-09-04 19:36:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"G. Gardner","4898",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"136","2019-09-04 19:36:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"G. Gardner","4898","1842",NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"137","2019-11-19 16:04:58-03","F","FMNH-SEEDPLANTS","V0503586F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"P. C. D. Clausen","1",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503586F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"138","2020-03-15 15:18:52-03","F","FMNH-SEEDPLANTS","V0503587F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"Mello Barreto","8842","1938","11","4","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503587F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"139","2020-03-15 15:18:52-03","F","FMNH-SEEDPLANTS","V0503588F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"Mello Barreto","9184","1937","8","11","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503588F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"140","2020-03-15 15:18:52-03","F","FMNH-SEEDPLANTS","V0503589F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"Mello Barreto","3863","1933","6","10","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503589F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"141","2019-11-19 15:53:02-03","F","FMNH-SEEDPLANTS","V0503590F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503590F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"142","2019-11-19 15:51:36-03","F","FMNH-SEEDPLANTS","V0503591F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"H. S. Irwin et al.","22259","1969","1","19","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503591F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"143","2019-11-19 15:49:55-03","F","FMNH-SEEDPLANTS","V0503592F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"H. C. de Lima","1334","1980","8","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503592F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"144","2019-11-19 15:48:47-03","F","FMNH-SEEDPLANTS","V0503593F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"A. P. Duarte","2295","1949","12","12","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503593F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"145","2019-11-19 15:46:29-03","F","FMNH-SEEDPLANTS","V0503594F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora",NA,NA,"W. R. Anderson et al.","35870","1972","2","12","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0503594F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
