"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber","sex"
"20","2021-03-30 12:34:32-03","EAO","IAN","104411","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Baccharis","tarchonanthoides","Baccharis tarchonanthoides integrifolia","DC.","Barreto, M","Magalhães, MG","1620","1942","05","05","Southern America","Brasil","Minas Gerais","Campo, Pico do Itambé.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Arbusto de 1m de altura, flores alvas, muito frequente.","IAN104411",NA,NA,"Serro","integrifolia",NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:34:32-03","EAO","IAN","14127","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Baccharis","tarchonanthoides","Baccharis tarchonanthoides integrifolia","DC.","Barreto, M","Magalhães, MG","1619","1942","05","05","Southern America","Brasil","Minas Gerais","Campo, Pico do Itambé.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Arbusto de 1m de altura, flores alvas, muito frequente.","IAN014127","IAN014127 IAN014127_e",NA,"Serro","integrifolia",NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:10-03","ESALQ","ESA","41254","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21073.0","1998","04","07",NA,"Brasil","Minas Gerais",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"ESA041254","ESA041254",NA,"Santo Antônio do Itambé",NA,NA,NA,"2010",NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:01:10-03","ESALQ","ESA","41509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","12009.0","1996","07","06",NA,"Brasil","Minas Gerais","9 Km de Diamantina em direção a Curvelo. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto; flores creme.","ESA041509",NA,NA,"Diamantina",NA,NA,NA,"2011","11","29","101169","auto",NA,NA,NA,NA,NA,NA
"24","2020-06-30 18:31:58-03","UFJF","CESJ","67021","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","B. Moreira","B. Moreira; M.C. Delgado","190","2015","03","20","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima a gruta do monjolinho","-43.9075","-21.718056","1450","1450",NA,"Árvore, ca. 5m, flor rosa. Interior de mata","CESJ067021",NA,NA,"Lima Duarte",NA,"-43.9075","-21.718056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-30 18:31:58-03","UFJF","CESJ","67027","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","B. Moreira","B. Moreira; M.C. Delgado","196","2015","03","20","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta nebular, trilha da janela do céu, próxima ao areal","-43.886389","-21.679444","1600","1600",NA,"Árvore, ca. 3m, flor verde claro. Interior de mata","CESJ067027","CESJ067027",NA,"Lima Duarte",NA,"-43.886389","-21.679444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:31:29-03","UFJF","CESJ","8534","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","G.M.Barroso","L. Krieger; U.C. Câmara","CESJ8534","1970","05","13","América do Sul","Brasil","Minas Gerais","Serra de Ibitipoca",NA,NA,NA,NA,NA,"Arbusto (2,30 m) inflorescência esbranquiçada, folhas na parte dorsal esbranquiçadas, campo arenoso.","CESJ008534","CESJ008534",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:31:29-03","UFJF","CESJ","56886","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","J.N. Nakajima","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","929","2010","09","25","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio. UTM (23K), 0536092, 7564590. 1598 m.s.m.","-44.603099822998","-21.9755992889404",NA,NA,NA,"Arbusto, ca. 1m alt., frequente no campo. Folhas discolores, face abaxial cinérea, capítulo creme.","CESJ056886",NA,NA,"Aiuruoca",NA,NA,NA,"2013","06",NA,"27460","auto",NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:31:29-03","UFJF","CESJ","56865","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","J.N. Nakajima","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","889","2010","09","24","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Trilha para o Retiro dos Pedros. UTM (23K), 0531780, 7562188. 2044 m.s.m.","-44.603099822998","-21.9755992889404",NA,NA,NA,"Arbusto, ca. 80cm alt., frequente no campo. Folhas discolores, capítulos jovens alvos.","CESJ056865",NA,NA,"Aiuruoca",NA,NA,NA,"2013","06",NA,"27460","auto",NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:31:29-03","UFJF","CESJ","10679","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"L. Krieger","CESJ10679","1971","06","10","América do Sul","Brasil","Minas Gerais",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,"Arbusto, no cerrado, flores creme.","CESJ010679","CESJ010679",NA,"Itabirito",NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA
"30","2020-06-30 18:31:58-03","UFJF","CESJ","46844","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","R.Borges","F.M. Ferreira; et al.","968","2006","03","07","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto ca. 1,5 m no campo rupestre. Capítulo alvos. Norte do Parque.","CESJ046844","CESJ046844",NA,"Lima Duarte",NA,NA,NA,"2007","04","24","30417","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-09 19:01:09-03","UFJF","CESJ","34062","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","M.D.O.Pivari","R.M. Castro; et al.","216","2001","03","25","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arvoreta com ca. 2 m de alt. no campo rupestre. Folhas discolores. Inflorescência esverdeada. Frutos creme.","CESJ034062",NA,NA,"Lima Duarte",NA,NA,NA,"2002","12",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"32","2020-06-30 18:31:58-03","UFJF","CESJ","31972","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","R.L.Esteves","F.S. Araújo; et al.","09","2001","02","08","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto, 1 m. Flores passadas. Material prensado em álcool.","CESJ031972","CESJ031972",NA,"Lima Duarte",NA,NA,NA,"2004","08","31","30417","auto",NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:31:29-03","UFJF","CESJ","46726","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","F.M. Ferreira","F.S. Souza; P.L. Viana; N.L. Abreu; L. Menini Neto; C.N. Matozinhos; T. Mota; T.U.P. Konno","133","2006","01","21","América do Sul","Brasil","Minas Gerais","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto no campo. Flores cremes.","CESJ046726","CESJ046726",NA,"Rio Preto",NA,NA,NA,"2007","02","14","20815","auto",NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:31:29-03","UFJF","CESJ","52250","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","A.M. Teles","A.M. Teles; B.Nordenstam; B.Viana; P.L. Viana; N.F.O. Mota; Antunes","408","2007","04","10","América do Sul","Brasil","Minas Gerais","Serra Negra, Crista da Serra. Lat.: 21º57'50,9 S, Long.: 43º52'45,7 W, Alt.: m.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto ereto,com cerca de 2 m. Capítulos com flores amarelas. Campo rupestre com afloramento quertzítico.","CESJ052250","CESJ052250",NA,"Rio Preto",NA,NA,NA,"2007","04","20","20815","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:23:16-03","UNICAMP","UEC","181534","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Monge, M","Mello-Silva, R; Lopes, JC; Martinelli, IG; Ferrero, R; Montserrat, L","3255","2010","01","26",NA,"Brazil","Minas Gerais","Brasil, Minas Gerais, Lima Duarte: Parque Estadual do Ibitipoca. Trilha entre a Gruta do Cruzeiro e a Lombada, cerca de 500m após a gruta. Campo e pequenos capões baixos.","-43.893911","-21.692242","1710","1710",NA,"Arbusto até 2m alt., na orla de pequeno capão, no brejo. Folhas discolores por efeito do indumento, argênteas na face abaxial, verde-escuro brilhantes na adaxial. Brácteas involucrais verde-claro. Flores creme.; Na orla de pequeno capã","UEC024300","UEC024300",NA,"Lima Duarte",NA,"-43.893911","-21.692242","2014","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:23:16-03","UNICAMP","UEC","127906","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G","Souza, VC; Souza, JP; Capellari Jr, L; Scalon, VR","12009","1996","07","06",NA,"Brazil","Minas Gerais","9 Km de Diamantina em direção a Curvelo.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto; flores creme.; Campo rupestre.","UEC119635","UEC119635",NA,"Diamantina",NA,NA,NA,"2017","10","18","101169","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:23:16-03","UNICAMP","UEC","1575","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Boun, GM","Semir, J; Joly, AM","3753","1973","01","06",NA,"Brazil","Minas Gerais","Munícipio de Jaboticatubas: km 137 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Altura 1-1,5m. capítulos brancos. (antigo 138)","UEC102979","UEC102979",NA,"Diamantina",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"38","2019-11-05 16:43:36-03","UFOP","OUPR","32621","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Pedrosa, L.G.","Pedrosa, L.G.","1235","2018","12","19",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Arbusto, ca. 90cm. Flores e frutos não observados. Campo rupestre.",NA,NA,NA,"Ouro Preto/ Mariana",NA,NA,NA,"2018","12","19",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-03-12 10:28:55-03","UFOP","OUPR","34165","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Pedrosa, L.G.","Pedrosa, L.G.","1641","2019","05","26",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Arbusto, 2,5m. Flores creme. Borda de mata.",NA,NA,NA,"Ouro Preto/ Mariana",NA,NA,NA,"2019","05","26",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-05 16:43:36-03","UFOP","OUPR","4897","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,"Barra Longa",NA,NA,NA,"2011","07","01","16960","auto",NA,NA,NA,NA,NA,NA
"41","2019-11-05 16:43:36-03","UFOP","OUPR","1801","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Lisboa, M.A.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santo Antônio Pereira","-43.4160995483398","-20.377799987793",NA,NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,"Mariana",NA,NA,NA,"1973","06","23","33524","auto",NA,NA,NA,NA,NA,NA
"42","2019-11-05 16:43:36-03","UFOP","OUPR","1804","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Badini, J.","Badini, J.","s.n.","1973","08","26",NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira do corrego. Subarbusto. Flores pálidas",NA,NA,NA,"Ouro Preto",NA,NA,NA,"1973","08","26","44599","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-05 16:43:36-03","UFOP","OUPR","1800","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cachoeira das Androinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbusto. Flores pálidas",NA,NA,NA,"Ouro Preto",NA,NA,NA,"1970",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"44","2019-11-05 16:43:36-03","UFOP","OUPR","3457","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Lisboa, M.A.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cerrado. Arbusto.Flores amarelas",NA,NA,NA,"Ouro Preto",NA,NA,NA,"1973","06","23","44599","auto",NA,NA,NA,NA,NA,NA
"45","2019-11-05 16:43:36-03","UFOP","OUPR","4896","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,"Ouro Preto",NA,NA,NA,"2011","07","01","44599","auto",NA,NA,NA,NA,NA,NA
"46","2019-11-05 16:43:36-03","UFOP","OUPR","4898","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,"Ouro Preto",NA,NA,NA,"2011","07","01","44599","auto",NA,NA,NA,NA,NA,NA
