"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","fieldNumber","sex"
"11","2020-10-01 14:26:00-03","JBB","HEPH","13756","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Batista, JAN","Munhoz, CBR; Medeiros, MB; Alvarenga, D; Brom, ACM; Silva, SR","591","1997","11","22","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Água Fria, ca. de 8km a direita de Alto Paraíso para Teresina de Goiás","-47.509167","-14.0725",NA,NA,NA,NA,NA,"2004","06","23",NA,NA,"-47.509167","-14.0725","1402","1402",NA,NA,NA,NA
"12","2020-10-01 14:26:00-03","JBB","HEPH","21333","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Oliveira, MS","Salles, AEH; et al.","3534","2004","12","15","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Próximo a QI 17","-47.85","-15.866667",NA,NA,NA,NA,NA,"2004","12","15",NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"13","2020-10-01 14:26:00-03","JBB","HEPH","22167","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Salles, AEH","Salles, AEH; et al.","3834","2005","11","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Captação 1 da CAESB","-47.85","-15.866667",NA,NA,NA,NA,NA,"2005","11","11",NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"14","2020-10-01 14:26:00-03","JBB","HEPH","27791","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Oliveira, MS","Carvalho, FJ de; Moreira, HJC","442","2010","12","22","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Água Fria","-47.509167","-14.702778",NA,NA,NA,NA,NA,"2011","05","02",NA,NA,"-47.509167","-14.702778",NA,NA,NA,NA,NA,NA
"15","2020-10-01 14:26:00-03","JBB","HEPH","6124","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Salles, AEH","Salles, AEH","421","1985","11","20","Southern America","Brasil","Distrito Federal","Brasília","Setor de Indústria","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"1985","11","20","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:44:32-03","UFMG","BHCB","120067","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Batista, JAN","2386","2008","01","04","Southern America","Brasil","Goiás","Teresina de Goiás","Chapada dos Veadeiros. GO-118, cerca de 36 km N de","-47.388389","-13.926389",NA,"Erva terrestre. Sépalas verdes, pétalas e labelo brancos.; em campo limpo estacionalmente úmido. Solo argilo-arenoso, escuro, superficialmente úmido. Local anteriormente queimado","BHCB001385","BHCB001385",NA,"2008","01","04",NA,NA,"-47.388389","-13.926389","1268","1268",NA,NA,NA,NA
"17","2020-12-11 11:44:32-03","UFMG","BHCB","151381","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Batista, JAN; Bianchetti, LB","3107","2010","12","30","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, campos a direita da BR- 020 (GO- 118), sentido Alto Paraiso para Teresina de Goiás, cerca de 15,4km N de Alto Paraiso.","-47.525278","-14.088889",NA,"Erva terrestre, em campo limpo estacionalmente úmido, Solo argilo-arenoso, escuro, úmido. Área queimada durante a seca. Pouco comum. Em final de floração. Sépalas e pétalas marrom- vinosas sobre fundo esverdeado. Labelo com estrias arroxeadas sobre f",NA,NA,NA,NA,NA,NA,NA,NA,"-47.525278","-14.088889","1512","1512",NA,NA,NA,NA
"18","2020-12-11 11:44:32-03","UFMG","BHCB","120039","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Batista, JAN","2358","2007","12","27","Southern America","Brasil","Distrito Federal","Brasília","Região Administrativa V - Sobradinho, Área de Proteção de Manancial Corguinho, 4,5 km após Sobradinho, em direção a Planaltina","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, em campo limpo estacionalmente úmido com murundus. Solo cinza, superficialmente úmido. Local anteriormente queimado.",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:44:32-03","UFMG","BHCB","107958","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","58365","1992","12","01","Southern America","Brasil","Goiás","Teresina de Goiás","Rod. Para Alto Paraíso, início da subida para a Chapada dos Veadeiros","-47.2647018432617","-13.7763996124268",NA,"Campo rupestre, solo turfoso, úmido. Sépalas e pétalas verdes com nervuras vinosas, labelo exterior verde, interior com nervuras vinosas; centro do lábio com mácula alva estendendo-se até o ápice",NA,NA,NA,NA,NA,NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:20:56-03","UFPR","UPCB","47273","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Engels, M.E.","Cervi, A.C.","6204","1996","11","20",NA,"Brasil","Paraná","Ponta Grossa","Recanto dos Papagaios","-50.1618995666504","-25.0949993133545",NA,"Flor com labelo róseo com uma faixa alva, sépalas e pétalas laterais com listras vermelhas, campo limpo, terreno encharcado..",NA,NA,NA,"2013","04",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-11 17:20:56-03","UFPR","UPCB","41734","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Barros, F. de","Santos, E.P.","852","1999","12","01",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Erva terrestre de ± 30 cm, flor lilás-esverdeada. Campo, ± 1100 m s.n.m..",NA,NA,NA,"2000","08","10","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2012-05-08 09:01:00-03","MO","MOBOT","2824890","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","S. Mentino","Charles M. Evrard","Evrard 8356","1977","10","27","South America","Bolivia","Santa Cruz",NA,"Route San Ignacio-Florida, km 40. Savane secondaire.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-08-30 11:59:00-03","MO","MOBOT","939577","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","G.A. Romero (AMES)","Bonifacio Mostacedo C.|S. Cabrera|H. Gonzáles","Mostacedo C. 1485","1994","5","1","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros, 10 km E y 1 km S. Vegetacion cerrada; presencia de arboles: Curatella americana, Kielmeyera, Salvertia y Byrsonima. Estrato herbaceo con predominancia de gramineas.","-60.8569444","-14.6080556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240.00000000",NA,"1",NA,NA,NA
"24","2020-09-02 16:34:53-03","Cenargen","CEN","32563","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","814","1998","12","31",NA,"Brasil",NA,NA,"Campo a beira da estrada a 16 km de Cavalcante, no trajeto de subida para a Chapada, em direção a região conhecida como São Domingos.",NA,NA,"Exsicatas","Área anteriormente queimada. Pseudobulbos completamente enterrados. Doação Flora do Brasil - Estado de Goiás.","CEN00032563","CEN00032563",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"25","2020-09-02 16:34:53-03","Cenargen","CEN","32574","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","825","1999","01","01",NA,"Brasil",NA,NA,"Campo a margem de pequeno curso d#?#agua com vereda, cerca de 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos.",NA,NA,"Exsicatas","Área anteriormente queimada. Observados alguns pequenos conjuntos esparsos ao longo da vereda. Pseudobulbos completamente enterrados. Doação Flora do Brasil - Estado de Goiás.","CEN00032574","CEN00032574",NA,"1999","01",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"26","2020-09-02 16:34:53-03","Cenargen","CEN","37135","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","1148","2001","01","09",NA,"Brasil",NA,NA,"Campo a direita da pista na GO-118, em direção a Alto Paraíso, cerca de 38 km ao N e antes de Alto Paraíso, na altura do km 204.",NA,NA,"Exsicatas","Área anteriormente queimada, cobertura graminosa baixa. Observado alguns exemplares num ponto do campo. Coletada para documentar o fruto e a ocorrência da espécie para o local. Coletadas 4 plantas para cultivo no Cenargen. Doação Flora do Brasil - Estado de Goiás.","CEN00037135","CEN00037135",NA,"2001","01",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"27","2020-09-02 16:34:53-03","Cenargen","CEN","14975","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","L. B. Bianchetti","Luciano de Bem Bianchetti","823","1989","11","27",NA,"Brasil","DF","BRASILIA","Ao lado do terminal de ônibus de Taguatinga Sul. Parque Boca da Mata.","-47.9296989440918","-15.7797002792358","Exsicatas","Pseudobulbos enterrados. Pétalas e sépalas verde amarronzado. labelo branco com estrias vinosas.","CEN00014975","CEN00014975",NA,"1989","11",NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"28","2020-09-02 16:34:53-03","Cenargen","CEN","39038","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"João Aguiar Nogueira Batista","793","1998","10","28",NA,"Brasil","DF","BRASILIA","Campo as margens do Córrego do Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente queimada. Sépalos e pétalos com estrias marrons sobre fundo esverdeado. Base do labelo esverdeada, internamente com estrias roxas, ápice branco arroxeado. Doação Flora do Brasil - Brasília - Distrito Federal.","CEN00039038","CEN00039038",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"29","2020-09-02 16:34:53-03","Cenargen","CEN","29390","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","752","1997","11","08",NA,"Brasil","DF","BRASILIA","Campo as margens do córrego Gama. Atrás do aeroporto. Após a QI-17. Lago Sul.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente não queimada. Observados poucos exemplares em floração. Doação Flora do Brasil - Brasília - Distrito Federal.","CEN00029390","CEN00029390",NA,"1997","11",NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"30","2020-09-02 16:34:53-03","Cenargen","CEN","20110","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Glocimar Pereira-Silva","2065","1993","11","28",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas","Unicata.","CEN00020110","CEN00020110",NA,NA,NA,NA,"70570","auto",NA,NA,"1035","1035","2",NA,NA,NA
"31","2020-09-02 16:34:53-03","Cenargen","CEN","14977","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","133","1990","11","03",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas","Pseudobulbos completamente enterrados. Pétalas e sépalas verde-amarronzado. Labelo esbranquiçado com nervuras centrais róseas.","CEN00014977","CEN00014977",NA,"1990","11",NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"32","2020-09-02 16:34:53-03","Cenargen","CEN","36224","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","Marina de Lourdes Fonseca Resende","2198","1999","10","28",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358","Exsicatas","Local queimado a 3 meses. Folhas de cor verde. Botões florais verdes. Labelo lilás e branco, tépalas verdes com pintas marrons. Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Distrito Federal.","CEN00036224","CEN00036224",NA,"2001","01",NA,"70570","auto",NA,NA,"1015","1015","1",NA,NA,NA
"33","2020-09-02 16:34:53-03","Cenargen","CEN","18228","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","341","1992","10","18",NA,"Brasil","DF","BRASILIA","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358","Exsicatas","Observado um pequeno conjunto de cerca de 6 exemplares. Crescendo em área queimada durante a seca.","CEN00018228","CEN00018228",NA,"1992","10",NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"34","2020-09-02 16:34:53-03","Cenargen","CEN","25435","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","633","1996","10","18",NA,"Brasil","DF","BRASILIA","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente não queimada. Cobertura graminosa bem desenvolvida, alta. Doação Flora do Brasil - Brasília - Distrito Federal.","CEN00025435","CEN00025435",NA,"1996",NA,NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"35","2020-09-02 16:34:53-03","Cenargen","CEN","46055","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","1361","2003","01","07",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Área 8 km ao norte de Alto Paraíso, a esquerda da GO-118 no sentido para Teresina, na altura do km 173.","-47.5099983215332","-14.1324996948242","Exsicatas","Área anteriormente queimada. Pseudobulbos completamente enterrados. Em final de floração. Sépalos e pétalos verdes com riscos longitudinais marrons. Labelo com estrias roxas sobre fundo esverdeado, no ápice roxo-esbranquiçado. Crista esbranquiçadas. Doação Flora do Brasil - Estado de Goiás.","CEN00046055","CEN00046055",NA,"2003","01",NA,"44724","auto",NA,NA,NA,NA,"1",NA,NA,NA
"36","2020-09-02 16:34:53-03","Cenargen","CEN","37127","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","1140","2001","01","08",NA,"Brasil","GO","CAVALCANTE","Campo a direita da pista cerca de 17 km a SO de Cavalcante, na subida da Chapada, em direção a região conhecida com São Domingos ou São Jose.","-47.4583015441895","-13.7974996566772","Exsicatas","Área anteriormente queimada, cobertura graminosa verde e baixa. Em final de floração, observado este único exemplar em floração. Doação Flora do Brasil - Estado de Goiás.","CEN00037127","CEN00037127",NA,"2001","01",NA,"92497","auto",NA,NA,NA,NA,"1",NA,NA,NA
"37","2020-09-02 16:34:53-03","Cenargen","CEN","14976","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","J. A. N. Batista","João Aguiar Nogueira Batista","13","1989","11","05",NA,"Brasil","DF","BRASILIA","Guará. Campo graminoso com mata de galeria adjacente.","-47.9296989440918","-15.7797002792358","Exsicatas","Pseudobulbos enterrados. Sépalas e pétalas esverdeadas com pintas marrons acompanhando as nervuras. Labelo com a parte central e lóbulos laterais verdosos com estrias vinho-escuro. Lóbulo terminal branco-arroxeado com nervuras vináceas.","CEN00014976","CEN00014976",NA,"1989","11",NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"38","2020-09-02 16:34:53-03","Cenargen","CEN","21164","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"João Aguiar Nogueira Batista","423","1994","11","13",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00021164","CEN00021164",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA
"39","2020-09-02 16:34:53-03","Cenargen","CEN","21181","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"João Aguiar Nogueira Batista","441","1994","12","18",NA,"Brasil","GO","CRISTALINA","Santuário de Vida Silvestre Linda Serra dos Topázios.","-47.6136016845703","-16.7686004638672","Exsicatas",NA,"CEN00021181","CEN00021181",NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,"1",NA,NA,NA
"40","2019-10-07 09:20:00-03","UEFS","HUEFS","72717","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Kral, R.","75747","1988","11","30",NA,"Brasil","Goiás","Alto Paraíso","56 Km N de Alto Paraíso de Goiás.",NA,NA,NA,NA,"HUEFS0072717","HUEFS0072717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"41","2019-10-07 09:20:00-03","UEFS","HUEFS","78822","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Batista, J.A.N.","1361","2003","01","07",NA,"Brasil","Goiás","Alto Paraíso","Chapada dos Veadeiros, área 8 km ao norte de alto Paraíso, a esquerda da GO-118 no sentido para Teresina, na altura do km 173.",NA,NA,NA,NA,"HUEFS0078822","HUEFS0078822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"42","2019-07-09 12:46:34-03","F","FMNH-SEEDPLANTS","V0092952F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Galeandra","paranaensis","Galeandra paranaensis",NA,"R. Schlechter","P. Dusén","7297","1908","11","28","South America","Brazil","Paraná",NA,"Capão Grande",NA,NA,NA,NA,"V0092952F","V0092952F_01 V0092952F_02","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","7297",NA
"43","2019-11-01 15:15:23-03","UnB","UB","110679","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Pabst, GFJ","Heringer, EP","s.n.","1962","11","12","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,"Observção extensa do Pabst no rótulo","UB0019488","UB0019488",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-01 15:15:23-03","UnB","UB","87830","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Pabst, GFJ","Heringer, EP","12237","1972","11",NA,"Southern America","Brasil","Distrito Federal","Brasília","Asa Sul, margem do Lago","-47.9296989440918","-15.7797002792358",NA,NA,"UB0019496","UB0019496",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:15:23-03","UnB","UB","110656","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Miranda, ZJG","Oldenburger, FHF; Mecenas, VV","2028","1975","11","30","Southern America","Brasil","Distrito Federal","Brasília","Shore of Lago Formoso","-47.9296989440918","-15.7797002792358",NA,"Flowers green; interior white with red stripes; spur red purplish.; Cerrado on grey murundu gley.","UB0019490","UB0019490",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-01 15:15:23-03","UnB","UB","110655","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Pabst, GFJ","Irwin, HS; Souza, R; Santos, RR","9979","1965","11","05","Southern America","Brasil","Goiás",NA,"Ca. 5km S of Cristalina","-48","-17",NA,"Perianth green, spotted violet, the labellum apically lavender and bearded white.; Terrestrial, erect 0,4m; Creek margin and adjacent campo.","UB0018280","UB0018280",NA,"1972","04","27",NA,NA,"-48","-17",NA,NA,NA,NA,NA,NA
