"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"11","2019-02-15 11:44:46-02","IPA","IPA","20499","S","Plantae","Plantae",NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R. Anderson & B. Gates","André","Kuhlmann, M.","4079","1957","05","15","Southern America","Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,"Árvore.","IPA0020499",NA,"1999",NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA
"12","2020-04-27 16:10:17-03","UFES","VIES","14397","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Thomaz, L.D.","Thomaz, L.D.","1043","1993","08","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Mata Atlântica de encosta.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014397","VIES014397","1993",NA,NA,"650","650","23813","auto","08","18",NA,NA,NA
"13","2020-06-29 09:30:41-03","UFRRJ","RBR","26999","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates",NA,"S.J. Silva-Neto","1624","2002","01","16",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada para Boa Esperança. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026999",NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"14","2013-04-01 09:15:19-03","IPT","BCTW","19843","S","Plantae","Magnoliophyta",NA,NA,"Barnebya","dispar","Barnebya dispar","(Griseb.) W.R. Anderson & B. Gates","Instituto Plantarum","Lorenzi, H.","42",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"15","2020-12-21 16:32:32-03","MBM","MBM","425392","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B. Gates","Francener, A.","Silva Neto, S.J.; Cattan, G.D.; Bovini, M.G.; Moraes, M.; Silva, W.; Cattan, G.D.; Bovini, M.G.; Moraes, M.; Silva, W.","1624","2002","01","16","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Estrada para Boa Esperança","-43.451099395752","-22.7591991424561",NA,"Árvore ciófila, cerca de 13 metros de altura, folhas discolores cartáceas, flores com cálice amarelado e corola com pétalas amarelas.","MBM425392",NA,"2013",NA,NA,NA,NA,"25743","auto","10","01",NA,NA,NA
"16","2020-12-21 16:32:32-03","MBM","MBM","320992","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B. Gates",NA,"Ziller, R.S.; Tiepolo, G.; Tiepolo, G.","683","1995","04","18","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra, Fazenda GUAM Agro-industrial, atalho da estrada do correntão","-48.3288993835449","-25.3066997528076",NA,"Casca clara, fissurada. Casca interna rosa clara, odor desagradável. Madeira bege/rosada. Árvore 25m.; Floresta Ombrófila Densa Submontana.","MBM320992","MBM320992",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"17","2020-12-21 16:32:32-03","MBM","MBM","425393","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B. Gates","Amorim, A.M.","Silva Neto, S.J.; Pereira Moura, M.V.; Silva, W.; Pereira Moura, M.V.; Silva, W.","1539","2001","12","10","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Estada para Itacolomi.","-43.451099395752","-22.7591991424561",NA,"Árvore ciófila, cerca de 15 metros de altura, folhas breve discolores cartáceas, botões amarelados, flores com cálice verde e corola amarela.","MBM425393",NA,"2006",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"18","2020-12-21 16:32:32-03","MBM","MBM","297273","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B. Gates","Mamede, M.C.H.","Ivanauskas, N.M.","971B","1996","02",NA,"Southern America","Brazil","São Paulo","Pariquera-Açu","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"MBM297273","MBM297273",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"19","2020-08-31 09:03:31-03","INPA","INPA","217743","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Amorim, AMA","Kurtz, BC","253","1993",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,"Cachoeira de Macacú, Jardim Botânico do Rio de Janeiro. RB 304.635. Estação Ecológica Estadual do Paraiso, Floresta Ombrófila Densa (Mata Atlântica), acima da represa da CEDAE.",NA,NA,NA,NA,"INPA0217743","INPA0217743 INPA0217743_e","1994",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA
"20","2020-08-31 09:03:31-03","INPA","INPA","285497","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Francener, A","Silva Neto, SJ da","1624","2002","01","16","Southern America","Brasil","Rio de Janeiro","Nova Iguaçu","Estrada para Boa Esperança.","-43.451099395752","-22.7591991424561",NA,NA,"INPA0285497",NA,"2013",NA,NA,NA,NA,"25743","auto","10","01",NA,NA,NA
"21","2020-08-31 09:03:31-03","INPA","INPA","217746","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Pessoal do Horto Florestal","RBs.n.","1968","01","18","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro - RB 26346. Vista Chinesa. Mata.","-43.2075004577637","-22.9027996063232",NA,NA,"INPA0217746","INPA0217746 INPA0217746_e","1982",NA,NA,NA,NA,"57442","auto","07","14",NA,NA,NA
"22","2021-02-18 12:37:23-03","MBML","MBML-HERBARIO","7295",NA,"Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","F. Z. Saiter/XI-2012","L. D. Thomaz","1043","1993","08","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 10m, PAP 38cm, caule interno amarelado. A1P84N1888","MBML007295",NA,NA,"40W31'49","19S58'17","650","650",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","7530",NA,"Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","André M. A. Amorim","L. D. Thomaz","950","1993","09","21",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 5m, PAP 24cm, caule interno amarelado. A1P98N22177.","MBML007530",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-09 10:13:23-03","UENF","HUENF","10362","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates",NA,"Areias, I.O.R.; et al.","586","2011","06","01",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.448056","-21.797222",NA,"Parcela 16","HUENF00011007",NA,NA,"41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-02 16:32:05-03","Cenargen","CEN","111687","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","A. Francener","S. J. Silva Neto - RB","1624","2002","01","16",NA,"Brasil","RJ","NOVA IGUACU","Estrada para Boa Esperança.",NA,NA,"Exsicatas","Folhas discolores cartáceas, flores com cálice amarelado e corola com pétalas amarelas. Doação do Jardim Botânico do Rio de Janeiro. RB 376761","CEN00111687","CEN00111687","2013",NA,NA,NA,NA,NA,NA,"10",NA,NA,"1",NA
"26","2020-09-02 16:32:05-03","Cenargen","CEN","111688","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","A. M. Amorim","S. J. Silva Neto - RB","1539","2001","12","10",NA,"Brasil","RJ","NOVA IGUACU","Estrada para Itacolomi.",NA,NA,"Exsicatas","Folhas breve discolores cartáceas, botões amarelados, flores com cálice verde e corola amarela. Doação do Jardim Botânico do Rio de Janeiro. RB 376768.","CEN00111688","CEN00111688","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2021-03-15 18:28:13-03","USP","SPF","164660","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Ivanauskas, NM","791b","1996","02",NA,NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antonio Provinski. Floresta atlântica.","-47.876944","-24.675833",NA,"Árvore 11 m. Flores amarelas. Indivíduo 112D.","SPF00164660","SPF00164660","1996","-47.876944","-24.675833",NA,NA,NA,NA,"06",NA,NA,NA,NA
"28","2019-01-25 15:42:11-02","IAC","IAC","25005","S","Plantae",NA,NA,"Malpighiaceae-2.Malpighioideae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","M.C.H. Mamede","W. Hoehne","5763","1964","07","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075","-22.9028",NA,NA,NA,NA,"1994","-43.2075","-22.9028",NA,NA,NA,NA,"04","13",NA,NA,NA
"29","2020-07-23 12:10:42-03","CEPLAC","CEPEC","120564","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar",NA,"Amorim, A. M.","S.J.S. Neto","1624",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:10:42-03","CEPLAC","CEPEC","7493","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar",NA,"W. R. Anderson","R. S. Pinheiro","1542","2000","02","04",NA,"Brasil","Bahia","ITAJÚ DO COLÔNIA","Rod. Trinta e seis a Itaju do Colonia.","-39.7243995666504","-15.1424999237061",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26963","auto",NA,NA,NA,NA,"30/05/1981"
"31","2020-07-23 12:10:42-03","CEPLAC","CEPEC","60490","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar",NA,"A. M. Amorim","B. C. Kurtz","253","1994","02","09",NA,"Brasil","Rio de Janeiro","CACHOEIRAS DE MACACÚ","Estação Ecológica Estadual do Paraiso.","-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,"30/12/1994"
"32","2020-07-23 12:10:42-03","CEPLAC","CEPEC","113705","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar",NA,"Amorim, A. M.","S. J. S. Neto","1539","2001","12","10",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Estrada para Itacolomi.","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"33","2020-07-23 12:10:42-03","CEPLAC","CEPEC","60806","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar",NA,"A. M. Amorim","L. C. Giordano","1026","1991","04","11",NA,"Brasil","Rio de Janeiro","PARATY","Laranejiras, caminho para a Praia do Sono (após 1a. Porteira).","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,"30/01/1998"
"34","2020-09-22 13:48:52-03","USP","SPFW","4985","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteria","dispar","Banisteria dispar","(Griseb.) Nied.","Serviço Florestal","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-13 16:04:47-03","UNISANTA","HUSC","8097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","P. Sampaio","P. Sampaio","889","2014","02","14",NA,"Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga; trilha de educação ambiental próximo a área A.","-46.25","-23.9899997711182",NA,"Árvore com 12m de altura com flores amarelas, subosque.; Floresta ombrofila densa",NA,NA,"2014",NA,NA,NA,NA,"18989","auto","02",NA,NA,NA,NA
"36","2019-11-21 10:08:07-03","IBt","SP","352171","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Quinet, A","25/91","2001","05","05",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Distrito de /Sibéria, Sítio Pouso Certo.Lumiar","-42.2284","-22.2072",NA,"Árvore 5 m, 30 cm DAP, folha verde discolor, frutos alados, verdes","SP013723",NA,"2004","-42.2284","-22.2072","650","650",NA,NA,"01","03",NA,NA,NA
"37","2019-11-21 10:08:07-03","IBt","SP","299358A","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Ivanauskas, NM","791","1996","02",NA,NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,NA,"SP013724","SP013724","2000","-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:08:07-03","IBt","SP","386900","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Silva Neto, SJ; Pereira Moura, MVL; Silva, W","1539","2001","12","10",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Estrada para Itacolomi. Interior da mata","-43.451099395752","-22.7591991424561",NA,"Árvore ciófila, ca. 15 m alt., folhas levemente discolores, cartáceas, botões amarelados, cálice verde, corola amarela","SP013720","SP013720","2007",NA,NA,NA,NA,"25743","auto","03",NA,NA,NA,NA
"39","2019-11-21 10:08:07-03","IBt","SP","386898","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Bovini, MG; Somner, GV","2168","2002","04","24",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Tinguá, Rebio, estrada para Itacolomi, trilha da lagoa","-43.451099395752","-22.7591991424561",NA,"Árvore heliófila, ca. 10 m, folhas cartáceas, discolores, e brilhosas, frutos imaturos verdes","SP013719","SP013719","2007",NA,NA,"100","100","25743","auto","03",NA,NA,NA,NA
"40","2019-11-21 10:08:07-03","IBt","SP","151722a","Extra","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Pessoal do Horto Florestal","s.n.","1928","01","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"Árvore 10-12 m, flor e cálice amarelo-ouro","SP013722","SP013722","1987",NA,NA,NA,NA,"57442","auto","03","26",NA,NA,NA
"41","2019-11-21 10:08:07-03","IBt","SP","151722","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Pessoal do Horto Florestal","s.n.","1928","01","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"Árvore 10-12 m, flor e cálice amarelo-ouro","SP013721","SP013721","1987",NA,NA,NA,NA,"57442","auto","03","26",NA,NA,NA
"42","2019-11-21 10:08:07-03","IBt","SP","245923","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Melo, MMRF; Penina, A","825","1987","08","18",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Mata de encosta do morro da captação d'água","-47.9199981689453","-25.0100002288818",NA,NA,"SP013728","SP013728","1991",NA,NA,NA,NA,"37574","auto","10",NA,NA,NA,NA
"43","2019-11-21 10:08:07-03","IBt","SP","316879","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Pompéia, SL","s.n.","1989","06",NA,NA,"Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,NA,"SP013725","SP013725","1991",NA,NA,NA,NA,"15123","auto","12","13",NA,NA,NA
"44","2019-11-21 10:08:07-03","IBt","SP","64105","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Anderson, WR","Kuhlmann, M","4079","1957","05","15",NA,"Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,NA,"SP013727","SP013727","1981",NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA
"45","2019-11-21 10:08:07-03","IBt","SP","316881","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Pompéia, SL; Souza, VC; Martins, SE","s.n.","1991","06","02",NA,"Brasil","São Paulo","Cubatão","Alto da Serra","-46.4199981689453","-23.8899993896484",NA,NA,"SP013726","SP013726","1991",NA,NA,NA,NA,"15123","auto","12","13",NA,NA,NA
"46","2019-11-21 10:08:07-03","IBt","SP","468709","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Garcia, RJF; Teixeira, VAS; Martini, RAA","2374","2005","02","15",NA,"Brasil","São Paulo","Cubatão","Industria COPEBRAS. Trilha 1","-46.4199981689453","-23.8899993896484",NA,NA,"SP045140","SP045140","2014",NA,NA,"10","100","15123","auto","12",NA,NA,NA,NA
"47","2019-11-21 10:08:07-03","IBt","SP","156113","S","Plantae",NA,NA,"Malpighiaceae","Barnebya","dispar","Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates","Mamede, MCH","Souza, FP","s.n.","1975","09","01",NA,"Brasil","São Paulo","Cubatão","No pé da Serra do Mar","-46.4199981689453","-23.8899993896484",NA,"Árvore 24-26 m alt. Fruto imaturo","SP013730","SP013730","1991",NA,NA,NA,NA,"15123","auto","10",NA,NA,NA,NA
