"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","maximumElevationInMeters","class","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1181585","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"P. Farág","315","1997","01","11","South America","Brazil","Rio de Janeiro","Armação dos Búzios","Estrada para a praia de José Gonçalves.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181585","NY01181585_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01048255","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"S. M. de Faria","923","1995","05","26","South America","Brazil","Rio de Janeiro",NA,"Estrada da Rosa-Ramal p/lixeira, Cabo Frio",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190315' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048255","NY01048255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","684784","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"A. P. Duarte","8749","1964","12","30","South America","Brazil","Rio de Janeiro","Cabo Frio","Campos Novos, Estr. de Campos.","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02698804","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"R. D. Ribeiro","73","2003","12","13","South America","Brazil","Rio de Janeiro",NA,"Armação de Buzios. Entrada para a praia da tartatuga.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979326' target='other'> <mi>dwc_moreinfo</mi></a>","NY02698804","NY02698804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1281345","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"H. C. de Lima","4833","1993","11","02","South America","Brazil","Rio de Janeiro","Cabo Frio","Estrada para a Praia das Conhas próximas as salinas.","-42.0186","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687669' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281345","NY01281345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1181592","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","H. C. de Lima","G. S. Z. Rezende","58","2001","12","06","South America","Brazil","Rio de Janeiro","Cabo Frio","Distrito Tamoios, Condomínio Folrestinha.","-42.0186","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386768' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181592","NY01181592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1280058","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","B. M. Torke","B. M. Torke","403","2008","05","02","South America","Brazil","Rio de Janeiro","Arraial do Cabo","Along the trail from Porto do Forno to Praia do Forno.","-42.0158","-22.9686","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1517675' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280058","NY01280058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:42:06-03","EAO","IAN","4263","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Swartzia","glazioviana","Swartzia glazioviana","Taub.",NA,"Glaziou, AFM","9445",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN004263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:10:58-03","ESALQ","ESA","126012","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana",NA,NA,"Ribeiro, R.D.","125.0","1905","06","26",NA,"Brasil","Rio de Janeiro","Búzios",NA,NA,NA,NA,NA,"ESA126012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:10:58-03","ESALQ","ESA","126345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana",NA,NA,"Ribeiro, R.D.","73.0","1905","06","25",NA,"Brasil","Rio de Janeiro","Búzios",NA,NA,NA,NA,NA,"ESA126345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:10:58-03","ESALQ","ESA","126042","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana",NA,NA,"Ribeiro, R.D. ; Dantas, H.G.","101.0","1905","06","26",NA,"Brasil","Rio de Janeiro","Búzios",NA,NA,NA,NA,NA,"ESA126042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:30:30-03","MN","R","64167","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Cowan, R.S.","Glaziou, A.F.M.",NA,"1895","01","08",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"R000064167","R000064167_001",NA,"1963","40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:30:30-03","MN","R","64168","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Cowan, R.S.","Ule, E.H.G.","s.n.","1899","10",NA,NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,NA,NA,NA,"1963","20879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:15:14-03","UNICAMP","UEC","146844","S","Plantae","Magnoliopsida",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","Taub.",NA,"Lima, HC; Ribeiro, RD; Filardi, FLR; Maioli, V","6518","2007","02","15",NA,"Brazil","Rio de Janeiro","Cabo Frio","Bela Formosa, estrada para Lixeira., Mata seca.","-41.981944","-22.806111",NA,NA,NA,NA,NA,NA,NA,NA,"-41.981944","-22.806111",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:15:14-03","UNICAMP","UEC","115407","S","Plantae","Magnoliopsida",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","Taub.","Mansano, VF","Sánchez, MS; Pedroni, F","s.n.","1995","01","04",NA,"Brazil","Rio de Janeiro","Armação dos Búzios","Praia Manguinhos.",NA,NA,NA,"fruto, Restinga. Árvore 3m, pétala branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:31:25-03","UNICAMP","UEC","161639","S","Plantae","Magnoliopsida",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","Taub.","Mansano, VF","Mansano, VF; Guimarães, PJF; Filardi, F","07-418","2007","10","29",NA,"Brazil","Rio de Janeiro","Arraial do Cabo","Topo de trilha de acesso entre o Porto do Forno e a Praia do Forno.","-42.015556","-22.983333",NA,"Arvoreta, 1,5 m, em vegetação com solo rochoso. Flores com pétalas e filetes brancos, anteras amarelas e gineceu esverdeado.; Vegetação aberta com solo rochoso.","UEC009706","UEC009706",NA,"2007",NA,NA,"-42.015556","-22.983333","10","29",NA,NA,NA,NA,NA
"27","2020-12-21 16:28:19-03","MBM","MBM","398364","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"Ribeiro, R.D.; Dantas, H.G.; Dantas, H.G.","101","2004","02","16","Southern America","Brazil","Rio de Janeiro","Armação de Búzios","Ponte da sapata","-41.8816986083984","-22.7469005584717",NA,"Arvoreta com 1m., frutos jovens de cor verde. Frequente plantas jovens e árvores.; Estinga arbórea e arbustiva. Local entre a praia de manguinhos e a paraia da tartaruga.","MBM398364","MBM398364",NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:28:19-03","MBM","MBM","398373","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"Ribeiro, R.D.; Dantas, H.G.; Dantas, H.G.","73","2003","12","13","Southern America","Brazil","Rio de Janeiro","Armação de Búzios","Entrada para praia da tartaruga","-41.8816986083984","-22.7469005584717",NA,"Árvore ramificada escandente, com 7m de alt., flores com 1 pétala branca, muito estames (+10) de reca amarela, botões verde claro pubescente, 4 estames e vários estaminóides.; Mata seca arbórea, solo barrento e pobre em serrapilheira","MBM398373","MBM398373",NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-11-03 21:09:39-02","MNHN","RECOLNAT_MNHN_P","P01818048","PreservedSpecimen",NA,NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"Glaziou, A.",NA,"1876","3","18",NA,"Brésil",NA,NA,"Rio Janeiro. Cabo Frio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818048' target='other'> <mi>dwc_moreinfo</mi></a>","P01818048","P01818048_01",NA,NA,NA,NA,NA,NA,NA,NA,"9415",NA,NA,NA,NA
"30","2015-11-03 15:20:39-02","MNHN","RECOLNAT_MNHN_P","P01818049","PreservedSpecimen",NA,NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"Glaziou, A.",NA,"1876","3","18",NA,"Brésil",NA,NA,"Rio Janeiro. Cabo Frio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818049' target='other'> <mi>dwc_moreinfo</mi></a>","P01818049","P01818049_01",NA,NA,NA,NA,NA,NA,NA,NA,"9415",NA,NA,NA,NA
"31","2020-11-10 04:40:00-03","MO","MOBOT","100363007","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"H. C. de Lima","Lima 4833","1993","11","2","South America","Brazil","Rio de Janeiro","Cabo Frio","Estrada para a Praia das Conhas próximas as salinas.","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"32","2013-06-12 05:45:00-03","MO","MOBOT","100156446","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","V.F. Mansano","V. F. Mansano","Mansano 07-418","2007","10","29","South America","Brazil","Rio de Janeiro",NA,"Arraial do Cabo. Topo da trilha de acesso entre o Porto do Forno e a Praia do Forno.","-42.0155556","-22.9683334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2013-06-12 05:45:00-03","MO","MOBOT","100508842","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"V. F. Mansano|et al.","Mansano 508","2008","1","15","South America","Brazil","Rio de Janeiro","Arraial do Cabo","Arraial do Cabo. Topo da trilha de acesso entre o Porto do Forno e a Praia do Forno.","-42.0158333","-22.9686111",NA,NA,NA,NA,"3.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2011-04-04 16:30:00-03","MO","MOBOT","3217113","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Ronald Liesner","Auguste F.M. Glaziou","Glaziou 9415",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2011-03-25 08:43:00-03","MO","MOBOT","3217169","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.",NA,"Auguste F.M. Glaziou","Glaziou 9415","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2021-04-07 16:08:49-03","UENF","HUENF","9629","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Lima, H.C.","Lima, H.C.; Machado, D.; Lopez-Roberts, M.C.",NA,"2015","05","11",NA,"Brasil","Rio de Janeiro","Cabo Frio","APA Pau-Brasil, Peró, Pontal do Peró, Condomínio Caravelas do Peró, rua da aroeira. Mata de restinga, solo arenoso","-41.970556","-22.821667",NA,"Arvoreta com 4 m altura. Botões áureo-esverdeados. Ocasional.","HUENF00009633",NA,"10",NA,NA,NA,"41º58'14''W","22º49'18''S",NA,NA,NA,NA,"10",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2843642","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Cowan, R. S.","D. Sucre","1317","1966","12","17","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Cabo frio, restinga de",NA,NA,NA,NA,"US00421973","US00421973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA
"38","2019-11-13 11:23:19-03","USP","SPF","200515","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Anônimo","Farág, PRC","315","1997","01","11",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,"SPF00200515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:23:19-03","USP","SPF","200832","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Anônimo","Farney, C","4260","2000","10","21",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,"SPF00200832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:23:19-03","USP","SPF","200833","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Farney, C","Farney, C","4358","2001","03","10",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Tucuns, Mata de Baixada.",NA,NA,NA,NA,"SPF00200833",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:23:19-03","USP","SPF","200850","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Anônimo","Farney, C","4342","2000","12","05",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Praia de Manguinhos.",NA,NA,NA,NA,"SPF00200850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:23:19-03","USP","SPF","224812","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Anônimo","Ribeiro, RD","101","2004","02","16",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Entre a Praia de Manguinhos e a Praia da Tartaruga, Ponte da Sapata.",NA,NA,NA,NA,"SPF00224812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:23:19-03","USP","SPF","200834","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","Anônimo","Lima, HC","4833","1993","11","02",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"SPF00200834",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-05-08 11:13:13-03","UEFS","HUEFS","218559","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Swartzia","glazioviana","Swartzia glazioviana","(Taub.) Glaz.","V.F.Mansano","Lima, H.C.de","7994","2015","03","11",NA,"Brasil","Rio de Janeiro","Cabo Frio","APA Pau-Brasil, Peró, Condomínio Caravelas do Peró rua da aroeira.","-49.970556","-22.821667",NA,"Mata de Restinga.","HUEFS0218559",NA,"10","2019",NA,NA,"49W58'14''","22S49'18''","03",NA,NA,NA,"10","Rosanae",NA
"45","2019-09-04 19:44:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Swartzia","glazioviana","Swartzia glazioviana",NA,NA,"A. Glaziou","9415",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype"
