"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"43","2021-03-30 12:44:49-03","EAO","IAN","125953","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, JJ","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13259","1966","03","02","Southern America","Brasil","Goiás",NA,"Serra dos Cristais, Campo and cerrado, ca. 3km N of Cristalina, Goiás.",NA,NA,"1250","1250",NA,NA,"IAN125953",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:44:49-03","EAO","IAN","125985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, JJ","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14453","1966","04","06","Southern America","Brasil","Goiás",NA,"Serra Geral de Goiás. Cerrado, Rio da Prata, ca. 6km S of Posse, Goiás.",NA,NA,"800","800",NA,NA,"IAN125985",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:44:49-03","EAO","IAN","130957","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, JJ","Irwin, HS; Maxwell, HS","18625","1968","01","15","Southern America","Brasil","Minas Gerais",NA,"15 Km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Corumbá.Cerrado and low woods on sandstone slopes, ca.",NA,NA,"1150","1150",NA,NA,"IAN130957",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:44:49-03","EAO","IAN","131525","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, JJ","Giulietti, N; Andrade-Lima, D de","669","1968","12","26","Southern America","Brasil","Goiás",NA,"Pirenópolis, Serra de Pirineus, sobre pedras.",NA,NA,NA,NA,NA,NA,"IAN131525",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:44:49-03","EAO","IAN","138542","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, JJ","Irwin, HS; Onishi, E","25620","1970","01","29","Southern America","Brasil","Minas Gerais",NA,"Morro das Pedras. Campo. Outcrops and gravelly campo, ca. 35km N.E. of Patrocinio.",NA,NA,"1000","1000",NA,NA,"IAN138542",NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:44:49-03","EAO","IAN","41091","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Wedel von","1911",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN041091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:44:49-03","EAO","IAN","90692","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Pires, JM","4239","1956","02","05","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"IAN090692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:20:42-03","UFBA","ALCB","134285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Guedes, ML","Guedes, ML; Lopes, EB; Araújo, FS","30967","2018","09","06","Southern America","Brasil","Goiás","Alto Paraíso","Caminho para a Cachoeira da Louquinha.","-52.388056","-15.649167","1080","1080",NA,"toda planta com pêlos hirtos, Folhas discolores, ásperas. Inflorescência com flores de pétalas e filetes roxos.","ALCB059060","ALCB059060",NA,"2019",NA,NA,"03","-52.388056","-15.649167",NA,NA,NA,NA,NA,NA
"51","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U.1421204","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Oldenburger FHF; Mecenas VV",NA,"1975","12","04","Southern America","Brazil",NA,NA,"D.F. Near Planaltina on monument hill.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421204 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1421204","NL-U1421204",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"52","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U.1421205","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Hatschbach M; Silva JM",NA,"1994","02","07","Southern America","Brazil",NA,NA,"Rod. GO-118, 6km N de São Gabriel (mun. Planaltina) Goiás.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1421205","NL-U1421205",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"53","2020-11-04 11:13:51-03","ESALQ","ESA","98665","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,"Freitas, A.L.","Farias, R.","473.0","1999","12","05",NA,"Brasil","Goiás","Mossâmedes",NA,"-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,"ESA098665",NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:13:51-03","ESALQ","ESA","65392","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naud.) Cogn.","Meyer, F.S.","Árbocz, G.F. et al.","3290.0","1997","02","21",NA,"Brasil","Mato Grosso","Barra do Garças",NA,"-52.2566986083984","-15.8900003433228",NA,NA,NA,NA,"ESA065392","ESA065392",NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:13:51-03","ESALQ","ESA","102783","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,"Nakajima, J.N.","3783.0","2003","11","29",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"ESA102783","ESA102783",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:13:51-03","ESALQ","ESA","89596","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,"Freitas, A.L.","Paula-Souza, J.; Ferrucci, M.S.; Scalon, V.R.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4068.0","2005","01","18",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pireneus. Subida para o Parque. Cerrado","-48.9592018127441","-15.852499961853","1070","1070",NA,"Arbusto, ca. 40cm alt. Flores róseo-arroxeadas","ESA089596",NA,NA,NA,"40887","auto",NA,"-48,906,667","-15,824,722",NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:13:51-03","ESALQ","ESA","26107","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naud.) Cogn.","Meyer, F.S.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","9930.0","1996","01","09",NA,"Brasil","Minas Gerais","Delfinópolis","Serra da Gurita, próximo à estrada Delfinópolis - Sacramento. 900 m.s.m. Campo rupestre.","-46.8539009094238","-20.343900680542","900","900",NA,"Subarbusto, ca. 80 cm alt.; corola roxa.","ESA026107","ESA026107",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-17 13:47:07-03","MN","R","212175","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Fonseca, M.L.","Mendonça, R.C. 5898; Fonseca, M.L.; Oliveira, F.C.A.; Cardoso, E.; Cabo Darildo",NA,"2005","03","30",NA,"Brasil","Goiás","Nerópolis",NA,"-49.15475","-16.536889","740","740",NA,NA,NA,NA,NA,"2005",NA,NA,"04","49o 09'17.1W","16o32'12.8S",NA,NA,NA,NA,NA,NA
"59","2021-01-14 15:31:41-03","MN","R","9681","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.",NA,"Glaziou, A.F.M.","21359","1890","07","28",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009681","R000009681_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-07-02 14:02:59-03","JBP","HPL","13022","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,"A. Campos-Rocha","A. Campos-Rocha, H. Lorenzi, P. Hendrigo et al.","856","2012","04","25",NA,"Brasil","GO","Alto Paraíso de Goiás","Coletado em afloramento rochoso à direita da rodovia GO-118 (entre os km 198 e 199) sentido Cavalcante - GO, ca. 25 km distante da entrada da Água Fria.","-47.51","-14.1325",NA,NA,NA,NA,NA,NA,NA,"2013","44724","auto","05",NA,NA,NA,"05",NA,NA,NA,NA
"61","2015-07-02 14:02:59-03","JBP","HPL","9796","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","V.C. Souza","Paula-Souza, J., Tsuji, R., et al.","4569","2005","01","24",NA,"Brasil","GO","Alto Paraíso de Goiás","Coletado no Parque Nacional da Chapada dos Veadeiros; na trilha para as Corredeiras.","-47.51","-14.1325",NA,NA,NA,NA,NA,NA,NA,"2012","44724","auto","06",NA,NA,NA,"18",NA,NA,NA,NA
"62","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025309","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","J. J. Wurdack","G. Hatschbach; M. Hatschbach & J. M. Silva","59951","1994","2","7",NA,"Brazil","Goias",NA,"Rod. GO-118, 6km N de São Gabriel (mun. Planaltina) Goias, Brazil","-47.639318","-15.483935",NA,NA,NA,"PMC-DPP 004; Ereta, flor violeta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:46:13-03","UFMS","CGMS","70413","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","V.J. Pott","A. Pott; V.J. Pott","15094","2008","03","22",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Fazenda Passarada, entorno do Parque Natural Municipal Serra do Bom Jardim.","-53.6311111","-18.1627778","410","410",NA,NA,"CGMS1069797",NA,NA,NA,NA,NA,NA,"-53,6311111","-18,1627778",NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:46:13-03","UFMS","CGMS","60443","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"A. Pott; V.J. Pott","15064","2008","03","22",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Parque Natural Municipal Templo dos Pilares.","-53.6780556","-18.1483333","612","612",NA,"Flor rosa forte. Fruto ausente. Habitat: Cerrado senso restrito. Solo arenoso litólico (arenito). Relevo topo de serra. Habito: Erva ereta de base lenhosa. 0,80 m de altura. Esparsa.","CGMS1093446",NA,NA,NA,NA,NA,NA,"-53,6780556","-18,1483333",NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:46:13-03","UFMS","CGMS","13280","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","V.J. Pott","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11644","2004","04","02",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Fortuna.","-53.1291999816895","-18.5438995361328",NA,NA,NA,"Flor rosa. Habitat: Cerrado típico. Solo argiloso. Relevo encosta suave inferior. Habito: Subarbusto. Esparso. 1,00 m de altura.","CGMS1042684",NA,NA,"2008","76958","auto","12",NA,NA,NA,"06",NA,NA,NA,NA
"66","2021-03-01 16:35:12-03","UNICAMP","UEC","136736","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Sasaki, D","Sasaki, D; Sasaki, C","918","2004","01","13",NA,"Brazil","São Paulo","Pedregulho","Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima ao antigo aeroporto. Campo sujo pedregoso com afloramentos rochosos.","-47.273056","-20.164444","720","720",NA,"Arbusto ca. 50 cm alt. Folhas discolores, mais claras na face abaxial. Cálice verde, vináceo em direção ao ápice. Corola roxa, Antera roxa. Conectivo rosa-claro. Filete alvo. Estilete alvo, rosado em direção ao ápice.","UEC007294","UEC007294",NA,"2004",NA,NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:35:12-03","UNICAMP","UEC","193182","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, AFA","Aparecida da Silva, M; et al.","8242","2015","08","26",NA,"Brazil","Goiás","Padre Bernado","Próximo ao povoado Vereda, proximidades do rio Monteiro (estrada de terra que sai da GO-435 para BR 251).","-48.505833","-15.627222","732","732",NA,"Arbusto, heliófilo ca 1m altura. Cálice verde-vináceo, corola pentâmera rosa. Frutos muricados, amarronzados. Caule vináceo. Arbusto áfilo quando com frutos e com folhas discolores verdes, quando com flores.; Solo com presença de qua","UEC137309","UEC137309",NA,"2018",NA,NA,"10","-48.505833","-15.627222",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:35:12-03","UNICAMP","UEC","188217","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Meyer, FS","Meyer, FS","1142","2012","03","17",NA,"Brazil","Goiás","Cristalina","GO 40, Km 102, Entrada para a Fazenda Porto Velho.","-47.567975","-16.799314",NA,NA,NA,"Subarbusto 50 cm, coletado em Cerrado.","UEC114746","UEC114746",NA,"2012",NA,NA,"03","-47.567975","-16.799314",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:35:12-03","UNICAMP","UEC","22368","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, GA","Filgueiras, TS","403","1979","01","23",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Campo úmido, arenoso, ca 8 km e acampamento.","-47","-14","1600","1600",NA,"Erva de raiz, tipo batata. cor da flor: roxa, vistosa. Campo rupestre; solo arenoso úmido. Cálice de aspecto espinhoso, avermelhado, com frutos da Estação anterior.",NA,NA,NA,"2010",NA,NA,"04","-47","-14",NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:35:12-03","UNICAMP","UEC","48693","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, AFA","Martins, FR; Silva, AF; Silva, SM; Santin, DA","20152","1987","12",NA,NA,"Brazil","Goiás","Pirenóplis",NA,NA,NA,NA,NA,NA,"Subarbusto de ramos prostrados; folhas vinosas na sup. superior e flores roxas com anteras + claras.; Cerrado mata campo rupestre.","UEC000134","UEC000134",NA,"2014",NA,NA,"04",NA,NA,NA,"08",NA,NA,NA,NA
"71","2021-03-01 16:35:12-03","UNICAMP","UEC","188124","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon","angustifolia","Tibouchina aegopogon angustifolia","Cogn.","Meyer, FS","Meyer, FS","1203","2012","03","22",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.82445","-14.164583",NA,NA,NA,"Arbusto 50 cm alt., ambiente aberto, exposto ao sol, coletado na beira da estrada do parque.","UEC114685","UEC114685",NA,"2012",NA,NA,"03","-47.82445","-14.164583",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:35:12-03","UNICAMP","UEC","188147","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon","angustifolia","Tibouchina aegopogon angustifolia","Cogn.",NA,"Meyer, FS","1199","2012","03","22",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.82445","-14.164583",NA,NA,NA,"Arbusto 50 cm alt., mesmo número de coleta para diversos indivíduos de uma mesma população. Indívíduos bastante frequentes, ocorrendo no Campo Rupestre com solo quartzítico.","UEC114623","UEC114623",NA,NA,NA,NA,NA,"-47.82445","-14.164583",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:35:12-03","UNICAMP","UEC","38876","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Heringer, EP","18472","1981","09","20",NA,"Brazil","Distrito Federal","Brasília","Cerrado próximo à Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Planta ereta com flores de cor roxa, ca. 80 cm de altura, com xilopodio.",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:35:12-03","UNICAMP","UEC","163009","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Meyer, FS","Paula-Souza, J; Ferrucci, MS; Duarte, AR; Rando, JG; Tsuji, R","4569","2005","01","24",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros. Trilha para as Corredeiras.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Arbusto, ca.60 cm alt. Flores roxas.","UEC019551","UEC019551",NA,"2012","44724","auto","05",NA,NA,NA,"30",NA,NA,NA,NA
"75","2021-03-01 16:35:12-03","UNICAMP","UEC","47900","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, GA","Bernacci, LC; Meira Neto, JAA; Morellato, LPC; Carvalho, MC; Nogueira-Borges, HB; et al.","19947","1987","12","08",NA,"Brazil","Goiás","Pirenópolis","Serra dos Pirineus, Ca. 3 km SW da torre de retransmissão 1350 m, campo rupestre/cerrado.","-48.9592018127441","-15.852499961853",NA,NA,NA,"Subarbusto +/- 50 cm, flores lilás claro, estames lilás.",NA,NA,NA,"2010","40887","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:20:03-03","UNICAMP","UEC","111912","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R","Nakajima, JN; Romero, R","2149","1996","11","23",NA,"Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento. Cerca de 2 km.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"flor, Herbáceo de cerca de 0,5 m. Corola arroxeada, anteras e conectivo arroxeados. Filetes e tricomas do conectivo brancos. Borda de cerrado.",NA,NA,NA,"1996","57119","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:35:12-03","UNICAMP","UEC","172292","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1459","1997","11","05",NA,"Brazil","São Paulo","Pedregulho","Estreito, Perto da Faz. 3 irmãos.","-47.4700012207031","-20.25",NA,NA,NA,"Subarbusto ca.30 cm, flores magenta com filetes brancos.; Campo rupestre.","UEC084702","UEC084702",NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-12-18 15:50:47-03","UFOP","OUPR","20112","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Meyer, F.S.","Silva, G.P.","6792","2002","11","05",NA,"Brasil","Goiás","Luziania",NA,"-47.9502983093262","-16.2525005340576",NA,NA,NA,"Cerrado sensu stricto. Relevo acidentado. Subarbusto. Flores lilás",NA,NA,NA,"2013","83221","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-16 08:40:05-03","UTFPR","HCF","1765","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","M.L. Fonseca","M.L. Fonseca","5026","2003","10","23",NA,"Brasil","GO","Pirenópolis","Estrada que margeia o Pico dos Pirineus","-48.868028","-15.786889","1085","1085",NA,"Subarbusto escandente ca. 0,6 m altura; folhas discolores, ásperas; pétalas lilases, filetes alvos, anteras roxas, estilete branco. Comum.- Solo: areno/pedregoso - Relevo: íngreme",NA,NA,NA,"2004",NA,NA,"02","48°52'04,9'' W","15°47'12,8'' S",NA,NA,NA,NA,NA,NA
"80","2021-03-21 19:37:24-03","UFC","EAC","9259","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Cesar, H.L.; Ratter, J.A.","Cesar, H.L.","s.n.","1980","01","29","Southern America","Brasil","Distrito Federal",NA,"Fazenda Água Limpa, Latossolo vermelho-amarelo, não encharcado, declive suave, área de experimentação sobre os efeiros do fogo na vegetação herbácea-subarbustiva.","-47.933333","-15.95",NA,NA,NA,"Subarbustiva, flor roxa, altura 70cm.; Campo sujo","EAC0009259","EAC0009259",NA,"1980",NA,NA,"08","-47.933333","-15.95",NA,"15",NA,NA,NA,NA
"81","2020-12-21 16:35:04-03","MBM","MBM","397680","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn",NA,"Pacheco, R.A.; Versiane, A.F.A.; Rocha, M.J.R.; Versiane, A.F.A.; Rocha, M.J.R.","1002","2013","02","21","Southern America","Brazil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, Estrada para a cidade das Pedras, ca. 12km de Cocalzinho","-48.838889","-15.746667",NA,NA,NA,"Arbusto, ca. 1,2m alt. Hipanto verde, corola e estames roxos.; Cerrado rupestre (campo graminoso, beira da estrada).","MBM397680","MBM397680",NA,NA,NA,NA,NA,"-48.838889","-15.746667",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:35:04-03","MBM","MBM","415654","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn","Barboza, E.","Brotto, M.L.; Cordeiro, J.; Vaz, J.; Cordeiro, J.; Vaz, J.","2810","2018","11","04","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.603333","-19.267222","1000","1000",NA,"Erva com 40 cm de altura; frutos castanhos.; Campo rupestre.","MBM415654",NA,NA,"2019",NA,NA,"02","-43.603333","-19.267222",NA,"05",NA,NA,NA,NA
