"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"199","2015-09-05 08:33:07-03","MNHN","RECOLNAT_MNHN_P","P00711091","PreservedSpecimen",NA,"Lauraceae","Nectandra","leucantha","Nectandra leucantha attenuata","isosyntype","Gardner, G.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00711091' target='other'> <mi>dwc_moreinfo</mi></a>","P00711091",NA,NA,"Meisn.",NA,NA,"Minas Geraes",NA,NA,NA,"P00711091_01",NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,"5150",NA,NA
"200","2015-09-03 19:01:26-03","MNHN","RECOLNAT_MNHN_P","P01961939","PreservedSpecimen",NA,"Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"Spruce",NA,"1849","10","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01961939' target='other'> <mi>dwc_moreinfo</mi></a>","P01961939",NA,NA,"Nees","Amazonas",NA,"Ad oram merid. fl. Amazon",NA,NA,NA,"P01961939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"269",NA,NA
"201","2015-09-28 23:34:09-03","MNHN","RECOLNAT_MNHN_P","P00711022","PreservedSpecimen",NA,"Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"Schomburgk, R.H.",NA,"1868",NA,NA,NA,"Guyana","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00711022' target='other'> <mi>dwc_moreinfo</mi></a>","P00711022",NA,NA,"Nees",NA,NA,"Guyane Anglaise",NA,NA,NA,"P00711022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"568",NA,NA
"202","2020-10-01 14:25:23-03","JBB","HEPH","34639","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Faria, JEQ","8609","2018","06","21","Southern America","Brasil",NA,NA,NA,NA,"Magnoliid","Laurales","(Ruiz & Pav.) Rohwer","Goiás","Alto Horizonte","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","-49.276389","-14.192778","383",NA,"Alves, FM","383",NA,NA,NA,"2020","06","-49.276389","-14.192778",NA,NA,NA,NA,NA,NA
"203","2020-12-11 11:37:01-03","UFMG","BHCB","32414","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G","s.n.","1997","08","17","Southern America","Brasil",NA,NA,"Pequena árvore, flor alva; mata da beira do rio",NA,"Dicotyledon",NA,"(Ruiz & Pav.) Rohwer","Mato Grosso","Vila Bela da Sma. Trindade","Estrada para Cavalvasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-11 17:19:19-03","UFPR","UPCB","74660","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Brotto, M.L.","695","2011","05","29",NA,"Brasil",NA,NA,"Árvore de 10 m de alt., flores alvas, odor suave. Floresta Estacional Semidecidual. (UPCB-DNA 2315).",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Paraná","Diamante do Norte","Estação Ecológica do Caiuá.","-52.866944","-22.606944","273",NA,"Brotto, M.L.","273",NA,NA,NA,"2011","05","-52.866944","-22.606944","29",NA,NA,NA,NA,NA
"205","2021-02-11 17:19:19-03","UFPR","UPCB","27704","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Cervi, A.C.","3384","1991","08","26",NA,"Brasil",NA,NA,"Árvore, 8m, flor alva. Solo calcáreo..",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Margem do Rio Mimoso, a 20km de Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"Zanon, M.M.F.",NA,"71352","auto",NA,"2007","03",NA,NA,NA,NA,NA,NA,NA,NA
"206","2010-03-24 18:50:00-03","MO","MOBOT","1842685","PreservedSpecimen","Plantae","Lauraceae","Laurus","hihua","Laurus hihua",NA,"Hipólito Ruiz L.|José A. Pavón","Ruiz López s.n.","1778",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2011-03-02 10:18:00-03","MO","MOBOT","1807111","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora latifolia",NA,"A.-C. Vauthier","Vauthier 398","1833",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Nees","Minas Gerais",NA,"Jabora",NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2008-05-27 22:02:00-03","MO","MOBOT","1808194","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Sarah DeWalt|et al.","DeWalt 263","1995","4","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Abel Iturralde","Comunidad de Buena Vista, Parcela Permanente de 1 ha de Estudio Etnobotánico, 3 km al NE de Buena Vista, Bosque húmedo de llanura.","-67.55","-14.36666","180.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2013-04-19 14:27:00-03","MO","MOBOT","100557274","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Ramiro Fonnegra G.|Alejandro Henao|Lucas Barientos","Fonnegra G. 8902","2005","3","3","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Antioquia","Carepa","Bosques de la Estación Experimental Tulenapa-Copoica,","-75.5666667","8.2666667","70.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"210","2008-05-27 22:02:00-03","MO","MOBOT","1808029","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"QUIPUSCOA","QUIPUSCOA 2009","2000","8","8","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","San Martín","Huallaga","Distrito: Saposoa. Al Oeste de Achamal. Area deforestada y abondonada.","-77.41111","-6.535","1420.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2009-08-21 10:13:00-03","MO","MOBOT","2396358","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Elbert L. Little","Little 6288","1943","4","19","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Esmeraldas","San Lorenzo","San Lorenzo","-78.66666","1.3","10.00000000",NA,"fide H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-01-17 04:33:00-03","MO","MOBOT","100786336","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz","Valenzuela Gamarra 26834","2013","11","15","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Junín","Satipo","Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi. Entre Río Cútivireni y Mayobenti.","-73.6719445","-15.9691667","968.00000000",NA,"H. van der Werff","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","3",NA
"213","2013-06-29 06:07:00-03","MO","MOBOT","1807279","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"G.P. da Silva","Silva 1174","1992","7","7","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Goiás",NA,"3 km sudoeste da sede da fazenda agua quente; região de Garimpo. Municipio Niquelandia. Mata seca de beira de rio. Substrato arenoso. Plano.","-48.96666","-14.63333","400.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2014-01-02 05:36:00-02","MO","MOBOT","100150315","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"D. Villarroel","Villarroel Segarra 76","2005","8","9","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Florida","Bella Vista, Sendero Ecologico el Cañadon.","-63.8055556","-18.1966666","1480.00000000",NA,"D. Villarroel (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"215","2010-10-18 12:41:00-02","MO","MOBOT","100313228","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Kenneth J. Wurdack","Wurdack 4588","2008","9","16","South America","Guyana",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer",NA,NA,"CI Concession, Himara Creek. From camp upstream. Flooded forest along creek edge.",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"216","2010-10-18 12:48:00-02","MO","MOBOT","100313233","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Kenneth J. Wurdack","Wurdack 4659","2008","9","21","South America","Guyana",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer",NA,NA,NA,"-58.16","3.3666667","136.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"217","2014-04-04 05:54:00-03","MO","MOBOT","100323353","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Rodolfo Vásquez|Abel Monteagudo|Hitler Quijano","Vásquez Martínez 34201","2008","5","23","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Pasco","Oxapampa","Dist. Palcazu. Bosque de Protección San Matias-San Carlos, Sector Mayro","-75.2280556","-9.9419444","374.00000000",NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1048","8",NA
"218","2014-04-04 05:54:00-03","MO","MOBOT","100324457","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Rodolfo Vásquez|Abel Monteagudo|Hitler Quijano","Vásquez Martínez 34461","2008","5","30","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Pasco","Oxapampa","Dist. Palcazu. Entre el Río Chuchurras y Lagarto.","-75.2072222","-9.9819445","254.00000000",NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1053","8",NA
"219","2011-04-03 11:41:00-03","MO","MOBOT","100361885","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Manuel J. Macía","Macía 7320","2003","9","5","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Cochabamba","Chapare","Cordillera de Mosetenes, Territorio Indígena Parque Nacional Isiboro-Secure, abajo de la laguna Carachupa, en dirección a la laguna pequeña.","-66.4166667","-16.2166667","1240.00000000",NA,"H. vd Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","1",NA
"220","2011-04-03 14:46:00-03","MO","MOBOT","100361928","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Manuel J. Macía","Macía 7361","2003","9","5","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Cochabamba","Chapare","Cordillera de Mosetenes, Territorio Indígena Parque Nacional Isiboro-Secure, abajo de la laguna Carachupa, en dirección a la laguna pequeña.","-66.4166667","-16.2166667","1240.00000000",NA,"H. vd Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","1",NA
"221","2011-04-04 14:18:00-03","MO","MOBOT","100362461","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Manuel J. Macía","Macía 7249","2003","8","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Cochabamba","Chapare","Cordillera de Mosetenes, Territorio Indígena Parque Nacional Isiboro-Secure, cresta arriba de la laguna Carachupa.","-66.4","-16.2166667","1385.00000000",NA,"H. vd Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01","1",NA
"222","2019-03-25 14:10:00-03","MO","MOBOT","100480997","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"G.A. Parada|Y. Inturias|M. Betancur|H. Fernandez|M.T. Martinez","Parada-Gutierrez 4509","2012","5","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Vallegrande","Camino entre Mosquera-San Marcos.","-63.6616667","-18.7708334","748.00000000",NA,"G.A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-10","1",NA
"223","2017-05-19 16:48:00-03","MO","MOBOT","100619012","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Alfredo F. Fuentes|J. Nina|M. Yucra|R. Humerez|V. Gonzales|D. Mamani|Lorenzo Sanchez|Guzmán Jove","Fuentes Claros 18001","2013","7","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Abel Iturralde","Parque Nacional Madidi, Asariamas, sector San Martin.","-68.7242167","-14.1551917","1216.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-03","2",NA
"224","2013-09-27 14:29:00-03","MO","MOBOT","100634010","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Grady L. Webster|D.G. Kelch|Alfonso del Hierro","Webster 32869","1998","11","17","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Pichincha","Quito","Disturbed lower montane rain forest , 0.5 km N of Pacto.","-78.7583333","0.15","1200.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"225","2019-01-25 04:36:00-02","MO","MOBOT","100634576","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.|M. Villalba|N. Otmani|R. Rivera|C. Mateo","Valenzuela Gamarra 19277","2011","9","22","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Pasco","Oxapampa","Dist. Palcazú. Iscozacín. Parque Nacional Yanachaga Chemillén. Parcela Permanente TEAM 05. (VGYANCH-05).","-75.3297223","-10.41","1414.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","1",NA
"226","2019-01-25 04:36:00-02","MO","MOBOT","100654896","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.|M. Villalba|J. Flores|E. Cruz|A. Bautista","Valenzuela Gamarra 22239","2012","8","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Pasco","Oxapampa","Dist. Palcazu. Parque Nacional Yanachaga-Chemillen. Parcela permanente TEAM 3, cavernas.","-75.285","-10.3541667","986.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","1",NA
"227","2015-10-23 05:55:00-02","MO","MOBOT","100666123","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hernán Ferrer-Pereira|W. Pacheco|et al.","Ferrer-Pereira 81","2007","3","23","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Carabobo",NA,"Camino de salida de la finca de la Familia Bolivar, a 75 m del patio de secado. Santa Rosa del Sur. (54,133' 67° 32,143')",NA,NA,"8949.00000000",NA,"H. Ferrer-Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"228","2017-06-06 13:00:00-03","MO","MOBOT","100740302","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Ibahuari, Basilio","Nieto Ariza 147","2014","5","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.7945833","-14.0836389","229.00000000",NA,"A. Fuentes (LPB)","224.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","2",NA
"229","2013-11-25 15:28:00-02","MO","MOBOT","1200239","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Santiago Madriñán","Madriñán R. 663","1992","4","3","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer",NA,NA,"Sierra Nevada de Santa Marta. Quebrada Andrea.","-73.41666","11.18333","110.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-01-17 04:33:00-03","MO","MOBOT","100787127","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz|Cindy Barboza","Valenzuela Gamarra 26960","2013","11","18","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Junín","Satipo","Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi.","-73.6608333","-11.9641667","786.00000000",NA,"H. van der Werff","1086.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101","3",NA
"231","2020-01-17 04:33:00-03","MO","MOBOT","100796531","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz","Valenzuela Gamarra 27146","2013","11","25","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Junín","Satipo","Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi.","-73.6783334","-11.0844444","1330.00000000",NA,"H. van der Werff","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","3",NA
"232","2020-01-17 04:33:00-03","MO","MOBOT","100801087","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz","Valenzuela Gamarra 27150","2013","11","25","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Junín","Satipo","Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi.","-73.6783334","-11.0844444","1330.00000000",NA,"H. van der Werff","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","3",NA
"233","2015-09-16 13:12:00-03","MO","MOBOT","100862456","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Michael H. Nee","Nee 57325","2010","12","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Sara","4.5 km W of La Bélgica.","-63.2713889","-17.5697223","370.00000000",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"234","2017-03-09 16:15:00-03","MO","MOBOT","100958532","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. A. da Luz","Luz 506","2007","5","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Espírito Santo","Baixo Guandu","Baixo Guandú. Ibituba a Córrego Lage. 30 metros depois do 3° mata burro, lado esquerdo.","-41.005424","-19.693747",NA,NA,"Leandro C. S. Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"235","2018-09-11 15:14:00-03","MO","MOBOT","101067224","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Michael H. Nee","Nee 57366","2010","12","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Sara","8.5 km (by air) NNW of La Bélgica, 5.75 km (by air) NNW of bridge over Río Piraí.","-63.2425","-17.4916666","320.00000000",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"236","2019-02-20 13:55:00-03","MO","MOBOT","101102575","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Isau Huamantupa|W. Trujillo","Huamantupa Chuquimaco 16669","2012","10","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Distrito de San Antonio del Estrecho. Inventario Rápido #25. Orillas del río Sibi.","-73.6830834","-1.6378333","175.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"237","2020-11-18 12:40:00-03","MO","MOBOT","101234587","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Michael H. Nee","Nee 56944","2009","11","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Obispo Santiesteban","Dirt road toward Puerto Frerking, 3.2 km NE of junction with the Minero-San Pedro highway.","-63.2063889","-16.9297223","255.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"238","2014-04-04 05:49:00-03","MO","MOBOT","1062115","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Rodolfo Vásquez","Vásquez Martínez 20242","1995","10","13","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Amazonas","Bagua","Yamayakat, Río Marañón.Bosque de ribera del Río Marañón.","-78.31666","-4.91666","350.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"239","2014-01-25 06:58:00-02","MO","MOBOT","1082954","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Milton Tirado|Walter A. Palacios","Tirado 1021","1994","6","29","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Napo","Archidona","Volcán Sumaco. Carretera Hollin-Loreto, 1 Km. al oeste del Río Hollin. Bosque pluvial Pre-Montano. Vegetación en regeneración.","-77.8","-0.75","1200.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"240","2017-10-25 05:23:00-02","MO","MOBOT","1158976","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Eric F. Rodríguez Rodríguez|et al.","Rodríguez Rodríguez 1427","1997","2","6","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Amazonas","Condorcanqui","Distrito El Cenepa, Comunidad de Mamayaque. Bosque primario, arriba de la quebrada Saása.","-78.2294445","-4.6188889","500.00000000",NA,"J. Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"241","2012-11-16 00:10:00-02","MO","MOBOT","1200229","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Santiago Madriñán|A.C. Church","Madriñán R. 635","1992","1","13","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Magdalena","Santa Marta","Sierra Nevada de Santa Marta. Por el Camino de Koskungena a Machetepelado.","-73.8666667","11.1166667","800.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"242","2019-10-12 04:36:00-03","MO","MOBOT","101136314","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Pedro Acevedo-Rodríguez|M. R. Pace|G.M. Antar|J.R. Fabri|R. Velasques","Acevedo-Rodríguez 16584","2017","8","31","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bodoquena","Southern area of northen sector, ca. 3.6 km north of orad MS-382.","-56.7133333","-20.9672223","580.00000000",NA,"M. T. Strong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"243","2008-05-27 22:02:00-03","MO","MOBOT","1200346","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Santiago Madriñán","Madriñán R. 642","1992","2","21","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Guajira",NA,"Mingueo. Sierra Nevada de Santa Marta. Bonga.","-73.43333","11.13333","270.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2008-05-27 22:02:00-03","MO","MOBOT","1200637","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Santiago Madriñán","Madriñán R. 638","1992","2","21","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Guajira",NA,"Mingueo. Sierra Nevada de Santa Marta. Santa Clara.","-73.43333","11.13333","215.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2008-05-27 22:02:00-03","MO","MOBOT","1200643","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Santiago Madriñán","Madriñán R. 643","1992","2","21","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Guajira",NA,"Mingueo. Sierra Nevada de Santa Marta. Quebrada Andrea.","-73.41666","11.18333","110.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
