"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"320","2020-09-12 05:00:02-03","US","US","1692939","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","B. Rosengurtt","B1855","1937","5","18","South America","Uruguay",NA,NA,NA,"US02865326","Maldonado",NA,"C° Pau de Azucar.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865326_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"321","2020-09-12 05:00:02-03","US","US","2026588","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","W. H. Camp","E-1843","1945","2","26","South America - Neotropics","Ecuador",NA,NA,NA,"US02865220","Azuay",NA,"Near Baños. Prov. Azuay: Along the río Tarqui, 4-18 km. south of Cuenca.",NA,NA,NA,NA,"2530","2743",NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"322","2020-09-12 05:00:02-03","US","US","1134481","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","O. Buchtien","s.n.","1895","9","20","South America","Chile",NA,NA,NA,"US02865251","Valparaíso (V)",NA,"Auf Dürren Ebenen.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"323","2020-09-12 05:00:02-03","US","US","1954755","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Gabriel","6",NA,NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02865214","Cundinamarca",NA,"Paramo de Choachi is in the vicinity of Bogota.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865214_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"324","2020-09-12 05:00:02-03","US","US","1877175","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","39409","1925","10","3","South America","Argentina",NA,NA,NA,"US02865288","Tucuman",NA,"Tafí - Siambon.",NA,NA,NA,NA,"1200",NA,NA,"Scrophulariales","(Cav.) Nees","US02865288_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"325","2020-09-12 05:00:02-03","US","US","2573243A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Ariza-Espinar","1455","1962","11","25","South America","Argentina",NA,NA,NA,"US02865304","Cordoba",NA,"Prov. Córdoba: Pampa de Achala, inmediaciones del Hotel El Condor.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"326","2020-09-12 05:00:02-03","US","US","3427007","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","16727","2001","1","7","South America - Neotropics","Bolivia",NA,NA,NA,"US02865233","Tarija",NA,"Mendez. Carani, c. 10 km N of San Lorenzo.",NA,NA,NA,NA,"2000",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"327","2020-09-12 05:00:02-03","US","US","3089765","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","5208",NA,NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02865215","Boyacá",NA,"C 2 Km W of Sachicá.",NA,NA,NA,NA,"2100",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"328","2020-09-12 05:00:02-03","US","US","2553760","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. Soukup","5438","1968","2","20","South America - Neotropics","Peru",NA,NA,NA,"US02865339","Ayacucho",NA,"Depto. Ayacucho: Ayacucho.",NA,NA,NA,NA,"2407",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"329","2020-09-12 05:00:02-03","US","US","1876741","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Castellano","11740","1927","11","30","South America","Argentina",NA,NA,NA,"US02865315","Cordoba",NA,"San Javier.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"330","2020-09-12 05:00:02-03","US","US","1779746","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. F. Macbride","5847","1923","9","9","South America - Neotropics","Peru",NA,NA,NA,"US02865331",NA,NA,"Huancayo.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"331","2020-09-12 05:00:02-03","US","US","3231998","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. A. Renvoize, M. Wilmot-Dear & R. Kiesling","3428",NA,NA,NA,"South America","Argentina",NA,NA,NA,"US02865296","Jujuy",NA,"Capital, Road to Tiraxi from Lozano. Side valley from Humahuaca valley.",NA,NA,NA,NA,"1400",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"332","2020-09-12 05:00:02-03","US","US","3117074","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. Bastian","12",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865247","Tarija",NA,"Dpto. Tarija, Prov. Cercado, al lado del camino que sigue a St. Ana, ca. 3 km despues del tranca, pie del monte, pH: 6.",NA,NA,NA,NA,"1980",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"333","2020-09-12 05:00:02-03","US","US","1877134","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Monetti","15277","1913","9","25","South America","Argentina",NA,NA,NA,"US02865279","Tucuman",NA,"Ranchillos, Dep. Cruz Alta.",NA,NA,NA,NA,"400",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"334","2020-09-12 05:00:02-03","US","US","2459118","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Berro","2402","1903","1","19","South America","Uruguay",NA,NA,NA,"US02865323","Soriano",NA,"Paso Yapeyú, Depto. Soriano.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"335","2020-09-12 05:00:02-03","US","US","3448622","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","14240","1998","11","22","South America - Neotropics","Bolivia",NA,NA,NA,"US02865226","Chuquisaca",NA,"Oropeza. On hilltop E of Rio Mama Wari, c. 3 km NW of Punilla.",NA,NA,NA,NA,"3200",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"336","2020-09-12 05:00:02-03","US","US","1778937","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Gallinal, -- Aragone, -- Bergalli, -- Campal & Rosengurtt","PE-4227","1938","12",NA,"South America","Uruguay",NA,NA,NA,"US02865324","Florida",NA,"Depto: Florida, Timote, Rincón.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"337","2020-09-12 05:00:02-03","US","US","1776570","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Gallinal, -- Aragone, -- Bergalli, -- Campal & Rosengurtt","PE-4227½","1937","12",NA,"South America","Uruguay",NA,NA,NA,"US02865262","Florida",NA,"Depto. Florida, rio Yí, Timote, Rincón, Horqueta.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"338","2020-09-12 05:00:02-03","US","US","1545042","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","4923","1927","2","14","South America","Argentina",NA,NA,NA,"US02865303","Jujuy",NA,"Departamento Tumbaya, Volcan.",NA,NA,NA,NA,"2000",NA,NA,"Scrophulariales","(Cav.) Nees","US02865303_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"339","2020-09-12 05:00:02-03","US","US","1422782","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F. Herrera","2172","1928","11",NA,"South America - Neotropics","Peru",NA,NA,NA,"US02865332",NA,NA,"Crapeza Valley, Piquillacta.",NA,NA,NA,NA,"3150",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"340","2020-09-12 05:00:02-03","US","US","1057905","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. W. D. Holway & M. M. Holway","241","1919","12","17","South America","Chile",NA,NA,NA,"US02865256",NA,NA,"Panimavida.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865256_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"341","2020-09-12 05:00:02-03","US","US","3117102","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. G. Beck & M. Libermann","14301","1987","11","1","South America - Neotropics","Bolivia",NA,NA,NA,"US02865248","Tarija",NA,"Depto. Tarija, Province Arce, De Camacho subiendo hacia Rejera en el valle del río Camacho.",NA,NA,NA,NA,"2350",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"342","2020-09-12 05:00:02-03","US","US","1876770","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Jorgensen, --","1463","1915","12","6","South America","Argentina",NA,NA,NA,"US02865308","Catamarca",NA,"Depto Andalgalá, El Suncho.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"343","2020-09-12 05:00:02-03","US","US","2120460","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","I. Morel","2648","1947","4","24","South America","Argentina",NA,NA,NA,"US02865401","Formosa",NA,"Dept. Pilcomayo. Clorinda.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"344","2020-09-12 05:00:02-03","US","US","2570942A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","G. Hatschbach & P. Ravenna","23128",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US02865406","Paraná",NA,"Km 127 (Mun. Laranjeinas do Sul).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau","US02865406_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"345","2020-09-12 05:00:02-03","US","US","1194034","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","P. Jörgensen","2842","1929","2",NA,"South America","Argentina",NA,NA,NA,"US02865400","Formosa",NA,"Territorio de Formosa - Rep. Argentina.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau","US02865400_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"346","2020-09-12 05:00:02-03","US","US","1876771","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","Jorgensen, --","2842","1918","2",NA,"South America","Argentina",NA,NA,NA,"US02865404","Formosa",NA,"Guaycalea.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau","US02865404_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"347","2020-09-12 05:00:02-03","US","US","2650188","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","G. Hatschbach","27190","1971","10","8","South America","Brazil",NA,NA,NA,"US02865405","Paraná",NA,"Estr. S. Antonio- Itararé (mun. Senges).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau","US02865405_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"348","2020-09-12 05:00:02-03","US","US","1877118","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","Jorgensen, --","1463","1915","5","12","South America","Argentina",NA,NA,NA,"US02865403","Catamarca",NA,"Dep. Andalgalá - El Simeho. [interpreted]",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"349","2020-09-12 05:00:02-03","US","US","1877119","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","Jorgensen, --","2842","1919",NA,NA,"South America","Argentina",NA,NA,NA,"US02865402","Formosa",NA,"Guaycalea.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Lindau",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"350","2020-09-12 05:00:02-03","US","US","2639537","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","K. Fiebrig","4206","1908","11","10","South America","Paraguay",NA,NA,NA,"US02865258",NA,NA,"Between Rio Apa and Rio Aquidaban. Centurion.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"351","2020-09-12 05:00:02-03","US","US","1320447","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve",NA,"854","1888",NA,NA,"South America","Paraguay",NA,NA,NA,"US02865257","Central",NA,"Central Paraguay. Between Paragua and Lugue.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Nees","US02865257_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"352","2020-09-12 05:00:02-03","US","US","2780111","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","F. C. Hoehne & A. Gehrt","s.n.","1938","6","14","South America - Neotropics","Brazil",NA,NA,NA,"US02865259","São Paulo",NA,"Conchas.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","Nees","US02865259_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"353","2021-04-07 15:37:00-03","UFG","HJ","1839","S","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Souza, L.F.","2334","2004","10","27",NA,"Brasil",NA,NA,NA,"HJ00001839","Goiás","Serranópolis","RPPN Pousada das Araras","-51.995278","-18.439444","51º59'43''W","18º26'22''S","620","620",NA,NA,"Nees","HJ00001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-10-23 09:26:02-03","UFG","HJ","1837","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Souza, L.F.","2339","2004","10","27",NA,"Brasil",NA,NA,NA,"HJ00001837","Goiás","Serranópolis","RPPN Pousada das Araras","-51.995278","-18.439444","51º59'43''W","18º26'22''S","620","620",NA,NA,"(Cav.) Nees","HJ00001837","Denise Braz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-10-23 09:26:02-03","UFG","HJ","1838","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Souza, L.F.","2596","2005","09","28",NA,"Brasil",NA,NA,NA,"HJ00001838","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444","51º59'43''W","18º26'22''S","620","620",NA,NA,"(Cav.) Nees","HJ00001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-13 11:14:05-03","USP","SPF","158422","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Labiak, PH","2780","2002","12","05",NA,"Bolívia",NA,NA,NA,"SPF00158422","Santa Cruz","San José de Chiquitos",NA,"-61.2225","-17.718333","-61.2225","-17.718333","280","280",NA,NA,"(Cav.) Nees",NA,"Kameyama, C",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-10-07 09:15:17-03","UEFS","HUEFS","152633","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Cabral, E.L","830","2007","12","07",NA,"Argentina",NA,NA,NA,"HUEFS0152633","Jujuy","Dr. Manoel Belgrano",NA,"-65.424167","-24.048611","65W25'27''","24S2'55''","1627","1627","Angiospermae","Lamiales","(Cav.) Nees","HUEFS0152633",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267563F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0267563F",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267563F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2015-03-13 19:31:56-03","F","FMNH-SEEDPLANTS","V0280846F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0280846F",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0280846F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267573F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0267573F",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267573F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-04-29 20:20:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-06-13 10:08:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","I. M. Sánchez Vega","6648A","1993","11","20","South America","Peru",NA,NA,NA,NA,"Cajamarca","San Marcos","entre Chancay y La Grama, bajando al valle Condebamba",NA,NA,NA,NA,"2600",NA,"Spermatophyta",NA,NA,NA,"T. F. Daniel","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-04-30 10:50:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2015-03-06 22:03:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. López M.","1860","1952","5","22","South America","Peru",NA,NA,NA,NA,"La Libertad","Otuzco","Agallpampa",NA,NA,NA,NA,"3150",NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2015-03-06 22:03:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Llatas Quiroz","1624",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"M. O. Dillon : Field Museum of Natural History","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2015-03-06 22:03:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. O. Dillon & D. Skillman","4132","1984","11","16","South America","Peru",NA,NA,NA,NA,"Lambayeque","Ferreñafe","ca. 7 km NW of Incahuasi, near Cerro Punamachay, trail to Laguna Hualtaco",NA,NA,NA,NA,"3300","3550","Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267559F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0267559F",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267559F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267560F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0267560F",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267560F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-03-13 19:31:29-03","F","FMNH-SEEDPLANTS","V0267558F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0267558F",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267558F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-04-30 10:51:19-03","F","FMNH-SEEDPLANTS","V0267561F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Cárdenas","7395","1942","11","1","South America","Bolivia",NA,NA,NA,"V0267561F","Cochabamba",NA,NA,"-66.15","-17.3833",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267561F_01","RRC ID Flag","Dicotyledoneae",NA,NA,NA,NA,NA,"7395",NA,NA,NA
"371","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267562F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0267562F",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267562F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-04-29 20:21:18-03","F","FMNH-SEEDPLANTS","V0267564F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. O. Dillon et al.","2737","1983","1","5","South America","Peru",NA,NA,NA,"V0267564F","La Libertad","Otuzco","ca. 13 km SE of Otuzco on road to Agallpampa",NA,NA,NA,NA,"2420",NA,"Spermatophyta",NA,NA,"V0267564F_01","RRC ID Flag","Dicotyledoneae",NA,NA,NA,NA,NA,"2737",NA,NA,NA
"373","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267565F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0267565F",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267565F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267566F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"V0267566F",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267566F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267567F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"V0267567F",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267567F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267568F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"V0267568F",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267568F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267569F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"V0267569F",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267569F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-01-30 15:18:54-02","F","FMNH-SEEDPLANTS","V0267570F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","T. M. Pedersen","16205","1995","1","18","South America","Uruguay",NA,NA,NA,"V0267570F",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267570F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
