"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"47","2019-10-07 09:34:10-03","UEFS","HUEFS","10799","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.","1992","05","25",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0010799","Angiospermae","Myrtales","Wurdack","E.M.Woodgyer","356","Abaíra",NA,"-41.883333","-13.333333","1800","1800","HUEFS0010799",NA,"1996","12","41W53'","13S20'",NA,NA,NA,"Rosanae",NA,NA
"48","2019-10-07 09:34:10-03","UEFS","HUEFS","111832","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2006","08","17",NA,"Brasil","Bahia",NA,NA,"Área de Campo rupestre, após a parte mais íngrime da subida.","HUEFS0111832","Angiospermae","Myrtales","Wurdack","C.van den Berg","853","Rio de Contas","Serra do Porco Gordo/Arapiranga.","-41.753056","-13.442778","1222","1222","HUEFS0111832",NA,"2015","08","41W45'11''","13S26'34''",NA,NA,NA,"Rosanae",NA,NA
"49","2019-10-07 09:34:10-03","UEFS","HUEFS","111834","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2006","08","17",NA,"Brasil","Bahia",NA,NA,"Área de Campo rupestre, após a parte mais íngrime da subida.","HUEFS0111834","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","855","Rio de Contas","Serra do Porco Gordo/Arapiranga.","-41.753056","-13.442778","1222","1222","HUEFS0111834",NA,"2011","01","41W45'11''","13S26'34''",NA,NA,NA,"Rosanae",NA,NA
"50","2019-10-07 09:34:10-03","UEFS","HUEFS","166492","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Harley, R.M.","2009","06","17",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0166492","Angiospermae","Myrtales","Wurdack",NA,"56091","Rio de Contas","Pico das Almas","-41.943611","-13.517778","1479","1479","HUEFS0166492",NA,NA,NA,"41W56'37''","13S31'4''",NA,NA,NA,"Rosanae",NA,NA
"51","2019-10-07 09:34:10-03","UEFS","HUEFS","18165","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.","1994","07","23",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0018165","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","3420","Abaíra",NA,"-41.85","-13.316667","1200","1400","HUEFS0018165",NA,"2011","01","41W51'","13S19'",NA,NA,NA,"Rosanae",NA,NA
"52","2019-10-07 09:34:10-03","UEFS","HUEFS","185255","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Freitas, J.G.","2012","02","14",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0185255","Angiospermae","Myrtales","Wurdack",NA,"754","Rio de Contas","Trilha para o Pico das Almas.","-41.966111","-13.526667",NA,NA,"HUEFS0185255",NA,NA,NA,"41W57'58''","13S31'36''",NA,NA,NA,"Rosanae",NA,NA
"53","2019-10-07 09:34:10-03","UEFS","HUEFS","14388","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.","1993","07","05",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0014388","Angiospermae","Myrtales","Wurdack","R.M.Harley","1801","Abaíra",NA,"-42.366667","-13.833333","1550","1550","HUEFS0014388",NA,"2001","02","42W22'","13S50'",NA,NA,NA,"Rosanae",NA,NA
"54","2019-10-07 09:34:10-03","UEFS","HUEFS","47690","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Harley, R.M.","2000","06","18",NA,"Brasil","Bahia",NA,NA,"Campo rupestre. Encosta da serra, entre pedras, em solo úmido.","HUEFS0047690","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","53997","Rio de Contas","Arapiranga, na beira da trilha para a Serra do Porco Gordo.","-41.754444","-13.450556","1100","1100","HUEFS0047690",NA,"2011","01","41W45'16''","13S27'2''",NA,NA,NA,"Rosanae",NA,NA
"55","2019-10-07 09:34:10-03","UEFS","HUEFS","71064","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2003","04","19",NA,"Brasil","Bahia",NA,NA,"Campo rupestre. Solo úmido.","HUEFS0071064","Angiospermae","Myrtales","Wurdack",NA,"86","Rio de Contas","Caminho Mato Grosso/Itoibira em direção as populações de Syngonanthus marcados para o projeto do FNMA.","-41.833333","-13.516667",NA,NA,"HUEFS0071064",NA,NA,NA,"41W50'","13S31'",NA,NA,NA,"Rosanae",NA,NA
"56","2019-10-07 09:34:10-03","UEFS","HUEFS","74391","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Conceição, A.S.","2003","05","30",NA,"Brasil","Bahia",NA,NA,"Campo rupestre.","HUEFS0074391","Angiospermae","Myrtales","Wurdack","A.K.A.Santos","579","Abaíra","Catolés, Bicota, Campo do Bicota","-41.850556","-13.329444","1503","1503","HUEFS0074391",NA,"2004","01","41W51'2''","13S19'46''",NA,NA,NA,"Rosanae",NA,NA
"57","2019-10-07 09:34:10-03","UEFS","HUEFS","74845","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Giulietti, A.M.","2003","04","19",NA,"Brasil","Bahia",NA,NA,"Campo Rupestre. Solo arenoso.","HUEFS0074845","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","2409","Rio de Contas","Kaiambola. Serra da Mesa.","-41.861389","-13.397778","1564","1564","HUEFS0074845",NA,"2011","01","41W51'41''","13S23'52''",NA,NA,NA,"Rosanae",NA,NA
"58","2019-10-07 09:34:10-03","UEFS","HUEFS","75448","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Correia, C.","2003","07","22",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0075448","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","287","Abaíra","Catolés. Subida para Bicota.","-41.854167","-13.316111","1380","1380","HUEFS0075448",NA,"2011","01","41W51'15''","13S18'58''",NA,NA,NA,"Rosanae",NA,NA
"59","2019-10-07 09:34:10-03","UEFS","HUEFS","98674","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2005","07","27",NA,"Brasil","Bahia",NA,NA,"Campo rupestre.","HUEFS0098674","Angiospermae","Myrtales","Wurdack","C. Van den Berg","398","Rio de Contas","Gerais do Porco Gordo.","-41.753056","-13.442778","1226","1226","HUEFS0098674",NA,"2015","07","41W45'11''","13S26'34''",NA,NA,NA,"Rosanae",NA,NA
"60","2019-10-07 09:34:10-03","UEFS","HUEFS","98675","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2005","07","27",NA,"Brasil","Bahia",NA,NA,"Campo rupestre.","HUEFS0098675","Angiospermae","Myrtales","Wurdack","A.K.A.Santos","399","Rio de Contas","Gerais do Porco Gordo.","-41.753056","-13.442778","1226","1226","HUEFS0098675",NA,"2005","07","41W45'11''","13S26'34''",NA,NA,NA,"Rosanae",NA,NA
"61","2019-10-07 09:34:10-03","UEFS","HUEFS","98685","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2005","07","27",NA,"Brasil","Bahia",NA,NA,"Campo rupestre.","HUEFS0098685","Angiospermae","Myrtales","Wurdack","C.van den Berg","409","Rio de Contas","Gerais do Porco Gordo.","-41.753056","-13.442778","1226","1226","HUEFS0098685",NA,"2015","08","41W45'11''","13S26'34''",NA,NA,NA,"Rosanae",NA,NA
"62","2019-10-07 09:34:10-03","UEFS","HUEFS","56012","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Harley, R.M.","2001","04","17",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0056012","Angiospermae","Myrtales","Wurdack","E.Woodgyer","54264","Rio de Contas","Pico das Almas. Caminho do Campo de Queiroz para o pico.","-41.983333","-13.516667",NA,NA,"HUEFS0056012",NA,"2007","05","41W59'","13S31'",NA,NA,NA,"Rosanae",NA,NA
"63","2019-10-07 09:34:10-03","UEFS","HUEFS","209261","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2012","02","14",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0209261","Angiospermae","Myrtales","Wurdack",NA,"1252","Rio de Contas","Trilha para o Pico das Almas, em direção ao local chamado Portal do Pico.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0209261",NA,NA,NA,NA,NA,"49773","auto",NA,"Rosanae",NA,NA
"64","2015-03-07 08:50:29-03","F","FMNH-SEEDPLANTS","V0119707F","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0119707F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0119707F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"65","2020-07-23 12:12:40-03","CEPLAC","CEPEC","16969","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","S. A. Mori","1979","07","24",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"J. J. Wurdack","12533","RIO DE CONTAS","Pico das Almas, a 18Km ao SNW da cidade.","-41.95","-13.55",NA,NA,NA,"Holótipo",NA,NA,"41W57'0","13S33'0",NA,NA,NA,NA,NA,"30/12/1980"
"66","2020-07-23 12:12:40-03","CEPLAC","CEPEC","20759","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","S. A. Mori","1980","03","24",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"J. J. Wurdack","13574","ÁGUA QUENTE","Pico das Almas. A 17Km ao NW da cidade.",NA,NA,NA,NA,NA,"Paratipo",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/09/1981"
"67","2020-07-23 12:12:40-03","CEPLAC","CEPEC","47173","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","R. M. Harley","1988","12","26",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"J. F. A. Baumgratz","27794","ABAÍRA","Vertentes das serras ao oeste de Catoles, prox. a Catolés de Cima.","-41.883333","-13.3",NA,NA,NA,NA,NA,NA,"41W53'","13S18'",NA,NA,NA,NA,NA,"30/12/1998"
"68","2020-07-23 12:12:40-03","CEPLAC","CEPEC","84937","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","T. Laessoe","1992","03","23",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"E. M. Woodgyer",NA,"ABAÍRA","Campo de Ouro Fino (baixo).","-41.9","13.25",NA,NA,NA,NA,NA,NA,"41W54'","13N15'",NA,NA,NA,NA,NA,"30/12/1999"
"69","2019-11-21 10:09:34-03","IBt","SP","346992","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Laessoe, T; Silva, T","1992","03","23",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"Wurdack","Rodrigues, KF","H53320","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","1600","1700",NA,NA,"2011","01","-41.9","-13.25",NA,NA,NA,NA,NA,NA
