"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","typeStatus","fieldNumber","sex"
"11","2020-09-23 10:36:36-03","E","E","125684","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"Dubs, Balthasar","762","1988","05","09","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00125684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00125684",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:136680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:36:36-03","E","E","125689","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"Hassler, E.","11706",NA,NA,NA,"PY",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00125689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00125689",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:136673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:36:36-03","E","E","125688","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"Parker, Charles C","47",NA,NA,NA,"GY",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00125688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00125688",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:136664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:36:36-03","E","E","201541","PreservedSpecimen","Plantae","Bixaceae","Bixa","platycarpa","Bixa platycarpa",NA,"Pennington, T.D.; Daza, A.; Revilla, J.","17372","2002","05","11","PE",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00201541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00201541",NA,NA,NA,NA,NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:209805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2168710","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S. Tsugaru","B-753","1987","08","06","Brazil","Amazonas",NA,"SSW from Manaus. En route from Cacau Pirera to Manacapuru, along the Rt. AM-070.","-60.3726035","-3.1322833",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315068' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168710",NA,NA,NA,NA,"NY02168710_01","50","60","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00877862","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","G. T. Prance","59340","1964","10","09","Brazil","Mato Grosso","Água Boa","50 km north of Chavantina, Rio Vau. Serra do Roncador","-52.1583","-14.0503",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877862","L. B. Smith",NA,NA,NA,"NY00877862_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 14:55:00-03","NY","NYBG","423940","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"B. Hoffman","2491","1992","09","09","Guyana",NA,NA,"Region: Pomeroon-Supenaam. Kabakaburi Mission village on Pomeroon River, ± 25 km upriver from Charity","-58.72","7.25",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423940","B. Hoffman",NA,NA,NA,NA,"10","40","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2168719","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","H. S. Irwin","2740","1959","02","25","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa","-42.868031","-20.7613428",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315078' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168719",NA,NA,NA,NA,"NY02168719_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02423826","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","R. R. Mendes","s.n.","2007","10","27","Brazil","Bahia","Camamu","Cerca de 12 km da cidade, sítio do Sr. Elisário, sentido município de Travessão.","-39.1781","-14.0233",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675534' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423826",NA,NA,NA,NA,"NY02423826_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","196861","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M. N. Alexiades","988","1990","07","20","Peru","Madre de Dios","Tambopata","Rio Tambopata. Zona Reservada de Tambopata. Explorer's Inn Lodge","-69.28","-12.83",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196861","M. N. Alexiades",NA,NA,NA,NA,"260","260","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-12-16 12:05:00-02","NY","NYBG","88481","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"D. E. Williams","1081","1989","12","03","Bolivia","La Paz","Franz Tamayo","Río Quiquibey. Gredal. Mosetén Indian village ca. 20km upstream from river mouth","-67.5","-14.75",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088481","D. E. Williams",NA,NA,NA,NA,"250","250","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2168729","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","W. Milliken","269","1987","05","23","Brazil","Roraima",NA,"Ilha de Maracá, Igarapé Mani .","-63.333333","3.416667",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315089' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168729",NA,NA,NA,NA,"NY02168729_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00877863","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","T. C. Plowman","8278","1980","02","02","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877863","A. G. M. W. A. Robyns",NA,NA,NA,"NY00877863_01 NY00877863_02","400","500","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-12-16 12:05:00-02","NY","NYBG","88482","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"D. E. Williams","1082","1989","12","03","Bolivia","La Paz","Franz Tamayo","Río Quiquibey. Gredal. Mosetén Indian village ca. 20km upstream from river mouth","-67.5","-14.75",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088482","D. E. Williams",NA,NA,NA,NA,"250","250","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01081398","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. P. Duarte","8818","1965","02","19","Brazil","Espírito Santo",NA,"Estrada para Linhares",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226125' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081398","O. Kosovsky",NA,NA,NA,"NY01081398_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","423934","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","R. P. Belém","3286","1967","02","03","Brazil","Bahia","Santa Cruz Cabrália","2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","-39.0440986","-16.2986237",NA,NA,NA,"Col. madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423934","D. Baer",NA,NA,NA,"NY00423934_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2168741","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M. N. F. da Silva","241","1983","05","05","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR-163, Km 842 a 850, Serra do Cachimbo","-54.9666669","-9",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315101' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168741","J. A. Kallunki",NA,NA,NA,"NY02168741_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2168730","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","E. L. Sette Silva","5811","1987","08","23","Brazil","Roraima",NA,"SEMA Ecological Station, Ilha de Maracá. Furo Uraricoera, Furo de Maracá near the eastern end of the island.","-61.416667","3.366667",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315090' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168730",NA,NA,NA,NA,"NY02168730_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","196663","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","W. de Jong","66","1987","07","18","Peru","Loreto","Requena","Yanallpa, Ucayali River, high levee","-73.75","-4.92",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196663","D. Baer",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00984631","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","E. P. Heringer","1556","1979","06","13","Brazil","Distrito Federal","Brasília","RECOR- picada M-1","-47.9294","-15.7797",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984631","O. Kosovsky",NA,NA,NA,"NY00984631_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2168740","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S. H. K. Keel","258","1977","11","10","Brazil","Amazonas","Manaus","INPA campus.","-60.0250015258789","-3.10193991661072",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315100' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168740",NA,NA,NA,NA,"NY02168740_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales","138090","auto",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","423941","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M. H. Nee","46456","1995","12","22","Bolivia","Santa Cruz","Ichilo","1-1.5 km ENE of bridge over río Ichilo on highway from Villa Tunari to Buena Vista","-64.32","-17.2583",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423941","M. H. Nee",NA,NA,NA,NA,"235","235","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2168728","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S. Tsugaru","B-2115","1987","11","21","Brazil","São Paulo","Sao José do Rio Preto","Near José Bonifácio, 50 km SW from Sao José do Rio Preto","-49.3697","-20.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315088' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168728",NA,NA,NA,NA,"NY02168728_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2168731","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. A. Lasseigne","P22589","1974","07","30","Brazil","Amazonas","Manaus","INPA, Campus, NE Manaus, vicinity of residential area.","-59.9909091","-3.0855691",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315091' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168731",NA,NA,NA,NA,"NY02168731_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2168709","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S. Tsugaru","B-735","1987","08","06","Brazil","Amazonas",NA,"SWW from Manaus. En route from Cacau Pirera to Manacapuru, along the Rt. AM-070","-60.3726035","-3.1322833",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315067' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168709",NA,NA,NA,NA,"NY02168709_01","50","60","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2168742","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. F. C. P. Saint-Hilaire","B23","1816",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315102' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168742",NA,NA,NA,NA,"NY02168742_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","198283","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","H. T. Beck","1749","1993","01","17","Ecuador","Esmeraldas",NA,"Awá Reserve. Community of Mataje","-78.67","1.25",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00198283",NA,NA,NA,NA,NA,"200","200","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","868696","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S. R. Lowrie","709","1980","11","03","Brazil","Acre","Brasiléia","16 km from Brasileia on Brasileia-Assis Brazil road","-68.85","-10.93",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868696","S. R. Lowrie",NA,NA,NA,"NY00868696_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02168735","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","B. A. Krukoff","1254","1931","10","03","Brazil","Pará",NA,"Near Cassipa, Tapajos River region","-56.6558075","-4.7009877",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315095' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168735",NA,NA,NA,NA,"NY02168735_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02168724","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","G. T. Prance","21017","1974","05","03","Brazil","Amazonas","Manaus","INPA, Estrada do Aleixo, km 3.","-59.986249","-3.097461",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315084' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168724",NA,NA,NA,NA,"NY02168724_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 04:04:00-03","NY","NYBG","423939","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana",NA,"L. B. Holm-Nielsen","2682","1973","03","30","Ecuador","Los Ríos",NA,"Surroundings of Montalvo (foothills of the Andes ca. 40 km E of Babahoyo)","-79.28","-1.78",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423939","U. Molau",NA,NA,NA,NA,"100","200","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00984632","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","E. P. Heringer","495","1978","05","15","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, picada R-1","-47.9294","-15.7797",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984632","O. Kosovsky",NA,NA,NA,"NY00984632_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2168708","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","H. S. Irwin","48051","1960","09","07","French Guiana",NA,NA,"Rio Oiapoque, about 1 km west of mouth of Rio Mutaquere.","-52.97","2.12",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315066' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168708",NA,NA,NA,NA,"NY02168708_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","2168717","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","P. Clausen","82","1838",NA,NA,"Brazil","Minas Gerais",NA,"Brésil. Minas Geraes",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315076' target='other'> <mi>dwc_moreinfo</mi></a>","NY02168717",NA,NA,NA,NA,"NY02168717_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","868697","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","K. A. Kainer","4","1989","09","20","Brazil","Acre","Xapuri","S. Cachoeira, C. São Luis, Sucam 37.","-68.5044","-10.6517",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868697","D. C. Daly",NA,NA,NA,"NY00868697_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","02808898","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","W. J. Geremia","160","2015","06","04","Brazil","Rondônia",NA,"Rio Cresspo, Inventario Florestal Nacional - Rondonia (IFN - RO). Conglomerado RO_153. Subunidade 3. Subparcela 9","-62.64","-9.72",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3106340' target='other'> <mi>dwc_moreinfo</mi></a>","NY02808898","F. Justiniano",NA,NA,NA,"NY02808898_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
