"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","634359","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","M. Weigend",NA,NA,NA,"J. G. Jardim","2033",NA,NA,NA,"Brazil","Bahia","Livramento de Nossa Senhora","3-4 km N do Mun. Livramento de Nossa Senhora, na Rod. para Rio de Contas","-41.8131","-13.6311",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634359","NY00634359_01","Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","617853","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","B. L. Turner",NA,NA,NA,"J. C. de Moraes Vasconcelos","929","1953","09","15","Brazil","Paraíba","Areia","Escola de Agronomia do Nordeste, Areia","-35.716443","-6.970951",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617853","NY00617853_01 NY00617853_02","Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00617854","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","H. O. Sleumer",NA,NA,NA,"W. R. Anderson","37180","1972","03","18","Brazil","Minas Gerais",NA,"15 km N of Montalvânia",NA,NA,NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617854","NY00617854_01","Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","617851","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","B. L. Turner",NA,NA,NA,"W. R. Anderson","37024","1972","03","16","Brazil","Bahia","Cocos","Espigao Mestre, 6 km S of Cocos, and adjacent pastures","-44.5344009399414","-14.1838998794556",NA,NA,"520","520","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617851","NY00617851_01","Magnoliophyta","Cornales","South America","sheet",NA,NA,"199742","auto",NA,NA,NA,NA,NA,NA
"15","2016-09-27 01:43:00-03","NY","NYBG","617847","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera",NA,"O. Hamann",NA,NA,NA,"L. B. Holm-Nielsen","2137","1973","03","18","Ecuador","Santa Elena",NA,"1 km NW of Chanduy towards Atahualpa","-80.68","-2.38",NA,NA,"3","6","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617847",NA,"Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","309887","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","M. Weigend",NA,NA,NA,"M. H. Nee","49060","1998","04","19","Bolivia","Santa Cruz","Cordillera","Along gravel road eastward, just east of new highway from Santa Cruz to Abapó, the turnoff 3 km N of bridge over Río Seco.","-63.23","-18.63",NA,NA,"510","510","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=519023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309887",NA,"Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","617852","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","B. L. Turner",NA,NA,NA,"J. C. de Moraes Vasconcelos","2113","1959","05","17","Brazil","Paraíba",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617852","NY00617852_01","Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","617848","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","B. L. Turner",NA,NA,NA,"H. F. Pittier","826","1905","12",NA,"Colombia","Cauca",NA,"La Manuelita, near Palmira, eastern side of Cauca Valley",NA,NA,NA,NA,"1100","1302","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617848",NA,"Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01806329","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","M. Weigend",NA,NA,NA,"J. G. Jardim","3457","2001","04","13","Brazil","Bahia",NA,"Serra do Ramalho: Ca. 10 km ao S da cidade, margem do Rio São Francisco.","-43.4958","-13.5711",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2157305' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806329","NY01806329_01","Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","617846","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"M. Weigend","2000/312","2000","02","16","Peru","Apurímac","Abancay","Road from Abancay to Andahuaylas, at the banks of Rio Pachachaca/Apurimac. Apurimac next to the old bridge","-72.93","-13.65",NA,NA,"1700","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617846",NA,"Magnoliophyta","Cornales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:44:17-03","UNEB","HUNEB","6746","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Queiroz, L.P.de","5728","2000","02","08","Brasil","Bahia","Bom Jesus da Lapa","ca. 25,3 Km NE da cidade na estrada para Ibotirama.","-43.288056","-13.072778","43W17'17''","13S4'22''","453","453","Vegetação esparsa sobre afloramento calcário aplainado.","HUNEB0006746",NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"22","2021-03-30 12:43:07-03","EAO","IAN","89164","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","fragilis","Mentzelia fragilis","Huber",NA,NA,NA,NA,"Black, GA","18230","1955","06","28","Brasil","Ceará","Quixadá",NA,"-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"Folhas pegajosas; flor amarela.","IAN089164",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"41968","auto",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:43:07-03","EAO","IAN","89341","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","fragilis","Mentzelia fragilis","Huber",NA,NA,NA,NA,"Black, GA","18409","1955","06","29","Brasil","Ceará","Quixadá","Fazenda Normal.","-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"Erva; flor amarela.","IAN089341",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"41968","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:43:07-03","EAO","IAN","82561","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","fragilis","Mentzelia fragilis","Huber","Ducke, A","1954","08",NA,"Moraes, JC de","929","1953","09","15","Brasil","Paraíba","Areia","Lugares altos e frescos, terrenos incultos, Escola de Agronomia do Nordeste.","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"Sub-arbustiva. Planta com pêlos pegajosos.","IAN082561",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA
"25","2013-07-03 11:07:56-03","EBDA","BAH","6825","S","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"L.R. Noblick","3677","1985","03","13","Brasil","Bahia","Iaçu","Fazenda Suíbra, Morro do Gado Bravo.","-40.116667","-12.716667","40W 07' 00","12S 43' 00",NA,NA,"Erva pegajosa de 50cm de altura com corolas amarelas-pálida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-07-03 11:07:56-03","EBDA","BAH","4515","S","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","G.C.P. Pinto","1983","06",NA,"H.P. Bautista et","751","1983","06","29","Brasil","Bahia","Itiúba","Fazenda Experimental da EPABA.","-39.833333","-10.716667","39W 50' 00","10S 43' 00",NA,NA,"Erva erecta com indumento constituído por pelos glandulares e gloquidia dos fortemente silicificados, em forma de âncora. Flores amarelo-ábobora intenso. Cápsula multispérmica, sementes muito pequena.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-07-03 11:07:56-03","EBDA","BAH","2560","S","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Hermínia F. Souza","1981","06",NA,"Edna L.P.G. de Oliveira","289","1980","10","10","Brasil","Bahia","Irecê","Fazenda Limoeiro.","-41.8558","-11.3042",NA,NA,NA,NA,"IMPORT. PLANTA: Planta Invasora.",NA,NA,NA,NA,NA,NA,NA,NA,"19644","auto",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:18:21-03","UFBA","ALCB","116117","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","Vell.","Guedes, ML","2014","08",NA,"Guedes, ML; Costa, TF","22231","2014","08","14","Brasil","Ceará","Quixadá","Subida da Serra do Estevão.","-39.140278","-4.904722","-39.140278","-4.904722","189","189","ramos hirsutos, tricoma simples urticantes, hispidos. Flores alaranjadas. Fruto cápsula.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:18:21-03","UFBA","ALCB","62321","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","Vell.","Guedes, ML","2003","06",NA,"Roque, N; Passos Júnior, LA; Xavier, AB; Anjos, BA dos; Rigueira, D; Guedes, ML","701","2003","04","29","Brasil","Bahia","Carinhanha","Médio São Francisco, após a Serra do Ramalho - Agrovila 23","-43.751389","-14.211389","-43.751389","-14.211389","439","439","escandente ca. 1 m alt. glanduloso-viscoso. Folhas discolores. Flores cálice verde, tricomas glandulosos alvos, corola alaranjada, estames amarelos. Frutos imaturos viscosos verdes.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:18:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","Vell.",NA,NA,NA,NA,"Noblick, LR","3677","1985","03","13","Brasil","Bahia","Iaçu","Paraguaçu, Fazenda Suíbra, morro do gado bravo.","-40.116667","-12.716667","-40.116667","-12.716667",NA,NA,"Pegajosa de 50,0cm de altura com corolas amarelas-pálidas. Ocasional nas pedras.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:18:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","Vell.","Harley, RM","2002",NA,NA,"Lyra-Lemos, RP de; Souza, S; Souza, J","6782","2002","06","21","Brasil","Alagoas","Pão de Áçucar","Caminho para Ilha do Ferro, 2 km depois do riacho Grande","-37.503611","-9.723333","-37.503611","-9.723333",NA,NA,"Flores amarelas.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:18:21-03","UFBA","ALCB","07635","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","Vell.","Grupo Pedra do Cavalo","1980","08",NA,"Grupo Pedra do Cavalo","208","1980","06",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Barragem de Bananeiras. Vale dos rios Paraguaçu e Jacuípe","-39.083333","-12.533333","-39.083333","-12.533333","40","40","Folhas simples, lobadas e flores alaranjadas.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:18:21-03","UFBA","ALCB","105610","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","Vell.","Miranda, AM","2010","08",NA,"Miranda, AM; Santos, F; Silva, M; et al.","6135","2010","04","14","Brasil","Pernambuco",NA,"Bota-fora da mina de gipsita da Voltarantin.","-39.783333",NA,"-39.783333",NA,NA,NA,"Ca. 1m alt.; caule verde; folhas membranáceas; flores com cálice verde, corola e filetes alaranjadas, anteras cremes, ovário ínfero esverdeado; frutos imaturos verdes. Planta visguenta.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:18:21-03","UFBA","ALCB","62296","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","fragilis","Mentzelia fragilis","Huber","Guedes, ML","2003","05",NA,"Guedes, ML; Passos Júnior, LA; Xavier, AB; Anjos, BA dos; Rigueira, D; Roque, N","10360","2003","04","29","Brasil","Bahia","Carinhanha","Médio São Francisco, Serra do Ramalho","-43.751389","-14.211389","-43.751389","-14.211389",NA,NA,"até 2 m. Folhas discolores. Flores verdes, anteras castanhas. Frutos imaturos verdes.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:58:53-03","NBC","NL-BOTANY","L.2449532","PreservedSpecimen","Plantae","Loasaceae","Caiophora","scabra","Caiophora scabra","(Miers) Urb.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","05","26","Brazil",NA,NA,"Santa Catarina. Estrada Dona Francisca, Joinville.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449532","NL-L2449532",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 08:58:53-03","NBC","NL-BOTANY","L.2449533","PreservedSpecimen","Plantae","Loasaceae","Caiophora","scabra","Caiophora scabra","(Miers) Urb.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","11","06","Brazil",NA,NA,"Santa Catarina. Estrada Dona Francisca, Joinville.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449533","NL-L2449533",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473452","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Krapovickas A; Schinini A; González JM",NA,"1975","05","06","Argentina",NA,NA,"Prov. Salta, Dep. Metan. 9 kmW de El Galpon.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473452","NL-L2473452",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473453","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","03","18","Brazil",NA,NA,"Planalto do Brasil. Estado de Minas Gerais. 15km N of Montalvania.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473453","NL-L2473453",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473454","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","03","16","Brazil",NA,NA,"Planalto do Brasil. Estado de Bahia. Espigao Mestre. Extensive limestone outcrop 6km S of Cocos, and adjacent pastures.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473454","NL-L2473454",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473455","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Beck SG",NA,"1985","06","27","Bolivia",NA,NA,"Dpto. La Paz, Prov. Sud Yungas, Chulumani 25 kms. hacia Asunta, pasando Tajma.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473455","NL-L2473455",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473456","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Krapovickas A; Mroginski LA; Fernández A",NA,"1971","05","09","Argentina",NA,NA,"Prov. Salta. Depto. Metan. rio Juramento Ruta n° 34.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473456","NL-L2473456",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473457","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Hjerting JPK; Petersen E; Rahn K",NA,"1956","02","24","Argentina","Salta",NA,"Provincia Salta. Dpt. Chicoana. 4 km N. of Osma.","-65.5","-25.166667","-65.5","-25.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473457","NL-L2473457",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473468","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Ule EHG",NA,"1902","12","01","Peru",NA,NA,"offene Stellen bei Tarapoto.* Peru, Departamento Loreto.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473468","NL-L2473468",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2473470","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"Smith HH",NA,"1898","08","01","Colombia","Magdalena",NA,"Santa Marta",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2473470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2473470","NL-L2473470",NA,"Cornales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
