"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","infraspecificEpithet","identifiedBy","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","355407","PreservedSpecimen","Plantae","Lauraceae","Nectandra","amara","Nectandra amara chartacea","syntype","L. Riedel","480","1832","05",NA,"South America","Brazil","Rio de Janeiro","In sylvaticis collibosque umbrosis circa Rio Janeiro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=473115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355407","Magnoliophyta","Laurales","Meisn.","NY00355407_01","chartacea","J. G. Rohwer","-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","355408","PreservedSpecimen","Plantae","Lauraceae","Nectandra","amara","Nectandra amara chartacea","syntype","L. Riedel","480",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=473116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355408","Magnoliophyta","Laurales","Meisn.","NY00355408_01","chartacea","J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","355409","PreservedSpecimen","Plantae","Lauraceae","Nectandra","amara","Nectandra amara chartacea","syntype","L. Riedel","480",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=473117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355409","Magnoliophyta","Laurales","Meisn.","NY00355409_01","chartacea","J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","355407","PreservedSpecimen","Plantae","Lauraceae","Nectandra","amara","Nectandra amara chartacea","syntype","L. Riedel","480","1832","05",NA,"South America","Brazil","Rio de Janeiro","In sylvaticis collibosque umbrosis circa Rio Janeiro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=473115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355407","Magnoliophyta","Laurales","Meisn.","NY00355407_01","chartacea","J. G. Rohwer","-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","887017","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"H. M. Curran","409","1918","06","16","South America","Brazil","Bahia","Primavera.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887017","Magnoliophyta","Laurales","(Schott) Nees","NY00887017_01",NA,"J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","469243","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"A. F. M. Glaziou","1112",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469243","Magnoliophyta","Laurales","(Schott) Nees","NY00469243_01",NA,"R. C. Barneby; C. K. Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","469249","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"C. Lage",NA,"1937","05","13","South America","Brazil","Rio de Janeiro","Guanabara. Horto Florestal, junto ao bosque de Ipe branco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469249","Magnoliophyta","Laurales","(Schott) Nees","NY00469249_01",NA,"I. de Vattimo","-43.2075","-22.9031","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","660891","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"M. H. Nee","49413","1998","05","17","South America","Bolivia","Santa Cruz","10.5 km by road to the antennas of Cerro Sillar, from turnoff at Bermejo of Santa Cruz-Samaipata highway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=266789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00660891","Magnoliophyta","Laurales","(Schott) Nees",NA,NA,"H. H. van der Werff","-63.58","-18.13","Florida","1450","1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","469242","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. M. Klein","9352","1971","04","04","South America","Brazil","Santa Catarina","Estrada D. Francisco, Joinvile","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469242","Magnoliophyta","Laurales","(Schott) Nees","NY00469242_01",NA,"I. de Vattimo","-48.8456","-26.3044","Joinville","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","469239","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"A. F. M. Glaziou","18453","1891","04","07","South America","Brazil","Rio de Janeiro","Alto Macahé","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469239","Magnoliophyta","Laurales","(Schott) Nees","NY00469239_01",NA,"J. G. Rohwer","-42.5308","-22.2819","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00918277","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918277","Magnoliophyta","Laurales","(Schott) Nees","NY00918277_01",NA,"J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","777797","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. Simão-Bianchini","1374","2000","08","11","South America","Brazil","São Paulo","Caraguatatuba, Parque Estadual da Serra do Mar, Nucleo Caraguatatuba. Caminho para a Trilha da Mococa Haras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777797","Magnoliophyta","Laurales","(Schott) Nees","NY00777797_01",NA,"S. A. Nicolau","-45.4097","-23.6203","Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00918278","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"Y. E. J. Mexia","4918","1930","07","29","South America","Brazil","Minas Gerais","Fazenda de Aguada.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918278","Magnoliophyta","Laurales","(Schott) Nees","NY00918278_01",NA,"R. C. Barneby; C. K. Allen","-42.8817","-20.7542","Viçosa","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","469254","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. M. Klein","476","1953","04","05","South America","Brazil","Santa Catarina","Anitápolis","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469254","Magnoliophyta","Laurales","(Schott) Nees","NY00469254_01",NA,NA,"-49.128424","-27.903779","Anitápolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","469237","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"A. F. C. P. Saint-Hilaire","341","1816",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469237","Magnoliophyta","Laurales","(Schott) Nees","NY00469237_01",NA,"J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","469246","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"P. K. H. Dusén","4154","1911","09","01","South America","Brazil","Paraná","Ypiranga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469246","Magnoliophyta","Laurales","(Schott) Nees","NY00469246_01",NA,"J. G. Rohwer","-50.5842","-25.0242","Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1039660","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"M. L. Brotto","329","2009","04","09","South America","Brazil","Paraná","Serra de Araçatuba, Morro dos Perdidos.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039660","Magnoliophyta","Laurales","(Schott) Nees","NY01039660_01",NA,"M. L. Brotto","-48.9703","-25.8669","Guaratuba","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","469235","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. Reitz","8458","1959","02","20","South America","Brazil","Santa Catarina","Rio do Meio, Lauro Muller","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469235","Magnoliophyta","Laurales","(Schott) Nees","NY00469235_01",NA,NA,"-49.3967","-28.3931","Lauro Muller","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1039655","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"M. L. Brotto","305","2009","03","03","South America","Brazil","Paraná","Serra da Graciosa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488698' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039655","Magnoliophyta","Laurales","(Schott) Nees","NY01039655_01",NA,"M. L. Brotto","-48.8933","-25.3417","Morretes","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","469238","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"A. F. M. Glaziou","18453","1891","04","07","South America","Brazil","Rio de Janeiro","Alto Macahé","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469238","Magnoliophyta","Laurales","(Schott) Nees","NY00469238_01",NA,"J. G. Rohwer","-42.5308","-22.2819","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469252","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"M. Lolande","15",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469252","Magnoliophyta","Laurales","(Schott) Nees","NY00469252_01",NA,"R. C. Barneby; C. K. Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","887018","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"G. H. von Langsdorff","s.n.","1821",NA,NA,"South America","Brazil",NA,"Mandiocca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887018","Magnoliophyta","Laurales","(Schott) Nees","NY00887018_01",NA,"J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","469240","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. P. Belém","888","1965","04","25","South America","Brazil","Bahia","Rodovia Ubaitaba-Maraú, 12km N de Ubaitaba. Margem do Rio das Contas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469240","Magnoliophyta","Laurales","(Schott) Nees",NA,NA,"J. G. Rohwer","-39.0144","-14.1033","Maraú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","469244","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"G. G. Hatschbach","16277","1964","04","09","South America","Brazil","Paraná","Sitio de Balizario","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469244","Magnoliophyta","Laurales","(Schott) Nees","NY00469244_01",NA,NA,"-49.0553","-25.3058","Campina Grande do Sul","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469255","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. M. Klein","23","1952","03","27","South America","Brazil","Santa Catarina","Mata de Limeira, Brusque","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469255","Magnoliophyta","Laurales","(Schott) Nees","NY00469255_01",NA,"B. Coe-Teixeira","-48.9172","-27.0983","Brusque","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","887016","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"H. M. Curran","409","1918","06","16","South America","Brazil","Bahia","Primavera.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887016","Magnoliophyta","Laurales","(Schott) Nees","NY00887016_01",NA,"J. G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","469241","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"A. J. de Sampaio","2851","1918","02",NA,"South America","Brazil","Rio de Janeiro","Campos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469241","Magnoliophyta","Laurales","(Schott) Nees","NY00469241_01",NA,"R. C. Barneby; C. K. Allen",NA,NA,"Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1281795","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"S. de V. A. Pessôa","933","1998","11","25","South America","Brazil","Rio de Janeiro","Reserva Biológica Poço das Antas. Fragmento E. Próximo a represa Juturnaiba, floresta submontana.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742567' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281795","Magnoliophyta","Laurales","(Schott) Nees","NY01281795_01",NA,"A. Quinet","-42.3917007446289","-22.6508007049561","Silva Jardim",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","469233","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"H. C. de Lima","3543","1989","04","20","South America","Brazil","Rio de Janeiro","Reserva Ecologica Municipal de Macaé de Cima, Nascente do Rio das Flores","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469233","Magnoliophyta","Laurales","(Schott) Nees","NY00469233_01",NA,NA,"-42.05","-22","Nova Friburgo","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","469232","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"C. M. B. Correa","41","1989","08","02","South America","Brazil","Rio de Janeiro","Reserva Ecologia Municipal de Macae de Cima, nascente do Rio das Flores","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469232","Magnoliophyta","Laurales","(Schott) Nees","NY00469232_01",NA,NA,"-42.5311","-22.2819","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","469253","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. Reitz","10989","1961","04","13","South America","Brazil","Santa Catarina","Serra da Boa Vista, Sao José","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469253","Magnoliophyta","Laurales","(Schott) Nees","NY00469253_01",NA,NA,"-48.6272","-27.6156","Sao José","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","469236","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"R. M. Klein","2289","1959","03","31","South America","Brazil","Santa Catarina","Limoeiro, Itajaí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469236","Magnoliophyta","Laurales","(Schott) Nees","NY00469236_01",NA,"J. G. Rohwer","-48.6617","-26.9081","Itajaí","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1039672","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"M. L. Brotto","413","2010","01","19","South America","Brazil","Paraná","Borda do Campo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039672","Magnoliophyta","Laurales","(Schott) Nees","NY01039672_01",NA,"M. L. Brotto","-49.0057182","-25.3689234","Quatro Barras","985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00469256","PreservedSpecimen","Plantae","Lauraceae","Nectandra","puberula","Nectandra puberula",NA,"Y. E. J. Mexia","5279","1930","11","11","South America","Brazil","Minas Gerais","Viçosa. Fazenda de F. Lopez; Pão Danho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469256","Magnoliophyta","Laurales","(Schott) Nees","NY00469256_01",NA,NA,"-42.8817","-20.7542","Viçosa","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
