"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"95","2019-11-21 10:12:53-03","IBt","SP","406519","S","Plantae",NA,NA,"Orchidaceae","Brasilidium","gravesianum","Brasilidium gravesianum","(Rolfe) Campacci","Rodrigues, VT; Vinhos, F","55","2006","04",NA,NA,"Brasil","São Paulo","Mogi das Cruzes","Serra do Itapeti, Parque Natural Municipal Francisco Afonso de Mello - Chiquinho Veríssimo","-46.192833","-23.485583","868","868",NA,NA,NA,NA,"Mamede, MCH","-46.192833","-23.485583","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:12:53-03","IBt","SP","406523","S","Plantae",NA,NA,"Orchidaceae","Brasilidium","gravesianum","Brasilidium gravesianum","(Rolfe) Campacci","Rodrigues, VT; Vinhos, F","54","2006","04",NA,NA,"Brasil","São Paulo","Mogi das Cruzes","Serra do Itapeti, Parque Natural Municipal Francisco Afonso de Mello - Chiquinho Veríssimo","-46.195639","-23.487917","856","856",NA,NA,NA,NA,"Mamede, MCH","-46.195639","-23.487917","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:12:53-03","IBt","SP","406589","S","Plantae",NA,NA,"Orchidaceae","Brasilidium","gravesianum","Brasilidium gravesianum","(Rolfe) Campacci","Rodrigues, VT; Vinhos, F","90","2006","04",NA,NA,"Brasil","São Paulo","Mogi das Cruzes","Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo","-46.201114","-23.481681","1134","1134",NA,NA,NA,NA,"Mamede, MCH","-46.201114","-23.481681","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:12:53-03","IBt","SP","474256","S","Plantae",NA,NA,"Orchidaceae","Brasilidium","gravesianum","Brasilidium gravesianum","(Rolfe) Campacci","Vieira, TL","186","2014","03","17",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.701944","-20.489167","1432","1432",NA,NA,NA,NA,"Vieira, TL","-43.701944","-20.489167","2014","03","29",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:12:53-03","IBt","SP","474257","S","Plantae",NA,NA,"Orchidaceae","Brasilidium","gravesianum","Brasilidium gravesianum","(Rolfe) Campacci","Vieira, TL","259","2014","03","17",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.701944","-20.489167","1432","1432",NA,NA,NA,NA,"Vieira, TL","-43.701944","-20.489167","2015","03","25",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:12:53-03","IBt","SP","474258","S","Plantae",NA,NA,"Orchidaceae","Brasilidium","gravesianum","Brasilidium gravesianum","(Rolfe) Campacci","Vieira, TL","260","2013","12","06",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.685556","-20.487222","1423","1423",NA,NA,NA,NA,"Vieira, TL","-43.685556","-20.487222","2015","03","25",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:13:20-03","IBt","SP","109780","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","s.col.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Procedência ignorada. Cultivada em São Paulo, fl. 18/I/1965",NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:13:20-03","IBt","SP","110019","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","49",NA,NA,NA,NA,"Brasil","Paraná",NA,"Entre Jaguariaiva e Arapoti, mata ciliar do rio. Cultivada em São Paulo, fl. 23/II/1965",NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:13:20-03","IBt","SP","118616","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","96",NA,NA,NA,NA,"Brasil",NA,NA,"Procedência ignorada. Cultivada No Jardim Botânico de São Paulo, fl. 18/I/1966",NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:13:20-03","IBt","SP","28673","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Ostermeyer, R","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Procedencia ignorada. Cultivada em São Paulo, fl. II/1931",NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:13:20-03","IBt","SP","39120","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Doering, R","s.n.","1938","01","17",NA,"Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:13:20-03","IBt","SP","41750","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Doering, R","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Proc. ignorada. Cultivada em São Paulo, fl. 13/II/1939",NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:13:20-03","IBt","SP","8271","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Hoehne, FC","s.n.","1922","01","16",NA,"Brasil","Minas Gerais","Miguel Burnier",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:13:20-03","IBt","SP","329671","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Camanducaia","Vila Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:13:20-03","IBt","SP","120131","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","103",NA,NA,NA,NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","24","31264","auto",NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:13:20-03","IBt","SP","24937","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Hoehne, FC","257","1912","11",NA,NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:13:20-03","IBt","SP","183030","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Barros, F","220","1980","04","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:13:20-03","IBt","SP","118617","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","97",NA,NA,NA,NA,"Brasil","Paraná","Jaguariaíva","Divisa com Arapoti. Cultivada no Jardim Botânico de São Paulo, fl. 18/I/1966","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:13:20-03","IBt","SP","168423","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","s.n.","1962","11","21",NA,"Brasil","Paraná","Jaguariaíva","Divisa com o Município de Arapotí","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","09","44368","auto",NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:13:20-03","IBt","SP","168421","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","s.n.","1962","11","21",NA,"Brasil","Paraná","Jaguariaíva","Divisa com o Município de Arapotí","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","08","44368","auto",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:13:20-03","IBt","SP","168422","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","s.n.","1962","11","21",NA,"Brasil","Paraná","Jaguariaíva","Divisa com o Município de Arapotí","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","08","44368","auto",NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:13:20-03","IBt","SP","168427","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","s.n.","1962","11","21",NA,"Brasil","Paraná","Jaguariaíva","Divisa com o Município de Arapotí","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","09","44368","auto",NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:13:20-03","IBt","SP","168419","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Bicalho, HD","s.n.","1962","11","21",NA,"Brasil","Paraná","Jaguariaíva","Divisa com o Município de Arapotí","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","08","44368","auto",NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:13:20-03","IBt","SP","24933","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Hoehne, FC","258","1916","01",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:13:20-03","IBt","SP","154651","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Sakane, M","s.n.","1978","02","27",NA,"Brasil","Santa Catarina","Navegantes",NA,"-48.6542015075684","-26.8988990783691",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","03","11","24562","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:13:20-03","IBt","SP","343357","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Catharino, ELM","s.n.","2000","04",NA,NA,"Brasil","São Paulo","Cotia","Reserva Florestal de Morro Grande","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:13:20-03","IBt","SP","357595","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Nicolau, SA; Neves, M","3097","1999","04","12",NA,"Brasil","São Paulo","Mogi das Cruzes","Margens do Rio Tietê, sentido municipio de Biritiba Mirim.","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,"Catharino, ELM",NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:13:20-03","IBt","SP","1182","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Hoehne, FC","s.n.","1918","01","02",NA,"Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:13:20-03","IBt","SP","4606","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Hoehne, FC","s.n.","1921","04",NA,NA,"Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:13:20-03","IBt","SP","27327","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Usteri, A","s.n.","1907","05","05",NA,"Brasil","São Paulo","São Paulo","Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,"2017",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:13:20-03","IBt","SP","342966","S","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Sakane, M","s.n.","2000","02","21",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:13:37-03","IBt","SP","487706","S","Plantae",NA,NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Giulietti, AM; Pirani, JR; Mello-Silva, R; Meguro, M","CFSC9756","1986","05","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 128 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Perto do IBDF","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Guimarães, LRS",NA,NA,"2009","10","28","26557","auto",NA,NA,NA,NA,NA,NA
