"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber","sex"
"11","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0002896","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.","isotype","Hoehne FC",NA,"1931","09","23","Southern America","Brazil","São Paulo",NA,"Brazil: Proced. Jardim Botanico, S. Paulo.","-46.633333","-23.55",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002896","NL-U0002896","Rohwer JG",NA,NA,NA,NA,NA,"Magnoliopsidae","-46.633333","-23.55","33016 A",NA,NA,NA,NA,NA
"12","2020-11-04 11:11:57-03","ESALQ","ESA","69854","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe- Teix.",NA,"Hatschbach, G. et al.","59705.0","1993","11","07",NA,"Brasil","Espírito Santo","Iuna",NA,"-41.5358009338379","-20.3458003997803",NA,NA,"ESA069854","ESA069854","van der Werff, H.",NA,"32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:11:57-03","ESALQ","ESA","105458","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,"Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA105458","ESA105458","Baitello, J.B.","2002","27904",NA,NA,"auto",NA,NA,NA,NA,"03","17",NA,NA,NA
"14","2020-11-04 11:11:57-03","ESALQ","ESA","52182","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Nectandra","barbelata","Nectandra barbelata","Coe-Teix.",NA,"Lima, R.A.F.","217.0",NA,NA,NA,NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-475.535","-241.101",NA,NA,"ESA052182","ESA052182",NA,NA,NA,"800","800",NA,NA,"-475,535","-241,101",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:11:57-03","ESALQ","ESA","72466","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe- Teix.",NA,"Moraes, P.L.R.","2480.0","2001","08","08",NA,"Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,"ESA072466","ESA072466","Baitello, J.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:40:49-02","IPA","IPA","64140","S","Plantae","Plantae",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59705","1993","11","07","Southern America","Brasil","Espirito Santo","Iúna","rodovia BR-262, próximo ao trevo para Laranja da Terra.","-41.5358009338379","-20.3458003997803",NA,"Árvore, 12m, flor alva.; Mata pluvial da encosta de morro.","IPA0064140",NA,"Werff, H Van der","1997","32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021782","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"G. Hatschbach; M. Hatschbach, J. M. Silva","59705","1993","11","7",NA,"Brazil","Espirito Santo",NA,"Rod. BR-262, próximo ao trevo para Laranja da Terra (Mun. Iuna) Espirito Santo, Brazil","-41.530059","-20.351728",NA,"PMC - DPP 004; Arvore, 12m, flor alva.",NA,NA,"H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:32:27-03","UNICAMP","UEC","161839","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Arzolla, FARDP; Pastore, JA; Vilela, FESP","1128","2007","10","09",NA,"Brazil","São Paulo","Embu-Guaçu","Parque do Várzea do Embu-Guaçu.","-46.810511","-22.823286",NA,"Árvore, 10 m, botões florais.&nf;; Floresta Ombrófila Densa com inundação periódica.","UEC009477","UEC009477","Baitello, JB","2008",NA,"740","740",NA,NA,"-46.810511","-22.823286",NA,"03","27",NA,NA,NA
"19","2021-03-01 16:32:27-03","UNICAMP","UEC","142589","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Moraes, PLR","2480","2001","08","08",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia.&nf;Parque Estadual da Serra do Mar.&nf;Trilha Itamambuca.",NA,NA,NA,"Árvore 18 m, material caído no chão.","UEC095045","UEC095045","Baitello, JB","2003",NA,NA,NA,NA,NA,NA,NA,NA,"02","11",NA,NA,NA
"20","2021-03-01 16:32:27-03","UNICAMP","UEC","146578","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Arzolla, FARDP; Vilela, FESP; Paula, GCR","1046","2007","02","01",NA,"Brazil","São Paulo","Cotia","Reserva Florestal do Morro Grande.","-46.959722","-23.714444",NA,"Árvore, 8 metros, com frutos.; Floresta Ombrófila Densa Montana.","UEC095047","UEC095047","Baitello, JB","2007",NA,"928","928",NA,NA,"-46.959722","-23.714444",NA,"02","01",NA,NA,NA
"21","2021-03-01 16:32:27-03","UNICAMP","UEC","6020","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Gibbs, PE; et al.","6668","1977","09","29",NA,"Brazil","São Paulo",NA,"Rodovia Juquiá a Piedade. Beira de estrada",NA,NA,NA,"Arbusto, flores cremes.","UEC137580","UEC137580","Baitello, JB","1998",NA,NA,NA,NA,NA,NA,NA,NA,"04","25",NA,NA,NA
"22","2021-03-01 16:32:27-03","UNICAMP","UEC","72551","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Sartori, A; et al.","32673","1995","02","08",NA,"Brazil","São Paulo","Barra do Turvo","BR 116, entrada para o Bairro dos Barreiros.","-48.466944","-24.79375",NA,"Árvore 12m, DAP 20cm, flores brancas.; Mata atlântica de encosta","UEC137578","UEC137578","Baitello, JB","1998",NA,NA,NA,NA,NA,"-48.466944","-24.79375",NA,"04","25",NA,NA,NA
"23","2021-03-01 16:32:27-03","UNICAMP","UEC","125603","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Meireles, LD; Rocca, M; Belinello, R","1053","2002","09","22",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 8m, frutos secos.","UEC035713","UEC035713",NA,NA,"22140",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:32:27-03","UNICAMP","UEC","121119","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Meireles, LD; Pereira, MFPA","666","2001","10","17",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 9m, flores cremes.","UEC035716","UEC035716",NA,NA,"22140",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:32:27-03","UNICAMP","UEC","120877","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Meireles, LD; Flores, A; Rodrigues, RS; Belinello, R","622","2001","09","20",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 12m, flores cremes.","UEC035715","UEC035715",NA,NA,"22140",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:32:27-03","UNICAMP","UEC","70178","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Leitão Filho, HF","1259","1971","09","01",NA,"Brazil","São Paulo","Atibaia","Nativo a beira da estrada Rodovia para Piracaia","-46.5499992370605","-23.1100006103516",NA,"Árvore; 8-10 metros, flores brancas. Sementes introduzidas pela SBE.","UEC138299","UEC138299","Baitello, JB","1998","21675",NA,NA,"auto",NA,NA,NA,NA,"04","25",NA,NA,NA
"27","2021-03-01 16:32:27-03","UNICAMP","UEC","68570","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Leitão Filho, HF","159","1967","09","15",NA,"Brazil","São Paulo","Mogi Mirim",NA,"-46.9500007629395","-22.4300003051758",NA,"Árvore coletada nas reservas florestais do Horto florestal de Mogi Mirim onde é nativa. Flores creme. Floresce em setembro.","UEC137579","UEC137579","Baitello, JB","1998","19575",NA,NA,"auto",NA,NA,NA,NA,"04","25",NA,NA,NA
"28","2019-08-20 10:16:25-03","UNICAMP","UEC","68613","S","Plantae","Magnoliopsida",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Koscinski, M","7544","1935","09",NA,NA,"Brazil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,"UEC137567","UEC137567",NA,NA,"53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:30:50-03","MBM","MBM","414160","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Barboza, E.; Brotto, M.L.; Brotto, M.L.","4632","2018","07","13","Southern America","Brazil","São Paulo","Cajati","Serra do Azeite","-48.206111","-24.891111",NA,"Árvore com 17 m de altura; flores brancas.; Floresta Ombrófila Densa Montana, estágio médio de sucessão.","MBM414160",NA,"Brotto, M.L.","2018",NA,"703","703",NA,NA,"-48.206111","-24.891111",NA,"08","09",NA,NA,NA
"30","2020-12-21 16:30:50-03","MBM","MBM","104015","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","49908",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,NA,"MBM104015","MBM104015","Rohwer, J.G.",NA,"17824",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:30:50-03","MBM","MBM","104020","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Hatschbach, G.","49979",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Conceição do Castelo","Venda Nova, Torre da Telest","-41.2439002990723","-20.3682994842529",NA,NA,"MBM104020","MBM104020","Smith, S.F.",NA,"17824",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:30:50-03","MBM","MBM","162829","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59705",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Iúna","Rod. BR-262, próximo ao trevo para Laranja da Terra","-41.5358009338379","-20.3458003997803",NA,NA,"MBM162829","MBM162829","Smith, S.F.",NA,"32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:30:50-03","MBM","MBM","415112","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Meireles, L.D.; Pereira, MFP de A; Pereira, MFP de A","666","2001","10","17","Southern America","Brazil","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,"Árvore, 9 m, flores cremes.; Floresta Ombrófila Densa Alto-montana.","MBM415112",NA,"Brotto, M.L.","2018","22140",NA,NA,"auto",NA,NA,NA,NA,"10","22",NA,NA,NA
"34","2020-12-11 11:37:01-03","UFMG","BHCB","61443","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Conceição do Castelo",NA,"-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,NA,"17824",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:37:01-03","UFMG","BHCB","52911","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, G; et al.","61758",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Iuna","Rod. BR-262, próximo ao trevo para Laranha da Terr","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:19:19-03","UFPR","UPCB","19108","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","B.Coe-Teixeira",NA,"Hatschbach, G.","49979","1985","10","20",NA,"Brasil","Espírito Santo","Conceição do Castelo","BLOQUEADO",NA,NA,NA,"Árvore, 12m, flor alva. Mata pluvial do vale entre morros..",NA,NA,"Flora Neotropica","1993",NA,"1000","1000",NA,NA,"9999","9999",NA,"01","01",NA,NA,NA
"37","2009-12-05 05:17:00-02","MO","MOBOT","1801909","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 59705","1993","11","7","South America","Brazil","Espírito Santo",NA,"Rod. BR-262, próximo ao trevo para Laranja da Terra (mun. Iuna).",NA,NA,NA,NA,NA,NA,"J.G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1801913","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Gert G. Hatschbach","Hatschbach 49979","1985","10","20","South America","Brazil","Espírito Santo",NA,"Venda Nova, Torre Telest (mun. Conceição do Castelo). Mata pluvial do Vale entre morros.",NA,NA,NA,NA,NA,NA,"J.G. Rohwer (HBG)",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-12-04 16:24:00-02","MO","MOBOT","1801916","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 49908","1985","10","18","South America","Brazil","Espírito Santo",NA,"Alto Bananal (mun. Conceição do Castelo). Mata pluvial.",NA,NA,NA,NA,NA,NA,"J.G. Rohwer (HBG)",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-08-31 09:11:18-03","INPA","INPA","200591","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, GG","59705","1993","11","07","Southern America","Brasil","Espírito Santo","Iuna","Rod. BR 262, próximo ao trevo para Laranja da Terra.","-41.5358009338379","-20.3458003997803",NA,NA,"INPA0200591","INPA0200591 INPA0200591_e","Werff, HH van der","1997","32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-10 20:48:22-03","INPA","INPA","217154","segun","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, GG","59705","1993","11","07","Southern America","Brasil","Espírito Santo","Iuna","Rod. BR 262, próximo ao trevo para Laranja da Terra.","-41.5358009338379","-20.3458003997803",NA,NA,"INPA0217154","INPA0217154 INPA0217154_e","Werff, HH van der","1997","32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","10214",NA,"Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"G. Hatschbach; et al","59705","1993","11","07",NA,"Brasil","Espírito Santo","Iúna","Rod. BR-262, próximo ao trevo p/ Laranja da Terra","-41.535556","-20.345833",NA,"árvore, 12m, flor alva. Mata Pluvial da encosta de morro.","MBML010214","MBML010214","H. van der Werff/1997",NA,NA,NA,NA,NA,NA,"41W32'8","20S20'45",NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","15730",NA,"Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"G. Hatschbach; et al","49908","1985","10","18",NA,"Brasil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,"Volúvel, laticífera, flor creme, corona creme, ápice do ginostêmio, vinoso. Campo de restinga. EX HERB MBM.","MBML015730","MBML015730","J. G. Rohwer/2000",NA,"17824",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-09 21:48:33-03","UNICENTRO","HUCO","3936","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Gonzaga, D.","928","1941","11","01",NA,"Brasil","São Paulo","São Paulo","Horto Florestal, Parque do Museu","-46.6300010681152","-23.5400009155273",NA,"SPSF 8149; Arbóreo, com flor; DESC: Arbóreo, com flor","HUCO003936",NA,"Baitello, J.B.","1999","53584",NA,NA,"auto",NA,NA,NA,NA,"06","15",NA,NA,NA
"45","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2255","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Lopes, B.","s.n.","1999","11","04",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"Permuta SPSF, 26049; Arbóreo, flor creme; DESC: Arbóreo, flor creme","HUCO002255",NA,"Baitello, J.B.","1999","53584",NA,NA,"auto",NA,NA,NA,NA,"11","05",NA,NA,NA
"46","2021-03-04 11:05:32-03","UFRB","HURB","3140","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Koscinski, M.","96",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Horto Florestal, no Parque do Museu;","-46.6300010681152","-23.5400009155273",NA,"com flores em setembro e frutos em janeiro. <ll>dwc_commonname:</ll> canela-parda, canela-louro","HURB000003140",NA,"J.B. Baitello","2000","53584",NA,NA,"auto",NA,NA,NA,NA,"05","06",NA,NA,NA
"47","2021-03-04 11:05:32-03","UFRB","HURB","3139","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Baitello, J.B.; Aguiar, O.T.",NA,"1981","10","08",NA,"Brasil","São Paulo","São Paulo","Horto Florestal, próximo ao viveiro de mudas; e plantio de pinheiro do brejo","-46.6300010681152","-23.5400009155273",NA,"<ll>dwc_commonname:</ll> canela","HURB000003139",NA,"J.B. Baitello","2000","53584",NA,NA,"auto",NA,NA,NA,NA,"04","16",NA,NA,NA
"48","2020-06-15 15:30:51-03","UNESP-RC","HRCB","60583","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Bernacci, L.C.","2890","2000","11","10",NA,"Brasil","São Paulo","Cotia","Caucaia do Alto, Orquidário da Sra. Mioko, afloramentos rochosos presentes.","-46.9099998474121","-23.6000003814697",NA,"Árvore, ca. 15 m alt., 26cm DAP, indivíduo M34-3. Flores amarelas.",NA,NA,"Souza, G.; Bernacci, L.C.","2003","23869",NA,NA,"auto",NA,NA,NA,NA,"10",NA,NA,NA,NA
"49","2020-06-15 15:30:51-03","UNESP-RC","HRCB","60783","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teixeira",NA,"Bernacci, L.C.","3017","2001","01","11",NA,"Brasil","São Paulo","Cotia","Caucaia do Alto, próximo ao Beto Borracheiro","-46.9099998474121","-23.6000003814697",NA,"Árvore, ca. 16m alt., próximo ao ponto G37. Frutos imaturos.",NA,NA,"Moraes, P.","2013","23869",NA,NA,"auto",NA,NA,NA,NA,"08",NA,NA,NA,NA
