"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","799305","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","P. G. Delprete",NA,NA,NA,"R. Reitz","1957","10","03","Brazil","Santa Catarina","Garuva","-48.8547","-26.0269",NA,NA,"NY00799305","NY00799305_01","Tres Barras","40","40","4959","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794105' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","397635","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"G. G. Hatschbach","1966","01","05","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00397635","NY00397635_01","Electric plant Marumbi",NA,NA,"13462","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664945' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","397631","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica nobilis","(Vell.) Steyerm.","J. A. Steyermark",NA,NA,NA,"L. Riedel","1833","01",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.274528","-22.95583",NA,NA,"NY00397631","NY00397631_01","Tijuca",NA,NA,"1240","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=346036' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","nobilis",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","397617","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J. H. Kirkbride Jr.",NA,NA,NA,"R. M. Harley","1977","03","19","Brazil","Bahia","Rio de Contas","-41.95","-13.55",NA,NA,"NY00397617","NY00397617_01","Middle and upper N.E. slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas","1600","1850","19684","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664930' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","397625","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica nobilis","(Vell.) Steyerm.","J. A. Steyermark",NA,NA,NA,"C. Lemos","1931","10","02","Brazil","São Paulo","Ribeirao Pires","-46.4097","-23.71",NA,NA,"NY00397625","NY00397625_01","Alto da Serra. Estaçao Biologica",NA,NA,"28681","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=346037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","nobilis",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1262227","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"J. G. Jardim","2005","07","21","Brazil","Bahia","Arataca","-39.3394","-15.1742",NA,NA,"NY01262227","NY01262227_01","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5 km no Assent. Santo Antônio, do mais 8,9 km ate sede da RPPN. Coletas na trilha para o topo, 2-4 km da sede","450","800","4702","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502906' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","950410","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","B. M. Boom",NA,NA,NA,"L. R. Landrum","1982","02","02","Brazil","Minas Gerais",NA,"-43.75","-19.92",NA,NA,"NY00950410","NY00950410_01","Caeté, Serra da Piedade, km 1-5 on road to top of Serra.","1200","1700","4273","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062808' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","799302","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","P. G. Delprete",NA,NA,NA,"R. Reitz","1957","12","20","Brazil","Santa Catarina","Garuva","-48.8547","-26.0269",NA,NA,"NY00799302","NY00799302_01","Mina Vella","10","10","5789","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794100' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","397620","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","1968","01","30","Brazil","Paraná","Guaraqueçaba","-48.32","-25.28",NA,NA,"NY00397620","NY00397620_01","Rio do Cedro","50","50","18509","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664921' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","799298","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","L. B. Smith",NA,NA,NA,"A. Bresolin","1973","12","11","Brazil","Santa Catarina","Imaruí","-48.8197","-28.3417",NA,NA,"NY00799298","NY00799298_01","Alto Rio D'Una","150","150","1037","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","397628","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","D. C. Zappi",NA,NA,NA,"E. M. Nic Lughadha","1991","12","29","Brazil","Bahia","Abaíra","-41.88","-13.27",NA,NA,"NY00397628","NY00397628_01","Bem Querer","1500","1650","H50218","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664923' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","885393","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"A. M. Amorim","2001","05","04","Brazil","Bahia","Morro do Chapéu","-41.1558","-11.5503",NA,NA,"NY00885393","NY00885393_01",NA,"1100","1100","3660","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989452' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","685448","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","O. A. Guimarães",NA,NA,NA,"R. Goldenberg","2005","10","17","Brazil","Paraná","Bocaiúva do Sul","-49.115","-25.2061",NA,NA,"NY00685448","NY00685448_01","Margem do Rio Capivari",NA,NA,"719","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894893' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","501905","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","P. G. Delprete",NA,NA,NA,"A. M. Amorim","1999","04","26","Brazil","Bahia","Morro do Chapéu","-41.1558","-11.5503",NA,NA,"NY00501905","NY00501905_01","Morro da torre de Transmissao","1400","1400","2990","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664939' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","397615","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J. H. Kirkbride Jr.",NA,NA,NA,"R. M. Harley","1980","05","30","Brazil","Bahia","Morro do Chapéu","-41.2","-11.58",NA,NA,"NY00397615","NY00397615_01","C. 8 km SW of the town of Morro do Chapeu to the west of the road to Utinga","1000","1000","22773","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664932' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01481844","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"J. D. Boeke","1980","08","17","Peru","Puno","Carabaya",NA,NA,NA,NA,"NY01481844",NA,"Ollachea-San Goban road, just north of Camatane tunnel",NA,NA,"3079","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708799' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01112509","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"M. M. M. Lopes","2006","02","15","Brazil","Bahia","Arataca","-39.3417","-15.1736",NA,NA,"NY01112509","NY01112509_01","Serra do Peito-de-Moça - Serra das Lontras. Estrada Arataca - Una, ramal 22.4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras.","1000","1000","536","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218651' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","950411","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J. H. Kirkbride Jr.",NA,NA,NA,"G. G. Hatschbach",NA,NA,NA,"Brazil","Minas Gerais","Jaboticatubas","-43.7447","-19.5136",NA,NA,"NY00950411","NY00950411_01","Serra do Cipó, 25 Km ao Norte",NA,NA,"28833","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062811' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","950409","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J. H. Kirkbride Jr.",NA,NA,NA,"W. R. Anderson","1972","02","12","Brazil","Minas Gerais",NA,"-43.392","-18.43185",NA,NA,"NY00950409","NY00950409_01","Serra do Espinhaço, eastern slopes of Pico do Itambé","1550","1550","35844","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062807' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","397619","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1971","12","10","Brazil","Paraná","Guaraqueçaba","-48.426212","-25.176184",NA,NA,"NY00397619","NY00397619_01","Serra Negra","100","100","25789","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664936' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01112507","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"M. M. M. Lopes","2006","04","09","Brazil","Bahia",NA,"-39.5653","-15.3917",NA,NA,"NY01112507","NY01112507_01","Camacã. RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","850","850","597","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218659' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","397632","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"R. Reitz","1957","12","20","Brazil","Santa Catarina","Garuva","-48.8547","-26.0269",NA,NA,"NY00397632","NY00397632_01","Mina Velha, Garuva, Sao Francisco do Sul","10","10","5789","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","397623","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1976","12","21","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"NY00397623","NY00397623_01","Rio Cotia",NA,NA,"39314","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664934' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","799307","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","L. B. Smith",NA,NA,NA,"R. M. Klein","1972","01","15","Brazil","Santa Catarina","Paulo Lopes","-48.6833","-27.9619",NA,NA,"NY00799307","NY00799307_01","Bom Retiro","400","400","10641","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794108' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","397621","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","J. H. Kirkbride Jr.",NA,NA,NA,"G. G. Hatschbach","1977","12","28","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00397621","NY00397621_01","Rio Bromado",NA,NA,"40653","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664929' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","397624","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"L. Riedel","1821",NA,NA,"Brazil","Rio de Janeiro","Magé","-43.184668","-22.564777",NA,NA,"NY00397624","NY00397624_01","Mandioca",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664940' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","397622","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1960","08","16","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00397622","NY00397622_01","Rio Guaraguaçu",NA,NA,"7172","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664935' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01091738","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"M. M. M. Lopes","2006","06","05","Brazil","Bahia","Camacan","-39.5653","-15.3917",NA,NA,"NY01091738","NY01091738_01","Camacã: RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","850","850","783","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218795' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
